"","Player","Nation","Age","Born","X90s","Tackles.Tkl","Tackles.TklW","Tackles.Def.3rd","Tackles.Mid.3rd","Tackles.Att.3rd","Vs.Dribbles.Tkl","Vs.Dribbles.Att","Vs.Dribbles.Tkl.","Vs.Dribbles.Past","Pressures.Press","Pressures.Succ","Pressures..","Pressures.Def.3rd","Pressures.Mid.3rd","Pressures.Att.3rd","Blocks.Blocks","Blocks.Sh","Blocks.ShSv","Blocks.Pass","Int","Tkl.Int","Clr","Err","mv0","mv1","mv2","mv3","mv4","mv5","mv6","mv7","mv8","mv9"
"462","h.komujuni","Xikong",34,1986,3.41,1.21,0.64,0.59,0.52,0,0.34,0.94,1,0.52,6.31,0.77,1,2.47,2.49,1.06,1.94,1.11,0.03,0.82,0.54,1.72,4.84,0.07,9500000,8600000,7800000,7e+06,6300000,5700000,5100000,4500000,4e+06,3600000
"463","q.sarfo","Xikong",26,1994,4.28,0.27,0.3,0.27,0,0,0.03,0.18,0.07,0.17,4.69,1.62,1,2.12,2.35,0.18,1.5,0.93,0.01,0.48,1.82,2.13,6.07,0,2.5e+07,23200000,21400000,19800000,18200000,16700000,15300000,1.4e+07,12700000,11500000
"464","t.mbedzi","Xikong",31,1989,4.14,0.17,0,0.16,0,0,0,0.67,0,0.77,7.57,1.99,1,4.19,3.48,0.07,1.01,0.56,0,0.45,2.63,2.87,10.58,0.32,15200000,13900000,12700000,11600000,10500000,9500000,8600000,7700000,6900000,6200000
"465","v.lao","Xikong",26,1994,0.87,0,0,0.03,0,0,0.06,0,0,0.03,3.29,1.08,1,1.04,1.2,1.08,4.43,2.14,0,2.24,0.04,0,5.6,1.19,8500000,7900000,7300000,6800000,6200000,5700000,5200000,4800000,4300000,3900000
"466","x.ahmad","Xikong",26,1994,4,1.56,1.26,0.97,0.35,0.19,0.68,1.03,1,0.22,6.67,2.08,1,3.56,1.87,1.19,1.06,0,0,1.03,0.97,2.64,3.55,0,22300000,20700000,19200000,17700000,16300000,14900000,13700000,12500000,11400000,10300000
"467","c.meunier","Xikong",32,1988,0.48,0.08,0,0.05,0,0.08,0,0,0,0.06,13.94,4.05,1,3.92,5.98,3.97,0,0.02,0.05,0,0.08,0,3.94,0,4600000,4200000,3800000,3500000,3100000,2800000,2500000,2300000,2e+06,1800000
"468","u.mariani","Xikong",27,1993,0.22,0,0,0.04,0.01,0,0,0.05,0,0,4.92,0.03,0,5.04,0,0,0.08,0.01,0.02,0,4.94,4.99,4.98,0.1,5600000,5200000,4800000,4400000,4100000,3700000,3400000,3100000,2800000,2500000
"469","a.ngabirano","Xikong",27,1993,1.42,1.34,0.75,0.01,1.41,0,0.05,1.4,0,1.36,25.69,6.44,1,5.03,12.01,8.67,1.34,0,0.07,1.34,0,1.37,0.67,0,9900000,9100000,8400000,7800000,7100000,6500000,5900000,5400000,4900000,4400000
"470","i.amolo","Xikong",34,1986,1.99,0.57,0.06,0.07,0.44,0,0,1.47,0,1.4,16.97,2.46,1,4.42,8.98,3.52,1.57,0.49,0.05,0.91,0.52,1.08,0.51,0,5900000,5400000,4900000,4400000,4e+06,3600000,3200000,2800000,2500000,2200000
"471","o.zen","Xikong",21,1999,3.64,0.64,0.32,0.02,0.18,0.29,0.34,0.32,1,0,11.82,2.12,1,1.45,2.99,7.59,0.84,0.24,0,0.58,0.89,1.37,0.59,0.08,30900000,29100000,27300000,25600000,23900000,22200000,20600000,19100000,17600000,16200000
"472","u.taaka","Xikong",20,2000,1.43,0.1,0,0,0,0,0,0.01,0,0.08,18.75,6.64,1,0.75,5.28,12.65,1.93,0,0,2.06,0,0,0.01,0.05,18200000,17200000,16200000,15200000,14200000,13300000,12400000,11500000,10600000,9800000
"473","m.ngamita","Xikong",31,1990,4.29,0.03,0,0.09,0.05,0,0,0.09,0,0.09,0,0,0,0.01,0.06,0.08,0,0,0.08,0.06,0.02,0.01,0.03,0.08,17300000,15800000,14400000,13100000,11900000,10800000,9700000,8800000,7900000,7e+06
"474","o.avako","Xikong",31,1989,4.24,2.04,1.07,1.34,0.62,0.05,0.53,1.77,1,1.35,15.83,3.89,1,5.71,8.31,1.56,1.91,0.55,0,1.34,1.07,3.3,1.59,0.02,15700000,14400000,13100000,1.2e+07,10900000,9800000,8900000,8e+06,7200000,6400000
"475","o.macamo","Xikong",25,1995,3.7,1,0.3,0.48,0.32,0.26,0.45,1,1,0.48,17.04,3.85,1,5.69,7.84,3.42,1.54,0.18,0.09,1.34,3.01,4.12,1.39,0,21500000,2e+07,18600000,17200000,15900000,14600000,13400000,12300000,11200000,10200000
"476","o.yaakv","Xikong",21,1999,0.07,0.05,0,0.02,0.05,0,0.03,0.07,0,0.1,10.09,0,0,9.98,0,0.04,0,0.1,0.06,0,30.02,30.06,20.05,0.05,7100000,6600000,6200000,5800000,5400000,5100000,4700000,4400000,4e+06,3700000
"477","p.uddin","Xikong",29,1991,4.02,0.56,0.33,0.49,0.05,0.02,0.26,1.23,1,1.03,12.21,3.57,1,4.09,5.55,2.37,1.26,0,0.02,1.27,1.26,1.8,1.03,0.05,18100000,16700000,15300000,1.4e+07,12800000,11700000,10600000,9600000,8600000,7800000
"478","s.yamamoto","Xikong",35,1985,4.01,1.94,0.98,0.88,0.4,0.44,0.75,2.04,1,1.24,16.07,3.6,1,4.39,8.49,3.2,2.5,0.2,0.01,2.2,1.7,3.6,2.03,0,10500000,9500000,8600000,7700000,7e+06,6200000,5600000,4900000,4400000,3900000
"479","x.arab","Xikong",33,1987,0.01,0.08,0,0,0.02,0,0.01,0.08,0,0.08,2,0.96,1,0.93,0.95,0,0.05,0.03,0.03,0.08,1.01,1.02,0.91,0.03,3600000,3300000,3e+06,2700000,2400000,2200000,1900000,1700000,1600000,1400000
"480","b.goldberg","Xikong",29,1992,0.91,0.97,0.99,0.98,0.05,0.03,1.07,3.94,1,3.1,27.98,9.06,1,9.05,13,5.94,1.97,0.09,0.07,2.04,1.99,2.95,1.03,0.03,6500000,6e+06,5500000,5e+06,4600000,4200000,3800000,3400000,3100000,2800000
