"","Player","Nation","Squad","Age","Born","X90s","Gls","Standard.Sh","Standard.SoT","Standard.SoT.","Standard.Sh.90","Standard.SoT.90","Standard.G.Sh","Standard.G.SoT","Standard.Dist","Standard.FK","Performance.PK","Performance.PKatt","Expected.xG","Expected.npxG","Expected.npxG.Sh","Expected.G.xG","Expected.np.G.xG","League","Year","mv0","mv1","mv2","mv3","mv4","mv5","mv6","mv7","mv8","mv9"
"316","j.ptersons","Danan Seekeeling","Somber Bombers",26,1994,26.99,0.17,1.22,0.49,1,1.26,0.57,0.19,0.31,18.33,0,0,0,0.11,0.08,0.05,0.08,-0.06,"A",2021,3708215294.59919,3315778235.9265,2908621259.31446,2503052929.41722,2113168139.57784,1750165976.24478,1422019595.6575,1133477978.86671,886342868.710917,679941555.203256
"317","o.magi","Central Diasongo","Stacked Rocks",27,1992,17.77,0.21,0.78,0.29,1,0.87,0.27,0.19,0.33,16.37,0.05,0.01,0,0.17,0.09,0.2,-0.04,0.07,"A",2021,486982359.799209,427183950.143552,367618862.161125,310357187.375823,257043715.384004,208849449.239632,166471863.210933,130175576.013887,99861787.9479234,75153693.3912029
"319","m.tang","Djipines","Stacked Rocks",27,1993,15,0.09,0.14,0.04,0,0.26,0,0,0,12.91,0,0.1,0,0.03,0.05,0.11,0.09,-0.08,"A",2021,182734618.316044,160295941.956517,137944816.91388,116458021.600918,96452744.696134,78368391.8408373,62466682.3594051,48846911.4297627,37472005.5825954,28200572.7734058
"320","k.mpofu","Nganion","Stacked Rocks",23,1996,24.91,0,0.75,0.08,1,0.91,0.17,0,0.03,18.26,0.09,0.02,0.07,0.13,0.15,0.12,-0.05,-0.06,"A",2021,2830948943.14098,2681075768.19513,2490963132.66901,2270422457.59961,2030145709.77903,1780856423.68641,1532539815.52427,1293825740.85415,1071571044.64248,870657437.239352
"321","a.janssen","People's Land of Maneau","Stacked Rocks",21,1999,5.39,0.1,0.29,0.09,0,0.41,0,0.08,0,5.48,0.01,0.03,0,0.03,0.06,0.04,-0.12,0.04,"A",2021,25715724.6826162,25305416.7906104,24429207.7959058,23135901.9089681,21495356.2222833,19592236.7782631,17518808.1439336,15367607.2944783,13224800.0090749,11164856.205407
"322","d.nishimura","People's Land of Maneau","Stacked Rocks",26,1994,28,0.02,0.53,0.09,1,0.57,0,0.03,0,21.48,0.33,0.02,0,0.09,0.09,0,-0.08,-0.07,"A",2021,3411355993.54623,3050335285.24416,2675773054.59304,2302672292.34699,1943999532.28684,1610057323.65618,1308180535.70181,1042737972.19682,815387138.367525,625509177.685034
"323","e.koc","Rarita","Stacked Rocks",28,1992,13.88,0.08,0.18,0.16,1,0.19,0.15,0.08,0,15.96,0,0.05,0.09,0,0.06,0.06,0,-0.02,"A",2021,111737467.899197,96157172.5624631,81179375.4190384,67234300.087255,54628242.990722,43543640.779108,34049709.1270008,26120605.2367788,19657768.9774715,14513306.9228973
"324","w.karlsson","Southern Ristan","Stacked Rocks",31,1989,24.83,0.07,0.43,0.08,1,0.53,0.07,0.14,0.39,7.57,0,0,0.04,0,0,0.13,-0.07,0.1,"A",2021,1338875634.01589,1087843903.6988,867109787.412506,678051617.051213,520154769.989196,391456561.143544,289011902.895451,209328829.014643,148738542.083383,103680995.449533
"325","c.bai","Western Niasland","Stacked Rocks",24,1996,16.53,0.06,0.43,0.08,0.06,0.38,0,0,0,9.25,0,0,0.03,0.03,0.02,0.13,0.02,-0.1,"A",2021,410915647.382026,381777993.896274,347976780.463494,311150713.64629,272943338.23552,234885040.514473,198298477.129766,164234563.882363,133441497.146508,106364918.559816
"326","q.ariko","Djipines","Stacked Rocks",31,1989,10.15,0.99,3.68,1.95,1,3.7,1.93,0.28,0.5,18.12,0.73,0,0.03,0.46,0.56,0.22,0.55,0.53,"A",2021,75332743.2042729,61208273.0924531,48788518.728307,38151032.8882084,29266859.9820144,22025568.2059148,16261450.2128902,11778028.1609218,8368874.68161391,5833681.34195975
"327","c.kadosh","Landli Blicporlip","Stacked Rocks",28,1992,34.63,0.46,1.93,0.93,1,2.05,1.09,0.29,0.44,16.99,0,0.11,0.1,0.27,0.32,0.17,0.2,0.26,"A",2021,24339936100.4217,20946057573.8033,17683422110.0668,14645745949.3953,11899750089.8446,9485174973.7101,7417097952.64741,5689889652.24347,4282080574.97914,3161454879.46631
"328","p.musiime","Lefghau","Stacked Rocks",25,1995,3.34,0.38,2.07,1.16,1,2.11,1.12,0.06,0.16,10.85,0.01,0,0,0.51,0.45,0.14,-0.1,-0.11,"A",2021,16767361.876476,15282841.5883701,13665472.33534,11987437.1942239,10315949.4173123,8709098.94951217,7213041.11097871,5860636.04441842,4671455.94813641,3652926.42938482
"329","z.bintizakaria","People's Land of Maneau","Stacked Rocks",27,1993,34.18,0.71,3.94,1.45,1,3.93,1.37,0.12,0.45,17.67,0.47,0.18,0.15,0.58,0.5,0.06,0.1,0.08,"A",2021,28879341655.4608,25333137838.9386,21800770614.6078,18405001883.7434,15243372018.6998,12385324597.0408,9872221687.19197,7719755878.73756,5922068088.17948,4456812745.76183
"330","l.kyalisiima","Byasier Pujan","Stacked Rocks",22,1997,13.33,0.13,1.08,0.46,1,1.04,0.29,0.14,0.28,16.32,0,0.09,0.09,0.14,0.12,0.15,-0.1,-0.09,"A",2021,229757585.179063,221802147.637714,210059727.430237,195164583.893677,177885432.501568,159059978.646904,139528401.020828,120073031.782213,101370011.877362,83956568.5647385
"331","d.namugerwa","Imaar Vircoand","Stacked Rocks",28,1992,7.99,0.2,2.71,1.2,1,2.72,1.11,0.15,0.02,19.03,0.48,0.08,0.05,0.1,0.08,0.17,-0.1,-0.03,"A",2021,69500173.0392991,59809303.5192982,50493185.0069776,41819414.5445993,33978507.049338,27083937.2486875,21178756.9626979,16246892.0942891,12227038.7112527,9027207.80664
"332","c.guerrero","Lefghau","Stacked Rocks",27,1992,15.63,0.15,1.09,0.31,1,1.22,0.38,0.25,0.45,15.21,0.04,0,0.08,0.07,0.23,0.02,-0.03,-0.04,"A",2021,184366045.248526,161727039.792742,139176367.298714,117497741.138978,97313860.1588696,79068052.9465578,63024375.4168182,49283009.2398516,37806549.9600369,28452343.2061673
"334","g.magnusson","Dosqaly","Stacked Rocks",23,1996,23.26,0.19,0.74,0.29,1,0.7,0.34,0.1,0.5,17.16,0.01,0.02,0,0.09,0.04,0.02,0.07,0.09,"A",2021,1924889152.55174,1822983659.19739,1693717551.88243,1543762055.80536,1380387118.71551,1210884152.64837,1042042553.93009,879730148.400049,728609212.475694,591999039.965399
"335","h.cardoso","Dosqaly","Stacked Rocks",30,1989,17.51,0,0.14,0,1,0.22,0,0,0,13.11,0.08,0,0.08,0.12,0.02,0.13,0.08,0.07,"A",2021,251825798.877222,208566908.085044,169461773.527901,135076330.27009,105625291.623432,81028490.8815114,60980185.5624361,45021596.8199207,32608754.3394107,23170141.4584412
"336","h.ruiz","Imaar Vircoand","Stacked Rocks",24,1996,10.44,0.01,1.46,0.49,1,1.5,0.47,0.07,0.22,17.85,0.12,0,0,0.02,0.07,0.1,-0.1,0.01,"A",2021,115083539.436829,106923070.699783,97456496.9543259,87142764.3431149,76442174.0324831,65783335.327792,55536679.5069017,45996532.4510373,37372438.5946599,29789207.0495758
"337","a.kiss","Mico","Stacked Rocks",24,1995,37.99,0,0.39,0.16,1,0.31,0.13,0.13,0.28,22.68,0.03,0.02,0.04,0,0,0.14,-0.06,0.06,"A",2021,64338706604.6279,59776507645.521,54484116450.9111,48718111862.2571,42735830261.7684,36776890351.4817,31048385773.2858,25714862617.8808,20893468984.4256,16653980766.7213
"338","i.nayak","People's Land of Maneau","Stacked Rocks",24,1996,9.7,0.05,0.37,0.19,1,0.45,0.17,0.08,0,29.12,0.09,0.02,0,0,0,0.06,0.01,0.04,"A",2021,63408513.7679969,58912273.9338861,53696398.7999448,48013757.6552795,42117966.3774154,36245179.3214678,30599496.0215418,25343083.6023483,20591396.4652947,16413201.7018609
"339","v.alvarez","Rarita","Stacked Rocks",24,1996,7,0,1.66,0.48,1,1.8,0.52,0,0.01,14.18,0.03,0,0,0.13,0.23,0.2,-0.22,-0.26,"A",2021,50589980.3071188,47002690.9803889,42841246.3315525,38307396.1193728,33603485.762266,28917929.1413466,24413565.4527653,20219778.4520785,16428682.518673,13095142.9316263
"341","w.twinamatsiko","Mico","Swift Musketeers",27,1992,28.68,0.19,0.68,0.23,1,0.64,0.25,0.15,0.3,10.24,0,0.04,0.08,0.09,0,0.01,-0.03,0.07,"A",2021,4987999712.5085,4375504322.95503,3765398770.35474,3178886319.50414,2632814007.8137,2139176033.38727,1705116395.13855,1333345495.30833,1022851361.14623,769774496.932162
"342","k.ferrari","Nancipenuaroe","Swift Musketeers",21,1999,9.41,0.09,0.46,0.07,1,0.44,0.1,0,0.05,11.47,0.02,0.01,0.08,0.01,0.11,0.08,-0.13,-0.06,"A",2021,72954605.517078,71790576.47371,69304802.4055808,65635739.1394682,60981568.7872036,55582485.9301596,49700241.896509,43597360.8267756,37518292.0027341,31674303.958892
"343","d.shahar","Nkasland Cronestan","Swift Musketeers",24,1996,34.46,0.06,0.38,0.14,1,0.36,0.22,0.08,0.28,8.91,0,0.08,0.03,0.11,0.09,0.16,-0.05,-0.05,"A",2021,29042888428.391,26983483719.3144,24594465737.8215,21991655753.2356,19291216993.4407,16601314816.3663,14015432567.4666,11607847365.5358,9431440584.05842,7517709491.25144
"344","f.fujihara","People's Land of Maneau","Swift Musketeers",23,1997,29.36,0.08,0.69,0.19,1,0.59,0.32,0,0.07,18.06,0.02,0.01,0.07,0.06,0.02,0.14,-0.07,-0.14,"A",2021,9665190098.99604,9153505587.65885,8504438861.45276,7751487256.91346,6931154396.55543,6080051678.66083,5232269796.74453,4417272084.90564,3658468612.139,2972526107.33643
"345","j.ssempijja","People's Land of Maneau","Swift Musketeers",26,1994,17.15,0.02,0.26,0.16,1,0.37,0.16,0.06,0.03,8.24,0.08,0,0.01,0,0.07,0.04,-0.13,-0.03,"A",2021,310159022.91069,277335175.048041,243280137.784917,209357976.601975,176747603.185834,146385720.892261,118939212.885334,94805288.9291798,74134648.6876371,56871025.9906887
"346","p.byamukama","People's Land of Maneau","Swift Musketeers",30,1989,28.91,0,0.19,0.03,1,0.26,0.12,0.09,0.04,19.77,0.1,0,0.02,0,0,0.14,0.01,-0.06,"A",2021,3369464754.91177,2790654686.56017,2267422463.27785,1807340376.1534,1413281319.62346,1084172651.83403,815923495.196713,602395323.953806,436309738.470399,310019765.086106
"349","e.kuhn","Dosqaly","Swift Musketeers",21,1999,1.03,0.04,1.82,0,0,1.76,0.03,0,0,25.79,0,0,0,0.17,0.2,0.13,-0.29,-0.17,"A",2021,10883962.9349309,10710303.5905564,10339455.5456609,9792074.76947481,9097727.68545084,8292248.47982439,7414687.35009577,6504209.78821352,5597284.7313126,4725430.94208925
"350","d.obeng","Ngoque Blicri","Swift Musketeers",24,1996,29.6,0.34,1.85,1.07,1,1.81,1.06,0.21,0.34,13.18,0.01,0.07,0,0.39,0.24,0.25,0.08,0.03,"A",2021,13340664019.5145,12394689710.8041,11297309665.2121,10101725637.9341,8861296460.6323,7625707194.84046,6437898814.08467,5331990035.19359,4332271576.98751,3453211507.05733
"351","c.joly","People's Land of Maneau","Swift Musketeers",21,1999,1.1,0,0.82,0.07,0.01,0.87,0.02,0.06,0,9.06,0.05,0.05,0.02,0.09,0.04,0.15,-0.18,-0.1,"A",2021,13235185.9013285,13024011.5597728,12573050.5591998,11907421.10282,11063076.7411161,10083592.7893741,9016455.31737277,7909290.5959802,6806445.81431219,5746248.61884811
"352","t.acom","People's Land of Maneau","Swift Musketeers",28,1992,24.1,0.56,2.35,0.97,1,2.26,0.94,0.25,0.36,14.97,0,0,0.07,0.32,0.36,0.06,0.23,0.15,"A",2021,1558516773.25633,1341202455.40823,1132291796.22347,937785564.629653,761955990.190954,607347703.494682,474926126.362589,364330802.858827,274187014.008819,202431938.901267
"354","s.sarpong","Southslands","Swift Musketeers",33,1987,2.26,0.06,0.79,0.44,1,0.95,0.36,0,0,19.14,0,0,0,0,0,0,0,-0.02,"A",2021,3099058.89973274,2423363.14132859,1859038.25856206,1399069.59566304,1032931.38054587,748143.291594339,531593.010790792,370556.896422352,253402.96958402,170000.289666903
"355","d.tukamuhebwa","People's Land of Maneau","Swift Musketeers",21,1999,8.3,0.03,1.74,0.75,1,1.83,0.94,0.1,0.09,18.1,0,0,0.02,0.19,0.18,0.06,-0.14,-0.15,"A",2021,63079624.0209514,62073155.4932319,59923850.5589205,56751423.9561708,52727232.2842469,48058957.8927069,42972922.0021378,37696114.0392293,32439895.1466708,27386936.9958352
"358","f.kabanda","Dosqaly","Swift Musketeers",21,1999,11.23,0,0.75,0.15,1,0.78,0.18,0,0,20.54,0,0,0,0,0.05,0.08,-0.09,-0.13,"A",2021,111976091.67397,110189454.326711,106374105.549745,100742557.524341,93598994.7247387,85312085.4519011,76283584.8864838,66916434.3783526,57585832.6554241,48616050.1954847
"359","v.nakayima","Nganion","Swift Musketeers",28,1991,19.58,0.11,0.73,0.1,1,0.69,0.24,0.06,0.2,23.99,0.1,0.05,0.01,0.06,0.08,0.03,0.01,-0.03,"A",2021,429861001.733939,369922634.714551,312302115.788451,258654542.023995,210158254.849138,167515099.423375,130991352.759901,100487596.005916,75624662.1959738,55833596.1038327
"360","a.lombardi","Ngoque Blicri","Swift Musketeers",28,1992,30.71,0.18,1.73,0.45,1,1.74,0.48,0.15,0.37,20.78,0,0.03,0,0.06,0.02,0.11,0.08,0,"A",2021,9785219961.6657,8420801921.73665,7109146643.11662,5887930232.28296,4783976081.02034,3813260770.6818,2981845747.02387,2287467870.70831,1721495904.79083,1270978332.35162
"361","a.avako","People's Land of Maneau","Swift Musketeers",25,1994,38.03,0.24,1.08,0.52,1,1.07,0.56,0.19,0.31,25.4,0.45,0.17,0.1,0.1,0.11,0.03,0.13,0.12,"A",2021,55580329522.594,50659452439.8574,45298208571.8376,39735869858.0431,34195234299.6202,28868858024.5809,23909736353.3769,19426793848.6945,15484908291.5043,12108694030.8626
"362","g.abbas","Reugha","Swift Musketeers",22,1998,13.83,0,0.94,0.1,1,1.07,0.11,0.12,0.53,19.05,0.03,0.09,0.09,0.06,0.13,0.02,-0.01,-0.05,"A",2021,197505156.051305,190666470.260644,180572402.925761,167768178.654766,152914603.790315,136731790.07209,119941975.346453,103217671.186859,87140104.6418445,72171089.2068597
"363","n.nyesiga","Southslands","Swift Musketeers",20,2000,1.99,0,0.61,0.52,1,0.42,0.49,0,0,19.86,0,0,0,0.14,0,0.09,-0.06,-0.13,"A",2021,14040624.6046765,14083804.6835283,13859090.1836477,13379214.2907583,12670905.7467645,11772423.3858418,10730136.5022401,9594575.89597527,8416421.5576202,7242864.14656022
"365","a.logose","Lylimi","Swift Musketeers",25,1995,7.86,0.31,1.6,0.46,1,1.73,0.61,0.2,0.54,17.52,0.04,0.05,0,0.22,0.1,0.15,0.1,0.15,"A",2021,69268249.3934128,63135494.4434307,56453922.374702,49521731.2821478,42616588.2404395,35978470.7022441,29798052.5643203,24211083.5395246,19298419.037513,15090735.2504517
"366","c.namutebi","People's Land of Maneau","Swift Musketeers",31,1989,17.92,0.23,1.66,0.58,1,1.67,0.67,0.07,0.29,19.8,0,0,0,0.25,0.23,0.16,-0.01,0.04,"A",2021,262981626.077157,213674034.723257,170317493.341172,133182733.546003,102168673.286891,76889802.437677,56767647.6052717,41116317.6328626,29215188.2248454,20364995.8845189
"367","r.jacobs","People's Land of Maneau","Swift Musketeers",26,1994,19.36,0.1,2.4,0.73,1,2.43,0.76,0.08,0.17,17.91,0,0.09,0,0.27,0.22,0,-0.16,-0.06,"A",2021,627244264.567841,560863573.399549,491993009.511135,423391165.063511,357442189.925747,296040408.505993,240534479.424193,191727692.373627,149924811.984148,115012049.425432
"368","c.danquah","Byasier Pujan","Weak Tornadoes",24,1995,16.5,0,0.48,0.15,1,0.5,0.1,0,0,18.42,0.06,0,0,0,0.02,0,-0.05,-0.07,"A",2021,294778202.994485,273875749.683865,249627802.402646,223209918.662049,195801126.768925,168499278.609297,142253207.239176,117816807.218871,95726811.5350485,76302909.7443142
"371","d.mo","Dosqaly","Weak Tornadoes",30,1989,1.38,0.04,0.64,0,0,0.78,0,0.09,0,32.96,0,0,0.09,0,0,0,-0.01,-0.04,"A",2021,3866646.46583234,3202430.01960971,2601992.21297737,2074022.66719737,1621818.18693397,1244147.8565565,936317.168622397,691281.826588184,500689.465828522,355764.762715185
"372","e.nakayiza","Mico","Weak Tornadoes",24,1996,30.33,0.06,0.51,0.15,1,0.5,0.16,0.16,0.3,15.49,0,0.05,0.1,0,0,0.03,0.09,0.09,"A",2021,9398839631.78299,8732376492.44079,7959244131.97122,7116924550.10716,6243010410.97656,5372506113.51861,4535664673.86605,3756523602.2542,3052196332.49703,2432875988.93001
"373","s.wafula","People's Land of Maneau","Weak Tornadoes",22,1997,32.89,0.01,0.55,0.18,1,0.68,0.17,0,0,8.87,0.05,0.06,0,0,0.01,0.06,-0.13,-0.08,"A",2021,19342798850.5766,18673047608.1498,17684478408.5078,16430488186.3628,14975793450.4927,13390918823.1859,11746597148.4035,10108691294.4882,8534124119.10672,7068123634.16312
"374","h.byamugisha","Republic of Denand Landsa","Weak Tornadoes",23,1996,29.52,0.17,0.46,0.1,1,0.44,0.1,0.17,0.52,25.23,0.07,0.02,0,0,0.02,0.12,0.1,-0.03,"A",2021,8643173464.7942,8185595502.49466,7605162396.95149,6931829408.98431,6198240194.66747,5437134789.41684,4678999068.2712,3950180853.14205,3271614785.2598,2658205220.09256
"375","h.makoni","Slandsganiamayotteque","Weak Tornadoes",22,1997,23.97,0.07,0.4,0.22,1,0.38,0.17,0,0,18.96,0,0,0,0,0.08,0.08,-0.08,0.04,"A",2021,2069787405.64004,1998120285.63352,1892337865.26977,1758153914.50643,1602493460.88675,1432903032.50775,1256951438.34721,1081686372.81834,913198899.308702,756328667.454529
"377","g.cossa","Southern Ristan","Weak Tornadoes",32,1988,2.98,0.04,0.72,0.26,1,0.76,0.41,0,0,23.56,0.06,0,0.06,0,0.07,0.09,-0.12,-0.02,"A",2021,5117556.11452712,4079154.1685817,3189765.72558536,2446969.84062493,1841533.43254527,1359601.89307016,984747.926819547,699712.369501322,487747.654253454,333543.12168729
"378","s.rahmani","Thaijagypt","Weak Tornadoes",28,1992,2.9,0,0.42,0.07,0,0.3,0,0.1,0,10.06,0.01,0,0.04,0.07,0.02,0.05,0.07,-0.08,"A",2021,8819738.96430239,7589944.33551502,6407706.51011119,5306984.19577686,4311954.19329984,3437016.71827348,2687635.1501136,2061769.64727544,1551640.59345134,1145574.36261429
"379","x.emmanuel","People's Land of Maneau","Weak Tornadoes",26,1993,7.46,0.23,1.13,0.21,1,1.18,0.22,0.13,0.6,21.62,0.2,0.02,0,0.02,0.11,0.09,0.17,0.07,"A",2021,43465382.5699608,38865480.5862001,34093040.9222339,29339222.3823778,24769236.499072,20514351.9658102,16668025.1379296,13285920.6038609,10389157.2673211,7969850.04219355
"380","e.saka","Rosvi","Weak Tornadoes",25,1994,15.6,0.27,3.52,1.11,1,3.58,1.18,0.04,0.17,14.91,0.03,0.02,0.2,0.43,0.41,0.16,-0.24,-0.21,"A",2021,488521071.814726,445269220.532524,398146783.095364,349256830.595985,300557637.108209,253741666.977749,210153666.422781,170751023.507881,136103978.880576,106428879.372314
"381","f.namajja","Central Badad","Weak Tornadoes",25,1995,3.5,0.09,1.16,0.5,1,1.22,0.65,0.07,0,20.71,0,0.05,0.02,0.16,0.12,0.13,-0.06,-0.02,"A",2021,18327318.4240032,16704685.345082,14936843.6578897,13102692.0134948,11275696.8692995,9519352.58567981,7884108.55686236,6405882.07879848,5106066.25514026,3992777.5367405
"382","x.vtols","Greri Landmoslands","Weak Tornadoes",26,1993,27.59,0.14,1.67,0.48,1,1.66,0.63,0.13,0.16,17.61,0,0.02,0.07,0.29,0.23,0.12,-0.13,-0.01,"A",2021,4789143818.38151,4282313075.19801,3756471622.43974,3232681899.95853,2729147400.7994,2260331696.08085,1836532082.1796,1463881847.33158,1144707934.52467,878141541.755978
"383","m.iqbal","Lenia Gerdanho","Weak Tornadoes",28,1992,1.3,0,4.67,0,0,4.58,0,0.08,0,18.7,0.86,0.05,0.07,0.18,0.25,0.02,-0.32,-0.27,"A",2021,11105587.8245545,9557062.14693043,8068418.76953869,6682417.62123219,5429501.50599325,4327802.80388572,3384200.86135815,2596127.1625491,1953785.81525634,1442477.69067361
"384","l.barman","People's Land of Maneau","Weak Tornadoes",22,1997,30.42,0.2,2.26,0.75,1,2.2,0.64,0.03,0.28,17.14,0.14,0,0.06,0.11,0.2,0.11,-0.03,-0.12,"A",2021,15018490123.2627,14498469597.9431,13730906595.5215,12757260541.9469,11627779814.1681,10397222430.9946,9120508082.52012,7848775223.18122,6626220940.59994,5487961996.07453
"385","u.atugonza","Republic of Denand Landsa","Weak Tornadoes",21,1998,8.91,0.37,2.32,0.76,1,2.17,0.84,0.02,0.2,14.05,0,0.06,0.04,0.63,0.49,0.25,-0.28,-0.22,"A",2021,89439353.8390645,88012301.9792011,84964844.9356382,80466723.8726857,74760901.9302172,68141847.8124542,60930457.9109594,53448576.0535372,45995887.0325789,38831397.4053667
"388","g.namugere","Central Namemo Laand","Weak Tornadoes",24,1995,28.77,0,1.08,0.29,1,1.25,0.21,0.02,0.04,20.47,0.06,0,0.05,0.03,0.11,0.08,-0.05,-0.07,"A",2021,6603952797.78258,6135672532.75983,5592442749.61577,5000599609.69585,4386557031.01228,3774910326.11062,3186916320.12655,2639464606.79603,2144579682.07208,1709423590.9103
"389","m.amsalem","Czechnor","Weak Tornadoes",26,1993,18.92,0,0.95,0.11,1,1,0.08,0.01,0.5,23.61,0,0,0.08,0,0.06,0.14,-0.07,-0.06,"A",2021,718398531.025362,642371066.578788,563491888.684011,484920481.880062,409387472.591823,339062477.903055,275490150.234129,219590517.344935,171712633.782108,131726174.354697
"390","a.karlsson","Ngoque Blicri","Weak Tornadoes",29,1991,8.32,0.14,1.37,0.54,1,1.47,0.48,0.15,0.29,19.95,0.03,0.05,0,0.17,0.15,0,-0.03,0.03,"A",2021,27071223.913036,22854509.8667667,18928539.0137278,15379543.2890555,12258884.2632027,9586048.29350626,7353759.83158741,5534271.14627541,4085945.65499675,2959415.20335009
"391","l.kawuma","People's Land of Maneau","Weak Tornadoes",23,1997,4.24,0,1.46,0.16,1,1.44,0.32,0.05,0,16.21,0,0.01,0.08,0.1,0.17,0.21,-0.09,-0.04,"A",2021,30072228.8466141,28480175.9677163,26460672.6856008,24117942.4619623,21565562.5031194,18917445.3484283,16279660.6278104,13743880.4259877,11382942.7259611,9248704.31277306
"392","v.alharbi","People's Land of Maneau","Weak Tornadoes",25,1995,24.9,0,0.62,0.1,1,0.45,0.25,0,0.1,25.5,0,0,0,0.06,0,0.07,-0.08,-0.09,"A",2021,2351416390.46359,2143230668.51497,1916414512.28096,1681090710.97803,1446685097.02133,1221344071.11371,1011540349.54291,821882163.390361,655114272.877204,512278028.14132
"393","f.hughes","Thaijagypt","Weak Tornadoes",27,1993,26.4,0.12,1.36,0.3,1,1.32,0.28,0.22,0.6,16.74,0.04,0,0,0.23,0.19,0.15,0,0.03,"A",2021,3403513297.42986,2985583000.09403,2569283384.85877,2169082294.11447,1796475140.68261,1459646049.48129,1163469658.98303,909795385.907887,697932720.450115,525248173.082471
"394","j.wan","People's Land of Maneau","Weak Tornadoes",24,1996,21.18,0.13,1.77,0.35,1,1.79,0.38,0.02,0.18,15.16,0.01,0,0.07,0.19,0.17,0.14,-0.07,-0.17,"A",2021,1457360448.77886,1354020349.58599,1234140389.08435,1103532431.93935,968025502.159343,833047293.858265,703288763.674956,582477107.526835,473265891.445498,377235635.669394
