"","Player","Nation","Squad","mv0","mv1","mv2","mv3","mv4","mv5","mv6","mv7","mv8","mv9","trial"
"2999","p.wan","Redohrainbri","Weak Chargers",3400000,2700000,2100000,2e+05,5e+05,4e+05,2400000,3300000,2700000,8e+05,14
"3000","e.tushemereirwe","New Uwi","White Firebirds",10200000,6500000,1.1e+07,1e+06,4200000,1500000,8700000,5100000,2900000,1800000,14
"3001","g.aloyo","Nganion","White Firebirds",4e+05,6700000,6300000,3500000,6600000,3e+05,5e+05,4500000,3800000,8500000,14
"3002","b.koskinen","Esia","Wicked Gentlefolk",4600000,19400000,3100000,1300000,1800000,8800000,7100000,5900000,4300000,5600000,14
"3003","f.yaakv","Quewenia","Wicked Gentlefolk",19600000,17900000,15700000,2.2e+07,17100000,3200000,14500000,20100000,16900000,2700000,14
"3004","b.klc","Sobianitedrucy","Coy Catamarans",2700000,3500000,4700000,29400000,9300000,15300000,3e+06,13700000,1300000,2900000,14
"3005","f.jansen","Sobianitedrucy","Coy Catamarans",6700000,5300000,2400000,9800000,1700000,2300000,5100000,4400000,2700000,3600000,14
"3006","k.kanyesigye","Sobianitedrucy","Coy Catamarans",2200000,2500000,2e+05,1700000,1e+06,1200000,2e+05,2500000,4e+05,2500000,14
"3007","l.foo","Sobianitedrucy","Coy Sunbirds",1900000,6e+05,1500000,9e+05,4500000,4100000,2100000,3e+05,5700000,4e+05,14
"3008","x.dahan","Sobianitedrucy","Coy Sunbirds",1e+06,11500000,12500000,3200000,9200000,1800000,3700000,1800000,2700000,3200000,14
"3009","n.busingye","Sobianitedrucy","Fighting Clippers",8500000,9800000,4900000,15600000,6100000,4800000,21300000,3600000,16200000,10700000,14
"3010","r.owere","Western Niasland","Fighting Clippers",10400000,3e+05,1700000,1e+06,1500000,9e+06,1e+06,4300000,1100000,4e+05,14
"3011","j.vasquez","Nkasland Cronestan","Fighting Wave",2e+06,9500000,1200000,10700000,5100000,1200000,2200000,2200000,2e+06,4e+05,14
"3012","a.amongin","Sobianitedrucy","Fighting Wave",2400000,3e+05,8e+05,1200000,6600000,1800000,1500000,1300000,2600000,1e+05,14
"3013","n.tkachuk","Sobianitedrucy","Fighting Wave",7e+05,1800000,3700000,4e+05,5e+05,3400000,7e+05,6e+05,1400000,4e+05,14
"3014","v.razak","Lefghau","Flying Bombadiers",3e+06,2300000,1e+06,2300000,1400000,2e+05,9e+05,3e+05,4e+05,3e+05,14
"3015","u.mvula","Nkasland Cronestan","Flying Bombadiers",1800000,3700000,1500000,3400000,6100000,4e+06,9e+05,2e+06,1e+06,1e+05,14
"3016","d.chiba","Sobianitedrucy","Flying Bombadiers",2400000,11700000,6200000,3800000,2700000,15200000,3300000,3500000,5100000,1600000,14
"3017","q.martinez","Sobianitedrucy","Hideous Spartans",8600000,18900000,6300000,2300000,5e+06,4e+05,5500000,3200000,2400000,4400000,14
"3018","y.nanyondo","Sobianitedrucy","Hideous Spartans",8200000,5600000,3200000,4e+05,4200000,3900000,7e+05,1900000,10700000,1400000,14
"3019","a.kovaevi","Sobianitedrucy","Marvelous Heels",7e+05,14800000,4700000,14300000,3300000,6100000,12600000,8e+05,3400000,4300000,14
"3020","h.okafor","Sobianitedrucy","Marvelous Heels",4200000,7400000,1.8e+07,1200000,8e+06,19100000,1300000,5e+05,7700000,2e+05,14
"3021","k.huang","Sobianitedrucy","Marvelous Patriots",7e+05,8e+05,9e+05,7e+05,1800000,7e+05,1600000,1e+05,7e+05,7e+05,14
"3022","y.larsen","Imaar Vircoand","Mean Wolves",4400000,4900000,11400000,6900000,1100000,4700000,2900000,3200000,3500000,4500000,14
"3023","g.oluka","Lefghau","Mean Wolves",1600000,6e+05,8e+05,1200000,6e+05,2600000,7e+05,2600000,9e+05,6e+05,14
"3024","k.jarvinen","Sobianitedrucy","Mean Wolves",2e+06,4e+05,1e+06,5e+05,1e+06,1300000,1100000,8e+05,2e+05,4e+05,14
"3025","h.saeed","Manlisgamncent","Mighty Monkeys",9900000,5200000,7100000,5e+06,1600000,6e+05,2400000,8900000,2900000,1500000,14
"3026","c.hamed","Sobianitedrucy","Mighty Monkeys",54600000,1700000,6100000,12300000,8500000,11400000,5100000,1400000,6200000,5400000,14
"3027","d.kateregga","Manlisgamncent","Red Rangers",8300000,3e+05,2200000,16800000,11400000,1e+05,3900000,1e+05,1500000,9800000,14
"3028","g.daud","Sobianitedrucy","Red Rangers",6100000,4e+05,3e+06,4e+06,2e+05,4600000,5700000,4700000,3800000,8e+05,14
"3029","v.ssali","Sobianitedrucy","Red Rangers",7900000,1600000,2600000,10500000,3900000,6800000,1200000,1100000,2800000,3600000,14
"3030","h.tuhaise","Lefghau","Remarkable Flames",2700000,1e+07,2600000,2e+06,3e+05,3500000,4700000,3e+06,12100000,6600000,14
"3031","p.solanki","Nganion","Remarkable Flames",8400000,6600000,2800000,10200000,6400000,3800000,4900000,1100000,9700000,9e+05,14
"3032","g.boadi","Sobianitedrucy","Remarkable Flames",1e+05,2200000,2e+06,9e+05,1200000,1800000,1200000,2e+05,8e+05,9e+05,14
"3033","w.lotfi","Moaithe","Serious Ranchers",5600000,1900000,3100000,2500000,3300000,8e+05,2600000,4e+05,4600000,2900000,14
"3034","j.turyasingura","Nganion","Serious Ranchers",5e+06,4100000,4300000,1e+05,5e+05,2e+05,3200000,6e+05,4e+05,2200000,14
"3035","a.white","Sobianitedrucy","Spicy Pointers",3700000,6300000,2600000,5300000,3400000,4e+06,3100000,2100000,6300000,2100000,14
"3036","l.namaganda","Sobianitedrucy","Spicy Pointers",12500000,7400000,7e+06,1200000,1800000,1200000,2400000,4400000,9500000,7800000,14
"3037","r.martin","Sobianitedrucy","Spicy Pointers",1e+05,5e+05,1e+05,2200000,2100000,1100000,1200000,5e+05,5e+05,1300000,14
"3038","g.caputo","Nkasland Cronestan","Strange Pioneers",4e+05,18500000,11200000,3e+06,1200000,20300000,13600000,41700000,7300000,4700000,14
"3039","d.sorrentino","Sobianitedrucy","Strange Pioneers",2800000,2100000,1700000,3200000,7700000,1100000,3e+05,2200000,3e+05,2e+05,14
"3040","e.binmohamed","Cabral Retrea","Sugar Bengals",2e+05,11200000,6e+05,11600000,8900000,1300000,6400000,11300000,1100000,5800000,14
"3041","j.koval","Saintu","Sugar Bengals",7900000,1700000,1900000,4800000,5e+06,2400000,2500000,5700000,2100000,1400000,14
"3042","a.berkowitz","Sobianitedrucy","Sugar Bengals",3e+05,6e+05,4e+05,1e+05,2e+05,3e+05,1e+05,3e+05,1e+05,2e+05,14
"3043","m.nyamahunge","Loco Phirema","Wet Flames",2300000,2300000,1200000,4900000,4500000,1900000,2e+05,6e+05,2e+05,3e+05,14
"3044","a.whang","Rosvi","Wet Flames",9800000,4900000,1600000,5e+05,5500000,5600000,2200000,2100000,2e+05,1200000,14
"3045","v.guillaume","Sobianitedrucy","Wet Flames",3e+05,4e+05,6700000,3100000,1700000,5e+05,2e+06,2e+06,2400000,3e+05,14
"3046","x.arnaud","Imaar Vircoand","Big Foxes",4e+05,8600000,1800000,3e+05,31200000,2500000,1.1e+07,7600000,5400000,1200000,14
"3047","g.chandiga","Nganion","Big Foxes",1e+06,3e+05,1200000,1200000,6e+05,1400000,4e+05,4e+05,8e+05,5e+05,14
"3048","i.friedrich","Nganion","Big Foxes",15500000,1500000,2e+06,4700000,2200000,4e+05,2100000,2e+05,3e+06,2500000,14
"3049","k.kravchenko","Greri Landmoslands","Deferred Dolphins",1.9e+07,3600000,1e+06,21300000,2400000,5500000,4500000,1100000,3700000,2600000,14
"3050","e.kantono","Nganion","Deferred Dolphins",6e+06,6300000,8400000,11700000,2100000,4e+05,2200000,2100000,1100000,2300000,14
"3051","q.konig","Nganion","Deferred Dolphins",6700000,3300000,3400000,8e+05,3100000,2600000,1200000,6200000,1400000,1300000,14
"3052","c.shevchenko","Nganion","Delta Colts",1900000,6600000,1e+06,1400000,2300000,1400000,2800000,2e+06,8e+05,5900000,14
"3053","f.dauda","Nganion","Delta Colts",1e+06,1200000,2800000,7600000,1800000,7e+05,2e+05,5e+05,4e+05,2e+05,14
"3054","w.abeja","Esia","Festive Governors",6200000,11400000,16400000,6100000,3800000,1800000,4500000,1.3e+07,1e+07,1400000,14
"3055","g.kyobutungi","Lefghau","Festive Governors",1600000,5500000,1600000,2800000,1300000,3200000,2800000,1200000,5e+05,3500000,14
"3056","b.brandt","Nganion","Flying Penguins",1200000,7e+05,7500000,3e+06,9300000,2100000,5800000,23100000,4100000,4e+05,14
"3057","v.awio","Nganion","Flying Penguins",10500000,11100000,1e+05,9e+05,2e+06,2e+06,2200000,4300000,4800000,3200000,14
"3058","f.degroot","Nganion","Hideous Spiders",1.1e+07,3e+05,4e+06,3e+06,3500000,9e+05,2e+06,13700000,11600000,2700000,14
"3059","j.martin","Nganion","Hideous Spiders",5500000,4900000,1400000,7e+05,4e+06,3700000,5e+05,2600000,1600000,6e+05,14
"3060","i.ajiko","Nganion","Horrible Bison",2500000,15400000,10800000,11600000,5100000,12600000,12200000,1700000,19600000,8700000,14
"3061","e.lungu","Nganion","Mad Bees",7300000,8600000,7200000,8900000,5600000,11500000,4600000,1400000,4200000,1100000,14
"3062","k.nkhoma","Nganion","Mad Bees",1.2e+07,2300000,4200000,2e+06,2800000,3500000,2700000,6300000,5900000,4100000,14
"3063","r.martino","Nganion","Mad Bees",5200000,3300000,1900000,1600000,5800000,1e+05,5e+05,2600000,7700000,2800000,14
"3064","y.ruggiero","Southern Ristan","Mad Kingsmen",10100000,6e+06,22300000,7800000,7100000,5100000,4700000,3800000,1500000,5600000,14
"3065","l.sakurai","Nganion","Orange Giants",1e+06,1100000,1400000,8e+05,6900000,1400000,7e+05,3e+05,6e+05,2e+05,14
"3066","m.murmu","Rosvi","Orange Giants",7400000,17600000,5200000,14400000,3200000,15600000,2e+06,3900000,11300000,2500000,14
"3067","f.krklis","Imaar Vircoand","Plane Janes",1200000,6e+05,7e+05,2200000,3100000,8e+05,4300000,1e+05,3600000,1300000,14
"3068","g.leung","Nganion","Plane Janes",5500000,5900000,4400000,3e+06,3300000,5400000,9100000,2100000,4300000,11200000,14
"3069","s.nuwagira","Saintu","Polar Kangaroos",12800000,18900000,11100000,4700000,12500000,7900000,32300000,13200000,5500000,8e+05,14
"3070","l.antwi","Nganion","Punctual Leopards",2200000,10900000,12600000,11900000,10500000,5800000,19600000,7100000,2500000,10500000,14
"3071","z.fabre","Nganion","Punctual Leopards",4200000,11600000,4300000,5500000,4e+05,8100000,1800000,5500000,5e+05,5800000,14
"3072","w.kong","Imaar Vircoand","Rabid Greyhounds",2300000,1100000,6e+05,6500000,1700000,6100000,6e+05,1500000,2e+06,6e+05,14
"3073","x.hosseinzadeh","Nganion","Rabid Greyhounds",6e+06,7500000,8200000,20700000,2500000,1900000,1800000,7200000,2e+05,7e+06,14
"3074","n.mucunguzi","Biarizea","Running Bigfoots",14100000,10900000,1200000,3e+06,14900000,4800000,8600000,10700000,3500000,9e+05,14
"3075","u.nishimura","Galamily","Running Bigfoots",14500000,4200000,5800000,9e+05,2200000,5e+05,2700000,4600000,2900000,1300000,14
"3076","g.alali","Nganion","Sassy Knights",10200000,5100000,9100000,11900000,3100000,11300000,18100000,3e+06,4900000,1e+05,14
"3077","i.kisitu","Nganion","Sassy Knights",2700000,1400000,2600000,7e+06,9e+05,4500000,1700000,1600000,4e+05,2200000,14
"3078","m.sseguya","Nganion","Sassy Knights",1e+05,8e+05,1400000,5e+05,1100000,4e+05,9e+05,7e+05,1500000,2e+05,14
"3079","c.ismail","Nganion","Screaming Ramblers",2e+06,2700000,2600000,3400000,5800000,2e+06,6400000,6e+06,8e+06,3500000,14
"3080","m.ategeka","Nganion","Screaming Ramblers",3700000,3400000,7700000,2e+05,8900000,3700000,1900000,2300000,2700000,1100000,14
"3081","c.musana","Nganion","Serious Magicians",5300000,7400000,4900000,16400000,12500000,2e+05,9e+05,7300000,11800000,10200000,14
"3082","o.herrmann","Nganion","Serious Magicians",13800000,4400000,3e+06,1100000,4e+06,3600000,4e+06,9500000,4e+05,1300000,14
"3083","o.nabunya","Byasier Pujan","Swift Bison",9700000,6600000,3800000,6100000,6300000,2800000,9500000,2800000,6200000,2900000,14
"3084","g.taruvinga","Nganion","Swift Bison",2400000,3300000,6e+05,1500000,3100000,8500000,8800000,2800000,3e+05,1500000,14
"3085","k.jao","Nganion","Ultimate Penguins",9e+05,8e+05,20300000,2600000,4e+05,5e+05,3900000,1200000,4300000,2300000,14
"3086","o.noor","Cabral Retrea","Black Coyotes",2e+05,2800000,9e+05,1e+05,3e+05,1e+05,8e+05,6e+05,4e+05,3e+05,14
"3087","a.khainza","Sobianitedrucy","Black Coyotes",4300000,14100000,14900000,8600000,22200000,1100000,12400000,13500000,23800000,14500000,14
"3088","y.tsua","Highhlaands","Educated Avengers",4500000,1700000,1800000,2.1e+07,5400000,3400000,3600000,8e+05,4300000,3300000,14
"3089","f.ithungu","Rarita","Educated Avengers",10500000,1e+07,8600000,6100000,4e+06,1900000,3700000,4500000,2300000,1200000,14
"3090","s.marchetti","Rarita","Educated Avengers",14400000,3900000,4800000,2500000,1600000,3300000,7e+05,1100000,2e+05,3e+06,14
"3091","l.werner","People's Land of Maneau","Mad Wolverines",20900000,32600000,16600000,5800000,14100000,12300000,1500000,5300000,2800000,2100000,14
"3092","x.tumushabe","Rarita","Mad Wolverines",5700000,2e+05,2e+05,3300000,1400000,1600000,1100000,1200000,8e+05,2100000,14
"3093","t.kamugisha","Lefghau","Marvelous Coyotes",1500000,23700000,2500000,1300000,11900000,1700000,7300000,3200000,5500000,7e+06,14
"3094","c.baba","People's Land of Maneau","Marvelous Coyotes",1e+06,3800000,2e+05,4e+05,5e+05,1200000,2e+05,4e+05,2500000,9e+05,14
"3095","m.bahri","Slandsganiamayotteque","Marvelous Coyotes",5800000,12100000,5e+05,5300000,3600000,3600000,2700000,2900000,4500000,1800000,14
"3096","a.omar","Rarita","Red Anchormen",10300000,1900000,4400000,1700000,3900000,4e+05,5400000,5200000,3e+05,3e+05,14
"3097","f.akumu","Rarita","Red Anchormen",11200000,3.6e+07,65600000,1200000,19800000,12500000,9e+05,3600000,2400000,20400000,14
"3098","b.ampofo","Rarita","Serious Buffaloes",3500000,7e+05,6e+05,5200000,1800000,1100000,2100000,2e+06,4e+05,1300000,14
"3099","n.irawan","Rarita","Serious Buffaloes",4300000,27200000,28900000,9700000,4100000,3100000,7e+06,22600000,2100000,23800000,14
"3100","w.nasiru","Rarita","Stacked Rocks",12700000,4e+05,3200000,6600000,4300000,2300000,3200000,13800000,2300000,2800000,14
"3101","g.leitner","Rarita","Strong Oaks",8800000,1e+07,19900000,5900000,8400000,5900000,3600000,5900000,10600000,7900000,14
"3102","u.nyeko","Rarita","Strong Oaks",6e+06,2800000,7e+05,1900000,2800000,1500000,1e+05,1900000,4e+05,2800000,14
"3103","z.nyamahunge","Rarita","Strong Oaks",1600000,2e+05,1300000,4e+05,2e+05,2e+05,2200000,6e+05,3e+05,1e+05,14
"3104","e.miyazaki","Greri Landmoslands","Wild Hornets",9100000,6e+05,7700000,10100000,4600000,9400000,1100000,11300000,6600000,4e+05,14
"3105","m.asiimwe","Rarita","Wild Hornets",2300000,5100000,3e+06,7e+05,7e+05,3300000,4300000,1300000,1500000,8e+05,14
"3106","s.kiconco","Nkasland Cronestan","Fanatical Outlaws",6400000,2700000,5e+05,5600000,3200000,5100000,1800000,2300000,8600000,3e+05,15
"3107","r.chee","Southslands","Fanatical Outlaws",1.3e+07,1900000,8e+05,3e+06,7e+05,1900000,2e+06,2100000,2400000,8e+05,15
"3108","z.marini","Central Republic of Boekrainego","Fighting Cougars",2700000,5100000,5700000,6e+05,2900000,1300000,1e+06,7100000,1e+05,1200000,15
"3109","p.robinson","Nganion","Fighting Cougars",7100000,8700000,10400000,7e+06,14700000,4100000,15200000,6200000,1300000,1300000,15
"3110","a.soong","People's Land of Maneau","Great Galactic Gorgons",4600000,13800000,9200000,5600000,16900000,6e+05,13500000,7800000,3e+05,4400000,15
"3111","g.mwebaze","Nganion","Green Fleet",35400000,1100000,15500000,3700000,6100000,8900000,9600000,3300000,1e+06,2200000,15
"3112","p.kabugo","People's Land of Maneau","Green Fleet",13200000,7700000,3800000,1200000,15300000,2600000,12600000,6e+05,6500000,3400000,15
"3113","e.wibowo","Coastpa Barleslands","Horrible Grizzlies",1800000,5700000,11300000,14800000,4100000,2300000,4e+06,5100000,12100000,5500000,15
"3114","r.wanyama","Imaar Vircoand","Horrible Grizzlies",1100000,5e+05,3e+05,4e+05,3e+06,1800000,2e+05,1e+05,5e+05,5e+05,15
"3115","j.nkrumah","Nganion","Horrible Grizzlies",14500000,5100000,3900000,2e+06,3900000,2600000,1700000,1e+05,5300000,8e+05,15
"3116","s.tamale","Imaar Vircoand","Horrible Storm",16100000,11500000,12500000,6e+05,1.5e+07,3400000,4400000,2.8e+07,5700000,6e+05,15
"3117","y.acola","Rarita","Marvelous Patriots",3800000,11600000,1200000,6400000,3300000,7600000,2900000,3200000,6800000,1e+05,15
"3118","z.marini","Central Republic of Boekrainego","Mighty Jays",4e+06,3700000,8e+05,9e+05,2300000,2e+05,2900000,3500000,2300000,2600000,15
"3119","x.adikini","Cuandbo","Mighty Jays",5600000,6100000,3e+06,2800000,3500000,6300000,1e+06,2700000,3500000,1100000,15
"3120","v.kumwenda","Esia","Mighty Jays",7300000,22600000,36700000,8500000,1400000,12700000,3200000,19100000,3300000,5800000,15
"3121","u.nakazibwe","Lefghau","Old Mustangs",1.4e+07,1500000,10200000,10200000,2600000,7500000,1e+06,7200000,1600000,1300000,15
"3122","f.walker","Nganion","Old Mustangs",1100000,1200000,3600000,7e+05,1300000,3300000,4600000,3e+05,2900000,1e+05,15
"3123","p.tetteh","Southslands","Old Mustangs",9e+05,1400000,2500000,6900000,21700000,2700000,4900000,3300000,1100000,11300000,15
"3124","h.ochan","Greri Landmoslands","Punctual Rustlers",5e+05,4300000,7600000,3800000,3100000,2e+05,5900000,2e+05,3300000,3300000,15
"3125","x.neri","People's Land of Maneau","Punctual Rustlers",19600000,3100000,1200000,14600000,12500000,4e+06,21200000,3800000,6300000,4500000,15
"3126","m.ngamita","Xikong","Punctual Rustlers",4900000,3e+05,1e+06,3600000,1200000,4e+06,9e+05,9e+05,4e+06,2400000,15
"3127","q.musimenta","Nganion","Silver Heels",1700000,3200000,8e+06,5400000,2500000,1500000,3500000,1300000,4e+05,5e+05,15
"3128","c.leroy","People's Land of Maneau","Silver Heels",4800000,1100000,11900000,7e+05,5400000,4300000,9e+05,9e+05,2e+06,9e+05,15
"3129","s.zandamela","Mico","Solemn Cougars",3e+05,7600000,2e+05,1300000,1200000,3200000,7e+05,7500000,7e+05,5600000,15
"3130","m.janssens","Ledian","Somber Bombers",9600000,6e+06,1700000,1700000,2200000,1700000,1500000,2500000,3800000,1100000,15
"3131","p.johansson","People's Land of Maneau","Somber Bombers",13800000,1.1e+07,9e+06,10300000,7900000,9e+05,2700000,9e+05,3100000,1700000,15
"3132","f.ribeiro","People's Land of Maneau","Swift Musketeers",3700000,3400000,4e+05,8400000,3100000,3e+05,4e+06,8e+05,3e+05,1300000,15
"3133","s.aslan","People's Land of Maneau","Swift Musketeers",5400000,1e+06,8e+05,5e+05,3100000,2e+05,1900000,1e+06,1e+06,1400000,15
"3134","y.draru","Rarita","Ultimate Penguins",2e+06,6e+05,2500000,2700000,1600000,1200000,5e+05,1700000,4e+05,5e+05,15
"3135","n.kyohirwe","Dosqaly","Weak Tornadoes",18700000,1.2e+07,4600000,2700000,2e+05,18200000,20800000,11700000,5700000,6900000,15
"3136","e.bintiismail","Ledian","Weak Tornadoes",2600000,1400000,8e+05,1300000,1600000,1500000,3e+06,7e+05,2200000,5e+05,15
"3137","y.kyosiimire","Nganion","Flawless Cows",3800000,7e+05,7300000,2200000,2e+05,2800000,3200000,1900000,1700000,5300000,15
"3138","x.driscoll","Nkasland Cronestan","Flawless Cows",9600000,1300000,2500000,1600000,7600000,3e+06,3500000,7400000,2300000,1e+05,15
"3139","p.addae","South Sati Fatina","Flawless Cows",11900000,15700000,9e+05,6800000,3800000,4600000,1100000,1600000,1800000,3800000,15
"3140","f.kimera","Dosqaly","Glistening Paladins",6700000,17300000,33800000,9300000,4400000,1700000,1100000,1e+07,7100000,8e+05,15
"3141","t.okello","Dosqaly","Glistening Paladins",7900000,3800000,4100000,12800000,2400000,2e+05,7400000,3e+06,11900000,4400000,15
"3142","v.bwambale","Dosqaly","Golden Rustlers",3700000,6700000,8500000,2600000,6200000,5e+06,2900000,1e+05,5e+05,5300000,15
"3143","u.yamasaki","Coastpa Barleslands","Grotesque Rocks",23600000,12300000,5e+06,5700000,5e+05,3900000,1300000,2800000,2700000,4500000,15
"3144","s.bintiothman","Lylimi","Grotesque Rocks",9e+05,3e+06,1e+05,7800000,8e+05,1e+05,1700000,3100000,1600000,2900000,15
"3145","t.bukar","Southern Ristan","Grotesque Rocks",3900000,3100000,2300000,4700000,1100000,1100000,5300000,1e+05,3e+05,2e+05,15
"3146","a.lamunu","Dosqaly","Jumping Beans",2300000,7e+06,1400000,6e+06,1800000,1e+06,1700000,2e+05,1800000,1300000,15
"3147","k.adero","Rosvi","Jumping Beans",3700000,11800000,21700000,6400000,20200000,21900000,15200000,1e+05,11300000,3300000,15
"3148","j.ogawa","Dosqaly","Mean Colts",4e+05,8900000,4300000,9e+06,5100000,7300000,3900000,2e+05,2200000,3e+05,15
"3149","a.chipeta","Zamlie Niabangthe","Mean Colts",2800000,13100000,2200000,1400000,3e+05,3900000,1500000,2400000,2200000,5e+05,15
"3150","a.suboti","Dosqaly","Mean Poets",4e+06,2300000,1600000,1400000,4e+06,1600000,4e+05,1100000,2e+05,1100000,15
"3151","t.bonabana","Dosqaly","Mean Poets",10100000,27100000,1100000,2400000,3100000,5100000,8e+05,8700000,1200000,1700000,15
"3152","e.wibowo","Coastpa Barleslands","Overconfident Kangaroos",5100000,6500000,3e+05,4600000,2400000,3e+05,2800000,1700000,3800000,7700000,15
"3153","v.arnold","Coastpa Barleslands","Overconfident Kangaroos",4700000,4900000,14700000,8500000,1800000,2300000,4e+05,2500000,8500000,5800000,15
"3154","b.ochieng","Dosqaly","Overconfident Kangaroos",4e+06,13400000,2e+06,2700000,9e+05,2e+05,4e+06,6e+05,8e+05,3e+05,15
