,Player,Nation,Squad,Age,Born,X90s,Tackles.Tkl,Tackles.TklW,Tackles.Def.3rd,Tackles.Mid.3rd,Tackles.Att.3rd,Vs.Dribbles.Tkl,Vs.Dribbles.Att,Vs.Dribbles.Tkl.,Vs.Dribbles.Past,Pressures.Press,Pressures.Succ,Pressures..,Pressures.Def.3rd,Pressures.Mid.3rd,Pressures.Att.3rd,Blocks.Blocks,Blocks.Sh,Blocks.ShSv,Blocks.Pass,Int,Tkl.Int,Clr,Err,League,Year,mv
2332,i.stoica,Janmico,Polar Kangaroos,33,1987,27.97,0.49,0.16,0,0.13,0.24,0,0.38,1,0.32,6.03,1.61,1,0.29,2.68,3.06,0.58,0.03,0.07,0.48,0.24,0.66,0.47,0,E,2021,1621068848
2540,i.longok,Rosvi,Swift Bison,22,1998,24.33,1.56,1.06,0.71,0.8,0.22,0.72,2.42,1,1.82,15.04,4.75,1,5.45,7.62,1.99,1.71,0.37,0,1.26,0.78,2.36,2.42,0.02,E,2021,1608188882
2206,a.lalam,Greri Landmoslands,Mad Bees,26,1994,25.78,1.51,0.98,1.22,0.24,0.13,0.46,1.11,1,0.61,7.93,2.54,1,4.55,2.6,0.73,1.54,0.63,0,0.9,1.4,2.86,5.48,0.1,E,2021,1600773869
1137,d.mortenson,Sobianitedrucy,Marvelous Anchors,27,1993,25.77,0.79,0.5,0.27,0.4,0.24,0.42,1.57,1,1.05,10.12,2.21,1,2.46,4.21,3.52,1.05,0.1,0,1.04,0.95,1.93,0.61,0.09,C,2021,1598540622
873,g.heydari,Dosqaly,Unethical Comets,28,1991,26.17,0.75,0.46,0.16,0.42,0.18,0.36,1.87,1,1.62,12.05,2.41,1,2.76,6.76,2.45,1.09,0.01,0,0.91,1.03,2.04,0.49,0,B,2021,1595648838
1459,a.azmi,Giumle Lizeibon,Wicked Gentlefolk,23,1997,23.75,0.67,0.31,0.01,0.31,0.33,0.03,1.01,1,0.97,16.4,4.14,1,0.7,6.45,9.25,0.75,0.11,0,0.67,0.39,1.03,0.69,0.07,C,2021,1594163748
2658,x.haji,Greri Landmoslands,Marvelous Coyotes,26,1994,25.49,2.97,1.67,1.68,0.93,0.45,1.53,3.39,1,1.84,13.22,4.74,1,5.29,4.85,2.93,1.5,0.03,0,1.42,2.17,5.15,1.39,0.08,RFL,2021,1586139230
320,k.mpofu,Nganion,Stacked Rocks,23,1996,24.85,1.99,1.04,1.17,0.49,0.3,0.75,1.69,1,1.01,15.67,4.46,1,7.13,5.72,2.76,2.12,0.3,0,1.9,1.44,3.37,2.61,0.02,A,2021,1585387615
1409,e.kaddu,Esia,Weak Chargers,28,1992,26.07,0,0,0.06,0.07,0.05,0.07,0.06,0,0,0.08,0.08,1,0.04,0.09,0,0.06,0.1,0.01,0.04,0,0,0.22,0,C,2021,1576328157
2424,g.gentile,Lefghau,Running Bigfoots,33,1987,28.25,2.42,1.86,1.1,0.93,0.23,1,1.99,1,0.93,12.88,4.69,1,5.48,5.81,1.64,1.62,0.39,0,1.24,1.38,3.91,2.69,0,E,2021,1569768440
2234,j.binhashim,Nganion,Mad Bees,23,1997,24.27,2.03,1.36,0.69,0.95,0.45,0.43,2.12,1,1.45,19.25,5.11,1,4.99,7.98,6.28,1.55,0.21,0.08,1.38,0.99,3.03,0.8,0,E,2021,1561941831
965,c.rathod,Dosqaly,Wet Monarchs,22,1998,24.12,2.89,1.96,1.33,1.24,0.4,0.89,2.72,1,1.94,27,7.76,1,8.13,14.28,4.51,2.35,0.94,0,1.47,1.81,4.63,1.66,0.01,B,2021,1552953131
1080,w.ainomugisha,Thaijagypt,Horrible Flames,22,1997,23.77,0.78,0.41,0.25,0.36,0.32,0.32,0.77,1,0.58,10.34,3.13,1,1.8,4.64,3.98,0.63,0.07,0,0.71,0.8,1.63,0.42,0.02,C,2021,1552222524
863,m.mizrahi,Rosvi,Unethical Comets,24,1995,24.85,2.35,1.07,1.39,0.65,0.37,1.19,2.18,1,0.88,11.7,3.58,1,4.95,4.64,2.06,2.14,0.44,0.03,1.77,1.16,3.55,2.57,0,B,2021,1547929442
2691,o.kraus,Nkasland Cronestan,Red Anchormen,30,1990,26.54,1.9,1.63,0.68,0.92,0.24,0.39,2.2,1,1.82,21.45,6.28,1,4.85,12.02,4.62,0.81,0.25,0.09,0.66,0.61,2.59,0.92,0,RFL,2021,1547528981
418,p.addae,South Sati Fatina,Flawless Cows,33,1986,27.94,0.01,0,0,0,0,0,0.04,0,0.04,0.27,0.03,1,0.19,0,0.09,0.1,0.01,0,0,0.07,0,0.14,0,B,2021,1515533198
1671,n.alum,Imaar Vircoand,Marvelous Heels,30,1990,27.03,2.67,1.52,1.38,0.92,0.18,0.91,1.68,1,0.82,15.27,5.35,1,7.21,7.38,0.54,1.8,0.51,0.12,1.33,2.76,5.35,4.8,0.11,D,2021,1509998363
702,o.martini,Tercapetralgrorus,Simple Privateers,24,1995,23.91,1.13,0.92,0.31,0.68,0.37,0.25,0.72,1,0.53,15.23,4.13,1,0.93,7.78,6.4,0.75,0.09,0.06,0.63,0.63,1.75,0.71,0,B,2021,1506472907
963,b.murray,Danan Seekeeling,Wet Monarchs,24,1996,24.99,3.28,2.51,1.26,1.57,0.49,1.39,3.53,1,2.02,26.87,9.41,1,11.8,12.98,2.11,1.61,0.42,0,1.19,2.38,5.56,1.32,0,B,2021,1505794460
144,k.namuwaya,People's Land of Maneau,Horrible Storm,24,1995,24.33,1.02,0.84,0.31,0.62,0.15,0.12,0.8,1,0.51,12.97,4.15,1,3.5,4.82,4.8,1.03,0.08,0.04,0.98,0.57,1.71,0.34,0,A,2021,1499719215
1065,k.nyakudya,Esia,Horrible Flames,24,1996,24.71,1.35,0.79,1.01,0.37,0,0.52,0.94,1,0.47,8.58,3.06,1,4.29,3.71,0.57,1.82,0.58,0,1.26,1.94,3.31,5.13,0,C,2021,1499120918
1382,q.ow,Quewenia,Ultimate Longhorns,23,1997,24.14,2.85,1.95,1.16,1.55,0.09,0.65,2.2,1,1.4,22.05,7.15,1,6.86,11.8,3.23,2,0.49,0.13,1.62,2.17,5,1.33,0.02,C,2021,1489533237
578,x.ngwenya,Republic of Denand Landsa,Mean Poets,21,1999,23.02,0.29,0.22,0,0.14,0.2,0.11,0.86,1,0.62,14.71,2.95,1,0.51,6.57,7.57,0.31,0.24,0,0.17,0.48,0.86,0.42,0.09,B,2021,1484043938
1231,l.malinga,People's Land of Maneau,Serious Cyclones,20,2000,22.84,0.63,0.47,0.08,0.22,0.27,0.25,0.78,1,0.53,11.17,3.97,1,1.62,4.51,4.92,1.71,0.11,0.05,1.54,0.59,1.41,0.43,0.03,C,2021,1483224285
2074,q.maturu,Dastatesne,Delta Colts,24,1996,23.79,0.53,0.37,0.11,0.26,0.03,0.33,0.82,1,0.52,18.22,4.57,1,1.54,7.47,9.21,0.97,0.25,0.06,0.78,0.3,0.67,0.2,0.01,E,2021,1476896595
376,h.makoni,Slandsganiamayotteque,Weak Tornadoes,22,1997,23.99,1.96,1.04,1.16,0.71,0.22,0.81,1.68,1,1.01,10.41,3.4,1,4.93,2.99,2.39,2.08,0.2,0.01,1.93,1.9,3.74,3.44,0.04,A,2021,1460828069
2407,i.niemi,Imaar Vircoand,Running Bigfoots,28,1991,25.99,2.88,1.75,1.55,0.81,0.39,0.85,1.5,1,0.58,13.25,4.44,1,5.97,5.13,2.28,1.54,0.07,0,1.43,0.91,3.84,1.22,0,E,2021,1458388414
1018,v.ikeda,Southern Viout Aman,Blue Jaguars,26,1994,24.4,1.18,0.86,0.31,0.58,0.47,0.36,0.54,1,0.38,14.84,4.67,1,1.43,5.75,7.57,1.05,0.3,0,0.77,0.58,1.72,0.79,0,C,2021,1457315057
1232,q.sithole,Slandsganiamayotteque,Serious Cyclones,17,2002,22.06,1.26,1.07,0.36,0.64,0.35,0.4,1.4,1,1.08,16.5,5.21,1,3.05,7.68,5.54,1.29,0.1,0,1.32,0.61,2.07,0.49,0.05,C,2021,1456522800
1428,e.hor,Nganion,White Firebirds,23,1997,23.94,1.63,0.84,0.71,0.97,0.11,0.3,0.9,1,0.65,10.91,4.06,1,3.56,4.71,2.61,1.64,0,0,1.73,1.37,2.97,1.71,0.05,C,2021,1450319824
267,r.navarro,Highhlaands,Solemn Cougars,32,1988,27.59,0.73,0.53,0.69,0.21,0.08,0.45,0.83,1,0.42,6.13,2.48,1,4.15,1.85,0.11,1.08,0.23,0.05,0.71,1.45,2.17,5.27,0,A,2021,1448933319
7,j.teko,Sobianitedrucy,Fanatical Outlaws,32,1988,27.6,1.01,0.78,0.83,0.2,0.01,0.05,0.69,1,0.41,7.95,3.11,1,4.81,2.68,0.44,1.45,0.46,0.1,0.91,0.99,2,6.02,0,A,2021,1448753204
1163,k.molina,Esia,Punctual Archers,25,1994,24.99,3.11,1.65,1.79,1.12,0.07,1.17,2.74,1,1.57,16.56,5.24,1,7.39,6.56,2.56,1.96,0.24,0,1.68,1.23,4.49,2.11,0.04,C,2021,1441115993
2784,o.contreras,Greri Landmoslands,Wild Hornets,33,1986,28.01,2.48,1.59,1.34,0.98,0.3,1.04,3.4,1,2.21,19.27,5.68,1,7.43,9.59,2.39,1.48,0.15,0.06,1.24,1.35,3.86,1.1,0,RFL,2021,1440517238
1776,d.deli,Sobianitedrucy,Mighty Monkeys,33,1987,27.85,0.97,0.46,0.55,0.28,0.1,0.73,1.64,1,1.05,10.28,2.6,1,3.73,3.91,2.57,1.36,0.1,0.08,1.25,0.8,1.9,0.82,0,D,2021,1439971300
1120,g.wahab,Dosqaly,Marvelous Anchors,30,1990,26.51,1.42,1.03,0.58,0.65,0.3,0.4,0.96,1,0.73,11.57,3.55,1,4.11,5.13,2.51,2.1,0.42,0.05,1.52,0.86,2.27,1.87,0.06,C,2021,1433705958
286,c.kawooya,Republic of Denand Landsa,Solemn Cougars,23,1996,24.13,4.55,2.97,2.17,2.04,0.32,1.16,3.17,1,1.96,20.15,7.6,1,8.24,10.12,1.98,2.73,0.46,0,2.18,2.46,7.11,3.1,0,A,2021,1427049195
2203,o.szilagyi,Nganion,Horrible Bison,24,1996,23.95,2.34,1.45,0.7,1.39,0.51,0.67,2.27,1,1.63,18.97,6.42,1,4.46,10.19,4.3,1.96,0.43,0.01,1.7,1.26,3.86,1.22,0,E,2021,1425571105
730,p.chi,Rarita,Solemn Leopards,30,1990,26.49,3.8,2.39,1.73,1.61,0.48,1.68,2.21,1,0.69,12.29,4.62,1,5.19,4.91,2.14,1.72,0.27,0.09,1.29,1.34,5.09,3.02,0.08,B,2021,1418520041
924,g.kasamba,Quewenia,Weak Blimps,21,1998,23.61,1.71,0.76,1.23,0.29,0.14,0.89,1.51,1,0.68,11.89,3.42,1,5.23,4.66,2.15,2,0.33,0,1.6,0.77,2.37,2.52,0.05,B,2021,1414306258
393,v.alharbi,People's Land of Maneau,Weak Tornadoes,25,1995,25.06,2.77,1.71,1.16,1.51,0.16,0.96,3.35,1,2.35,20.98,6.44,1,9.34,9.85,1.86,1.82,0.56,0,1.35,2.09,4.72,2.36,0.06,A,2021,1412859871
2219,j.taylor,Nganion,Mad Bees,33,1987,27.19,0.7,0.55,0.33,0.48,0.11,0.36,1.67,1,1.28,16.1,4.21,1,2.43,6.52,7.09,1.06,0,0,1.13,0.35,1.23,0.54,0,E,2021,1401655426
2418,p.binibrahim,Nganion,Running Bigfoots,26,1993,24.69,0.8,0.47,0.36,0.32,0.28,0.39,1.22,1,0.92,9.15,2.8,1,2.09,4.23,3,0.84,0,0,0.76,0.29,1.17,0.19,0,E,2021,1400398910
2760,x.leroy,Rarita,Strong Oaks,26,1994,24.78,1.81,1.29,0.54,1.17,0.07,0.58,2.01,1,1.52,13,4.2,1,4.17,7.09,1.83,1.49,0.25,0.04,1.33,1.13,2.97,0.69,0.04,RFL,2021,1378096558
2235,o.seah,Dosqaly,Mad Kingsmen,25,1995,24.52,1.25,0.75,0.79,0.22,0.14,0.46,0.99,1,0.53,7.96,2.77,1,3.51,2.53,1.84,1.66,0.24,0.08,1.42,1.09,2.22,1.28,0.06,E,2021,1372819573
2398,c.devries,Nganion,Rabid Greyhounds,30,1989,26.63,1.88,1.07,1.21,0.5,0.15,0.9,3.03,1,2.23,15.21,4.1,1,6.65,6.1,2.66,1.65,0.09,0,1.38,0.44,2.38,0.94,0,E,2021,1372671327
1128,m.ojo,Dosqaly,Marvelous Anchors,25,1995,24.48,2.56,1.67,1.05,1.3,0.31,0.67,2.44,1,1.85,20.95,5.9,1,6.24,11.32,3.23,2.21,0.38,0,1.84,2.02,4.52,1.57,0,C,2021,1372209037
1471,j.gou,Southern Ristan,Wicked Gentlefolk,22,1998,23.36,1.23,0.81,0.48,0.64,0.13,0.56,1.02,1,0.58,9.96,3.16,1,2.55,5.58,1.8,2.38,0.54,0.02,1.7,1.14,2.4,1.19,0.04,C,2021,1365594221
1359,g.nisha,Esia,Ultimate Dolphins,25,1995,24.32,1.8,1.33,0.64,0.98,0.15,0.62,2.47,1,1.95,17.52,5.61,1,5.22,9.12,3.21,1.33,0.24,0,1.26,1.65,3.47,1.15,0.05,C,2021,1360531282
261,a.nyasulu,Rosvi,Silver Heels,29,1991,26.22,2.55,1.59,0.99,1.26,0.25,1.3,3.18,1,1.85,17.79,5.07,1,7.54,8.34,1.68,1.83,0.25,0,1.5,1.69,4.23,1.86,0.01,A,2021,1357953294
1882,m.namiiro,Sobianitedrucy,Spicy Pointers,34,1986,28.48,1.49,0.81,1,0.39,0.18,0.89,1.68,1,0.81,10.76,2.99,1,6.63,3.44,0.62,1.43,0.55,0,0.86,1.43,2.94,5.62,0.02,D,2021,1357443638
2773,w.guo,Rarita,Wild Hornets,30,1990,26.74,1.41,0.64,0.94,0.4,0,0.17,0.73,1,0.61,9.66,2.96,1,6.25,3.24,0.13,1.57,0.64,0.12,1.07,1.38,2.94,6.21,0.05,RFL,2021,1357203782
1902,x.kanyunyuzi,Manlisgamncent,Spicy Pointers,31,1989,26.79,2.39,1.79,1.2,1.01,0.21,0.85,3.19,1,2.45,17.14,4.78,1,6.19,8.19,2.79,2.31,0.34,0.09,1.93,3.38,5.73,1.64,0,D,2021,1349846947
1502,b.teh,Sobianitedrucy,Coy Catamarans,28,1992,25.61,1.84,1.06,1.11,0.33,0.43,0.84,1.81,1,0.9,13.96,4.38,1,5.9,5.02,2.94,2.02,0.32,0,1.58,0.79,2.54,1.29,0,D,2021,1345743391
60,i.bintiomar,Djipines,Great Galactic Gorgons,19,2000,23.14,2.67,1.57,1.41,1.09,0.16,0.91,2.13,1,1.16,15.49,4.39,1,7.84,5.92,1.78,2.11,0.96,0,1.27,1.67,4.38,5.17,0.04,A,2021,1343948754
826,e.eliyahu,Dosqaly,Swift Rustlers,20,2000,22.59,2.87,1.85,0.86,1.62,0.26,0.73,2.22,1,1.69,21.05,6.35,1,5.25,10.32,5.67,1.73,0.1,0,1.79,0.65,3.6,0.5,0.05,B,2021,1336346795
288,w.torok,People's Land of Maneau,Solemn Cougars,23,1996,23.3,1.66,1.2,0.23,0.82,0.58,0.34,1.24,1,0.74,14.76,4.09,1,2.44,7.58,4.81,0.49,0.12,0,0.45,0.38,2.14,0.23,0.09,A,2021,1325334374
2462,b.binder,Nganion,Screaming Ramblers,30,1990,26.44,1.77,1.34,1.09,0.67,0.11,0.5,1.43,1,0.76,11.37,3.86,1,6.03,4.23,1.1,1.79,0.13,0.04,1.69,2.23,3.85,3.42,0,E,2021,1324148053
1731,o.nanyanzi,Lefghau,Mean Wolves,25,1994,24.65,2.22,1.45,1.35,0.56,0.07,0.69,1.36,1,0.74,9.51,3.01,1,5.39,3.75,0.42,2.1,0.89,0.03,1.12,1.64,3.69,3.2,0.02,D,2021,1321389815
1220,r.sanz,Greri Landmoslands,Serious Cyclones,26,1993,24.58,1.35,0.79,0.59,0.32,0.3,0.63,1.37,1,0.85,7.75,2.47,1,2.68,2.96,1.92,1.48,0.22,0,1.35,1.27,2.69,1.51,0.09,C,2021,1317377809
69,h.gomani,Southslands,Great Galactic Gorgons,32,1987,26.5,1.14,0.53,0.24,0.61,0.28,0.31,1.33,1,1,16.24,4.02,1,2.6,7.15,6.5,1.38,0.18,0,1.24,0.37,1.52,1.01,0.03,A,2021,1303623189
1986,d.roussel,Rosvi,Wet Flames,23,1996,23.46,1.6,1.17,0.56,0.78,0.28,0.4,2.08,1,1.64,21.19,5.71,1,5.3,11.51,4.21,1.67,0.25,0.06,1.58,0.55,2.27,0.65,0.01,D,2021,1302026797
2518,c.najafi,Greri Landmoslands,Swift Bison,21,1999,23.62,2.5,1.41,1.87,0.52,0.24,1.07,1.84,1,0.86,14.95,3.99,1,8.24,4.58,2.07,1.71,0.24,0.05,1.53,1.5,4.03,3.6,0.1,E,2021,1298729424
100,p.bauri,Ngoque Blicri,Green Fleet,23,1996,23.64,2.11,1.15,1.13,0.76,0.26,0.66,1.61,1,0.93,14.7,4.42,1,5.17,7.17,2.21,2.35,0.57,0,1.68,2.06,4.15,2.33,0.01,A,2021,1293409287
739,q.okiror,Dosqaly,Solemn Leopards,33,1987,26.92,1.18,0.84,0.25,0.63,0.35,0.62,1.46,1,0.82,11.16,3.12,1,1.68,5.33,3.92,0.66,0.21,0.02,0.63,0.4,1.68,0.44,0.1,B,2021,1288595056
2632,o.demirovi,Southslands,Mad Wolverines,21,1999,23.37,2.1,1.35,1.46,0.69,0.12,0.66,1.83,1,1.22,10.72,3.78,1,6.65,3.35,0.62,2.35,0.85,0,1.33,1.59,3.92,6.13,0,RFL,2021,1279155613
1866,j.turyasingura,Nganion,Serious Ranchers,37,1982,28.99,0.03,0.07,0.07,0.02,0,0.07,0,0.05,0.06,0.09,0,1,0.03,0,0.09,0,0.07,0,0.04,0.03,0.09,0.05,0,D,2021,1274559110
2119,d.egger,Janmico,Flying Penguins,32,1988,26.95,2.06,1.18,1.21,0.68,0.09,0.95,2.44,1,1.54,18.77,5.49,1,7.04,8.32,3.51,2.2,0.02,0.08,2.1,1.31,3.35,3.29,0.03,E,2021,1271146743
2663,f.kazembe,Lefghau,Marvelous Coyotes,23,1997,22.86,1.1,0.62,0.33,0.42,0.32,0.39,1.07,1,0.87,14.49,4.51,1,1.64,5.3,7.55,0.82,0.04,0,0.76,0.81,1.75,0.12,0,RFL,2021,1271028130
507,o.soleimani,Dosqaly,Grotesque Rocks,22,1998,23.16,2.48,1.76,1.12,0.69,0.48,0.48,1.22,1,0.76,17.01,5.42,1,5.72,7.42,3.76,1.22,0.18,0.05,1.14,0.78,3.26,0.64,0,B,2021,1268381344
1848,i.greenberg,Cabral Retrea,Serious Ranchers,33,1986,27.28,1.7,0.77,0.96,0.52,0.07,0.74,1.37,1,0.86,8.96,3.88,1,4.75,3.17,1.07,1.51,0.47,0.09,0.94,1.56,3.25,3.02,0.13,D,2021,1263773989
1333,j.muianga,Biarizea,Supreme Jaguars,23,1997,23.38,1.06,0.7,0.48,0.38,0.07,0.2,1.12,1,0.89,15.39,4.65,1,4.55,7.76,3,0.45,0.01,0.09,0.4,1.05,2.03,0.35,0.02,C,2021,1263514056
96,g.mwebaze,Nganion,Green Fleet,29,1990,25.43,0,0.01,0.03,0,0,0,0,0,0.01,0.06,0,0,0,0,0,0.08,0,0,0,0,0,0.12,0.06,A,2021,1258102906
1690,h.okafor,Sobianitedrucy,Marvelous Heels,25,1995,24.01,0,0,0.09,0,0.08,0,0,0.02,0.11,0.12,0.01,1,0.08,0.1,0,0.11,0.05,0,0,0.13,0.07,0,0.08,D,2021,1257888498
751,t.toth,Dosqaly,Solemn Leopards,21,1999,22.87,2.7,1.43,1.15,1.05,0.38,0.69,2.57,1,1.82,16.92,5.24,1,5.48,9.55,1.74,2.06,0.38,0.08,1.59,1.89,4.53,1.69,0.02,B,2021,1256626364
851,i.oryema,Lefghau,Unaccountable Foxes,28,1992,24.97,2.24,1.53,0.65,1.38,0.25,0.54,1.65,1,1.09,15.03,5.7,1,4.88,7.97,1.97,1.62,0.21,0.07,1.23,1.6,3.86,1.41,0.02,B,2021,1254878934
1478,c.musubika,Saintu,Coy Catamarans,29,1991,25.91,1.23,0.7,0.85,0.28,0.08,0.46,0.96,1,0.46,11.15,3.94,1,6.71,3.93,0.51,2.06,1.02,0.06,1.01,1,2.26,4.96,0.02,D,2021,1250878155
25,q.hor,Byasier Pujan,Fighting Cougars,28,1992,25.36,2.95,1.7,1.82,0.82,0.29,1.36,2.48,1,1.29,12.21,3.63,1,5.66,4.81,1.98,1.37,0.13,0.01,1.26,1.36,4.5,3.4,0,A,2021,1249059066
438,g.lombardo,Dosqaly,Glistening Paladins,22,1997,22.57,0.37,0.25,0.13,0.15,0.03,0.24,1.18,1,0.85,14.09,4.15,1,1.61,6.78,5.64,0.81,0.21,0,0.61,0.46,0.79,1.07,0.09,B,2021,1247596567
2687,v.sultan,Rarita,Red Anchormen,20,1999,23.12,2.49,1.22,1.66,0.83,0.12,0.57,1.24,1,0.73,16.56,5.1,1,8.78,6.64,0.95,2.27,0.9,0.08,1.17,1.87,4.27,4.5,0.05,RFL,2021,1244969587
2572,v.it,Mico,Black Coyotes,31,1989,26.59,1.91,0.85,1.25,0.59,0.14,0.82,1.57,1,0.71,11.47,3.34,1,5.65,5.47,0.47,2.18,1,0.04,1,1.43,3.36,5.48,0.08,RFL,2021,1241990453
2495,x.ayugi,Nganion,Serious Magicians,23,1997,23.49,1.24,0.99,0.85,0.43,0.03,0.36,0.81,1,0.28,6.72,3.06,1,4.02,2.29,0.32,1.79,0.89,0.09,0.97,1.16,2.24,6.99,0,E,2021,1235810136
1273,a.soltani,Southern Ristan,Spicy Gophers,21,1999,23.14,1.67,0.92,1.25,0.4,0.05,0.74,1.1,1,0.48,8.57,3.42,1,5.83,2.58,0.31,2.09,1.25,0.14,0.82,0.96,2.74,5.99,0,C,2021,1234175335
167,u.nalumansi,Czechnor,Mighty Jays,31,1989,25.91,0.71,0.12,0.39,0.26,0.02,0.06,0.78,1,0.61,13.33,3.1,1,2.13,5.62,5.46,1.02,0.01,0.03,0.89,0.24,0.94,0.6,0.02,A,2021,1233647254
2628,l.chhang,People's Land of Maneau,Mad Wolverines,27,1993,24.87,2.28,1.28,1.43,0.65,0.11,1.27,2.26,1,0.95,10.94,3.7,1,5.2,4.14,1.59,1.78,0.6,0.11,1.2,1.7,3.79,2.59,0,RFL,2021,1233408283
1341,z.nassolo,Rarita,Ultimate Dolphins,31,1988,26.32,1.03,0.57,0.65,0.37,0.1,0.37,1.3,1,0.94,7.38,2.7,1,3.57,3.75,0.33,1.32,0.72,0.03,0.63,1.76,2.87,4.12,0.06,C,2021,1233283705
807,a.schmidt,Dosqaly,Swift Rustlers,27,1993,24.6,3.35,2.03,1.59,1.26,0.59,1.42,2.41,1,1.05,16.66,5.89,1,6.07,6.82,3.83,1.6,0,0.01,1.52,1.48,4.94,2.22,0,B,2021,1221874646
335,g.magnusson,Dosqaly,Stacked Rocks,23,1996,23.13,2.17,1.29,0.54,1.02,0.48,0.37,1.84,1,1.41,19.5,6.62,1,5.76,10.24,3.45,1.47,0.18,0,1.4,1.3,3.44,0.84,0,A,2021,1220533106
1411,l.mponda,Dosqaly,Weak Chargers,23,1997,23.27,2.28,1.47,1.19,0.9,0.15,0.53,1.41,1,0.89,19.4,6.61,1,6.52,10.3,2.32,2.26,0.2,0.08,2.09,1.73,4.09,3.44,0.1,C,2021,1218321657
1364,o.kyomukama,Dosqaly,Ultimate Longhorns,20,1999,22.68,1.74,0.99,0.79,0.7,0,0.63,1.32,1,0.62,13.57,4.24,1,6.19,5.66,1.85,2.61,0.48,0,2.14,2.1,3.82,4.42,0.04,C,2021,1210775042
1637,a.radu,Janmico,Hideous Spartans,34,1986,27.82,2.21,1.18,1.73,0.42,0.08,0.79,1.59,1,0.77,9.92,3.72,1,6.41,3.21,0.23,1.83,0.81,0.07,1.04,1.56,3.74,6.66,0.11,D,2021,1206199157
1827,z.delemovi,Sobianitedrucy,Remarkable Flames,25,1995,23.96,1.68,1.39,0.67,0.79,0.08,0.34,1.01,1,0.71,15.75,4.57,1,5.54,7.11,2.92,1.22,0.4,0.02,0.87,1.38,3.05,3.17,0.16,D,2021,1201231655
759,m.nagudi,Pitpu Biaal,Somber Stallions,26,1994,24.29,3.28,2.22,1.72,1.25,0.24,1.48,2.58,1,0.89,14.58,4.96,1,5.9,6.12,2.6,2.15,0.09,0.05,2.11,2.2,5.55,3.15,0,B,2021,1197329249
2331,o.nalubega,Southern Ristan,Polar Kangaroos,26,1993,24.15,1.5,0.91,0.77,0.44,0.27,0.66,1.88,1,1.24,14.08,3.99,1,4.81,4.66,4.56,1.8,0.01,0.03,1.87,1.1,2.52,0.7,0.09,E,2021,1182529364
1551,h.zare,Rarita,Fighting Clippers,29,1991,25.47,1.4,0.89,1.11,0.32,0,0.59,0.97,1,0.43,6.79,2.4,1,4.51,1.89,0.29,1.46,0.63,0.03,0.84,0.96,2.43,3.85,0.16,D,2021,1168287333
1005,f.ashaba,Giumle Lizeibon,Blue Jaguars,23,1997,23.44,2.7,1.34,1.49,0.96,0.25,1.09,2.23,1,0.94,13.56,4.41,1,6.81,5.23,1.58,2.07,0.46,0,1.8,1.18,3.96,4.16,0.1,C,2021,1164934804
2191,o.rodrigues,Nganion,Horrible Bison,28,1992,24.39,0.69,0.48,0.27,0.25,0.07,0.11,1.27,1,1.19,15.93,3.96,1,2.66,6.72,6.63,0.93,0.17,0,0.85,0.52,1.27,0.16,0,E,2021,1158475890
2197,d.mulumba,Nganion,Horrible Bison,23,1997,23.13,1.89,1.3,0.92,0.93,0.12,0.58,1.84,1,1.16,16.8,4.63,1,5.38,9.37,2.24,1.37,0.28,0.07,1.22,1.01,2.94,2.06,0.01,E,2021,1155625275
570,q.nakintu,Dosqaly,Mean Poets,30,1989,25.66,2.04,0.95,1.02,0.83,0.22,0.84,2.02,1,1.35,13.23,4.59,1,5.86,5.87,1.65,1.86,0.12,0.05,1.8,1.61,3.51,2.13,0,B,2021,1150160979
309,p.johansson,People's Land of Maneau,Somber Bombers,29,1990,25.04,0.04,0.07,0.06,0.01,0.03,0,0.08,0,0.03,0.04,0,0.01,0.15,0,0.05,0,0,0.07,0,0.11,0.07,0.01,0.02,A,2021,1148608936
2248,m.knezevi,Lefghau,Mad Kingsmen,20,2000,21.94,1.58,1.13,0.64,0.34,0.5,0.46,2,1,1.55,20.25,5.48,1,4.98,7.93,7.38,1.76,0.13,0.03,1.71,0.45,1.93,0.32,0,E,2021,1147870139
532,c.nafuna,Dosqaly,Jumping Beans,23,1997,23.03,1.79,0.85,0.65,0.71,0.23,0.1,1.79,1,1.71,18.04,4.48,1,5.15,8.76,4.15,0.73,0,0,0.65,0.78,2.58,0.4,0,B,2021,1146293732
2588,v.meijermeyer,Southern Ristan,Black Coyotes,21,1999,22.32,2.07,1.46,0.81,0.88,0.29,0.8,2.53,1,1.84,23.29,7.05,1,7.14,9.56,6.56,1.81,0.06,0,1.83,1.18,3.4,0.26,0.08,RFL,2021,1139836437
2517,h.jovanovi,Dosqaly,Swift Bison,23,1996,23.19,0.97,0.58,0.69,0.28,0.02,0.35,0.57,1,0.22,6.79,2.37,1,3.98,2.48,0.22,2.26,1.05,0.07,1.17,0.47,1.43,5.82,0.06,E,2021,1132876345
1449,l.mensah,Manlisgamncent,Wicked Gentlefolk,22,1998,22.77,0.96,0.63,0.42,0.4,0.13,0.49,1.01,1,0.52,7.57,2.56,1,3.64,2.42,1.38,2.07,0.21,0.07,1.76,1.07,1.99,3.46,0.03,C,2021,1131355188
1240,a.yusuf,Esia,Serious Cyclones,31,1989,25.3,1.6,1.2,0.6,0.65,0.39,0.23,1.24,1,0.83,18.84,6.34,1,3.78,8.82,6.5,1.21,0.13,0,1.15,0.47,2.07,0.58,0.03,C,2021,1130786287
