,Player,Nation,Squad,Age,Born,X90s,Gls,Standard.Sh,Standard.SoT,Standard.SoT.,Standard.Sh.90,Standard.SoT.90,Standard.G.Sh,Standard.G.SoT,Standard.Dist,Standard.FK,Performance.PK,Performance.PKatt,Expected.xG,Expected.npxG,Expected.npxG.Sh,Expected.G.xG,Expected.np.G.xG,League,Year,mv
1709,n.colon,Central Diasongo,Marvelous Patriots,20,2000,19.96,0.24,2.25,0.71,1,2.26,0.7,0.07,0.28,17.11,0,0,0.1,0.23,0.28,0.18,0.11,0.04,D,2021,1410773485
2168,m.mudimba,Nganion,Hideous Spiders,23,1997,22.94,0.05,1.1,0.33,1,1.02,0.34,0.13,0.07,20.89,0,0,0,0.02,0.1,0,-0.11,0.03,E,2021,1409598382
254,w.markovi,Nancipenuaroe,Silver Heels,28,1991,23.34,0,1.02,0.38,1,1.14,0.53,0.09,0.15,16.78,0,0.06,0,0.09,0.19,0.17,-0.03,-0.03,A,2021,1388438134
73,g.gustafsson,People's Land of Maneau,Great Galactic Gorgons,26,1994,22.5,0.02,0.82,0.17,1,0.93,0.09,0,0.09,23.13,0.05,0.01,0.11,0.11,0.06,0.09,0,0.01,A,2021,1385104539
1327,g.waswa,Esia,Supreme Jaguars,23,1997,21.78,0,1.46,0.5,1,1.39,0.37,0,0.12,19.34,0.04,0.08,0,0.01,0.1,0.04,-0.08,-0.07,C,2021,1384932102
940,p.li,Dosqaly,Weak Blimps,22,1998,21.27,0.22,1.58,0.75,1,1.58,0.77,0.12,0.21,18.22,0.21,0.01,0.03,0.19,0.22,0.08,-0.08,0.09,B,2021,1382975629
2747,z.zziwa,Rarita,Strong Oaks,23,1996,21,0.47,1.92,0.61,1,1.87,0.73,0.26,0.48,13.63,0,0.14,0.12,0.44,0.37,0.17,0.07,0,RFL,2021,1376368668
2067,k.awuah,Nganion,Delta Colts,30,1990,25.07,0.07,0.24,0.11,1,0.28,0.15,0.16,0.5,11.88,0.05,0,0,0,0.01,0.06,-0.01,0.1,E,2021,1367998059
2083,m.korugyendo,Nganion,Delta Colts,29,1991,24.14,0.07,1.19,0.08,1,1.09,0.15,0.02,0.39,24.17,0.33,0,0,0,0.13,0.09,0.06,-0.12,E,2021,1366450697
855,m.azulay,Dosqaly,Unaccountable Foxes,22,1998,19.82,0.32,3.66,1.31,1,3.68,1.22,0.05,0.14,15.86,0,0.03,0,0.53,0.34,0.11,-0.12,-0.22,B,2021,1356684452
2340,g.namakula,Nganion,Polar Kangaroos,25,1994,22.67,0.16,1.41,0.46,1,1.4,0.51,0.12,0.21,17.19,0.04,0.02,0,0.02,0.14,0.02,-0.09,-0.08,E,2021,1349358694
166,u.nalumansi,Czechnor,Mighty Jays,31,1989,25.81,0.39,2.17,0.7,1,2.2,0.72,0.1,0.43,13.42,0,0,0.09,0.46,0.41,0.08,-0.06,-0.1,A,2021,1349224394
324,w.karlsson,Southern Ristan,Stacked Rocks,31,1989,24.83,0.07,0.43,0.08,1,0.53,0.07,0.14,0.39,7.57,0,0,0.04,0,0,0.13,-0.07,0.1,A,2021,1340360672
1967,u.mansour,Lefghau,Wet Flames,23,1997,21.81,0.1,0.64,0.11,1,0.47,0.08,0,0.01,19.57,0.09,0.08,0.08,0,0,0.05,-0.01,-0.05,D,2021,1337299292
1601,u.taaka,Xikong,Fighting Wave,20,2000,21.48,0.18,1.55,0.42,1,1.64,0.24,0.22,0.67,15.05,0,0,0,0.16,0.21,0.06,0.03,0.06,D,2021,1335454420
1409,h.driscoll,Southern Ristan,Weak Chargers,22,1997,20.58,0.23,2.07,0.81,1,1.98,0.85,0.04,0.08,15.17,0,0.01,0.01,0.34,0.16,0.09,-0.11,-0.17,C,2021,1332867201
2045,g.eng,Zamlie Niabangthe,Deferred Dolphins,27,1993,22.53,0.21,2.06,0.83,1,2.17,0.85,0.18,0.23,21.12,0.15,0.05,0,0.16,0.21,0.08,-0.02,-0.01,E,2021,1332365710
410,j.lysenko,Sobianitedrucy,Flawless Cows,20,2000,19,0.77,2.88,1.33,1,2.75,1.36,0.17,0.63,11.75,0.05,0,0,0.58,0.51,0.26,0.18,0.12,B,2021,1330093222
2660,m.as,People's Land of Maneau,Marvelous Coyotes,26,1994,21.54,0.19,0.79,0.28,1,0.73,0.26,0.29,0.86,12.79,0,0,0,0.11,0.15,0.19,0,0,RFL,2021,1321582898
138,h.nsamba,Byasier Pujan,Horrible Storm,25,1995,17.81,0.64,3.38,1.49,1,3.32,1.47,0.06,0.31,20.55,0.28,0.19,0.32,0.52,0.2,0.15,0.05,0.07,A,2021,1317164511
2377,m.nurhayati,Nganion,Rabid Greyhounds,24,1996,21.71,0.06,0.28,0,0.04,0.36,0,0.06,0,16.09,0.08,0,0,0.04,0.01,0.13,0.05,0.05,E,2021,1315040957
1159,b.zee,Nathuacamana,Mean Trolls,25,1995,23.13,0.08,0.76,0.03,0.03,0.62,0.04,0.03,0,27.75,0.08,0.09,0,0.03,0,0,0.07,0.02,C,2021,1310299224
542,k.nanyonjo,Imaar Vircoand,Mean Colts,21,1999,22.35,0.1,0.32,0.27,1,0.3,0.14,0.2,0.46,11.55,0,0,0.02,0,0.14,0.05,0.07,0.02,B,2021,1306768925
1933,w.soltani,Northern Namemo Laand,Strange Pioneers,26,1994,22.22,0.03,0.78,0.06,1,0.69,0.03,0.01,0.36,22.91,0.12,0,0.1,0.1,0,0.04,-0.03,-0.05,D,2021,1302687179
1881,m.namiiro,Sobianitedrucy,Spicy Pointers,34,1986,28.47,0.04,0.14,0,0.09,0.24,0.02,0,0,16.4,0.1,0,0.04,0,0,0.13,0.07,-0.01,D,2021,1301161899
1150,j.wibowo,Esia,Mean Trolls,29,1990,22.58,0.39,1.81,0.65,1,1.85,0.54,0.12,0.5,14.99,0,0,0.07,0.28,0.31,0.2,0.05,0.14,C,2021,1294149663
1431,w.zarei,Slandsganiamayotteque,White Firebirds,21,1999,20.55,0.14,0.38,0.18,1,0.29,0.25,0.23,0.29,15.48,0,0,0,0,0,0.18,-0.04,0.05,C,2021,1288415434
917,m.begu,Dosqaly,Weak Blimps,19,2001,19.97,0.07,0.36,0.03,1,0.34,0.1,0.19,1.02,7.91,0.05,0,0,0.08,0,0.14,0,-0.02,B,2021,1286147377
1636,x.aliru,Xikong,Flying Bombadiers,21,1999,20.53,0.3,2.8,0.77,1,2.71,0.77,0.14,0.35,21.22,0,0,0,0.15,0.15,0,0.06,-0.03,D,2021,1278812271
1086,d.safitri,Esia,Horrible Flames,23,1996,21.02,0.06,2.05,0.73,1,2.07,0.69,0.14,0.1,23.55,0.14,0,0,0.18,0.1,0.04,0.06,-0.02,C,2021,1278389137
1101,k.eyotaru,Dosqaly,Little Lollipops,22,1997,19.12,0.43,3.11,1.14,1,3.16,1.11,0.11,0.48,13.03,0.06,0.1,0.07,0.32,0.46,0.19,0.01,0.04,C,2021,1270794706
1170,x.kawooya,Giumle Lizeibon,Punctual Archers,33,1987,28.57,0.06,0.31,0.14,1,0.39,0.18,0.19,0.34,24.07,0.05,0,0.01,0.08,0,0,-0.01,0.08,C,2021,1266602733
243,b.masika,People's Land of Maneau,Silver Heels,30,1989,25.06,0.01,0.11,0.09,1,0.16,0.11,0,0.04,24.89,0,0.06,0.05,0.07,0,0.09,-0.03,0.1,A,2021,1266086251
587,b.rubio,Dosqaly,Mean Poets,20,2000,20.29,0,1.57,0.25,1,1.67,0.15,0,0,26.27,0.21,0,0,0.03,0.06,0.13,-0.02,0.04,B,2021,1264878538
1780,o.avako,Xikong,Mighty Monkeys,31,1989,25.46,0.03,0.59,0.04,1,0.47,0.04,0.19,0.63,17.87,0,0,0.03,0,0,0.06,-0.03,0.02,D,2021,1263430943
2117,d.egger,Janmico,Flying Penguins,32,1988,27.05,0.04,0.39,0.11,1,0.4,0,0.07,0.47,32.06,0.12,0,0,0.01,0.03,0.06,0.03,0.02,E,2021,1255035841
2102,p.peh,Dosqaly,Festive Governors,23,1997,19.66,0.21,2.89,1.05,1,2.75,0.96,0.2,0.21,17.25,0,0,0,0.19,0.27,0.17,0.05,-0.04,E,2021,1247781304
1963,j.mubangizi,Central Diasongo,Wet Flames,19,2000,20.6,0.1,0.55,0.04,1,0.44,0,0.07,1.02,14.17,0,0,0.07,0,0,0.02,-0.04,0.05,D,2021,1247185872
2783,o.contreras,Greri Landmoslands,Wild Hornets,33,1986,28.14,0.06,0.49,0.21,1,0.48,0.16,0.14,0.25,22.2,0,0.05,0,0,0,0.02,0.03,0.11,RFL,2021,1245479925
577,a.tusingwire,Dosqaly,Mean Poets,21,1998,18.07,0.23,3.33,1.18,1,3.33,1.19,0.1,0.14,22.98,0.86,0.03,0,0.26,0.15,0.11,-0.08,-0.02,B,2021,1240830482
2424,y.mukisa,Manlisgamncent,Running Bigfoots,32,1988,24.72,0.1,1.59,0.34,1,1.48,0.34,0.05,0.31,19.21,0,0,0.12,0.15,0.16,0.2,0.04,-0.08,E,2021,1240299080
1566,i.brown,Dosqaly,Fighting Clippers,25,1994,21.86,0.11,0.81,0.18,1,0.78,0.26,0.21,0.43,16.83,0.05,0.08,0,0.04,0,0.03,-0.04,0.07,D,2021,1232284606
120,d.kayira,Slandsganiamayotteque,Horrible Grizzlies,21,1998,19.39,0.15,2.24,0.84,1,2.22,0.8,0.12,0.23,13.83,0,0,0.04,0.34,0.27,0.2,-0.09,-0.06,A,2021,1231532699
2490,g.riva,Nganion,Serious Magicians,25,1995,21.7,0.1,0.43,0.11,1,0.42,0,0.1,0.95,14.19,0,0.09,0,0.01,0.04,0.02,-0.07,0.09,E,2021,1228012599
1756,l.chiu,Lylimi,Mighty Monkeys,31,1988,25.32,0,0.55,0.11,1,0.47,0.14,0.06,0.48,8.44,0,0.07,0.05,0.08,0.15,0.1,-0.07,-0.05,D,2021,1217007066
2513,j.maneno,Nganion,Serious Magicians,27,1992,21.57,0.21,1.05,0.47,1,1.05,0.51,0.24,0.63,14.88,0,0.08,0.06,0.17,0.24,0.2,0.09,0.1,E,2021,1203697488
975,t.hoe,Xikong,Wet Monarchs,24,1995,19.98,0.18,1.29,0.4,1,1.31,0.4,0.08,0.46,16.01,0.32,0,0,0.24,0.15,0.17,-0.04,-0.07,B,2021,1202307021
2256,y.nagudi,Esia,Mad Kingsmen,30,1990,23.45,0.22,1.41,0.44,1,1.46,0.54,0.05,0.34,21.84,0,0,0.08,0.02,0,0.05,0.09,-0.05,E,2021,1196085564
2675,a.lefevre,Southern Ristan,Marvelous Coyotes,29,1991,22.22,0.3,3.55,1.1,1,3.5,1.19,0.08,0.19,20.3,0.52,0.17,0.23,0.46,0.32,0,-0.18,-0.2,RFL,2021,1192666591
659,t.amutuhaire,Dosqaly,Serious Thunderbirds,22,1998,19.62,0.16,2.14,0.75,1,2.32,0.62,0.06,0.34,16.64,0.1,0.07,0,0.15,0.15,0.09,-0.06,-0.03,B,2021,1186662822
766,e.longwe,Dosqaly,Somber Stallions,21,1999,21.37,0,0.38,0.09,1,0.36,0.23,0.01,0,23.14,0,0.06,0,0.05,0.08,0.12,-0.06,-0.01,B,2021,1183516895
1723,c.alum,Rosvi,Marvelous Patriots,28,1992,23.17,0.3,2.35,0.66,1,2.47,0.53,0,0.23,16.99,0,0.13,0.01,0.16,0.25,0,-0.02,-0.12,D,2021,1174518817
2096,y.ssentongo,Nganion,Festive Governors,21,1999,21.12,0.14,0.67,0.18,1,0.51,0.2,0.17,0.41,17.69,0.07,0.07,0.02,0.01,0.01,0.03,-0.01,-0.01,E,2021,1157101671
933,m.mubangizi,Greri Landmoslands,Weak Blimps,24,1995,19.83,0.19,2.08,0.86,1,2.02,0.83,0.02,0.18,18.33,0.2,0,0.07,0.15,0.18,0.1,-0.03,-0.06,B,2021,1156372810
2163,f.degroot,Nganion,Hideous Spiders,22,1998,22.09,0,0.08,0,0.06,0.02,0.01,0,0,16.97,0,0.02,0,0.08,0,0,-0.06,0.07,E,2021,1146070587
1729,h.korosec,Imaar Vircoand,Mean Wolves,22,1997,20.33,0.15,0.84,0.35,1,0.76,0.32,0.06,0.35,17.95,0.05,0.04,0.04,0.16,0.13,0.14,0.02,-0.07,D,2021,1142432909
1097,c.msukwa,Pierrema,Little Lollipops,25,1995,20.19,0.13,1.09,0.26,1,1.05,0.4,0.08,0.46,14.67,0,0,0.12,0.15,0.07,0.1,-0.01,0.04,C,2021,1129393076
1338,b.klemeni,Dosqaly,Ultimate Dolphins,24,1996,21.52,0,0.51,0.13,1,0.43,0.15,0.01,0,20.82,0.02,0,0.06,0.11,0,0.05,-0.09,-0.09,C,2021,1111837967
1710,s.obonyo,Central Diasongo,Marvelous Patriots,23,1997,19.79,0.17,1.65,0.76,1,1.69,0.77,0.14,0.31,15.44,0,0.05,0.02,0.13,0.18,0.12,0.11,0.1,D,2021,1110152222
1442,i.diallo,Reugha,White Firebirds,22,1998,21.14,0.08,1.84,0.65,1,1.98,0.63,0.14,0.32,18.77,0.01,0,0.03,0.28,0.28,0.04,-0.11,-0.05,C,2021,1108542996
1102,u.nhantumbo,Dosqaly,Little Lollipops,27,1993,20.04,0.26,2.93,1.23,1,2.99,1.29,0.01,0.2,16.64,0.01,0,0.05,0.31,0.16,0.04,0.01,0.12,C,2021,1107973462
71,d.kojima,Highhlaands,Great Galactic Gorgons,29,1991,24.7,0.08,0.47,0.05,1,0.45,0.09,0.07,0.03,28.91,0.1,0,0.09,0,0.03,0,-0.06,0.03,A,2021,1104270981
2199,k.kabonesa,Nganion,Horrible Bison,21,1999,20.99,0.02,0.38,0.1,1,0.34,0.07,0.04,0,12.23,0.05,0.01,0,0,0.04,0.09,0.05,-0.06,E,2021,1103961739
1523,n.katusabe,Mico,Coy Sunbirds,27,1993,21.04,0.08,1.4,0.34,1,1.41,0.33,0.13,0.17,11.33,0.03,0.06,0,0.11,0.02,0.12,-0.01,-0.08,D,2021,1098735146
632,l.rostami,Former Maneau,Serious Thunderbirds,27,1992,22.68,0,0.23,0,1,0.2,0.13,0,0,25.03,0.02,0.02,0,0.04,0,0.1,0.08,-0.1,B,2021,1091946118
103,j.rukundo,Dosqaly,Green Fleet,27,1993,21.13,0.12,1.51,0.56,1,1.56,0.46,0,0.32,15.33,0.08,0,0.08,0.03,0.01,0,-0.05,0.02,A,2021,1084588392
248,z.kayendeke,People's Land of Maneau,Silver Heels,20,1999,19.07,0.13,0.17,0.18,1,0.04,0.21,0.46,0.53,8.04,0,0,0,0.06,0,0.28,0.11,0.09,A,2021,1079153729
11,i.namirimu,Thaijagypt,Fanatical Outlaws,30,1990,21.82,0.45,2.98,1.04,1,2.92,1.07,0.14,0.46,12.81,0,0.1,0,0.57,0.49,0.27,-0.08,0,A,2021,1069301786
627,e.fernando,Dosqaly,Serious Thunderbirds,28,1991,22.53,0.04,0.47,0.06,1,0.49,0.15,0,0,10.2,0.01,0,0.08,0.1,0.1,0.12,0.01,-0.04,B,2021,1068062546
529,h.rees,Eastern Covaki,Jumping Beans,24,1996,21.34,0.03,0.59,0.12,1,0.66,0.17,0.02,0.23,19.42,0,0.07,0.08,0,0.03,0.01,0.08,-0.02,B,2021,1065281775
2487,u.kizito,Nganion,Screaming Ramblers,30,1990,23.25,0.21,1.45,0.37,1,1.53,0.5,0.22,0.56,16.58,0.08,0.1,0.02,0.32,0.25,0.18,-0.03,-0.1,E,2021,1064799466
2787,g.mandaza,Greri Landmoslands,Wild Hornets,24,1995,18.52,0.11,1.74,0.76,1,1.77,0.85,0.04,0.22,16.57,0.02,0,0,0.1,0.09,0.2,-0.04,-0.05,RFL,2021,1064023161
1718,z.heinonen,Dosqaly,Marvelous Patriots,22,1997,20.73,0.16,0.45,0.26,1,0.51,0.15,0.24,0.55,18.03,0,0,0,0.16,0.11,0.13,0.04,-0.02,D,2021,1063669055
1904,e.gou,Saintu,Spicy Pointers,26,1994,20.75,0,0.96,0.24,1,0.88,0.14,0,0.34,18.12,0.06,0,0,0.17,0.02,0.11,-0.04,-0.09,D,2021,1063059580
1972,x.nakong,Sobianitedrucy,Wet Flames,28,1992,22.22,0.01,0.58,0.05,1,0.7,0.05,0.1,0.64,8.04,0,0.1,0.05,0.05,0.06,0.05,0.04,0.05,D,2021,1055528157
602,f.chiumia,Dosqaly,Overconfident Kangaroos,24,1996,19.6,0.51,2.72,1.17,1,2.78,1.14,0.23,0.39,14.61,0.13,0,0.12,0.37,0.29,0.05,0.11,0.08,B,2021,1053313349
2098,u.roussel,Slandsganiamayotteque,Festive Governors,19,2000,21.21,0.17,0.6,0.24,1,0.72,0.29,0.22,0.45,15.5,0,0.06,0.04,0.05,0.17,0.09,0.06,-0.07,E,2021,1049557730
257,j.agaba,Byasier Pujan,Silver Heels,23,1996,20.29,0.05,0.39,0.1,1,0.33,0,0.29,1,19.52,0.08,0,0.03,0.07,0,0.07,0.03,0.05,A,2021,1041266991
2252,c.neri,Nganion,Mad Kingsmen,24,1996,20.73,0.21,1.95,0.45,1,1.96,0.52,0.11,0.53,18.12,0.07,0,0,0.25,0.27,0.04,0.06,0.05,E,2021,1039249911
1782,b.owor,Mico,Mighty Monkeys,20,2000,19.79,0.14,1.15,0.36,1,1.14,0.4,0.08,0.3,18.99,0.22,0.02,0.09,0.06,0.1,0.09,-0.1,-0.12,D,2021,1035002246
2732,h.azizi,Rarita,Strong Oaks,22,1998,19.92,0.21,0.42,0.07,1,0.37,0.11,0.28,0.93,11,0,0,0.07,0.01,0,0.05,0.02,0.07,RFL,2021,1032661635
252,f.diaz,Southern Ristan,Silver Heels,29,1990,20.14,0.52,3.45,1.64,1,3.59,1.6,0.18,0.27,11.4,0.06,0.08,0,0.32,0.33,0.18,0.15,0.1,A,2021,1031521108
1596,k.ntege,Slandsganiamayotteque,Fighting Wave,21,1998,18.97,0.23,1.54,0.69,1,1.53,0.8,0.11,0.32,10.12,0,0.02,0,0.15,0.17,0.13,0.1,0.14,D,2021,1030569537
2388,p.kayesu,Nganion,Rabid Greyhounds,27,1992,21.95,0.09,1.38,0.55,1,1.37,0.51,0.22,0.31,11,0.02,0,0.01,0.33,0.34,0.17,-0.01,-0.03,E,2021,1024668824
1076,k.jakobsson,Galamily,Horrible Flames,24,1996,20.8,0.45,2.8,1.07,1,2.83,1.18,0.26,0.48,11.21,0,0,0.03,0.39,0.52,0.08,0.03,-0.11,C,2021,1016601620
1879,g.muzamba,Sobianitedrucy,Spicy Pointers,28,1992,22.74,0.21,1.99,0.51,1,1.92,0.47,0.03,0.23,20.03,0.05,0,0,0.16,0.21,0,-0.03,0.01,D,2021,1014529640
1030,q.roche,Giumle Lizeibon,Blue Jaguars,24,1995,20.97,0.1,1,0.39,1,0.96,0.5,0.16,0.16,19.71,0,0,0,0.03,0.12,0.08,0.09,0.03,C,2021,1010651443
750,q.ruzvidzo,Dosqaly,Solemn Leopards,25,1994,21,0.01,0.75,0.26,1,0.74,0.33,0,0.1,22.87,0.03,0,0,0,0.08,0.08,-0.01,0.04,B,2021,977997836.6
1265,i.lew,Esia,Silver Frogs,26,1994,21.59,0.12,1.4,0.6,1,1.46,0.48,0,0.16,14.64,0,0.08,0,0.1,0.22,0.05,-0.15,-0.08,C,2021,977791257.7
1188,x.wasswa,Esia,Punctual Archers,25,1995,20.25,0.2,1,0.31,1,1.08,0.26,0.09,0.58,13.89,0.08,0,0.05,0.04,0.02,0,0.04,0.14,C,2021,975861658.4
1291,g.moradi,Esia,Spicy Gophers,22,1997,20.41,0.18,1.3,0.44,1,1.27,0.56,0.21,0.43,20.74,0.1,0,0,0.16,0.13,0.02,0.18,0.12,C,2021,974922099.9
887,u.heilig,Dosqaly,Villainous Eagles,31,1989,25.8,0,0.3,0.15,1,0.31,0.07,0,0,25.97,0,0,0,0.01,0,0,0.03,0.02,B,2021,971397545.6
315,c.kavis,People's Land of Maneau,Somber Bombers,25,1995,21.69,0,0.55,0.11,1,0.52,0.18,0,0.06,20.24,0,0.05,0,0.08,0,0,-0.07,-0.07,A,2021,970608694.2
1583,v.rocha,Western Niasland,Fighting Wave,32,1988,24.19,0.11,0.65,0.17,1,0.64,0.15,0.06,0.14,17.72,0.04,0,0.11,0.13,0,0.15,0.09,0.08,D,2021,968597782.2
2668,j.singini,People's Land of Maneau,Marvelous Coyotes,20,2000,17.96,0.4,2.57,1.16,1,2.5,1.17,0.29,0.46,14.62,0.01,0,0.04,0.29,0.32,0.21,0.18,0.13,RFL,2021,968558886.5
2380,s.sala,Nganion,Rabid Greyhounds,26,1994,19.79,0.13,0.27,0.21,1,0.34,0.24,0.2,0.59,8.92,0,0.02,0,0.02,0,0.17,0.14,0.15,E,2021,963052899.4
1514,j.otoo,Sobianitedrucy,Coy Sunbirds,22,1997,20.39,0.01,0.33,0.05,1,0.3,0.15,0.13,0.56,23.89,0,0.09,0,0,0.02,0.07,0,-0.01,D,2021,962509982.3
1413,s.tenywa,Dosqaly,Weak Chargers,21,1999,20.18,0.13,0.85,0.46,1,0.82,0.37,0.08,0.28,17.79,0,0.01,0,0.09,0.05,0.04,0.02,0,C,2021,959972982.2
853,x.mendez,Lefghau,Unaccountable Foxes,22,1997,19.59,0.12,1.23,0.55,1,1.3,0.62,0,0.19,22.01,0,0,0.12,0.19,0.1,0.05,0.12,0,B,2021,956488255.2
942,o.ssenabulya,Pierrema,Weak Blimps,20,1999,19.26,0.18,0.81,0.45,1,0.91,0.39,0.17,0.39,19.27,0.05,0,0.08,0.07,0.15,0.19,0.03,-0.05,B,2021,956183243.1
2549,r.aloyo,Nganion,Ultimate Penguins,31,1989,24,0,0.09,0.13,1,0.13,0.21,0.49,0.52,10.43,0.09,0.09,0,0.01,0.13,0.26,0.12,0.02,E,2021,950455567.7
109,s.namugere,Nganion,Horrible Grizzlies,30,1989,24.29,0,0.37,0.13,1,0.55,0.25,0.06,0.23,16.02,0,0.05,0,0,0.08,0.04,-0.01,-0.02,A,2021,948714444.5
1889,x.sakamoto,Rocda Bemoda,Spicy Pointers,25,1995,18.69,0.47,1.98,0.99,1,2.1,0.93,0.15,0.35,14.68,0,0.02,0,0.26,0.22,0.19,0.09,0.16,D,2021,946473707.8
1484,s.ningsih,Sobianitedrucy,Coy Catamarans,23,1996,20.9,0,0.26,0.04,1,0.23,0.07,0,0.05,18.41,0,0.03,0.05,0,0,0.03,-0.09,-0.07,D,2021,940015521.8
1138,g.acheampong,New Uwi,Marvelous Anchors,23,1997,18.59,0.49,2.54,1.13,1,2.41,1.14,0.21,0.43,15.63,0.17,0.11,0.07,0.35,0.31,0.12,0.1,0.04,C,2021,932412731.7
1807,k.behera,Rosvi,Red Rangers,19,2001,20.44,0.05,0.62,0.12,1,0.65,0.08,0.19,0.74,20.07,0,0.08,0.08,0,0.04,0,0.1,0.05,D,2021,931455235.7
939,t.nyanzi,Dosqaly,Weak Blimps,30,1989,24.44,0,0.38,0.2,1,0.38,0.07,0.02,0.03,16.13,0,0,0.07,0,0.06,0.01,0.04,0.04,B,2021,927891904.6
2176,d.hara,Nganion,Horrible Bison,26,1994,20.97,0.13,0.22,0.06,1,0.32,0.08,0.18,1.09,11.04,0.02,0,0.03,0,0,0,0.09,-0.07,E,2021,927485778.2
2334,d.gross,Greri Landmoslands,Polar Kangaroos,20,1999,17.59,0.31,2.13,0.73,1,2.14,0.89,0.24,0.5,18.7,0.13,0.03,0.16,0.27,0.21,0.18,0.12,0.09,E,2021,923253297
1638,a.radu,Janmico,Hideous Spartans,34,1986,27.93,0.12,0.38,0.07,1,0.35,0.12,0.06,0.31,9.23,0.02,0,0,0.06,0.1,0.02,0.04,0.11,D,2021,921131213.9
1047,i.peeters,Giumle Lizeibon,Fiery Governors,28,1992,20.52,0.29,2.6,1.03,1,2.58,0.91,0.09,0.19,15.94,0,0,0,0.3,0.34,0.19,-0.01,-0.04,C,2021,920825791.5
1785,d.balazs,Nkasland Cronestan,Red Rangers,25,1995,20.65,0,0.82,0.16,1,0.84,0.26,0,0.03,10.53,0,0,0.02,0.03,0,0.01,0,-0.02,D,2021,918164265.7
1847,i.greenberg,Cabral Retrea,Serious Ranchers,33,1986,27.31,0.04,0.15,0,0,0.13,0.08,0.01,0,11.78,0,0,0,0,0.06,0.02,-0.05,0.01,D,2021,917108100
981,x.ahmad,Xikong,Awkward Trailblazers,26,1994,21.66,0.08,0.7,0.37,1,0.82,0.28,0,0,17.86,0.15,0,0,0.01,0.06,0.02,-0.02,-0.1,C,2021,916350320.3
1669,l.yusof,Byasier Pujan,Marvelous Heels,26,1994,19.59,0.07,1.32,0.76,1,1.39,0.62,0.03,0.07,11.92,0,0,0.05,0.22,0.17,0.18,-0.05,0,D,2021,911405611.9
1884,b.mayer,Rosvi,Spicy Pointers,31,1988,24.71,0,0.15,0.02,1,0.32,0.06,0,0,17.32,0,0.06,0.01,0.03,0.09,0.13,-0.09,-0.1,D,2021,907587804.4
692,k.ber,Dosqaly,Simple Privateers,19,2000,20.79,0,0.51,0.08,1,0.52,0.14,0.02,0,23.84,0,0.09,0,0,0.04,0.05,-0.07,0.02,B,2021,906038391.4
2231,e.hayati,Nganion,Mad Bees,26,1994,20.65,0.37,1.26,0.48,1,1.34,0.46,0.29,0.75,14.11,0.06,0.06,0,0.12,0.11,0.01,0.28,0.26,E,2021,904069963.3
1157,q.maphosa,Esia,Mean Trolls,26,1994,20.13,0.08,0.42,0.21,1,0.57,0.25,0.1,0.21,18.33,0,0.08,0,0.03,0,0.17,-0.08,-0.05,C,2021,902923602.6
2665,j.nakano,Pierrema,Marvelous Coyotes,29,1991,21.66,0.5,2.74,0.96,1,2.73,1.04,0.17,0.31,16.42,0.21,0.09,0.06,0.27,0.26,0,0.17,0.2,RFL,2021,896755705.9
1355,y.nartey,Esia,Ultimate Dolphins,25,1995,18.27,0.45,3.15,1.41,1,3.29,1.55,0.1,0.36,16.08,0,0,0.1,0.36,0.36,0.11,0.16,0.06,C,2021,894817091.1
1114,n.nalule,Esia,Little Lollipops,31,1988,21.71,0.56,2.31,1.03,1,2.2,1.04,0.24,0.39,19.7,0.36,0.37,0.33,0.51,0.27,0.13,0.21,0.24,C,2021,890692723.6
953,l.lukwago,Coastpa Barleslands,Wet Monarchs,23,1996,19.45,0.52,1.54,0.74,1,1.51,0.81,0.36,0.55,14.81,0.09,0.07,0,0.34,0.35,0.18,0.05,0.17,B,2021,889259793.2
128,i.makavan,Sobianitedrucy,Horrible Grizzlies,28,1991,22.28,0.31,0.31,0,0.08,0.19,0,0,0,39.55,0.1,0.35,0.38,0.38,0.07,0.08,-0.08,-0.01,A,2021,884216357.4
1651,z.njoku,Imaar Vircoand,Hideous Spartans,25,1995,19.21,0.24,2.21,0.67,1,2.28,0.74,0.09,0.39,13.36,0,0,0.09,0.33,0.4,0.18,-0.05,-0.03,D,2021,882474592.7
1394,j.okullo,Esia,Weak Chargers,23,1997,19.95,0.1,0.85,0.34,1,0.95,0.18,0.08,0.09,22.7,0.1,0,0.01,0.02,0,0.07,-0.11,-0.11,C,2021,880117394.7
2727,p.rabiu,Rarita,Serious Buffaloes,27,1993,20.8,0.24,2.25,0.74,1,2.27,0.75,0.16,0.32,20.75,0.36,0,0.08,0.28,0.23,0.01,0.13,0.06,RFL,2021,871760095.3
2216,y.fallah,Nganion,Mad Bees,22,1998,18.56,0.17,1.78,0.5,1,1.74,0.41,0,0.28,15.27,0,0.01,0.1,0.09,0.09,0.05,0.02,-0.03,E,2021,868745676.6
893,p.kamya,Dosqaly,Villainous Eagles,27,1992,19.46,0.31,1.45,0.74,1,1.38,0.78,0.07,0.21,15.88,0.03,0.1,0.09,0.26,0.14,0.16,-0.02,0.12,B,2021,867768909.6
1362,t.astuti,Esia,Ultimate Dolphins,25,1995,18.94,0.31,2.2,0.77,1,2.26,0.63,0.17,0.33,15.91,0,0,0,0.3,0.13,0.11,-0.02,-0.03,C,2021,866510129.3
