"","Player","Nation","Squad","Age","Born","X90s","Total.Cmp","Total.Att","Total.Cmp.","Total.TotDist","Total.PrgDist","Short.Cmp","Short.Att","Short.Cmp.","Medium.Cmp","Medium.Att","Medium.Cmp.","Long.Cmp","Long.Att","Long.Cmp.","Ast","xA","A.xA","KP","X1.3","PPA","CrsPA","Prog","League","Year","mv"
"431","a.nabuuma","Dosqaly","Glistening Paladins",22,1997,34.96,46.66,58.67,1,834.28,312.12,21.36,23.75,1,19.57,22.82,1,4.81,9.37,1,0.24,0.16,0.19,0.97,2.47,1.13,0.76,4.06,"B",2021,9133548189.79568
"432","b.ban","Dosqaly","Glistening Paladins",20,1999,10.68,51.9,62.58,1,1170.41,377.57,13.87,14.95,1,26.26,27.89,1,10.93,18.1,1,0.11,0.07,0.06,0.39,5.13,0.66,0,4.57,"B",2021,41767621.7923462
"433","b.polak","Dosqaly","Glistening Paladins",22,1998,25.58,46.01,55.16,1,828.85,341.99,19.44,21.42,1,21.13,24.18,1,4.71,7.4,1,0,0,0.03,0.64,3.63,1.14,0.19,4.6,"B",2021,1041652433.67823
"434","l.mulyani","Dosqaly","Glistening Paladins",33,1987,10.55,43.93,57.57,1,949.07,416.13,14.84,17.38,1,20.68,24.4,1,8.19,13.5,1,0.36,0.22,0,1.97,2.98,2.9,2.07,5.67,"B",2021,19157113.3751888
"435","o.wagner","Dosqaly","Glistening Paladins",25,1994,30.24,45.45,54.08,1,1099.08,378.46,10.94,12.09,1,22.84,24.4,1,11.31,17.04,1,0.06,0.08,0,0.24,3.58,0.69,0.06,2.98,"B",2021,2087150653.2306
"436","s.bukirwa","Dosqaly","Glistening Paladins",23,1997,22.54,50.36,59.46,1,1160.35,406.74,12.18,13.66,1,26.62,29.36,1,11.2,15.63,1,0.06,0,0,0.11,4.48,0.2,0,4.09,"B",2021,404156926.537214
"437","a.palmieri","Landsfupua","Glistening Paladins",34,1986,3.31,65.28,76.99,1,1306.61,526.32,23.04,25.48,1,31.47,35.28,1,9.97,14.19,1,0,0.19,0,0.82,8.99,0.59,0.6,6.7,"B",2021,3093512.33328988
"438","i.berg","Tito Mia","Glistening Paladins",25,1994,29.79,15.4,25.45,1,226.97,47.87,8.78,13.03,1,4.76,8.38,1,1.02,1.68,1,0.07,0.11,0,0.63,1.15,0.55,0,1.51,"B",2021,2032910833.97064
"439","g.lombardo","Dosqaly","Glistening Paladins",22,1997,22.5,15.13,21.91,1,247.25,51.6,8.21,11.04,1,4.57,6.4,1,1.44,2.71,1,0.03,0.04,0.05,0.84,0.86,0.79,0.34,1.45,"B",2021,482371132.259558
"440","l.alanyo","Dosqaly","Glistening Paladins",22,1998,9.18,15.16,21.6,1,212.4,42.64,9.2,12,1,4.45,6.28,1,0.84,1.43,1,0.25,0.01,0.14,1.05,0.63,0.58,0.15,0.89,"B",2021,23609952.8203506
"441","f.kimera","Dosqaly","Glistening Paladins",23,1997,35.07,28.7,36.09,1,865.72,495.9,4.37,4.43,1,13.1,13.34,1,11.03,18.16,1,0,0,0.04,0.05,0.36,0.09,0.07,0,"B",2021,5154132968.15737
"442","t.okello","Dosqaly","Glistening Paladins",22,1998,2.94,21.25,30.07,1,664.72,379.77,2.65,2.73,1,9.36,9.61,1,9.26,17.6,1,0,0,0,0,0.29,0.09,0.03,0.37,"B",2021,4440453.90722524
"443","c.asiku","Dosqaly","Glistening Paladins",19,2001,0.41,49.98,58.08,1,883.93,189.95,25.91,26,1,18.03,20.09,1,6.06,11.91,1,0,0,0,2.06,1.91,2.07,0.01,5.99,"B",2021,4829144.75357411
"444","f.kabanda","Dosqaly","Glistening Paladins",21,1999,4.88,49.93,57.61,1,993.35,216.95,17.34,19.6,1,22.75,24.26,1,8.47,11.19,1,0,0.05,0,0.8,4.05,0.1,0,5.02,"B",2021,9960851.62734805
"445","h.lwanga","Dosqaly","Glistening Paladins",20,1999,5.2,39.85,43.6,1,882.96,139.56,11.16,11.98,1,18.73,19.9,1,9.17,10.19,1,0,0,0.06,0.2,3.67,0.27,0,1.72,"B",2021,11105926.7115034
"446","j.takali","Dosqaly","Glistening Paladins",22,1998,6.73,43.27,51.18,1,946.02,208.47,13.87,15.63,1,20.07,22.35,1,8.82,12.06,1,0,0.11,0.02,0.51,4.09,0.04,0.05,3.37,"B",2021,14592294.6604926
"447","s.vidal","Dosqaly","Glistening Paladins",31,1989,18.75,49.04,56.73,1,982.72,200.38,15.82,18.05,1,24.27,26.43,1,7.51,10.44,1,0,0,0.03,0.36,3.41,0.33,0.04,2.24,"B",2021,85046329.7638237
"448","b.akullu","Lefghau","Glistening Paladins",22,1998,11.28,51.22,57.77,1,988.76,194.6,20.6,22.44,1,21.19,23.25,1,8.34,10.34,1,0.18,0.07,0.08,0.82,3.52,0.56,0.1,3.76,"B",2021,41256420.2363679
"449","z.mlilo","Pierrema","Glistening Paladins",26,1994,30.29,41.08,47.02,1,804.51,183.52,14.77,16.63,1,19.78,21.63,1,6.14,7.38,1,0.04,0.02,0,0.37,2.97,0.4,0.05,2.71,"B",2021,1890060842.94257
"450","g.munsaka","Dosqaly","Glistening Paladins",31,1988,17.42,31.42,40.06,1,514.82,114.66,15.98,18.72,1,12.07,15.32,1,2.24,3.71,1,0.06,0.26,0,1.26,2.24,1.07,0.29,2.88,"B",2021,94540807.3301872
"451","m.maimon","Dosqaly","Glistening Paladins",32,1988,6.56,21.49,29.67,1,357.26,98.79,10.83,12.87,1,8.55,10.44,1,1.46,3.07,1,0.05,0.03,0.04,0.6,1.21,0.57,0.37,1.59,"B",2021,5338805.63894171
"452","u.madondo","Dosqaly","Glistening Paladins",23,1996,27.24,25.2,37.84,1,459.19,149.46,12.08,14.8,1,8.81,12.55,1,3.47,7.65,1,0.06,0.17,0,2.34,1.16,1.76,0.96,3.19,"B",2021,1618446517.95488
"453","w.kuhn","Dosqaly","Glistening Paladins",22,1998,32.15,37.09,46.1,1,657.99,176.92,17.96,20.43,1,13.56,15.97,1,4.47,7.84,1,0.06,0.23,0,1.94,2.5,1.03,0.22,3.99,"B",2021,5283592702.27039
"454","j.leng","Greri Landmoslands","Glistening Paladins",23,1997,0.47,19.96,23.93,1,384.03,70,7.92,11.93,1,10.07,10.03,1,1.93,2.03,1,0.02,0.1,0.07,0.02,0.02,0,0,1.98,"B",2021,3068220.66915215
"455","m.hassan","Sobianitedrucy","Glistening Paladins",28,1992,3.82,43.15,53.69,1,755.91,183.37,21.85,23.39,1,15.68,18.23,1,4.97,10.48,1,0,0.13,0,1.02,4.04,0.24,0.07,3.4,"B",2021,4866647.26179122
"456","w.santoro","Coastpa Barleslands","Golden Rustlers",27,1993,32.3,51.74,61.04,1,813.1,314.93,28.5,30.83,1,19.13,22.08,1,3.15,5.36,1,0.09,0.13,0.09,0.7,2.97,0.97,0.29,4.1,"B",2021,3363347963.36538
"457","e.gamal","Dosqaly","Golden Rustlers",27,1992,5.59,34.65,47.93,1,561.12,194.43,19.01,22.32,1,13.07,17.36,1,2.25,5.29,1,0,0.1,0,0.09,1.43,0.61,0.41,1.68,"B",2021,7627000.63369451
"458","i.chandra","Dosqaly","Golden Rustlers",23,1997,11.45,47.57,57.33,1,784.92,313.69,24.39,26.64,1,18.08,22.89,1,3.89,5.68,1,0,0.18,0,0.72,2.35,0.59,0.23,3.74,"B",2021,44573715.4135389
"459","p.igwe","Dosqaly","Golden Rustlers",34,1985,24.57,49.1,54.68,1,1159.87,375.72,10.48,11.81,1,27.02,28.56,1,11.4,13.55,1,0.13,0,0.13,0.31,2.39,0.17,0.08,2.19,"B",2021,198842245.892984
"460","s.binramli","Dosqaly","Golden Rustlers",32,1988,29.02,51.85,57.73,1,1129.19,355.02,15.32,16.2,1,26.26,28.01,1,9.92,12.97,1,0.01,0,0.1,0.17,2.37,0.27,0.12,2.4,"B",2021,684962907.554357
"461","j.mushabe","Lefghau","Golden Rustlers",29,1991,12.06,52.2,57.66,1,1180.58,295.83,11.58,12.63,1,30.02,31.53,1,10.19,12.4,1,0.04,0,0,0,1.15,0,0,0.95,"B",2021,19831640.2626459
"462","k.oloya","Quewenia","Golden Rustlers",28,1992,29.41,51.19,60.26,1,902.03,342.23,23.56,25.19,1,22.67,26.09,1,4.45,7.86,1,0,0,0,0.34,2.85,0.42,0.22,2.92,"B",2021,1253363505.31783
"463","b.lai","Rarita","Golden Rustlers",31,1988,7.88,50.39,56.62,1,1062.47,295.2,15.66,16.36,1,25.96,28.56,1,8.17,10.9,1,0,0,0.01,0.31,2.23,0,0,1.83,"B",2021,6816425.04577506
"464","k.kyosiimire","Southern Viout Aman","Golden Rustlers",21,1999,1.06,39.08,44.99,1,870.92,191.09,7.91,8.05,1,27.06,28.91,1,3.91,7.93,1,0,0.02,0,0,2.95,0.06,0,1.01,"B",2021,4051415.70817154
"465","a.musonza","Dosqaly","Golden Rustlers",34,1985,6.24,19.57,26.24,1,258.89,29.86,11.39,14.95,1,5.99,7.1,1,0.56,1.52,1,0.3,0.11,0.2,0.26,0.7,0.08,0,0.57,"B",2021,3977092.32054515
"466","m.reilly","Dosqaly","Golden Rustlers",18,2002,2.46,15.18,26.84,1,228.84,51.23,7.66,11.99,1,6.39,10.01,1,0.47,1.28,1,0.79,0.19,0.67,0.71,0.42,0.34,0.1,1.24,"B",2021,8066937.80418639
"467","u.atugonza","Republic of Denand Landsa","Golden Rustlers",21,1998,8.93,18.41,21.01,1,237.96,29.8,12.02,12.86,1,4.74,5.67,1,0.55,0.83,1,0.03,0.11,0,0.98,0.94,0.26,0.02,0.65,"B",2021,25998062.8748868
"468","e.cortez","Dosqaly","Golden Rustlers",23,1996,26.94,27.03,39.86,1,444.39,124.11,14.37,18.02,1,9.04,13.1,1,2.59,6.08,1,0.25,0.24,0,1.45,1.3,1.05,0.54,2.24,"B",2021,1502237244.36324
"469","j.testa","Dosqaly","Golden Rustlers",17,2002,0.7,59.95,66.78,1,1004.92,149.93,30,31.74,1,21.75,23.34,1,8.36,10.01,1,0.02,0,0,1.6,5.07,0.02,0,3.32,"B",2021,5104971.60293465
"470","t.karmakar","Dosqaly","Golden Rustlers",29,1991,17.82,26.21,36.54,1,487.21,138.39,12.75,15.45,1,8.73,12.19,1,3.97,6.5,1,0.09,0.19,0,1.69,2.72,0.93,0.18,3.05,"B",2021,114695978.939655
"471","y.horvath","Landli Blicporlip","Golden Rustlers",27,1992,27.79,14.31,17.68,1,201.86,24.5,9.04,10.03,1,4.6,5.43,1,0.47,0.76,1,0.15,0.05,0.1,0.61,0.39,0.38,0.18,0.76,"B",2021,973898381.646418
"472","f.salonen","Republic of Denand Landsa","Golden Rustlers",22,1997,10.7,21.45,29.52,1,343.54,72.6,12.1,14.57,1,6.86,8.79,1,2.13,4.08,1,0.11,0,0.01,0.85,1.09,0.62,0.13,1.98,"B",2021,32650274.5420681
"473","v.bwambale","Dosqaly","Golden Rustlers",33,1987,38.04,24.37,34.84,1,824.36,566.71,3.35,3.43,1,9.41,9.74,1,11.38,21.72,1,0.08,0.05,0.03,0,0.25,0.1,0.08,0.04,"B",2021,3819794364.39513
"474","d.taniguchi","Central Diasongo","Golden Rustlers",29,1991,7.93,57.76,65.53,1,1189.4,231.56,19.87,21.54,1,26.51,28.94,1,10.31,13.53,1,0,0,0,0.7,4.08,0.41,0.21,3.57,"B",2021,9528484.4602698
"475","c.shaheen","Dosqaly","Golden Rustlers",20,2000,26.88,50.04,60.59,1,1018.09,253.29,18.88,21.28,1,20.84,23.94,1,9.04,12.96,1,0.11,0.24,0.05,1.91,5.53,0.91,0.12,5.25,"B",2021,2042420246.37369
"476","z.hasna","Dosqaly","Golden Rustlers",18,2002,5.85,33.4,38,1,620.03,90.14,14.15,15.39,1,15.81,16.84,1,2.89,4.48,1,0,0,0.04,0.41,0.6,0.17,0.26,1.23,"B",2021,13337978.548165
"477","w.noguchi","Lefghau","Golden Rustlers",26,1994,17.33,49.25,54.54,1,946.36,190.62,18.78,20.05,1,23.47,25.66,1,6.25,7.7,1,0.04,0.03,0,0.08,2.18,0,0,2.21,"B",2021,97126873.3380936
"478","m.muwanga","Manlisgamncent","Golden Rustlers",23,1996,28.97,36.97,45.04,1,728.72,149.22,14.12,15.53,1,17.14,18.8,1,5.23,9.12,1,0,0.07,0.01,0.87,2.58,0.67,0.08,2.89,"B",2021,1916609816.06743
"479","v.amini","Reugha","Golden Rustlers",18,2002,0.98,45.56,48.89,1,720.06,182.18,23.37,25.51,1,17.74,18.84,1,2.25,2.29,1,0,0,0.07,0.02,3.28,0,0,6.68,"B",2021,5124099.0991237
"480","p.atukwatse","Dosqaly","Golden Rustlers",18,2002,3.47,21.88,30.34,1,294.35,64.97,14.18,18.24,1,5.2,7.02,1,0.97,2.39,1,0.36,0.18,0.06,1.77,0,1.14,0.94,1.25,"B",2021,10887902.7556398
"481","u.oyella","Dosqaly","Golden Rustlers",33,1987,18.92,37.51,47.59,1,650.78,164.07,19.81,22.23,1,12.47,14.73,1,4.34,8.34,1,0.14,0.2,0,1.59,2.78,1.12,0.1,3.6,"B",2021,97380335.5110971
"482","m.anderson","Nganion","Golden Rustlers",27,1992,0.39,30.01,43.2,1,433.31,116.79,20.06,23.25,1,6.72,13.24,1,3.23,3.31,1,0,0,0.06,0.09,0.01,0.08,0.05,0,"B",2021,1917911.55868437
"483","e.apiyo","Pierrema","Golden Rustlers",21,1999,13.21,36.42,43.04,1,552.02,137.13,20.82,23.38,1,12.3,14.47,1,1.98,2.79,1,0.07,0.14,0,0.98,3.18,0.31,0.13,2.33,"B",2021,75893565.3903693
"484","s.namanya","Central Diasongo","Grotesque Rocks",31,1989,11.63,33.46,40.51,1,824.56,299.73,7.06,8.54,1,16.5,17.93,1,9.55,13.13,1,0,0,0,0.16,2.96,0,0,3,"B",2021,15812669.0702479
"485","e.fujii","Dosqaly","Grotesque Rocks",20,2000,17.97,39.36,47.51,1,926.75,302.21,10.89,12.51,1,18.24,20.22,1,9.96,13.93,1,0.11,0.08,0.09,0.16,3.66,0.69,0.07,3.41,"B",2021,209688643.437183
"486","f.shkreli","Dosqaly","Grotesque Rocks",25,1994,12.49,36,52.67,1,774.03,328.48,11.76,14.38,1,16.32,20.26,1,7.29,15.19,1,0.32,0.09,0.14,1.18,2.25,1.2,1.12,2.74,"B",2021,42324323.3307064
"487","g.namanya","Dosqaly","Grotesque Rocks",29,1991,14.86,47.26,61.12,1,997.06,410.71,15.93,18.45,1,22.29,26.6,1,8.72,14.5,1,0.09,0.06,0,0.8,3.83,0.85,0.32,4.36,"B",2021,49303955.7589452
"488","h.kaweesi","Dosqaly","Grotesque Rocks",28,1991,20.35,40.88,55.25,1,895.29,354.53,14.68,16.75,1,16.3,19.97,1,9.52,16.75,1,0.09,0.13,0,1.54,3.08,1.19,0.55,4.11,"B",2021,195947649.065753
"489","u.muller","Dosqaly","Grotesque Rocks",23,1997,31.08,47.24,60.56,1,995,417.06,17.87,20.45,1,20.36,24.33,1,8.46,14.13,1,0.1,0.11,0,0.44,3.94,1.13,0.5,5.15,"B",2021,3436319619.32873
"490","x.bintiawang","Rosvi","Grotesque Rocks",30,1990,30.99,36.24,40.18,1,873.48,267.96,7.15,7.42,1,19.54,20.86,1,9.02,11.49,1,0.08,0.01,0,0.17,1.37,0.12,0,1.37,"B",2021,1260860045.43179
"491","o.tshuma","Rarita","Grotesque Rocks",25,1994,28.48,40.1,46.49,1,959.66,306.42,8.51,9.36,1,21.57,23.21,1,10.03,12.88,1,0.04,0,0.05,0.15,2.42,0.09,0.04,2.03,"B",2021,1181882447.44698
"492","d.tshuma","Coastpa Barleslands","Grotesque Rocks",25,1995,25.89,15.5,22.16,1,261.96,57.93,8.67,11.38,1,4.58,6.07,1,1.94,2.98,1,0.2,0.08,0,0.9,0.85,0.6,0.16,1.58,"B",2021,810986119.380901
"493","b.ghorbani","Ngogalar","Grotesque Rocks",26,1994,33,19.44,27.54,1,324.71,60.15,10.79,13.75,1,6.12,8.71,1,1.98,2.95,1,0.19,0.05,0.08,1.1,1.38,0.61,0.2,1.78,"B",2021,3587659115.2635
"494","b.okyere","Dosqaly","Grotesque Rocks",21,1999,0.19,20.07,19.97,1,570.05,149.98,0.04,0,0,9.91,9.97,1,10.07,9.96,1,0,0,0.04,0,0,0.01,0.06,0.05,"B",2021,2763738.55247066
"495","j.lorenz","Biarizea","Grotesque Rocks",24,1996,8.95,22.54,31.27,1,381.3,112.78,11.35,13.69,1,7.13,9.65,1,2.95,5.46,1,0,0.24,0,0.95,1.97,0.95,0,3.94,"B",2021,26068237.9358633
"496","k.vandermeer","Central Diasongo","Grotesque Rocks",18,2001,0.93,22.92,29.92,1,306.93,56.92,15.96,19.92,1,5.91,7.07,1,0.94,1.05,1,0,0,0,1,2.01,0.02,0,0.08,"B",2021,4859439.67085616
"497","c.kwakye","Nancipenuaroe","Grotesque Rocks",28,1991,6.17,17.41,23.03,1,261.48,36.08,10.31,12.57,1,5.48,6.48,1,1.07,2.03,1,0.08,0,0,0,0.62,0.08,0.15,0.92,"B",2021,6576632.8034111
"498","k.imai","Pierrema","Grotesque Rocks",28,1992,1.41,12.96,21.49,1,175.75,16.4,6.44,10.77,1,5.02,6.33,1,0.77,2.07,1,0,0.14,0,0.8,0,0.01,0.06,0.73,"B",2021,2538150.42411965
"499","u.dewi","Reugha","Grotesque Rocks",23,1996,4.84,29.68,38.89,1,501.87,109.03,16.07,19.2,1,10.5,12,1,2.07,4.84,1,0,0.07,0,0.48,2.06,1.21,0.39,3.63,"B",2021,9998387.94444773
"500","u.yamasaki","Coastpa Barleslands","Grotesque Rocks",23,1996,8.09,20.75,30.84,1,722.71,526.47,2.99,3.07,1,7.64,7.79,1,10.04,19.99,1,0,0.01,0,0,0.4,0,0,0.05,"B",2021,12577064.0099008
"501","s.bintiothman","Lylimi","Grotesque Rocks",37,1983,23.98,20.26,29.88,1,770.62,558.71,2.06,2.23,1,7.54,7.53,1,10.44,19.89,1,0,0.09,0.04,0.1,0.48,0.01,0,0.02,"B",2021,110081214.166675
"502","t.bukar","Southern Ristan","Grotesque Rocks",28,1992,6.03,18.36,29.1,1,691.94,513.49,3.1,2.98,1,5.76,5.72,1,9.45,20.33,1,0,0.06,0,0.06,0.29,0.13,0.05,0,"B",2021,5452326.49705176
"503","b.guillot","Central Diasongo","Grotesque Rocks",26,1994,23.7,29.74,35.21,1,544.53,119.11,13.06,14.75,1,12.08,13.85,1,3.87,5.45,1,0.01,0,0.02,0.27,2.79,0.21,0.06,2.26,"B",2021,422181777.337871
"504","b.nalwanga","Dosqaly","Grotesque Rocks",32,1988,20.32,42.05,56.73,1,942.02,270.43,15.15,17.19,1,16.04,18.88,1,9.9,18.58,1,0.25,0.15,0,2.18,4.97,1.55,0.91,4.6,"B",2021,148135428.222035
"505","k.kaudha","Dosqaly","Grotesque Rocks",22,1997,28.72,32.79,40.48,1,678.23,185.07,11.67,13.68,1,14.94,16.85,1,5.67,8.66,1,0.01,0,0.07,0.09,3.5,0.49,0.1,3.73,"B",2021,1862229627.95208
"506","t.orishaba","Dosqaly","Grotesque Rocks",26,1993,29.28,29.96,39.23,1,512.02,103.95,14.31,17.68,1,11.6,14.82,1,3.13,4.36,1,0,0.15,0,1.2,2.2,0.72,0.11,2.49,"B",2021,1809351296.77702
"507","x.odongo","Unicorporated Tiagascar","Grotesque Rocks",26,1993,3.91,50.98,61.54,1,1112.09,262.57,17.38,19.23,1,21.73,24.34,1,10.51,15.12,1,0.18,0.05,0.08,1.63,4.58,1.77,0.48,5.37,"B",2021,6710788.0758605
"508","o.soleimani","Dosqaly","Grotesque Rocks",22,1998,23.12,26.56,34.02,1,521.59,89.72,10.34,11.89,1,11.73,13.89,1,4.24,6.51,1,0.05,0.02,0,0.6,2.03,0.84,0.48,1.73,"B",2021,552257928.821516
"509","u.sun","Reugha","Grotesque Rocks",24,1996,0.17,45.06,60.01,1,560.06,164.97,35.07,35.03,1,10.05,9.91,1,0,9.97,0.04,0.06,0.02,0.06,0.07,0.03,0,0,0.02,"B",2021,2212021.73733241
"510","o.barone","Biarizea","Jumping Beans",32,1987,32.19,46.92,53.37,1,1049.73,361.95,10.54,11.78,1,27.73,29.66,1,8.31,11.46,1,0,0.02,0,0.08,2.56,0.08,0,2.84,"B",2021,1411584755.45678
"511","g.sande","Central Diasongo","Jumping Beans",24,1995,29.06,40.23,50.91,1,712.24,261.78,17.69,20.18,1,18.63,22.7,1,3.62,6.23,1,0.06,0.05,0,0.61,2.31,0.83,0.49,4.49,"B",2021,1845807054.01478
"512","o.kembabazi","Giumle Lizeibon","Jumping Beans",20,1999,5.79,50.46,60.23,1,1194.83,421.99,12.51,13.32,1,26.06,28.36,1,11.15,16.7,1,0,0,0,0.25,5.4,0.01,0.1,5.27,"B",2021,12257240.1006338
"513","t.muhumuza","Reugha","Jumping Beans",19,2001,3.72,40.23,52.26,1,745.46,283.89,13.13,16.19,1,22.97,27.62,1,3.24,6.79,1,0,0.22,0,1.16,2.99,0.78,0.33,3.72,"B",2021,11664508.7598434
"514","c.mashiri","Southern Ristan","Jumping Beans",22,1998,5.56,51.26,64.45,1,898.15,309.07,23.25,26.04,1,21.55,27.04,1,4.82,9.07,1,0.08,0.06,0,0.88,2.82,0.83,0.14,4.46,"B",2021,11711025.8164078
"515","k.ahimbisibwe","Southern Ristan","Jumping Beans",22,1998,32.25,44.09,50.38,1,1021.4,310.69,10.64,11.77,1,22.42,23.83,1,10.8,13.91,1,0.06,0,0,0.16,2.33,0.18,0,2.21,"B",2021,3473627351.90062
"516","l.wenene","Southern Ristan","Jumping Beans",25,1994,36.82,41.65,52.39,1,792.38,264.94,16.68,18.75,1,19.56,23.37,1,5.05,8.39,1,0.18,0,0.02,0.78,1.91,0.79,0.49,2.92,"B",2021,8593928252.43037
"517","q.mutabazi","Byasier Pujan","Jumping Beans",22,1998,7.18,15.34,23.31,1,264.6,57.84,8.26,11.41,1,5.08,7.46,1,1.76,3.03,1,0.15,0.02,0.1,1.29,1.73,0.76,0.09,1.86,"B",2021,16237182.181503
"518","o.chelimo","Ngoque Blicri","Jumping Beans",20,1999,0.31,9.93,22.56,1,195,20,4.92,10.02,1,2.47,7.45,1,2.42,5.05,1,0,0,0.01,0,2.52,0,0.07,0,"B",2021,3620817.25501596
"519","o.ghanbari","Coastpa Barleslands","Jumping Beans",23,1996,32.7,15.45,19.18,1,239.86,35.58,8.57,9.98,1,4.8,5.59,1,1.37,1.71,1,0.12,0.14,0.01,1.01,0.69,0.49,0.12,0.85,"B",2021,4581636178.33827
"520","q.nampijja","Reugha","Jumping Beans",18,2001,13.78,14.03,20.48,1,200.18,34.97,8.27,11.06,1,4.62,7.05,1,0.68,1,1,0.04,0.09,0,0.68,0.9,0.19,0,0.96,"B",2021,90239241.1986965
"521","a.lamunu","Dosqaly","Jumping Beans",20,1999,1.43,26.7,34.76,1,692.63,437.27,3.98,4.04,1,13.33,13.97,1,9.39,16.61,1,0.07,0,0.05,0.07,0.76,0,0.05,0,"B",2021,3744777.91273887
"522","k.adero","Rosvi","Jumping Beans",24,1995,36.5,26.42,39.71,1,831.79,473.23,3.15,3.21,1,12.52,12.62,1,10.63,23.96,1,0,0,0,0.13,0.84,0,0,0,"B",2021,6164437284.46182
"523","t.makaza","Central Namemo Laand","Jumping Beans",29,1991,0.27,54.93,74.96,1,955,40.05,30.1,29.91,1,20.09,20.06,1,5.08,19.93,1,0,0,0.02,0,5.05,0.1,0.09,0.03,"B",2021,1613576.30572618
"524","w.nantale","Central Namemo Laand","Jumping Beans",19,2000,0.03,69.95,70.06,1,1550.03,299.98,19.99,20.07,1,39.97,40.09,1,9.97,10,1,0.05,0,0,0,9.95,0,0.1,9.99,"B",2021,4864197.91385501
"525","h.taniguchi","Coastpa Barleslands","Jumping Beans",18,2002,2.86,33.83,38.87,1,669.57,92.18,12.92,13.65,1,14.23,15.75,1,6.09,8.66,1,0.06,0.02,0,0.74,2.12,1.15,0.44,2.49,"B",2021,8286989.78536022
"526","j.bah","Dosqaly","Jumping Beans",20,2000,0.54,16.03,29.94,1,485.92,129.9,2.06,3.99,1,8.06,8.06,1,6.05,18.08,1,0,0,0.03,0,2.03,0,0,0.07,"B",2021,3206072.78617954
"527","k.akullu","Dosqaly","Jumping Beans",29,1991,28.37,30.78,36.63,1,568.96,167.21,14.41,16.37,1,11.73,13.45,1,3.96,6.12,1,0.16,0.08,0.06,0.84,2.52,0.32,0.08,2.44,"B",2021,969644732.858134
"528","t.mugoya","Dosqaly","Jumping Beans",21,1999,1.9,22.67,27.89,1,425.37,94.7,9.49,11.16,1,8.98,11.57,1,3.65,3.68,1,0.04,0.08,0.09,1.02,2.07,0.07,0,2.04,"B",2021,5244760.29612937
"529","n.grgi","Ingre","Jumping Beans",23,1996,1.06,11.78,18.1,1,155.5,32.77,8.22,9.13,1,3.65,6.33,1,0,2.75,0.08,0.06,0,0,0.08,0,0.82,0,0.92,"B",2021,3507537.52889882
"530","c.kova","Loco Phirema","Jumping Beans",27,1993,18.25,45.45,56.3,1,971.31,219.5,16.97,19.41,1,17.66,20.83,1,9.94,14.59,1,0.15,0.18,0.07,1.39,4.92,0.99,0.16,5.32,"B",2021,154357045.337467
"531","r.rusere","Tercapetralgrorus","Jumping Beans",22,1998,22.62,53.77,61.55,1,1230.6,263.83,14.86,16.21,1,26.28,27.85,1,12.69,16.71,1,0.06,0,0,0.68,4.6,0.3,0.12,4.36,"B",2021,448221100.434071
"532","h.rees","Eastern Covaki","Jumping Beans",24,1996,21.37,33.87,40.14,1,717.46,144.98,10.22,11.37,1,16.7,18.9,1,6.44,8.79,1,0,0.05,0,0.41,1.91,0.15,0.11,1.93,"B",2021,288255152.875709
"533","c.nafuna","Dosqaly","Jumping Beans",23,1997,22.97,22.27,35.84,1,443.41,117.11,9.6,12.26,1,8.93,12.22,1,3.38,9.23,1,0.13,0.04,0.06,0.86,1.49,0.9,0.27,2.84,"B",2021,481125307.575456
"534","h.kovacs","Dosqaly","Jumping Beans",18,2002,1.07,20.98,26.07,1,257,36.02,14.05,17.07,1,3.05,3.93,1,0.94,1.91,1,0.02,0,0.09,1.01,2.08,0,0.04,1.03,"B",2021,4965196.10369522
"535","x.opira","Dosqaly","Jumping Beans",18,2002,24.58,18.26,23.71,1,306.31,85.31,8.81,10.49,1,7.01,8.88,1,1.56,2.94,1,0,0.19,0,0.97,1.64,1.34,0.15,2.68,"B",2021,1322389164.94239
"536","e.ayerango","Loco Phirema","Jumping Beans",25,1995,14.26,20.85,28.69,1,333.98,83.86,11.03,13.32,1,7.77,9.85,1,1.6,3.71,1,0.21,0.14,0.08,1.18,0.88,0.7,0.12,2.04,"B",2021,65666902.4063442
"537","v.nabbosa","Quewenia","Jumping Beans",22,1997,7.58,13.74,20.48,1,203.65,45.99,8.22,10.46,1,5.35,7.41,1,0.4,1.26,1,0.17,0.1,0.14,0.98,0.91,0.56,0.09,1.61,"B",2021,18383898.8747566
"538","e.muwanguzi","Reugha","Jumping Beans",25,1994,9.99,33.89,41.7,1,543.86,114.91,17.39,19.65,1,11.56,13.06,1,2.96,5.68,1,0.06,0.21,0,1.32,2.03,1.02,0.41,2.6,"B",2021,29570907.7173981
"539","a.namataka","Dosqaly","Mean Colts",20,2000,0.01,50.07,50.01,1,910.03,200.07,10.1,10.07,1,40.06,40.02,1,0.06,0.07,0,0,0.04,0,0,0.06,0,0,0,"B",2021,3312975.4727112
"540","d.kugonza","Dosqaly","Mean Colts",23,1997,12.72,38.23,52.57,1,784.82,300.93,13.97,16.55,1,17.8,21.81,1,6.21,12.31,1,0.27,0.31,0.09,1.44,1.88,1.17,0.86,3.28,"B",2021,66777942.2146458
