,Player,Nation,FW,MF,DF,GK,Squad,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,League,Year
607,k.tukamushaba,Reugha,1,1,0,0,Lady Ocelots,23,1995,13.17,1.26,0.69,0.49,0.55,0.32,0.27,0.93,27.36,0.7,28.66,7.58,26.14,7.49,14.19,6.87,1.21,-0.07,0.09,1.22,0.6,1.88,0.66,0.08,B,2020
608,k.boyer,Western Niasland,1,1,0,0,Lady Ocelots,27,1992,12.26,1.51,0.99,0.52,0.68,0.23,0.24,1.66,15.0,1.3,21.62,5.65,25.64,2.84,11.65,7.14,1.73,0.2,0.01,1.66,0.47,2.12,0.35,0.0,B,2020
609,q.balodis,Western Niasland,1,1,0,0,Lady Ocelots,24,1995,13.36,1.16,0.86,0.27,0.8,0.04,0.72,2.26,33.37,1.48,20.14,4.58,22.53,4.53,9.39,6.18,1.86,0.22,-0.07,1.82,0.99,1.96,1.17,-0.04,B,2020
610,y.campbell,Dosqaly,0,0,0,1,Lady Ocelots,32,1986,27.92,-0.06,0.07,-0.05,-0.04,0.0,-0.09,0.09,-0.01,0.08,-0.02,-0.03,0.05,0.07,0.08,-0.07,0.07,-0.08,-0.06,-0.08,0.05,0.0,0.09,0.07,B,2020
611,m.tetteh,Buhegeor,0,1,0,0,Lady Ocelots,26,1992,10.99,2.26,1.17,0.91,1.09,0.39,1.24,3.1,41.11,1.88,20.57,6.1,29.96,5.72,12.37,2.59,1.65,0.35,0.02,1.32,1.56,3.95,2.26,0.01,B,2020
612,e.daan,Dosqaly,0,1,0,0,Lady Ocelots,22,1996,20.45,2.72,2.14,1.43,1.06,0.37,1.0,3.35,29.34,2.32,27.96,7.17,26.09,9.9,15.08,2.95,1.71,0.2,-0.09,1.55,0.82,3.58,3.21,0.12,B,2020
613,g.jee,Dosqaly,0,1,0,0,Lady Ocelots,25,1993,12.65,2.16,1.61,1.04,0.94,0.29,0.47,2.01,19.21,1.73,21.92,5.06,23.19,6.8,12.09,2.79,2.05,0.41,0.07,1.72,1.07,3.1,2.32,0.07,B,2020
614,p.giramia,Dosqaly,0,1,0,0,Lady Ocelots,28,1991,15.19,1.43,0.84,0.48,1.14,0.17,0.5,1.83,27.58,1.41,20.49,4.98,24.84,5.46,12.11,2.83,1.06,0.13,-0.1,0.81,0.87,2.24,2.04,-0.05,B,2020
615,x.santoso,Dosqaly,0,1,0,0,Lady Ocelots,36,1982,1.01,0.06,-0.06,-0.07,0.01,-0.05,0.04,0.99,-0.04,1.01,13.98,2.94,21.49,1.99,10.07,2.08,0.95,1.09,-0.09,0.03,0.96,1.08,1.04,-0.1,B,2020
616,l.gutierrez,Central Diasongo,1,1,0,0,Lady Ocelots,21,1997,1.37,0.04,0.06,-0.08,0.09,0.01,0.04,0.76,0.08,0.78,16.14,5.4,33.4,3.04,9.28,3.91,1.58,-0.07,0.0,1.58,-0.09,0.08,0.78,-0.07,B,2020
617,e.kunihira,Lenia Gerdanho,1,1,0,0,Lady Ocelots,28,1991,22.17,2.07,1.43,0.4,1.39,0.22,0.77,2.12,32.57,1.4,24.87,6.84,27.62,4.04,14.24,6.48,0.78,0.06,0.07,0.82,0.78,2.63,0.36,0.08,B,2020
618,k.weiss,Central Diasongo,0,0,1,0,Overconfident Kangaroos,22,1996,0.94,2.03,-0.1,1.92,-0.07,0.08,1.03,1.0,99.95,0.07,12.07,3.94,33.24,4.02,6.96,1.01,2.98,1.91,0.08,1.1,0.05,2.07,2.01,0.05,B,2020
619,f.binishak,Dosqaly,0,0,1,0,Overconfident Kangaroos,31,1988,24.83,1.33,0.75,0.93,0.4,0.13,0.33,0.78,31.7,0.47,6.41,2.32,37.14,3.81,2.12,0.36,1.57,0.7,0.07,0.75,0.89,2.06,7.95,0.12,B,2020
620,f.turunen,Dosqaly,0,0,1,0,Overconfident Kangaroos,22,1997,14.18,1.46,1.09,1.3,0.21,-0.08,0.73,0.91,76.99,0.23,6.66,2.63,39.44,4.33,1.96,0.27,1.9,1.06,0.09,0.81,0.41,1.89,7.31,-0.04,B,2020
621,k.amer,Dosqaly,0,0,1,0,Overconfident Kangaroos,21,1998,19.95,2.91,1.37,1.8,0.98,0.09,0.95,1.29,66.79,0.39,12.8,3.56,27.24,6.19,5.25,1.46,1.91,0.33,-0.02,1.61,0.72,3.73,3.83,0.03,B,2020
622,k.ber,Dosqaly,0,0,1,0,Overconfident Kangaroos,18,2000,1.95,3.74,2.58,2.05,0.58,1.0,3.24,5.3,60.01,2.14,21.11,4.8,22.52,11.57,5.29,4.22,1.02,0.6,-0.08,0.48,1.6,5.33,3.77,-0.07,B,2020
623,s.aisyah,Dosqaly,0,0,1,0,Overconfident Kangaroos,22,1997,1.38,0.76,-0.04,0.86,0.1,-0.03,0.05,0.08,,-0.05,5.3,0.1,-0.04,3.89,1.5,0.05,1.45,-0.09,-0.09,1.51,1.49,2.41,3.85,-0.05,B,2020
624,c.namanda,Puway,0,0,1,0,Overconfident Kangaroos,35,1984,20.16,1.11,0.86,0.99,0.19,0.06,0.27,1.25,29.28,0.8,7.2,2.19,31.75,3.96,2.53,0.55,1.7,0.92,-0.09,0.89,0.78,1.85,3.6,0.1,B,2020
625,y.koay,Reugha,0,0,1,0,Overconfident Kangaroos,27,1992,26.73,2.35,1.48,1.3,1.04,0.18,0.92,2.53,39.77,1.5,13.22,3.95,29.1,6.56,5.15,1.64,1.57,0.39,0.09,1.29,1.14,3.57,3.05,0.11,B,2020
626,u.lindberg,Dosqaly,0,1,1,0,Overconfident Kangaroos,22,1997,10.33,1.36,0.54,0.79,0.41,0.09,0.43,1.27,35.79,0.9,8.42,3.39,40.21,5.39,2.41,0.7,2.34,0.73,0.1,1.6,1.26,2.34,4.1,0.16,B,2020
627,q.mangwiro,Coastpa Barleslands,1,0,0,0,Overconfident Kangaroos,24,1994,23.53,0.67,0.46,0.12,0.37,0.06,0.02,0.53,14.38,0.45,13.66,3.8,28.36,1.41,7.61,4.53,0.97,0.13,0.05,0.9,0.13,0.81,0.72,-0.06,B,2020
628,u.mustapha,Dosqaly,1,0,0,0,Overconfident Kangaroos,18,2001,2.54,1.14,0.83,0.41,0.37,0.33,-0.1,1.2,-0.06,1.27,25.55,7.64,29.65,4.79,14.39,6.39,1.6,0.01,0.04,1.69,0.43,1.6,0.43,-0.05,B,2020
629,u.cardoso,Slandsganiamayotteque,1,0,0,0,Overconfident Kangaroos,23,1996,5.0,1.2,0.93,0.15,0.66,0.44,0.22,0.32,49.94,0.22,21.33,4.72,21.82,2.71,10.64,8.22,1.14,0.15,0.02,1.07,0.25,1.38,0.64,-0.04,B,2020
630,h.sugiyama,Dosqaly,1,1,0,0,Overconfident Kangaroos,25,1994,13.42,1.62,1.29,0.38,0.94,0.59,0.38,1.99,19.3,1.5,24.09,7.07,29.44,3.19,11.27,9.48,1.56,0.05,0.09,1.46,0.15,1.92,0.45,0.09,B,2020
631,q.awekonimungu,Dosqaly,1,1,0,0,Overconfident Kangaroos,23,1996,13.74,1.91,1.35,0.56,0.89,0.26,0.66,2.51,23.59,1.83,25.15,5.79,23.22,4.77,13.09,7.17,1.21,0.42,-0.06,0.73,0.54,2.27,0.55,-0.05,B,2020
632,e.wibowo,Coastpa Barleslands,0,0,0,1,Overconfident Kangaroos,27,1992,24.09,-0.02,0.09,-0.02,-0.05,-0.08,0.03,-0.01,,-0.08,0.2,0.04,33.26,0.05,-0.09,-0.06,0.01,-0.04,0.02,0.02,-0.03,0.09,0.02,-0.01,B,2020
633,b.ochieng,Dosqaly,0,0,0,1,Overconfident Kangaroos,35,1984,4.06,-0.07,0.04,-0.07,0.03,-0.02,-0.03,0.33,-0.09,0.31,0.21,0.09,-0.03,0.27,-0.02,-0.03,0.0,0.08,-0.05,-0.02,0.1,-0.04,0.02,-0.04,B,2020
634,g.nakisuyi,Central Namemo Laand,0,1,0,0,Overconfident Kangaroos,23,1996,12.05,2.45,1.64,1.38,1.01,-0.09,0.8,2.07,34.66,1.38,19.89,5.5,27.96,7.63,9.98,2.34,1.48,0.26,0.04,1.29,0.34,2.84,1.08,-0.04,B,2020
635,f.bello,Dosqaly,0,1,0,0,Overconfident Kangaroos,25,1994,21.2,1.98,1.21,0.75,1.07,0.2,0.86,3.83,21.38,2.91,24.04,6.23,25.85,6.01,13.54,4.38,2.12,0.41,-0.04,1.82,0.59,2.57,1.6,-0.01,B,2020
636,i.salminen,Dosqaly,0,1,0,0,Overconfident Kangaroos,16,2002,23.3,4.14,2.54,1.71,2.32,0.27,1.2,3.56,32.44,2.45,24.43,7.91,32.61,8.58,13.62,2.24,1.49,0.46,-0.07,1.14,0.98,5.26,2.05,0.1,B,2020
637,l.akulu,Dosqaly,0,1,0,0,Overconfident Kangaroos,18,2001,0.78,1.3,1.22,1.32,-0.07,0.09,0.03,1.3,-0.07,1.2,23.79,8.83,36.72,11.35,6.34,6.33,0.06,0.06,-0.03,0.09,-0.09,1.24,0.09,-0.03,B,2020
638,m.jha,Dosqaly,0,1,0,0,Overconfident Kangaroos,29,1990,1.27,3.93,2.32,2.27,-0.01,1.59,0.83,1.54,49.92,0.7,12.26,5.43,43.77,6.12,5.28,0.67,2.37,1.53,-0.06,0.85,0.05,3.86,0.76,0.02,B,2020
639,y.ademovi,Dosqaly,0,1,0,0,Overconfident Kangaroos,30,1988,4.36,1.6,1.55,0.75,0.42,0.51,0.93,1.89,49.9,0.86,8.0,3.06,38.24,2.64,4.01,1.46,0.45,0.55,-0.02,-0.05,0.54,2.09,5.41,0.03,B,2020
640,y.zia,Dosqaly,0,1,0,0,Overconfident Kangaroos,28,1991,9.36,1.76,1.0,0.63,1.05,0.02,1.25,4.25,27.5,3.15,18.98,4.52,23.89,5.85,10.4,2.78,0.99,0.17,0.01,0.83,0.62,2.49,1.96,-0.07,B,2020
641,m.sharabi,Dosqaly,0,1,1,0,Overconfident Kangaroos,20,1999,0.22,-0.02,-0.02,-0.09,0.05,-0.07,-0.01,0.01,,0.05,9.95,9.91,100.0,5.04,0.07,5.0,0.09,0.09,-0.06,-0.07,0.05,-0.08,-0.04,-0.05,B,2020
642,d.kakande,Dosqaly,1,1,0,0,Overconfident Kangaroos,26,1993,9.85,2.34,1.35,1.15,0.48,0.51,0.59,2.89,20.68,2.32,21.78,5.73,26.39,5.83,9.32,6.71,1.1,-0.06,0.1,0.93,0.41,2.81,0.62,-0.02,B,2020
643,q.ajiko,Lefghau,1,1,0,0,Overconfident Kangaroos,22,1996,18.8,1.69,1.13,0.43,1.01,0.22,0.38,2.12,23.18,1.61,19.65,5.0,25.19,3.53,9.57,6.55,1.91,0.17,0.02,1.66,0.76,2.27,0.69,-0.07,B,2020
644,x.ssemakula,Central Namemo Laand,0,0,1,0,Serious Thunderbirds,21,1997,11.07,2.73,1.66,2.14,0.54,0.07,1.21,1.83,66.61,0.72,9.31,3.57,38.73,5.92,3.18,0.2,1.97,1.06,-0.09,0.82,0.96,3.56,4.62,0.12,B,2020
645,a.nakiranda,Dosqaly,0,0,1,0,Serious Thunderbirds,18,2000,13.55,2.06,0.95,1.13,0.94,0.01,0.61,1.23,44.44,0.83,10.4,4.27,41.75,6.65,3.01,0.54,1.62,0.53,-0.08,1.14,1.6,3.7,6.88,0.16,B,2020
646,e.fernando,Dosqaly,0,0,1,0,Serious Thunderbirds,27,1991,14.5,1.1,0.85,0.8,0.37,0.09,0.66,1.87,34.53,1.21,10.91,3.32,30.94,5.37,5.19,0.42,1.76,0.23,0.08,1.42,1.67,2.84,4.07,0.1,B,2020
647,e.schmitz,Dosqaly,0,0,1,0,Serious Thunderbirds,20,1998,1.03,3.7,1.81,3.6,0.04,-0.06,0.88,1.9,50.09,0.82,20.0,4.56,22.73,9.91,10.03,0.0,4.53,0.02,-0.07,4.55,0.85,4.6,2.66,-0.06,B,2020
648,m.begu,Dosqaly,0,0,1,0,Serious Thunderbirds,18,2001,11.1,2.38,1.77,1.98,0.49,0.07,0.63,1.1,54.5,0.43,7.99,3.61,44.27,4.82,2.98,0.35,1.63,0.71,-0.02,0.91,1.42,3.73,4.45,0.15,B,2020
649,u.chen,Dosqaly,0,0,1,0,Serious Thunderbirds,34,1985,19.7,2.55,1.28,1.33,1.04,0.27,1.07,2.42,41.73,1.35,12.68,4.02,31.64,6.17,4.64,1.88,2.37,0.64,0.01,1.58,1.77,4.39,4.95,0.08,B,2020
650,v.nyiramugisha,Dosqaly,0,0,1,0,Serious Thunderbirds,33,1985,19.04,1.49,1.19,0.96,0.68,0.01,0.44,0.89,66.65,0.18,7.69,2.97,39.23,4.61,3.1,0.24,1.64,0.87,0.11,0.75,1.19,2.78,5.47,-0.07,B,2020
651,l.rostami,Former Maneau,0,0,1,0,Serious Thunderbirds,26,1992,16.45,2.29,1.24,0.97,0.95,0.34,1.03,2.6,38.91,1.52,14.65,4.7,32.47,6.16,6.21,2.24,1.27,0.15,0.07,1.31,1.32,3.44,1.84,-0.07,B,2020
652,s.agustina,Lefghau,0,0,1,0,Serious Thunderbirds,28,1991,2.55,1.91,0.83,0.74,0.83,0.41,1.17,1.63,74.99,0.32,12.24,2.24,18.78,5.05,6.54,0.78,3.16,0.0,-0.03,2.98,0.42,2.24,3.11,0.07,B,2020
653,i.norouzi,Nganion,0,0,1,0,Serious Thunderbirds,23,1996,5.18,2.63,1.64,1.38,1.33,0.08,0.64,1.13,50.08,0.62,15.31,6.2,40.09,4.78,7.52,3.09,2.15,0.26,0.06,1.86,0.89,3.75,1.38,-0.03,B,2020
654,k.guerra,Dosqaly,1,0,0,0,Serious Thunderbirds,19,2000,6.82,1.51,1.19,0.45,0.66,0.36,0.52,1.62,27.24,1.18,26.25,7.68,29.35,0.75,12.44,12.96,0.19,-0.06,0.02,0.18,0.53,2.12,0.69,0.0,B,2020
655,p.kamya,Dosqaly,1,0,0,0,Serious Thunderbirds,26,1992,7.49,1.05,1.05,0.08,0.83,0.33,0.22,1.2,22.26,0.96,22.92,6.85,29.37,0.33,11.51,11.06,0.46,0.0,-0.03,0.5,0.03,1.05,0.01,-0.02,B,2020
656,t.amutuhaire,Dosqaly,1,0,0,0,Serious Thunderbirds,21,1998,10.06,0.43,0.28,0.25,0.04,0.13,0.18,1.44,14.26,1.1,16.93,4.62,27.54,2.86,7.9,6.2,1.55,0.03,-0.05,1.63,0.31,0.88,0.61,-0.07,B,2020
657,a.kyohirwe,Tercapetralgrorus,1,0,0,0,Serious Thunderbirds,19,2000,0.46,0.04,0.04,0.06,-0.02,0.0,0.08,0.09,,0.05,23.94,5.95,24.98,-0.08,8.04,16.04,-0.04,-0.03,0.02,0.06,2.02,1.93,-0.01,0.04,B,2020
658,d.dumitru,Czechnor,1,0,1,0,Serious Thunderbirds,24,1994,22.62,2.64,1.61,0.56,1.54,0.49,0.9,2.42,39.95,1.4,22.6,5.67,25.13,3.95,12.38,6.17,1.42,0.18,-0.09,1.35,0.44,3.03,0.88,0.02,B,2020
659,u.madondo,Dosqaly,1,0,1,0,Serious Thunderbirds,22,1996,9.31,2.13,1.76,0.79,0.86,0.24,0.57,2.37,21.64,2.0,20.55,7.38,35.63,5.65,9.94,4.91,2.05,0.12,0.02,1.75,0.58,2.58,1.26,-0.06,B,2020
660,i.okada,Dosqaly,1,1,0,0,Serious Thunderbirds,32,1987,9.57,1.68,1.42,0.03,0.66,0.87,0.29,1.33,23.1,1.03,21.32,5.81,27.4,3.06,10.66,7.59,0.97,0.05,0.03,1.07,0.05,1.65,0.37,-0.09,B,2020
661,h.winkler,Saintu,1,1,0,0,Serious Thunderbirds,28,1991,4.51,0.91,0.34,0.0,0.51,0.52,0.5,1.37,33.23,0.8,24.61,7.2,29.19,0.93,12.93,10.71,0.72,0.01,0.0,0.69,0.44,1.2,0.3,-0.01,B,2020
662,v.gallo,Tabhu Striary,1,1,0,0,Serious Thunderbirds,28,1991,12.88,1.4,0.86,0.47,0.33,0.77,0.3,1.86,17.44,1.41,19.56,4.94,25.27,1.33,9.72,8.45,1.03,0.06,0.0,1.05,0.22,1.8,0.02,0.03,B,2020
663,d.fuchs,Dosqaly,0,0,0,1,Serious Thunderbirds,32,1986,22.01,-0.04,0.05,0.01,0.1,0.02,0.09,-0.04,,0.1,-0.02,0.07,99.91,0.06,0.09,-0.08,-0.06,-0.01,0.01,0.04,0.01,0.04,0.08,-0.01,B,2020
664,h.kamal,Dosqaly,0,0,0,1,Serious Thunderbirds,33,1986,5.01,-0.07,-0.01,-0.07,0.03,-0.03,-0.01,-0.06,,-0.04,0.31,0.14,50.02,0.37,0.1,0.02,-0.03,-0.09,0.02,-0.02,-0.02,-0.09,0.06,0.02,B,2020
665,i.sano,Dosqaly,0,0,0,1,Serious Thunderbirds,17,2001,0.94,-0.03,-0.1,0.05,-0.05,0.0,0.02,-0.08,,-0.02,-0.04,0.06,,-0.07,-0.02,-0.03,-0.02,0.02,0.07,0.05,-0.01,0.06,-0.06,-0.01,B,2020
666,b.guillot,Central Diasongo,0,1,0,0,Serious Thunderbirds,25,1994,7.06,3.07,2.72,0.69,2.06,0.29,0.57,1.63,36.31,1.03,21.1,8.19,38.43,3.41,14.82,2.94,1.23,0.08,-0.06,1.01,1.72,4.79,1.93,0.01,B,2020
667,v.ezra,Coastpa Barleslands,0,1,0,0,Serious Thunderbirds,21,1997,1.37,0.79,0.74,0.09,0.69,0.04,0.04,0.77,0.06,0.74,18.45,2.28,12.49,8.56,9.97,-0.03,2.3,-0.04,-0.05,2.24,0.77,1.62,1.47,0.03,B,2020
668,g.avraham,Dosqaly,0,1,0,0,Serious Thunderbirds,21,1998,10.04,4.03,2.46,1.39,2.1,0.53,1.17,2.56,46.16,1.34,26.52,6.38,23.77,7.68,16.21,2.75,2.36,0.2,-0.02,2.11,1.28,5.35,1.03,-0.05,B,2020
669,h.nsungwa,Dosqaly,0,1,0,0,Serious Thunderbirds,20,1999,12.07,3.28,2.0,1.28,1.82,0.31,1.51,3.13,47.32,1.7,17.08,5.41,31.99,5.7,10.56,0.61,1.14,0.04,-0.01,1.1,0.99,4.17,1.24,0.04,B,2020
670,j.martinelli,Dosqaly,0,1,0,0,Serious Thunderbirds,33,1986,9.54,3.89,2.74,1.44,1.7,0.66,1.16,3.32,37.45,2.04,26.13,8.18,30.95,7.68,13.52,4.97,1.18,-0.05,-0.05,1.26,1.82,5.68,1.57,0.1,B,2020
671,n.opolot,Dosqaly,0,1,0,0,Serious Thunderbirds,17,2002,0.24,0.03,0.06,-0.08,0.03,-0.03,0.08,3.32,-0.07,3.43,29.98,16.69,55.57,3.32,13.36,13.33,0.1,-0.02,0.01,-0.03,0.04,0.03,0.07,0.03,B,2020
672,n.oyama,Dosqaly,0,1,1,0,Serious Thunderbirds,29,1990,21.6,1.55,1.04,0.92,0.64,0.06,0.34,1.94,22.41,1.54,13.93,4.04,28.94,4.65,8.34,1.15,1.01,0.29,-0.06,0.78,1.32,2.86,2.96,0.1,B,2020
673,c.nankya,Dosqaly,1,1,0,0,Serious Thunderbirds,18,2001,1.6,3.92,3.26,0.76,1.92,1.25,1.42,3.39,40.01,1.95,24.0,9.32,38.84,3.97,15.95,4.03,0.77,-0.06,-0.08,0.57,0.04,3.95,0.7,-0.03,B,2020
674,h.munetsi,Pierrema,1,1,0,0,Serious Thunderbirds,29,1990,17.62,1.45,0.96,0.26,0.86,0.26,0.54,1.77,25.09,1.46,22.74,6.37,28.28,2.4,13.47,6.89,0.96,-0.02,0.07,0.93,0.59,1.95,0.21,-0.06,B,2020
675,i.maes,Badad,0,0,1,0,Simple Jayhawks,26,1993,3.03,1.72,1.09,0.96,0.66,-0.02,0.93,2.71,37.46,1.58,22.26,5.25,23.89,10.68,9.63,2.02,1.73,-0.01,0.0,1.68,1.93,3.6,0.96,0.25,B,2020
676,e.ilukol,Dosqaly,0,0,1,0,Simple Jayhawks,23,1996,12.17,2.65,1.41,1.65,0.78,0.5,1.15,2.76,42.46,1.54,17.12,5.26,29.96,9.74,6.2,1.39,3.52,0.43,-0.02,3.04,1.88,4.6,3.98,-0.03,B,2020
677,f.olinga,Dosqaly,0,0,1,0,Simple Jayhawks,27,1992,13.91,1.85,1.1,1.4,0.42,-0.02,0.55,1.56,42.87,0.84,14.64,3.42,23.48,7.38,5.65,1.55,1.96,0.1,-0.09,1.8,0.8,2.72,1.95,-0.04,B,2020
678,m.ruggiero,Dosqaly,0,0,1,0,Simple Jayhawks,23,1996,28.08,3.25,1.86,2.16,0.97,0.1,1.09,2.08,56.97,0.8,15.9,4.11,26.15,8.9,5.36,1.63,2.13,0.39,-0.07,1.74,1.55,4.82,5.17,0.1,B,2020
679,l.masaba,Nancipenuaroe,0,0,1,0,Simple Jayhawks,32,1987,23.43,1.85,1.12,1.68,0.27,0.05,0.66,1.35,53.38,0.55,9.24,3.45,37.72,6.39,2.72,0.22,2.03,0.83,0.03,1.15,1.04,2.73,6.41,0.01,B,2020
680,t.dadzie,South Bartzercuaof,0,0,1,0,Simple Jayhawks,30,1989,15.0,1.41,0.71,1.16,0.25,-0.09,0.36,1.16,37.43,0.68,8.07,2.21,26.93,5.9,2.15,0.12,1.88,0.92,0.0,0.74,0.96,2.43,6.04,-0.02,B,2020
681,r.dumont,Tabhu Striary,0,0,1,0,Simple Jayhawks,24,1995,9.01,1.31,0.82,0.86,0.42,-0.02,0.56,0.93,55.52,0.53,8.39,3.7,43.47,5.86,2.39,0.01,1.47,1.08,-0.1,0.4,0.76,1.88,7.67,-0.03,B,2020
682,e.ooi,Reugha,0,1,1,0,Simple Jayhawks,21,1998,17.68,3.13,1.98,2.02,1.06,0.04,0.84,2.19,42.08,1.19,16.57,5.5,32.44,7.95,7.57,0.91,1.94,0.67,-0.04,1.33,1.07,4.22,4.68,0.1,B,2020
683,d.tshuma,Coastpa Barleslands,1,0,0,0,Simple Jayhawks,24,1995,24.39,0.03,0.07,0.07,0.13,0.01,0.08,0.37,0.05,0.42,19.08,3.7,19.38,0.79,9.64,8.52,0.46,0.19,-0.08,0.27,0.08,0.31,1.55,-0.09,B,2020
684,e.okonkwo,Coastpa Barleslands,1,0,0,0,Simple Jayhawks,19,2000,-0.03,0.07,0.07,0.02,0.09,0.06,-0.04,0.0,,0.03,0.94,1.04,99.97,0.02,0.03,1.08,0.03,0.0,0.01,0.08,-0.03,-0.08,0.06,-0.07,B,2020
685,s.moss,Coastpa Barleslands,1,0,0,0,Simple Jayhawks,25,1994,20.28,2.2,1.67,1.18,0.8,0.25,0.47,2.4,23.38,1.73,20.43,6.07,29.3,5.93,9.2,5.32,0.99,0.09,0.07,1.06,0.38,2.71,0.46,-0.02,B,2020
686,x.kwesiga,Coastpa Barleslands,1,0,0,0,Simple Jayhawks,20,1999,10.5,1.46,0.97,0.89,0.39,-0.05,0.33,1.68,22.22,1.35,17.16,4.24,24.88,4.33,7.51,5.22,1.68,0.02,-0.01,1.57,0.44,1.91,0.99,-0.09,B,2020
687,h.amponsah,Pierrema,1,0,0,0,Simple Jayhawks,26,1993,9.02,1.89,1.24,1.0,0.4,0.35,0.72,2.05,31.59,1.4,19.94,4.47,22.73,3.46,11.04,5.27,1.14,0.01,-0.09,1.18,0.99,2.84,0.19,-0.05,B,2020
688,a.salazar,Rarita,1,0,0,0,Simple Jayhawks,22,1997,6.02,1.17,0.9,0.09,0.59,0.37,0.21,1.22,12.54,1.09,19.92,6.03,30.39,4.1,8.69,7.12,0.92,-0.01,0.1,0.84,0.73,1.87,0.57,-0.02,B,2020
689,k.olsen,Tiagascar Westlands,1,0,0,0,Simple Jayhawks,18,2000,0.04,0.06,-0.08,0.01,-0.09,-0.1,-0.07,0.1,,-0.01,29.96,-0.08,-0.06,0.05,10.0,20.01,0.07,0.02,0.03,0.05,-0.02,0.01,0.03,-0.01,B,2020
690,v.nakibuule,Reugha,1,1,0,0,Simple Jayhawks,24,1995,11.3,0.62,0.32,0.06,0.37,0.09,0.18,0.53,28.62,0.51,15.75,3.29,20.99,1.74,9.53,4.33,1.24,0.33,-0.01,0.94,0.12,0.66,0.65,-0.09,B,2020
691,m.natumanya,Dosqaly,0,0,0,1,Simple Jayhawks,30,1988,1.42,0.05,-0.08,0.04,0.09,0.01,-0.06,-0.01,,-0.06,-0.03,0.1,,0.03,-0.07,-0.03,0.07,-0.01,-0.01,0.08,-0.04,0.1,-0.08,0.01,B,2020
692,r.rizzi,Pierrema,0,0,0,1,Simple Jayhawks,31,1988,26.57,-0.02,-0.04,0.1,0.08,0.04,-0.09,0.01,-0.02,0.09,0.25,-0.08,0.0,0.24,0.0,0.01,-0.1,0.06,0.1,0.06,0.02,0.09,0.0,-0.06,B,2020
693,f.evans,Central Diasongo,0,1,0,0,Simple Jayhawks,22,1996,11.49,2.12,1.44,1.19,0.86,0.17,1.27,2.57,46.64,1.37,21.34,5.49,25.49,6.05,13.09,2.29,1.32,0.26,-0.05,1.2,0.75,2.93,0.67,0.09,B,2020
694,q.kaseke,Central Diasongo,0,1,0,0,Simple Jayhawks,23,1996,25.21,3.77,2.79,1.79,1.79,0.43,1.14,3.08,35.13,1.89,31.15,7.93,25.33,11.25,16.53,3.33,2.32,0.21,-0.06,1.97,0.88,4.69,2.01,-0.01,B,2020
695,a.nwachukwu,Dosqaly,0,1,0,0,Simple Jayhawks,23,1996,18.38,2.76,1.82,1.31,1.08,0.35,0.83,2.17,38.99,1.41,20.46,5.87,28.72,8.23,11.09,1.19,1.55,0.4,-0.07,1.15,1.03,3.8,1.41,-0.02,B,2020
696,p.oravec,Dosqaly,0,1,0,0,Simple Jayhawks,28,1990,5.83,3.36,1.69,1.55,1.76,0.09,0.37,0.81,39.97,0.51,19.39,5.03,25.86,6.99,9.11,3.33,1.14,0.11,0.06,1.1,1.9,5.42,2.46,-0.05,B,2020
697,q.chean,Dosqaly,0,1,0,0,Simple Jayhawks,34,1984,8.47,3.62,1.86,1.52,1.58,0.44,1.24,4.34,29.62,2.98,31.51,7.92,25.27,7.63,17.56,6.65,2.05,0.41,-0.05,1.45,0.9,4.26,0.61,-0.05,B,2020
698,e.ueda,Dosqaly,1,1,0,0,Simple Jayhawks,25,1993,5.19,1.64,1.33,0.4,0.95,0.4,0.68,1.67,44.44,0.97,19.54,5.3,27.51,4.05,11.53,4.09,1.71,0.18,0.04,1.51,0.79,2.4,0.42,-0.02,B,2020
699,d.jansson,Biarizea,0,0,1,0,Simple Privateers,21,1997,16.0,3.68,1.74,1.98,1.26,0.44,1.94,3.45,55.48,1.62,16.33,4.14,24.97,7.23,7.08,2.06,2.22,0.39,-0.1,1.84,1.3,4.93,3.41,0.02,B,2020
700,s.nalugwa,Biarizea,0,0,1,0,Simple Privateers,32,1986,17.03,2.39,1.37,1.32,0.63,0.2,1.1,2.56,40.49,1.45,12.46,3.39,26.86,6.18,5.28,1.03,1.3,0.14,0.09,1.04,1.68,4.15,2.58,0.06,B,2020
701,w.muchenje,Biarizea,0,0,1,0,Simple Privateers,23,1996,10.66,1.41,1.0,0.85,0.31,0.18,0.58,1.25,46.13,0.74,9.92,2.68,26.37,7.05,2.76,0.1,1.93,1.28,0.1,0.84,1.02,2.24,8.31,0.26,B,2020
702,m.ma,Central Namemo Laand,0,0,1,0,Simple Privateers,18,2000,0.56,-0.02,-0.02,-0.06,0.06,-0.01,-0.04,4.99,-0.06,5.01,20.07,6.65,33.34,14.96,4.98,0.03,-0.05,0.08,0.02,-0.06,-0.09,0.08,8.42,0.0,B,2020
