,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Performance PK,Performance PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,League,Year
1308,"I. Van Dijk, Van Dyk",Nancipenuaroe,FW,Ultimate Dolphins,25,1994,0.1,-0.06,5.03,0.01,0.0,6.49,0.09,0.09,,30.02,0.09,0.04,-0.04,-0.04,-0.02,-0.03,-0.02,-0.07,C,2020
1309,S. Y?lmaz,Nkasland Cronestan,FW,Ultimate Dolphins,30,1988,30.77,1.08,4.46,2.0,44.08,4.35,1.93,0.22,0.45,12.64,0.08,0.25,0.09,0.95,0.86,0.1,0.19,0.25,C,2020
1310,B. Mpofu,Byasier Pujan,FWMF,Ultimate Dolphins,18,2001,3.22,1.28,3.38,1.73,54.52,3.34,1.82,0.28,0.64,12.34,0.0,-0.02,0.03,0.59,0.67,0.07,0.61,0.74,C,2020
1311,M. Sakai,Dosqaly,FWMF,Ultimate Dolphins,23,1996,16.64,0.18,2.16,0.95,40.55,2.29,0.89,0.14,0.29,17.36,0.02,0.06,-0.07,0.33,0.28,0.19,-0.06,0.02,C,2020
1312,I. Low,Dozstan,FWMF,Ultimate Dolphins,20,1999,0.84,0.03,1.22,-0.08,-0.06,1.2,-0.02,0.05,,15.1,0.07,-0.05,-0.01,-0.06,0.08,0.05,-0.01,-0.02,C,2020
1313,Y. Nartey,Esia,FWMF,Ultimate Dolphins,24,1995,24.48,0.48,3.89,1.66,41.74,3.88,1.62,0.12,0.35,15.59,0.03,0.06,0.1,0.53,0.45,0.03,0.05,-0.03,C,2020
1314,R. Kato,Manlisgamncent,FWMF,Ultimate Dolphins,30,1989,13.49,0.33,3.11,0.91,29.33,3.14,0.93,0.18,0.27,14.0,0.02,0.0,-0.07,0.34,0.24,0.11,-0.01,-0.09,C,2020
1315,A. Lucas,Esia,GK,Ultimate Dolphins,30,1988,1.04,0.01,-0.01,0.09,,-0.1,0.0,,,,0.02,-0.07,0.0,-0.01,-0.09,,0.07,0.04,C,2020
1316,B. Harahap,Esia,GK,Ultimate Dolphins,33,1986,32.95,-0.09,-0.01,-0.06,,0.07,-0.04,,,,0.01,0.0,0.06,0.04,-0.1,,0.04,0.02,C,2020
1317,U. Oola,Dosqaly,MF,Ultimate Dolphins,24,1994,7.14,0.1,2.27,0.34,18.87,2.3,0.48,0.1,0.34,14.49,-0.01,0.02,0.07,0.14,0.23,0.02,-0.01,-0.13,C,2020
1318,J. Halvorsen,Esia,MF,Ultimate Dolphins,16,2003,0.02,0.09,-0.04,-0.04,,0.06,0.02,,,,0.04,-0.06,-0.07,-0.05,0.02,,-0.04,0.05,C,2020
1319,T. Astuti,Esia,MF,Ultimate Dolphins,24,1995,16.76,0.39,2.23,0.93,38.49,2.33,0.9,0.2,0.43,16.58,0.01,0.06,-0.03,0.39,0.39,0.13,-0.05,0.12,C,2020
1320,X. Durand,Greri Landmoslands,MF,Ultimate Dolphins,21,1997,0.06,0.01,-0.04,0.05,,0.05,0.1,,,,0.01,-0.05,-0.08,0.01,-0.01,,-0.08,0.07,C,2020
1321,I. Aidoo,Nganion,MF,Ultimate Dolphins,28,1991,19.61,0.05,0.97,0.49,42.02,0.99,0.31,0.22,0.31,16.73,0.08,0.03,0.07,0.08,0.22,0.17,0.07,0.0,C,2020
1322,G. Nisha,Esia,MFDF,Ultimate Dolphins,24,1995,31.39,0.04,0.89,0.33,46.49,0.82,0.49,0.05,0.4,23.2,0.09,0.0,0.07,-0.06,-0.02,0.04,0.09,0.19,C,2020
1323,W. D'amico,Dosqaly,MFFW,Ultimate Dolphins,19,1999,3.4,0.32,3.45,0.3,8.23,3.53,0.36,0.04,0.9,22.37,0.33,-0.02,-0.03,0.14,0.14,-0.05,0.09,0.19,C,2020
1324,O. Nairuba,Esia,MFFW,Ultimate Dolphins,29,1989,25.02,0.24,2.12,0.81,37.71,2.05,0.89,0.09,0.47,13.05,-0.01,-0.04,-0.01,0.33,0.32,0.12,-0.09,-0.07,C,2020
1325,G. Ochwo,Lefghau,MFFW,Ultimate Dolphins,27,1992,15.63,0.56,3.48,1.73,46.32,3.66,1.67,0.17,0.36,18.32,0.17,-0.02,0.03,0.42,0.53,0.1,0.02,0.0,C,2020
1326,O. Kyomukama,Dosqaly,DF,Ultimate Longhorns,19,1999,19.12,-0.04,0.48,0.02,22.26,0.51,0.14,0.21,0.56,12.6,-0.09,0.04,-0.04,0.01,0.09,0.14,0.08,-0.04,C,2020
1327,F. Mutandwa,Esia,DF,Ultimate Longhorns,27,1992,5.65,0.09,2.27,0.58,23.06,2.32,0.56,0.1,-0.06,18.28,0.0,0.04,0.02,0.21,0.1,-0.03,-0.08,-0.09,C,2020
1328,W. Longwe,Giumle Lizeibon,DF,Ultimate Longhorns,26,1992,30.1,0.26,1.59,0.53,37.84,1.49,0.53,0.25,0.5,16.24,-0.02,0.04,-0.07,0.07,0.12,0.1,0.21,0.13,C,2020
1329,K. Marufu,Imaar Vircoand,DF,Ultimate Longhorns,33,1986,18.83,0.06,0.34,0.16,57.09,0.32,0.22,0.31,0.5,7.66,-0.08,0.09,0.05,0.13,0.15,0.11,-0.03,0.05,C,2020
1330,S. Nadunga,Iverde,DF,Ultimate Longhorns,27,1992,0.95,0.0,-0.06,0.04,,-0.04,0.03,,,,0.02,-0.07,0.02,-0.01,0.01,,-0.09,0.04,C,2020
1331,F. Asare,Reugha,DF,Ultimate Longhorns,23,1996,16.69,0.06,0.84,0.29,35.66,0.82,0.32,0.17,0.13,9.77,0.06,-0.06,-0.08,0.07,0.06,0.05,0.02,-0.11,C,2020
1332,R. Magaya,Esia,DFMF,Ultimate Longhorns,26,1993,15.3,0.03,1.09,0.2,25.09,0.94,0.28,0.13,0.27,16.47,0.04,0.01,0.06,0.04,0.15,-0.01,0.06,-0.04,C,2020
1333,H. Marroquín,Giumle Lizeibon,DFMF,Ultimate Longhorns,30,1989,9.23,0.3,0.79,0.28,28.54,0.65,0.15,0.25,1.01,9.46,0.01,-0.07,0.04,0.13,0.05,0.17,0.06,0.07,C,2020
1334,D. Amongi,Lylimi,DFMF,Ultimate Longhorns,35,1984,21.83,0.04,-0.05,-0.06,,0.01,0.01,,,,0.02,-0.01,0.06,-0.02,0.09,,0.07,-0.01,C,2020
1335,J. Namale,Rosvi,DFMF,Ultimate Longhorns,26,1992,32.88,0.2,2.62,0.88,31.43,2.6,0.91,0.13,0.16,22.39,0.35,-0.02,0.0,0.21,0.27,0.16,-0.05,-0.03,C,2020
1336,Y. Romano,Slandsganiamayotteque,DFMF,Ultimate Longhorns,29,1990,13.68,0.36,1.41,0.65,42.06,1.33,0.55,0.35,0.62,13.77,0.02,0.07,0.09,0.07,0.11,0.18,0.25,0.19,C,2020
1337,U. Duval,Byasier Pujan,FW,Ultimate Longhorns,30,1989,16.32,0.43,1.89,0.98,53.05,1.99,0.97,0.32,0.45,8.85,0.01,0.1,-0.1,0.47,0.39,0.3,0.12,0.03,C,2020
1338,K. Nasution,Greri Landmoslands,FW,Ultimate Longhorns,23,1995,17.53,0.61,3.01,1.2,40.68,3.0,1.21,0.23,0.54,11.44,-0.09,0.06,0.15,0.6,0.53,0.14,0.08,0.02,C,2020
1339,U. Den,Greri Landmoslands,FW,Ultimate Longhorns,24,1994,14.23,0.54,3.33,1.08,31.89,3.39,0.99,0.13,0.3,13.75,0.1,0.11,0.1,0.46,0.35,0.09,0.01,0.04,C,2020
1340,G. Muleya,Manlisgamncent,FW,Ultimate Longhorns,25,1993,0.96,-0.1,1.93,0.99,49.9,2.1,0.92,-0.03,0.08,21.21,1.03,0.07,0.09,0.16,0.09,-0.01,-0.13,-0.17,C,2020
1341,J. Matsui,Rosvi,FW,Ultimate Longhorns,19,1999,1.73,0.08,0.09,0.07,,-0.04,0.0,,,,0.05,0.03,0.04,-0.04,-0.08,,-0.05,-0.08,C,2020
1342,T. Obong,Esia,GK,Ultimate Longhorns,29,1990,22.04,0.04,0.01,0.03,,-0.06,0.09,,,,0.05,0.09,0.01,-0.02,0.04,,0.06,0.1,C,2020
1343,Y. Hahn,Esia,GK,Ultimate Longhorns,29,1990,2.96,0.08,-0.05,0.06,,-0.08,0.09,,,,-0.01,0.0,0.09,-0.06,0.0,,0.07,-0.05,C,2020
1344,U. Ndagire,Mico,GK,Ultimate Longhorns,26,1992,8.98,-0.05,-0.01,-0.07,,-0.04,0.07,,,,0.0,0.04,-0.1,-0.08,-0.08,,-0.02,0.03,C,2020
1345,F. Nakimuli,Esia,MF,Ultimate Longhorns,25,1994,16.08,0.07,1.68,0.75,40.71,1.65,0.71,-0.06,-0.03,21.63,-0.04,-0.06,-0.06,0.1,-0.01,0.04,-0.01,-0.16,C,2020
1346,I. Kyalisiima,Esia,MF,Ultimate Longhorns,28,1990,21.44,0.2,0.51,0.21,50.05,0.56,0.21,0.21,0.42,18.99,-0.03,0.09,0.07,0.03,0.09,0.13,0.04,0.02,C,2020
1347,F. Schmitt,Quewenia,MF,Ultimate Longhorns,32,1986,8.57,0.08,-0.02,-0.07,,-0.01,0.06,,,,0.06,0.02,0.07,-0.01,0.04,,0.09,-0.09,C,2020
1348,Q. Ow,Quewenia,MF,Ultimate Longhorns,22,1997,19.49,-0.01,1.05,0.19,14.25,0.99,0.25,0.09,0.25,20.54,-0.1,-0.01,-0.05,0.08,0.09,-0.03,-0.03,-0.02,C,2020
1349,C. Taban,Byasier Pujan,MFFW,Ultimate Longhorns,31,1987,1.02,-0.08,1.05,-0.02,0.01,0.95,-0.08,0.05,,22.08,0.03,0.07,-0.07,-0.09,0.0,-0.01,0.02,0.06,C,2020
1350,C. Asadi,Lylimi,MFFW,Ultimate Longhorns,22,1996,21.87,0.1,2.09,0.8,39.55,2.11,0.93,0.13,0.03,15.24,0.01,-0.09,-0.08,0.32,0.3,0.04,-0.09,-0.21,C,2020
1351,M. Muhindo,Rarita,MFFW,Ultimate Longhorns,25,1994,3.62,0.04,1.87,-0.06,0.05,1.94,0.03,0.02,,13.89,0.09,0.09,0.04,-0.01,0.07,-0.05,-0.12,-0.03,C,2020
1352,B. Jalali,Rosvi,MFFW,Ultimate Longhorns,24,1995,11.55,-0.05,2.15,0.51,28.02,2.07,0.65,0.01,0.07,19.19,0.18,-0.06,0.08,0.12,0.11,0.17,-0.13,-0.19,C,2020
1353,Y. Turyahabwe,Byasier Pujan,DF,Weak Chargers,24,1994,14.08,0.16,0.23,0.21,50.1,0.2,0.1,0.25,0.54,11.61,-0.04,-0.02,0.01,-0.02,0.04,0.2,-0.06,-0.03,C,2020
1354,A. Aceng,Esia,DF,Weak Chargers,23,1996,20.88,-0.05,0.0,-0.05,-0.08,0.01,0.02,-0.08,,20.3,0.04,0.02,0.05,-0.06,-0.08,0.06,-0.03,0.03,C,2020
1355,C. Namugga,Esia,DF,Weak Chargers,21,1997,16.19,0.03,0.02,-0.03,50.0,0.07,0.01,0.56,0.9,7.74,0.01,0.06,0.01,0.02,0.08,0.2,0.11,-0.04,C,2020
1356,H. Weber,Esia,DF,Weak Chargers,27,1992,15.46,-0.03,0.32,-0.04,0.08,0.33,-0.06,0.02,,21.72,0.17,-0.01,-0.05,0.06,0.13,0.15,-0.07,-0.05,C,2020
1357,O. Sánchez,Esia,DF,Weak Chargers,24,1995,19.17,0.01,0.61,0.12,20.05,0.56,0.01,0.16,0.55,10.35,0.02,-0.04,-0.05,0.15,0.02,0.11,0.02,-0.06,C,2020
1358,A. Al-Ghamdi,Ledian,DF,Weak Chargers,32,1986,8.42,-0.07,0.41,-0.03,-0.09,0.41,0.0,0.08,,23.35,0.08,0.04,0.04,-0.01,0.0,0.04,-0.05,0.02,C,2020
1359,L. Oroma,Southern Ristan,DF,Weak Chargers,28,1990,27.18,0.07,0.67,0.16,22.14,0.6,0.09,0.13,0.95,7.56,0.0,-0.02,0.08,0.11,0.02,0.15,0.06,0.08,C,2020
1360,Z. Möller,Central Republic of Boekrainego,DFFW,Weak Chargers,28,1991,2.1,0.02,0.92,0.0,0.1,0.85,0.08,-0.03,,13.8,0.02,-0.02,-0.09,0.09,0.08,0.08,-0.01,0.0,C,2020
1361,J. Okullo,Esia,DFFW,Weak Chargers,22,1997,21.02,0.13,1.04,0.29,22.76,1.01,0.22,0.12,0.15,21.34,0.09,-0.03,-0.02,0.13,0.13,-0.04,-0.09,-0.08,C,2020
1362,P. Nyondo,Byasier Pujan,FW,Weak Chargers,18,2001,0.28,0.04,4.92,-0.07,0.04,4.22,0.03,-0.05,,6.92,-0.1,-0.01,-0.06,1.6,1.58,0.21,-1.46,-1.59,C,2020
1363,B. Acio,Esia,FW,Weak Chargers,23,1995,1.28,0.07,4.7,2.32,49.99,4.44,2.22,0.03,0.05,11.63,0.05,0.0,-0.04,0.52,0.49,0.11,-0.52,-0.58,C,2020
1364,B. Hadži?,Esia,FW,Weak Chargers,24,1995,10.68,0.1,1.86,0.22,15.8,1.7,0.29,0.03,0.41,13.02,-0.1,0.01,0.05,0.15,0.33,0.23,-0.17,-0.18,C,2020
1365,T. Sarkar,Unicorporated Tiagascar,FW,Weak Chargers,34,1984,13.96,0.41,2.16,0.91,44.88,2.11,0.83,0.22,0.5,12.11,-0.09,0.03,0.13,0.35,0.39,0.17,0.17,-0.01,C,2020
1366,F. Kinnunen,Central Diasongo,FWMF,Weak Chargers,33,1985,1.57,0.6,3.76,1.34,33.35,3.75,1.27,0.22,0.6,8.0,0.06,0.04,0.01,0.78,0.79,0.31,-0.22,-0.27,C,2020
1367,A. Mwesigwa,Esia,FWMF,Weak Chargers,24,1995,15.77,0.01,0.93,0.05,14.37,0.8,0.15,-0.03,0.46,16.36,-0.08,-0.02,0.06,-0.02,0.08,0.12,0.01,-0.08,C,2020
1368,B. Razaee,Esia,FWMF,Weak Chargers,29,1990,2.39,-0.03,0.8,0.51,50.04,0.85,0.39,0.03,-0.09,35.04,0.0,0.08,0.05,0.2,0.19,0.26,-0.21,-0.23,C,2020
1369,I. Ly,Esia,FWMF,Weak Chargers,19,2000,0.84,0.03,-0.02,0.04,,0.0,0.01,,,,0.07,0.1,0.06,-0.01,-0.01,,0.04,0.04,C,2020
1370,Z. Mayr,Lefghau,FWMF,Weak Chargers,20,1999,8.38,0.64,4.27,1.83,42.93,4.14,1.74,0.23,0.44,19.54,0.12,-0.04,-0.07,0.4,0.45,0.18,0.29,0.37,C,2020
1371,Q. Virtanen,Nkasland Cronestan,FWMF,Weak Chargers,24,1995,10.15,0.3,2.29,0.77,34.74,2.27,0.81,0.13,0.26,16.99,-0.1,0.19,0.15,0.44,0.22,0.11,-0.07,-0.14,C,2020
1372,H. Driscoll,Southern Ristan,FWMF,Weak Chargers,21,1997,22.6,0.25,1.78,0.75,47.47,1.67,0.84,0.28,0.33,16.34,0.1,0.07,-0.04,0.18,0.22,0.11,0.08,-0.05,C,2020
1373,B. Shimada,Esia,GK,Weak Chargers,31,1988,3.91,0.08,0.03,-0.07,,0.04,0.1,,,,0.09,0.02,0.06,-0.05,0.07,,-0.06,0.06,C,2020
1374,C. Nakajima,Esia,GK,Weak Chargers,20,1999,1.75,0.05,0.01,0.07,,-0.04,-0.08,,,,0.07,-0.04,0.04,0.04,0.09,,0.06,-0.05,C,2020
1375,P. Wan,Redohrainbri,GK,Weak Chargers,34,1984,28.33,0.06,0.05,-0.02,,-0.09,0.0,,,,-0.09,-0.09,0.07,0.03,0.03,,-0.1,0.01,C,2020
1376,G. Kaya,Esia,MF,Weak Chargers,20,1999,5.88,-0.09,1.08,0.59,49.93,0.95,0.45,-0.09,-0.1,24.37,-0.02,0.02,-0.04,-0.01,0.13,0.02,0.04,-0.04,C,2020
1377,U. Colin,Esia,MF,Weak Chargers,22,1997,3.41,-0.03,1.39,0.0,-0.05,1.39,0.04,0.04,,27.47,0.49,-0.07,-0.07,0.14,0.07,0.08,-0.14,-0.03,C,2020
1378,L. Rahimi,Galamily,MF,Weak Chargers,28,1990,25.19,0.12,1.77,0.59,32.54,1.69,0.61,0.09,0.29,20.0,0.0,0.04,0.08,0.17,0.03,0.09,0.09,0.04,C,2020
1379,G. O'Brien,Imaar Vircoand,MF,Weak Chargers,22,1997,7.01,-0.05,0.2,-0.07,-0.01,0.21,-0.07,-0.03,,30.97,-0.07,0.07,0.07,0.02,-0.08,-0.06,0.0,0.1,C,2020
1380,C. Nambooze,Redohrainbri,MF,Weak Chargers,32,1987,18.11,0.05,0.12,-0.05,0.09,0.07,-0.01,-0.01,,16.58,0.07,-0.04,-0.07,0.04,0.08,0.11,0.0,-0.09,C,2020
1381,B. Muhanguzi,Rosvi,MF,Weak Chargers,23,1996,26.74,0.19,1.29,0.4,37.05,1.33,0.51,0.14,0.25,17.09,0.1,-0.08,-0.1,0.09,0.12,0.1,0.06,-0.04,C,2020
1382,U. Tkachenko,Byasier Pujan,MFFW,Weak Chargers,21,1998,14.52,0.22,1.36,0.41,31.62,1.29,0.39,0.3,0.61,18.69,0.28,0.01,0.0,0.09,0.19,0.08,0.11,0.18,C,2020
1383,X. Namuyanja,Esia,MFFW,Weak Chargers,17,2002,0.39,-0.04,0.03,0.08,,-0.1,0.02,,,,-0.01,0.05,0.08,-0.02,0.04,,0.09,0.03,C,2020
1384,V. Namayanja,Ledian,MFFW,Weak Chargers,24,1994,4.98,0.03,1.42,0.99,71.45,1.38,1.05,0.07,-0.07,20.46,0.36,-0.08,-0.01,0.15,0.11,0.14,-0.01,-0.05,C,2020
1385,I. binti Omar,Djipines,DF,White Firebirds,18,2000,0.98,0.03,1.13,0.01,-0.05,1.12,0.0,0.09,,7.06,-0.06,-0.04,0.0,0.12,0.28,0.27,-0.31,-0.3,C,2020
1386,A. Chelimo,Dosqaly,DF,White Firebirds,20,1999,6.37,-0.08,0.07,0.08,-0.06,0.24,-0.03,0.1,,6.22,-0.08,0.09,-0.04,0.09,-0.05,0.0,0.04,-0.04,C,2020
1387,W. Aubert,Dosqaly,DF,White Firebirds,20,1998,26.19,0.09,0.54,0.19,28.56,0.44,0.08,-0.05,-0.08,9.98,0.02,-0.02,-0.03,0.09,-0.03,0.22,0.01,-0.12,C,2020
1388,T. Hermawan,Esia,DF,White Firebirds,23,1996,29.43,0.17,0.41,0.18,49.98,0.4,0.17,0.24,0.47,10.51,0.09,0.09,0.07,0.08,0.04,0.25,-0.03,0.04,C,2020
1389,U. Adjei,Esia,DF,White Firebirds,27,1991,27.99,0.15,1.03,0.29,29.01,1.05,0.4,0.18,0.42,20.63,0.25,-0.07,0.04,0.06,0.12,0.16,0.11,0.07,C,2020
1390,H. Marroquín,Giumle Lizeibon,DF,White Firebirds,30,1989,4.6,0.04,1.23,0.03,0.07,1.28,-0.02,-0.05,,7.3,-0.09,0.06,0.01,0.2,0.14,0.21,-0.2,-0.12,C,2020
1391,S. Onencan,Janmico,DF,White Firebirds,21,1998,1.97,0.55,1.57,0.49,33.31,1.57,0.48,0.29,1.08,21.02,0.03,0.01,0.01,0.34,0.35,0.19,0.32,0.18,C,2020
1392,H. Yong,New Uwi,DF,White Firebirds,26,1992,9.53,0.18,0.75,0.37,42.83,0.71,0.31,0.15,0.35,15.78,0.17,-0.07,-0.09,0.03,0.1,0.08,0.1,-0.03,C,2020
1393,E. Hor,Nganion,DF,White Firebirds,22,1997,12.12,0.05,0.51,0.14,39.93,0.32,0.2,0.15,0.45,12.58,-0.1,0.09,-0.07,0.04,0.14,0.13,-0.06,0.09,C,2020
1394,Y. Thungu,Rarita,DF,White Firebirds,21,1997,19.73,0.11,1.08,0.29,28.69,1.04,0.24,0.04,0.42,14.52,0.03,-0.07,-0.07,0.08,0.19,0.08,0.02,0.05,C,2020
1395,Q. Günther,Esia,FW,White Firebirds,23,1996,31.14,0.84,3.84,1.93,50.44,3.71,1.83,0.15,0.35,15.18,0.07,0.05,0.15,0.76,0.57,0.17,0.12,0.22,C,2020
1396,X. Natamba,Esia,FW,White Firebirds,17,2002,0.09,0.0,-0.08,-0.01,,0.06,-0.03,,,,0.09,-0.06,-0.07,-0.07,0.04,,-0.09,-0.05,C,2020
1397,K. Jakobsson,Galamily,FW,White Firebirds,23,1996,14.43,0.77,3.33,1.16,36.71,3.4,1.34,0.23,0.47,10.99,0.11,-0.08,-0.07,0.46,0.52,0.08,0.29,0.23,C,2020
1398,X. James,Mico,FW,White Firebirds,25,1994,13.65,0.35,2.39,0.76,30.34,2.45,0.8,0.13,0.56,11.81,-0.08,0.09,-0.05,0.42,0.51,0.24,-0.12,0.03,C,2020
1399,M. Bonnet,Giumle Lizeibon,FWMF,White Firebirds,20,1999,0.67,0.0,0.0,-0.02,,0.02,0.02,,,,0.07,-0.04,-0.07,0.03,0.04,,0.05,-0.03,C,2020
1400,Z. Mayr,Lefghau,FWMF,White Firebirds,20,1999,3.08,0.01,5.25,2.3,43.82,5.19,2.32,0.09,0.09,14.14,-0.09,-0.01,-0.03,0.66,0.66,0.06,-0.73,-0.81,C,2020
1401,E. Tushemereirwe,New Uwi,GK,White Firebirds,29,1990,32.02,0.08,-0.01,-0.05,,0.0,-0.07,,,,-0.03,0.04,-0.09,-0.01,0.06,,-0.04,0.02,C,2020
1402,A. Bagonza,Quewenia,GK,White Firebirds,25,1994,2.04,-0.08,0.02,0.03,,0.08,-0.1,,,,0.02,0.01,-0.02,0.04,-0.09,,0.08,-0.04,C,2020
1403,A. Mucunguzi,Esia,MF,White Firebirds,27,1991,13.6,-0.06,0.22,0.06,50.02,0.21,0.18,-0.01,-0.01,20.8,-0.01,0.01,0.07,0.0,-0.04,0.07,0.01,-0.05,C,2020
1404,I. Thungu,Esia,MF,White Firebirds,18,2001,0.08,0.0,0.09,-0.07,,-0.06,0.08,,,,-0.01,0.08,0.06,0.08,-0.07,,0.04,-0.01,C,2020
1405,R. Zamani,Giumle Lizeibon,MF,White Firebirds,22,1997,23.57,0.12,0.33,0.28,60.08,0.37,0.33,0.12,0.24,20.6,0.01,0.08,-0.09,0.12,0.13,0.11,0.02,0.02,C,2020
1406,I. Diallo,Reugha,MF,White Firebirds,21,1998,8.34,0.06,2.22,0.62,33.31,2.2,0.77,0.07,0.1,23.95,-0.03,-0.03,-0.04,0.04,0.14,-0.02,-0.07,-0.17,C,2020
1407,C. Fuentes,Saintu,MF,White Firebirds,28,1990,7.42,0.24,0.88,0.34,50.07,0.83,0.38,0.36,0.72,21.24,0.01,0.04,0.03,0.15,0.02,0.09,0.28,0.25,C,2020
1408,W. Zarei,Slandsganiamayotteque,MFDF,White Firebirds,20,1999,10.53,0.01,0.69,0.02,14.24,0.76,0.08,-0.04,-0.07,17.19,0.09,0.07,0.02,0.0,0.05,0.1,0.05,-0.1,C,2020
1409,Z. Eshun,Dosqaly,MFFW,White Firebirds,21,1997,21.49,0.32,2.36,1.12,44.13,2.39,1.09,0.06,0.25,17.89,0.16,0.02,0.04,0.29,0.43,0.16,-0.18,-0.17,C,2020
1410,W. Isah,Giumle Lizeibon,MFFW,White Firebirds,25,1994,27.76,0.23,2.57,0.85,33.77,2.5,0.81,0.14,0.44,20.84,0.29,0.05,0.1,0.32,0.2,0.02,0.05,-0.01,C,2020
1411,J. Pedro,Nganion,MFFW,White Firebirds,21,1998,8.27,0.31,2.5,0.81,28.52,2.47,0.81,0.16,0.52,18.98,0.07,0.05,-0.03,0.2,0.14,0.11,0.26,0.21,C,2020
1412,L. Barman,People's Land of Maneau,MFFW,White Firebirds,21,1997,3.31,-0.04,2.93,0.23,9.94,2.99,0.33,0.07,0.1,15.36,-0.06,-0.03,0.09,0.29,0.27,0.02,-0.3,-0.26,C,2020
1413,P. Uddin,Xikong,MFFW,White Firebirds,27,1991,12.71,0.34,1.98,0.73,33.34,1.94,0.71,0.14,0.43,20.49,0.17,0.23,0.2,0.25,0.17,0.1,0.0,0.06,C,2020
1414,X. Tambala,Dosqaly,DF,Coy Sunbirds,30,1989,9.85,-0.08,0.04,-0.02,,0.05,0.08,,,,-0.03,-0.06,0.1,-0.07,0.0,,0.04,0.07,D,2020
1415,F. Rácz,Greri Landmoslands,DF,Coy Sunbirds,37,1981,29.77,0.02,0.84,-0.01,4.31,0.78,0.11,-0.04,0.06,19.92,0.27,-0.05,0.01,-0.01,0.0,-0.02,0.04,-0.06,D,2020
1416,E. Manhica,Moaithe,DF,Coy Sunbirds,27,1992,11.45,-0.07,0.31,0.12,66.61,0.34,0.21,-0.09,0.09,13.0,-0.01,0.03,-0.05,0.16,0.07,0.28,-0.14,-0.12,D,2020
1417,I. Janssens,Sobianitedrucy,DF,Coy Sunbirds,32,1987,33.93,0.01,0.29,0.1,20.07,0.33,0.09,0.21,0.99,8.4,0.09,0.0,0.03,0.12,0.13,0.09,-0.01,0.02,D,2020
1418,J. Otoo,Sobianitedrucy,DF,Coy Sunbirds,21,1997,10.47,0.04,0.38,0.05,33.38,0.3,0.08,-0.06,-0.04,22.41,-0.01,-0.06,-0.03,-0.06,0.03,0.11,-0.03,-0.1,D,2020
1419,M. Angom,Sobianitedrucy,DF,Coy Sunbirds,28,1990,0.51,-0.06,-0.03,-0.03,,0.04,0.03,,,,-0.04,-0.1,0.05,-0.03,-0.06,,-0.06,0.07,D,2020
1420,W. Ongom,Sobianitedrucy,DF,Coy Sunbirds,29,1989,29.71,0.02,0.18,-0.03,28.63,0.19,0.12,0.21,0.54,12.69,-0.05,-0.02,0.03,-0.03,0.04,0.15,0.11,0.03,D,2020
1421,S. Owor,Xikong,DF,Coy Sunbirds,29,1990,28.94,0.0,1.05,0.35,25.7,0.98,0.27,0.13,0.36,18.75,0.01,-0.05,0.02,0.19,0.08,0.02,0.08,-0.05,D,2020
1422,U. Molla,Central Diasongo,FW,Coy Sunbirds,32,1987,25.19,0.34,2.31,0.83,39.34,2.2,0.77,0.16,0.28,15.13,-0.05,0.05,-0.06,0.3,0.31,0.15,-0.02,-0.09,D,2020
1423,N. Katusabe,Mico,FW,Coy Sunbirds,26,1993,16.67,0.7,2.69,1.11,44.48,2.68,1.22,0.3,0.6,13.48,-0.03,0.09,0.0,0.35,0.44,0.25,0.25,0.31,D,2020
1424,N. Magombo,Sobianitedrucy,FW,Coy Sunbirds,26,1993,6.67,0.13,2.2,0.98,42.96,2.2,0.89,0.0,0.17,20.33,-0.08,-0.05,0.01,0.23,0.08,0.08,-0.11,-0.12,D,2020
1425,N. Twesigye,Sobianitedrucy,FW,Coy Sunbirds,27,1991,8.55,0.42,2.62,1.31,47.79,2.75,1.33,0.21,0.41,13.1,0.03,0.07,0.16,0.46,0.5,0.11,-0.03,-0.02,D,2020
1426,G. Lubis,Dosqaly,FWMF,Coy Sunbirds,21,1998,6.42,0.19,1.76,0.62,36.46,1.82,0.58,0.19,0.29,18.47,0.04,-0.02,0.03,0.06,0.12,-0.03,-0.02,0.06,D,2020
1427,C. Go,Sobianitedrucy,FWMF,Coy Sunbirds,31,1988,3.67,0.01,3.02,0.81,27.36,2.87,0.79,0.01,0.04,21.19,0.1,0.03,-0.01,0.21,0.1,0.01,-0.16,-0.24,D,2020
1428,P. Rabiu,Sobianitedrucy,FWMF,Coy Sunbirds,26,1993,6.41,0.36,2.34,0.89,40.0,2.2,0.99,0.17,0.25,18.1,-0.03,0.17,0.13,0.48,0.3,0.17,-0.06,-0.15,D,2020
1429,U. Taaka,Xikong,FWMF,Coy Sunbirds,19,2000,32.62,0.4,1.88,0.75,40.66,1.75,0.72,0.19,0.34,17.08,-0.04,-0.01,0.05,0.23,0.2,0.07,0.01,0.09,D,2020
1430,L. Foo,Sobianitedrucy,GK,Coy Sunbirds,28,1991,3.97,-0.07,0.07,0.07,,0.06,-0.08,,,,0.09,0.03,0.05,0.01,-0.09,,0.02,0.08,D,2020
