,Player,Nation,Pos,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Performance PK,Performance PKatt,League,Year,Standard FK,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG
742,E. binti Ismail,Ledian,GK,24,1996,2.9,0.07,-0.02,0.01,,-0.03,0.02,,,,0.04,-0.01,Tournament,2020,,,,,,
743,F. Malunga,Ledian,GK,36,1985,0.95,0.08,-0.08,-0.07,,0.06,0.02,,,,0.02,-0.04,Tournament,2020,,,,,,
744,M. Kuo,Ledian,GK,24,1997,2.06,-0.09,0.03,-0.1,,0.08,0.05,,,,0.01,-0.09,Tournament,2020,,,,,,
745,A. Nabawanuka,Ledian,MF,27,1994,2.15,-0.06,0.96,0.53,49.96,0.91,0.42,-0.06,-0.03,,0.0,0.01,Tournament,2020,,,,,,
746,B. Namazzi,Ledian,MF,34,1987,3.73,-0.04,1.12,0.47,50.04,1.14,0.58,0.03,-0.05,,0.04,0.06,Tournament,2020,,,,,,
747,C. Lawal,Ledian,MF,29,1992,3.21,-0.04,0.66,0.08,0.0,0.68,0.03,-0.03,,,-0.01,0.09,Tournament,2020,,,,,,
748,D. Mumbere,Ledian,MF,30,1991,1.62,0.58,1.22,0.7,50.04,1.25,0.58,0.52,1.03,,-0.04,-0.04,Tournament,2020,,,,,,
749,F. Den,Ledian,MF,29,1991,0.76,0.08,0.06,-0.1,,-0.07,0.0,,,,0.05,0.09,Tournament,2020,,,,,,
750,M. Delgado,Ledian,MF,26,1994,2.96,-0.06,0.02,0.01,,-0.03,0.07,,,,0.01,0.0,Tournament,2020,,,,,,
751,M. Filipovi?,Ledian,MF,19,2002,0.29,0.08,-0.02,0.07,,-0.04,-0.04,,,,0.06,-0.01,Tournament,2020,,,,,,
752,P. Khosravi,Ledian,MF,30,1991,2.44,0.36,1.64,1.28,74.98,1.68,1.18,0.34,0.35,,0.1,0.01,Tournament,2020,,,,,,
753,X. Akao,Ledian,MF,34,1987,3.37,0.23,1.74,0.59,33.39,1.83,0.53,0.16,0.5,,-0.09,-0.03,Tournament,2020,,,,,,
754,H. Ndhlovu,Ledian,MFFW,26,1995,1.16,0.09,-0.05,0.04,,-0.08,0.07,,,,0.08,0.03,Tournament,2020,,,,,,
755,P. Mukalazi,Ledian,MFFW,25,1996,2.33,0.05,1.78,-0.07,-0.02,1.74,-0.03,-0.05,,,-0.05,0.01,Tournament,2020,,,,,,
756,V. Namayanja,Ledian,MFFW,26,1994,2.64,0.06,1.56,0.3,24.99,1.46,0.41,0.05,-0.01,,0.06,-0.06,Tournament,2020,,,,,,
757,C. Aliru,Leoneku Guidisia,DF,32,1989,2.06,0.07,0.41,0.05,0.09,0.54,0.1,-0.1,,,0.01,0.06,Tournament,2020,,,,,,
758,C. Ojambo,Leoneku Guidisia,DF,32,1989,1.0,0.09,-0.09,-0.03,,0.02,-0.02,,,,-0.06,0.02,Tournament,2020,,,,,,
759,D. Young,Leoneku Guidisia,DF,24,1997,1.97,0.09,1.04,0.1,0.09,1.06,0.02,0.01,,,0.09,-0.01,Tournament,2020,,,,,,
760,K. Appiah,Leoneku Guidisia,DF,33,1988,4.06,0.03,0.03,-0.09,,-0.02,0.01,,,,0.01,0.07,Tournament,2020,,,,,,
761,K. Vitali,Leoneku Guidisia,DF,33,1988,1.17,-0.08,-0.06,0.02,,-0.05,0.1,,,,-0.01,-0.03,Tournament,2020,,,,,,
762,L. Auma,Leoneku Guidisia,DF,27,1994,2.75,-0.09,0.78,-0.06,0.06,0.75,-0.08,-0.08,,,-0.09,0.01,Tournament,2020,,,,,,
763,T. Kemirembe,Leoneku Guidisia,DF,24,1997,1.12,0.02,0.88,0.87,100.08,0.86,0.81,0.0,0.07,,0.09,0.04,Tournament,2020,,,,,,
764,Z. Colombo,Leoneku Guidisia,DF,33,1988,4.06,0.04,0.21,0.09,-0.03,0.23,0.03,0.04,,,0.04,-0.1,Tournament,2020,,,,,,
765,K. Mashiri,Leoneku Guidisia,DFMF,27,1994,4.24,-0.08,0.22,0.07,0.06,0.3,0.04,0.09,,,0.09,-0.05,Tournament,2020,,,,,,
766,P. Dias,Leoneku Guidisia,DFMF,27,1993,0.22,-0.07,0.06,-0.08,,-0.04,-0.06,,,,0.0,0.08,Tournament,2020,,,,,,
767,A. Lekuru,Leoneku Guidisia,FW,24,1997,1.76,1.67,2.15,2.31,100.03,2.33,2.26,0.8,0.8,,0.02,0.05,Tournament,2020,,,,,,
768,E. Mtetwa,Leoneku Guidisia,FW,27,1994,2.81,0.01,2.15,0.02,-0.08,2.15,0.08,0.06,,,0.01,-0.02,Tournament,2020,,,,,,
769,J. Amsalem,Leoneku Guidisia,FW,31,1990,5.77,0.29,2.74,1.29,43.73,2.72,1.29,0.09,0.39,,-0.03,-0.04,Tournament,2020,,,,,,
770,Y. Bauer,Leoneku Guidisia,FW,22,1999,0.54,-0.02,1.58,-0.07,-0.08,1.54,-0.07,-0.04,,,0.06,-0.06,Tournament,2020,,,,,,
771,M. Krli?evi?,Leoneku Guidisia,GK,31,1989,5.97,0.02,0.26,0.03,0.09,0.14,0.02,0.04,,,0.06,0.05,Tournament,2020,,,,,,
772,D. Okidi,Leoneku Guidisia,MF,34,1987,4.55,-0.07,0.09,0.0,,-0.02,0.0,,,,0.08,-0.03,Tournament,2020,,,,,,
773,F. ?ahin,Leoneku Guidisia,MF,31,1990,0.78,-0.09,1.33,0.04,0.02,1.26,0.07,0.08,,,0.01,0.03,Tournament,2020,,,,,,
774,H. Tan,Leoneku Guidisia,MF,26,1995,5.87,-0.07,0.62,0.09,33.37,0.6,0.12,0.05,-0.05,,-0.04,-0.04,Tournament,2020,,,,,,
775,M. Olofsson,Leoneku Guidisia,MF,27,1994,1.22,0.06,0.02,0.07,,0.02,0.04,,,,0.06,0.03,Tournament,2020,,,,,,
776,U. Jonsson,Leoneku Guidisia,MF,30,1991,1.22,0.02,0.87,0.08,-0.08,0.84,-0.1,-0.01,,,-0.1,-0.01,Tournament,2020,,,,,,
777,W. Chia,Leoneku Guidisia,MF,27,1994,4.19,0.31,0.89,0.68,74.96,0.97,0.81,0.28,0.28,,-0.08,0.08,Tournament,2020,,,,,,
778,X. Ojambo,Leoneku Guidisia,MF,24,1997,2.33,0.01,2.05,-0.02,-0.04,2.03,-0.1,-0.04,,,0.02,0.08,Tournament,2020,,,,,,
779,Y. Mugabi,Leoneku Guidisia,MF,25,1996,0.17,-0.02,0.0,-0.07,,-0.06,0.03,,,,-0.02,0.0,Tournament,2020,,,,,,
780,Y. Ohayon,Leoneku Guidisia,MF,22,1999,0.14,-0.02,5.05,0.09,0.01,5.1,0.07,-0.04,,,-0.04,0.01,Tournament,2020,,,,,,
781,A. Pinto,Leoneku Guidisia,MFDF,28,1993,3.05,0.01,0.62,0.36,50.08,0.6,0.35,0.06,-0.05,,-0.02,0.03,Tournament,2020,,,,,,
782,T. Takada,Leoneku Guidisia,MFFW,28,1993,1.93,0.45,1.55,0.55,33.38,1.46,0.5,0.43,0.92,,0.07,0.0,Tournament,2020,,,,,,
783,B. Armah,Liacra,DF,24,1997,0.93,0.02,2.02,0.07,0.06,1.93,0.08,-0.01,,,-0.07,0.04,Tournament,2020,,,,,,
784,G. Chiumia,Liacra,DF,26,1995,0.38,-0.01,-0.08,0.08,,0.09,-0.03,,,,-0.04,0.03,Tournament,2020,,,,,,
785,G. Nankinga,Liacra,DF,24,1997,2.45,-0.05,-0.09,0.06,,-0.02,-0.05,,,,0.02,0.03,Tournament,2020,,,,,,
786,H. Laker,Liacra,DF,24,1997,3.03,-0.02,0.58,-0.08,0.06,0.67,0.02,0.1,,,-0.05,-0.02,Tournament,2020,,,,,,
787,H. Wijaya,Liacra,DF,23,1998,5.09,0.02,0.44,0.29,50.06,0.32,0.23,0.09,-0.05,,0.1,0.09,Tournament,2020,,,,,,
788,L. Takaki,Liacra,DF,31,1990,5.98,0.02,0.07,-0.1,-0.07,0.25,-0.05,-0.09,,,0.06,-0.03,Tournament,2020,,,,,,
789,H. Mande,Liacra,DFMF,29,1992,6.1,0.05,1.08,0.29,33.2,0.92,0.38,0.01,0.07,,-0.01,-0.02,Tournament,2020,,,,,,
790,D. Sultan,Liacra,FW,29,1992,1.95,-0.08,1.53,1.02,66.72,1.66,0.95,-0.1,-0.03,,-0.07,0.05,Tournament,2020,,,,,,
791,P. Sentongo,Liacra,FW,23,1997,0.04,-0.08,-0.09,0.06,,-0.08,0.07,,,,0.03,-0.07,Tournament,2020,,,,,,
792,B. Mirza,Liacra,FWMF,33,1988,1.05,-0.02,2.93,0.05,0.06,3.2,-0.07,0.07,,,-0.03,0.01,Tournament,2020,,,,,,
793,C. Sihombing,Liacra,FWMF,24,1997,2.65,0.47,1.87,1.06,60.1,1.88,1.16,0.28,0.35,,-0.01,-0.08,Tournament,2020,,,,,,
794,F. Longole,Liacra,FWMF,26,1995,5.04,0.11,3.54,1.1,33.21,3.69,1.28,0.06,0.01,,0.26,0.1,Tournament,2020,,,,,,
795,C. Kaudha,Liacra,GK,31,1990,4.93,0.08,0.03,-0.03,,0.08,0.05,,,,-0.06,0.02,Tournament,2020,,,,,,
796,D. Gyamfi,Liacra,GK,31,1990,0.99,-0.09,0.06,-0.02,,0.06,0.01,,,,0.03,0.08,Tournament,2020,,,,,,
797,B. Gama,Liacra,MF,27,1993,0.13,-0.06,0.09,-0.05,,-0.1,0.02,,,,-0.06,-0.03,Tournament,2020,,,,,,
798,E. Aciro,Liacra,MF,24,1996,2.67,-0.07,2.62,1.5,57.16,2.56,1.57,-0.09,-0.03,,0.02,-0.06,Tournament,2020,,,,,,
799,K. Sah,Liacra,MF,21,2000,6.05,0.0,1.21,0.34,28.57,1.23,0.42,0.1,0.03,,-0.06,-0.07,Tournament,2020,,,,,,
800,R. Zohar,Liacra,MF,28,1993,3.76,0.04,-0.03,-0.05,,0.04,-0.1,,,,0.0,0.04,Tournament,2020,,,,,,
801,S. Muza,Liacra,MF,24,1997,1.95,0.05,0.57,-0.02,0.01,0.54,0.05,-0.02,,,-0.07,-0.1,Tournament,2020,,,,,,
802,I. Rabinovitch,Liacra,MFFW,24,1997,5.27,0.68,3.85,1.45,39.94,3.77,1.47,0.17,0.3,,0.0,0.21,Tournament,2020,,,,,,
803,O. Putri,Liacra,MFFW,21,2000,5.26,0.04,2.78,0.81,26.74,2.76,0.8,-0.06,-0.02,,-0.07,0.09,Tournament,2020,,,,,,
804,B. Colin,Loco Phirema,DF,27,1994,3.27,0.0,0.59,0.35,49.96,0.71,0.32,0.01,-0.03,,-0.1,0.06,Tournament,2020,,,,,,
805,L. Magezi,Loco Phirema,DF,27,1994,3.03,0.07,0.94,0.58,66.75,1.08,0.71,-0.06,-0.09,,-0.05,-0.02,Tournament,2020,,,,,,
806,L. Namulindwa,Loco Phirema,DF,29,1992,-0.07,0.1,-0.06,-0.07,,-0.04,-0.04,,,,0.02,0.1,Tournament,2020,,,,,,
807,M. Johansson,Loco Phirema,DF,28,1993,5.84,0.05,0.26,-0.08,0.07,0.16,-0.07,0.01,,,-0.09,0.0,Tournament,2020,,,,,,
808,M. Sinh,Loco Phirema,DF,26,1995,4.24,-0.06,0.13,-0.09,0.07,0.16,0.09,-0.03,,,0.03,-0.02,Tournament,2020,,,,,,
809,B. Nayiga,Loco Phirema,DFMF,24,1997,3.93,0.08,0.2,-0.04,-0.02,0.21,-0.03,0.01,,,-0.08,0.01,Tournament,2020,,,,,,
810,V. Tuominen,Loco Phirema,DFMF,27,1994,5.31,0.06,0.52,0.38,66.65,0.63,0.46,0.05,-0.01,,0.06,0.02,Tournament,2020,,,,,,
811,G. Chemutai,Loco Phirema,FW,27,1994,2.08,0.44,1.56,1.6,99.94,1.58,1.48,0.26,0.42,,0.0,-0.04,Tournament,2020,,,,,,
812,J. Heinrich,Loco Phirema,FW,29,1992,2.9,0.39,1.36,0.35,24.96,1.42,0.42,0.31,0.99,,-0.02,0.04,Tournament,2020,,,,,,
813,K. Biswas,Loco Phirema,FW,32,1989,1.07,-0.1,0.91,1.02,100.0,1.07,0.97,-0.09,-0.09,,-0.06,0.04,Tournament,2020,,,,,,
814,A. Amono,Loco Phirema,FWMF,28,1993,0.41,0.05,5.9,2.08,33.33,6.36,2.11,0.08,0.07,,-0.06,0.09,Tournament,2020,,,,,,
815,K. Inoue,Loco Phirema,GK,23,1998,4.05,0.06,-0.07,0.09,,-0.02,-0.02,,,,-0.01,0.01,Tournament,2020,,,,,,
816,M. Nyamahunge,Loco Phirema,GK,33,1988,1.9,-0.03,0.04,-0.02,,0.06,-0.03,,,,0.03,-0.08,Tournament,2020,,,,,,
817,C. Ková?,Loco Phirema,MF,28,1993,4.97,-0.05,0.84,-0.02,0.08,0.83,0.07,0.08,,,0.01,0.01,Tournament,2020,,,,,,
818,G. Chakanyuka,Loco Phirema,MF,25,1996,0.71,-0.01,2.52,1.28,50.05,2.36,1.18,0.02,0.05,,0.01,0.01,Tournament,2020,,,,,,
819,G. Kalema,Loco Phirema,MF,30,1991,1.32,0.76,0.76,0.85,100.04,0.81,0.82,1.0,0.9,,-0.09,0.08,Tournament,2020,,,,,,
820,G. Nyapendi,Loco Phirema,MF,32,1989,2.03,0.07,0.01,-0.05,,0.09,0.06,,,,0.01,-0.03,Tournament,2020,,,,,,
821,L. Asio,Loco Phirema,MF,22,1999,2.87,-0.04,2.0,0.0,-0.07,2.0,-0.04,0.04,,,0.1,-0.01,Tournament,2020,,,,,,
822,L. Oketch,Loco Phirema,MF,28,1993,1.98,0.03,-0.09,-0.06,,0.04,-0.08,,,,0.02,-0.05,Tournament,2020,,,,,,
823,M. Jönsson,Loco Phirema,MF,23,1998,0.2,0.0,-0.1,0.07,,-0.08,0.06,,,,0.08,0.05,Tournament,2020,,,,,,
824,M. Nanangwe,Loco Phirema,MF,26,1994,0.62,-0.08,1.62,-0.02,0.09,1.7,-0.07,0.01,,,-0.06,-0.07,Tournament,2020,,,,,,
825,O. Shereni,Loco Phirema,MF,24,1997,0.75,0.05,1.33,1.19,99.96,1.26,1.3,0.09,0.0,,0.02,-0.07,Tournament,2020,,,,,,
826,Q. Habibi,Loco Phirema,MF,29,1992,3.6,0.1,0.58,0.01,-0.06,0.63,0.03,-0.07,,,-0.02,0.03,Tournament,2020,,,,,,
827,U. Barugahare,Loco Phirema,MF,25,1996,0.36,0.04,0.08,0.03,,-0.08,-0.03,,,,0.05,-0.1,Tournament,2020,,,,,,
828,V. Muhanguzi,Loco Phirema,MF,22,1999,2.4,0.33,1.18,1.32,99.9,1.2,1.24,0.38,0.31,,0.01,-0.01,Tournament,2020,,,,,,
829,E. Ayerango,Loco Phirema,MFFW,26,1995,2.45,0.0,3.3,0.82,25.05,3.33,0.75,0.04,-0.02,,0.02,0.03,Tournament,2020,,,,,,
830,O. Ali,Loco Phirema,MFFW,25,1996,3.99,0.05,1.25,0.45,40.08,1.19,0.41,0.09,0.04,,0.07,-0.03,Tournament,2020,,,,,,
831,E. Bernard,Mandlestan,DF,25,1996,1.06,-0.01,0.07,-0.02,,-0.1,-0.1,,,,-0.07,0.05,Tournament,2020,,,,,,
832,E. Silvestri,Mandlestan,DF,31,1989,1.01,-0.06,0.04,0.1,,-0.1,0.07,,,,-0.05,0.05,Tournament,2020,,,,,,
833,H. Chio,Mandlestan,DF,35,1986,5.1,0.13,0.49,0.15,50.07,0.35,0.29,0.49,1.05,,0.09,0.02,Tournament,2020,,,,,,
834,L. Kurt,Mandlestan,DF,28,1993,2.93,0.07,0.31,-0.03,0.01,0.4,0.03,0.09,,,-0.08,0.04,Tournament,2020,,,,,,
835,L. Tumuhairwe,Mandlestan,DF,22,1999,2.94,0.02,-0.01,0.04,,-0.1,0.0,,,,-0.01,0.06,Tournament,2020,,,,,,
836,Z. Pedersen,Mandlestan,DF,33,1988,4.94,0.15,0.93,0.23,20.04,1.0,0.23,0.26,1.1,,0.04,0.08,Tournament,2020,,,,,,
837,E. Berocan,Mandlestan,FW,20,2001,0.21,-0.07,-0.07,0.08,,0.02,-0.02,,,,-0.09,0.05,Tournament,2020,,,,,,
838,H. Masereka,Mandlestan,FW,26,1995,2.9,-0.06,2.04,0.08,0.03,2.09,0.08,-0.02,,,-0.02,0.09,Tournament,2020,,,,,,
839,P. Russo,Mandlestan,FW,20,2001,1.81,-0.01,0.06,-0.03,,0.09,-0.01,,,,-0.02,-0.05,Tournament,2020,,,,,,
840,V. Saleh,Mandlestan,FW,24,1997,2.29,0.53,1.86,0.37,24.91,1.9,0.44,0.24,0.92,,0.01,-0.01,Tournament,2020,,,,,,
841,D. Haugen,Mandlestan,FWMF,25,1996,4.29,0.55,0.89,0.51,50.02,0.87,0.43,0.57,1.07,,-0.08,0.06,Tournament,2020,,,,,,
842,O. Jafari,Mandlestan,FWMF,28,1993,5.95,0.05,1.78,0.76,45.48,1.83,0.93,-0.05,-0.02,,0.09,0.01,Tournament,2020,,,,,,
843,N. Anguko,Mandlestan,GK,33,1988,6.02,-0.01,-0.09,0.04,,0.08,0.06,,,,0.07,-0.02,Tournament,2020,,,,,,
844,A. Masunda,Mandlestan,MF,28,1993,4.83,0.06,0.79,0.07,0.0,0.86,0.0,0.06,,,-0.06,-0.01,Tournament,2020,,,,,,
845,B. Varma,Mandlestan,MF,23,1997,0.59,-0.08,2.09,2.0,99.94,1.86,1.97,0.02,-0.08,,-0.04,-0.08,Tournament,2020,,,,,,
846,I. Salamah,Mandlestan,MF,28,1993,0.03,0.02,-0.02,-0.1,,0.04,-0.07,,,,0.05,0.08,Tournament,2020,,,,,,
847,M. Koval,Mandlestan,MF,29,1992,2.16,0.0,0.52,-0.06,0.04,0.36,0.06,0.04,,,0.06,-0.05,Tournament,2020,,,,,,
848,M. Shoshan,Mandlestan,MF,30,1991,0.17,-0.04,-0.04,-0.04,,-0.08,-0.01,,,,0.0,-0.06,Tournament,2020,,,,,,
849,O. Hayati,Mandlestan,MF,24,1997,6.02,0.09,0.43,0.1,33.31,0.45,0.26,0.07,0.02,,0.03,0.07,Tournament,2020,,,,,,
850,U. Nanyombi,Mandlestan,MF,20,2001,0.16,9.94,9.91,10.09,100.08,10.06,10.01,1.01,0.92,,-0.09,-0.09,Tournament,2020,,,,,,
851,Z. Sale,Mandlestan,MF,23,1998,4.89,0.24,1.83,0.86,44.31,1.81,0.76,0.04,0.19,,0.04,-0.03,Tournament,2020,,,,,,
852,B. Shalom,Mandlestan,MFDF,27,1994,6.02,-0.01,0.82,0.36,39.95,0.75,0.36,-0.07,-0.05,,-0.03,-0.01,Tournament,2020,,,,,,
853,D. Chiwara,Manlisgamncent,DF,26,1995,1.53,-0.09,0.71,0.03,0.04,0.7,-0.03,-0.07,,,0.0,-0.07,Tournament,2020,,,,,,
854,E. Katende,Manlisgamncent,DF,30,1991,0.99,0.05,0.07,-0.05,,-0.1,0.08,,,,-0.01,-0.03,Tournament,2020,,,,,,
855,F. Mawa,Manlisgamncent,DF,24,1997,0.74,0.04,-0.04,0.01,,0.05,0.0,,,,0.07,0.03,Tournament,2020,,,,,,
856,G. Nansamba,Manlisgamncent,DF,25,1995,1.02,0.06,0.07,0.09,,-0.07,0.04,,,,-0.07,0.01,Tournament,2020,,,,,,
857,G. Nassazi,Manlisgamncent,DF,29,1992,1.99,-0.01,-0.04,0.04,,-0.02,0.04,,,,-0.02,0.04,Tournament,2020,,,,,,
858,L. Ssembatya,Manlisgamncent,DF,24,1997,3.01,0.06,0.33,-0.07,-0.08,0.26,0.02,-0.07,,,0.07,-0.08,Tournament,2020,,,,,,
859,M. Apolot,Manlisgamncent,DF,28,1992,3.08,0.0,0.05,-0.06,,-0.03,-0.09,,,,0.08,0.01,Tournament,2020,,,,,,
860,M. Tseu,Manlisgamncent,DF,25,1996,2.94,-0.07,0.38,0.01,-0.03,0.35,-0.05,0.06,,,0.06,-0.03,Tournament,2020,,,,,,
861,Q. Achom,Manlisgamncent,DF,32,1989,4.91,0.27,0.38,0.28,50.05,0.41,0.14,0.41,0.96,,-0.04,-0.03,Tournament,2020,,,,,,
862,S. Lamptey,Manlisgamncent,DF,21,1999,1.36,-0.01,0.03,-0.04,,-0.05,-0.01,,,,0.01,-0.09,Tournament,2020,,,,,,
863,Z. Ado,Manlisgamncent,DF,32,1989,2.42,-0.07,0.08,-0.02,,-0.01,-0.09,,,,0.03,-0.06,Tournament,2020,,,,,,
864,B. Yang,Manlisgamncent,FW,30,1991,0.99,0.03,-0.04,-0.03,,0.06,0.02,,,,0.09,-0.03,Tournament,2020,,,,,,
865,I. Šari?,Manlisgamncent,FW,27,1994,1.12,0.96,0.97,0.82,100.0,0.84,0.9,0.94,1.08,,0.06,-0.09,Tournament,2020,,,,,,
866,Z. Davies,Manlisgamncent,FW,30,1991,2.17,0.55,2.36,1.03,39.95,2.41,0.99,0.21,0.56,,-0.05,-0.07,Tournament,2020,,,,,,
867,F. Cheah,Manlisgamncent,FWMF,28,1992,0.19,0.05,-0.02,0.03,,-0.07,0.02,,,,0.05,-0.08,Tournament,2020,,,,,,
868,R. Kato,Manlisgamncent,FWMF,32,1989,4.83,0.07,1.59,0.54,37.41,1.66,0.54,-0.09,0.06,,0.05,-0.04,Tournament,2020,,,,,,
869,E. Jew,Manlisgamncent,GK,26,1995,6.02,0.08,0.01,-0.05,,0.01,0.01,,,,0.02,-0.04,Tournament,2020,,,,,,
870,C. Nangobi,Manlisgamncent,MF,36,1985,4.04,-0.06,0.68,0.35,33.27,0.75,0.33,0.01,-0.02,,0.0,-0.05,Tournament,2020,,,,,,
871,C. Nyesiga,Manlisgamncent,MF,27,1994,4.96,0.37,1.18,0.99,83.24,1.21,0.91,0.34,0.49,,0.0,-0.07,Tournament,2020,,,,,,
872,K. Thompson,Manlisgamncent,MF,26,1995,0.61,-0.07,2.76,-0.05,0.0,2.87,-0.01,-0.05,,,-0.1,-0.06,Tournament,2020,,,,,,
873,M. Muwanga,Manlisgamncent,MF,24,1996,-0.05,-0.03,-0.05,-0.08,,-0.06,0.03,,,,0.08,-0.01,Tournament,2020,,,,,,
874,X. Kanyunyuzi,Manlisgamncent,MF,32,1989,0.4,0.0,0.08,0.07,,-0.08,0.03,,,,-0.04,-0.04,Tournament,2020,,,,,,
875,Z. Griffiths,Manlisgamncent,MF,28,1992,2.24,-0.06,1.35,0.02,0.0,1.34,0.06,-0.1,,,0.07,-0.01,Tournament,2020,,,,,,
876,F. Blanco,Manlisgamncent,MFFW,23,1998,3.56,0.26,1.6,0.81,50.06,1.64,0.83,0.2,0.41,,0.09,-0.02,Tournament,2020,,,,,,
877,G. Muleya,Manlisgamncent,MFFW,28,1993,1.59,0.03,-0.01,-0.09,,0.04,-0.09,,,,-0.08,-0.09,Tournament,2020,,,,,,
878,H. Mbabazi,Manlisgamncent,MFFW,24,1997,5.87,0.31,2.15,0.92,41.77,1.98,0.8,0.15,0.42,,-0.07,0.04,Tournament,2020,,,,,,
879,J. Jørgensen,Manlisgamncent,MFFW,26,1995,2.88,-0.03,1.45,0.61,50.0,1.39,0.75,0.03,0.06,,-0.02,-0.05,Tournament,2020,,,,,,
880,C. Popescu,Mico,DF,32,1989,5.97,-0.02,0.38,-0.02,0.01,0.33,0.02,0.02,,,0.04,0.06,Tournament,2020,,,,,,
881,S. Armah,Mico,DF,25,1996,3.4,0.37,1.74,0.37,16.61,1.81,0.35,0.17,0.99,,-0.04,-0.05,Tournament,2020,,,,,,
882,V. It?,Mico,DF,32,1989,5.01,-0.04,1.46,0.34,28.55,1.3,0.43,0.03,0.05,,-0.07,0.09,Tournament,2020,,,,,,
883,W. Twinamatsiko,Mico,DF,29,1992,1.21,0.02,-0.04,0.02,,0.06,0.06,,,,-0.09,-0.09,Tournament,2020,,,,,,
884,X. Kho,Mico,DF,24,1997,1.86,0.0,-0.01,-0.06,,0.08,0.01,,,,0.02,0.04,Tournament,2020,,,,,,
885,Y. Gashi,Mico,DF,30,1991,0.95,0.04,0.1,-0.04,,-0.08,-0.02,,,,0.09,0.05,Tournament,2020,,,,,,
886,Z. Bibi,Mico,DF,31,1990,1.69,0.07,-0.06,-0.02,,-0.03,0.03,,,,-0.03,0.05,Tournament,2020,,,,,,
887,J. Willems,Mico,DFMF,28,1993,0.24,0.04,0.06,0.08,,-0.08,0.01,,,,-0.06,-0.01,Tournament,2020,,,,,,
888,Y. Eyotaru,Mico,DFMF,25,1996,5.5,0.02,0.06,-0.06,,0.08,0.04,,,,-0.05,0.08,Tournament,2020,,,,,,
889,L. Tembo,Mico,FW,22,1999,0.92,0.99,1.04,1.09,100.02,1.03,1.02,0.98,1.1,,0.03,-0.08,Tournament,2020,,,,,,
890,N. Katusabe,Mico,FW,28,1993,0.03,0.06,-0.07,-0.03,,-0.06,-0.06,,,,-0.04,0.07,Tournament,2020,,,,,,
891,P. Khoh,Mico,FW,24,1997,2.92,0.05,1.93,0.34,16.78,1.99,0.38,0.0,0.03,,-0.01,-0.09,Tournament,2020,,,,,,
892,X. James,Mico,FW,27,1994,5.65,0.07,1.26,0.33,28.63,1.18,0.42,-0.03,0.08,,0.07,-0.01,Tournament,2020,,,,,,
893,F. Cumbe,Mico,FWMF,29,1992,0.23,-0.05,0.07,-0.02,,0.07,0.01,,,,-0.1,-0.03,Tournament,2020,,,,,,
894,M. Ogbonna,Mico,FWMF,21,1999,0.25,0.03,-0.1,-0.06,,0.04,-0.01,,,,0.07,0.0,Tournament,2020,,,,,,
895,U. Nafula,Mico,FWMF,30,1991,5.21,0.04,1.79,0.45,22.3,1.8,0.43,0.03,-0.07,,0.05,0.03,Tournament,2020,,,,,,
896,U. Siziba,Mico,FWMF,26,1995,0.71,-0.02,1.35,-0.08,0.06,1.26,0.04,-0.04,,,-0.09,0.1,Tournament,2020,,,,,,
897,Y. Hee,Mico,FWMF,27,1994,0.25,-0.05,0.0,0.01,,0.07,-0.05,,,,0.04,-0.07,Tournament,2020,,,,,,
898,S. Zandamela,Mico,GK,35,1986,5.51,0.02,-0.02,0.08,,-0.07,-0.01,,,,-0.07,0.07,Tournament,2020,,,,,,
899,U. Ndagire,Mico,GK,29,1992,0.46,-0.02,-0.05,0.03,,-0.06,0.09,,,,-0.01,-0.08,Tournament,2020,,,,,,
900,A. Kiss,Mico,MF,26,1995,4.1,-0.09,0.53,0.02,0.07,0.49,0.02,-0.08,,,-0.1,0.09,Tournament,2020,,,,,,
901,H. Ferraro,Mico,MF,27,1994,0.76,-0.03,-0.01,0.09,,-0.02,0.07,,,,0.0,0.04,Tournament,2020,,,,,,
902,J. Dubois,Mico,MF,29,1992,6.03,0.73,2.75,1.21,41.14,2.86,1.12,0.0,0.13,,0.52,0.44,Tournament,2020,,,,,,
903,O. Lakot,Mico,MF,30,1991,5.7,-0.04,0.96,0.24,16.66,1.13,0.19,-0.02,0.05,,-0.05,-0.04,Tournament,2020,,,,,,
904,Q. Ili?,Mico,MF,25,1996,0.92,-0.08,-0.09,0.04,,-0.05,-0.07,,,,0.02,-0.1,Tournament,2020,,,,,,
905,A. Ainomugisha,Moaithe,DF,21,2000,1.68,-0.05,1.79,1.17,66.65,1.8,1.16,-0.08,0.01,,-0.03,-0.03,Tournament,2020,,,,,,
906,D. Mangeni,Moaithe,DF,28,1992,5.02,0.09,0.28,-0.06,-0.1,0.13,-0.1,0.09,,,0.06,0.07,Tournament,2020,,,,,,
907,E. Manhica,Moaithe,DF,29,1992,3.95,0.06,-0.04,0.08,,-0.01,-0.07,,,,-0.04,0.09,Tournament,2020,,,,,,
908,E. Vasav,Moaithe,DF,25,1996,1.91,0.48,0.47,0.59,99.95,0.42,0.41,0.96,1.09,,0.06,-0.09,Tournament,2020,,,,,,
