,Player,Nation,Pos,Squad,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,League,Year
1531,F. Nyiramahoro,Sobianitedrucy,DF,Flying Bombadiers,19,2000,1.31,0.79,0.68,0.78,-0.07,-0.03,-0.1,2.94,-0.03,2.9,10.05,2.77,28.62,5.74,4.23,0.08,1.48,1.5,0.62,0.09,0.76,1.51,6.47,0.65,D,2020
1532,H. Hsu,Sobianitedrucy,DF,Flying Bombadiers,17,2001,0.02,-0.02,0.07,-0.07,0.1,0.06,0.09,0.0,,-0.06,10.02,-0.1,0.09,10.03,0.09,0.08,0.08,0.1,0.04,-0.03,0.1,-0.1,-0.05,-0.02,D,2020
1533,O. Ahamad,Sobianitedrucy,DF,Flying Bombadiers,25,1993,24.51,2.18,1.3,1.17,1.07,-0.01,0.79,1.25,56.38,0.55,15.93,5.26,33.13,9.05,6.51,0.37,1.82,0.75,-0.09,1.14,1.18,3.31,6.94,0.05,D,2020
1534,G. Abdi,Danan Seekeeling,FW,Flying Bombadiers,28,1991,8.63,1.24,0.63,0.31,0.2,0.8,0.24,0.49,49.91,0.3,18.43,6.17,33.31,1.09,6.1,11.33,1.28,0.21,0.06,1.06,0.29,1.46,1.42,-0.06,D,2020
1535,E. Munetsi,Imaar Vircoand,FW,Flying Bombadiers,37,1982,27.96,0.75,0.4,0.09,0.29,0.42,0.1,1.01,13.73,0.8,21.38,5.41,25.46,1.16,8.69,11.49,0.8,0.12,0.04,0.66,0.03,0.8,1.36,0.06,D,2020
1536,K. Amoding,Northslands,FW,Flying Bombadiers,20,1998,14.91,1.22,0.62,0.62,0.56,0.09,0.26,1.4,22.62,1.07,19.66,4.98,25.25,3.37,7.85,8.53,1.22,0.0,0.03,1.28,0.64,1.92,0.8,0.15,D,2020
1537,A. Patal,Sobianitedrucy,FW,Flying Bombadiers,28,1991,2.17,1.52,1.35,0.06,1.04,0.45,0.4,0.97,50.07,0.53,20.41,4.25,20.96,0.92,10.4,9.13,0.46,0.0,-0.09,0.51,0.89,2.45,0.09,-0.06,D,2020
1538,M. Ogbonna,Mico,FWMF,Flying Bombadiers,19,1999,8.41,1.59,0.73,0.7,0.76,0.21,0.53,2.08,29.49,1.35,25.56,5.63,21.82,5.98,11.57,8.11,1.73,0.1,0.06,1.57,0.44,1.94,1.46,-0.07,D,2020
1539,E. Bošnjak,Northslands,FWMF,Flying Bombadiers,17,2001,1.67,1.83,0.07,0.51,0.49,0.54,0.6,1.18,50.01,0.54,20.07,4.05,20.51,6.99,8.88,4.09,1.19,0.68,0.0,0.56,0.56,2.39,0.64,-0.07,D,2020
1540,C. Majoni,Sobianitedrucy,FWMF,Flying Bombadiers,27,1991,25.2,1.33,0.86,0.4,0.63,0.16,0.53,2.32,24.55,1.88,18.21,4.95,27.34,4.7,8.42,5.2,1.09,-0.01,-0.09,1.01,0.39,1.9,0.41,-0.02,D,2020
1541,O. Night,Sobianitedrucy,FWMF,Flying Bombadiers,22,1997,29.85,1.16,0.77,0.6,0.41,0.26,0.59,1.77,27.28,1.43,17.08,4.73,27.65,4.33,6.76,6.19,1.37,0.06,-0.07,1.28,0.19,1.4,0.75,0.0,D,2020
1542,V. Razak,Lefghau,GK,Flying Bombadiers,35,1983,1.03,-0.02,-0.07,0.04,-0.1,0.0,0.08,-0.07,,0.08,-0.02,0.04,,-0.08,-0.08,-0.01,0.06,-0.08,0.06,0.09,-0.04,-0.05,-0.07,0.02,D,2020
1543,U. Mvula,Nkasland Cronestan,GK,Flying Bombadiers,28,1991,37.08,0.09,-0.02,0.08,-0.05,0.06,-0.09,0.08,,0.06,0.17,0.05,33.34,0.15,-0.04,0.08,0.1,0.04,-0.1,-0.02,-0.07,0.02,0.01,0.03,D,2020
1544,S. Kor,Byasier Pujan,MF,Flying Bombadiers,22,1997,11.95,2.17,1.78,1.01,1.11,0.01,0.32,1.6,24.98,1.24,19.21,5.98,30.99,7.66,9.91,1.83,2.0,0.43,-0.04,1.62,2.21,4.31,2.47,-0.09,D,2020
1545,Z. Angom,Cuandbo,MF,Flying Bombadiers,17,2002,1.6,0.72,0.67,-0.02,0.6,-0.02,0.65,1.8,33.24,1.17,31.29,6.94,21.93,4.47,14.93,11.85,1.2,0.01,-0.06,1.34,0.72,1.35,1.17,-0.01,D,2020
1546,O. Bin Abdul Rahman,Imaar Vircoand,MF,Flying Bombadiers,21,1998,7.77,2.82,1.97,1.83,0.82,0.13,1.39,3.38,42.24,1.99,30.06,9.2,30.68,9.6,16.3,4.15,1.71,0.2,0.08,1.62,1.05,3.83,1.09,0.03,D,2020
1547,U. Lomongin,Northern Namemo Laand,MF,Flying Bombadiers,31,1987,19.78,1.75,1.2,0.75,0.91,0.23,0.53,2.82,18.46,2.14,17.56,4.85,28.0,6.49,8.76,2.08,1.68,0.49,-0.03,1.2,0.89,2.49,2.14,0.04,D,2020
1548,A. Shafiee,Quewenia,MF,Flying Bombadiers,33,1986,7.79,2.41,2.01,0.6,1.39,0.4,0.98,3.37,25.93,2.52,25.0,6.57,26.07,7.78,13.36,3.92,1.95,0.45,-0.06,1.6,0.71,2.89,1.37,-0.05,D,2020
1549,P. Arhin,Republic of Denand Landsa,MF,Flying Bombadiers,19,1999,0.77,1.27,-0.01,0.04,1.26,-0.01,-0.07,0.04,,0.09,18.72,5.04,26.68,3.75,9.91,5.01,1.21,-0.06,-0.04,1.26,-0.06,1.27,3.69,-0.06,D,2020
1550,H. Pichler,Sobianitedrucy,MF,Flying Bombadiers,29,1989,21.23,2.48,1.94,0.9,1.12,0.33,0.72,2.81,27.85,2.1,23.75,7.24,29.98,7.22,13.1,3.4,1.47,0.26,-0.01,1.38,0.82,3.41,1.01,-0.02,D,2020
1551,I. Mushonga,Sobianitedrucy,MF,Flying Bombadiers,28,1991,27.45,1.92,1.33,0.55,0.96,0.37,0.64,2.09,30.91,1.47,16.52,4.86,29.41,3.5,8.64,4.46,1.08,0.05,0.01,0.97,0.28,2.28,0.77,0.03,D,2020
1552,V. Ogwal,Sobianitedrucy,MF,Flying Bombadiers,18,2001,-0.04,0.1,-0.02,0.05,-0.07,0.09,-0.08,-0.06,,0.08,-0.07,0.03,,0.04,-0.09,0.07,0.02,-0.03,0.09,0.06,0.05,0.02,-0.03,0.04,D,2020
1553,X. Aliru,Xikong,MF,Flying Bombadiers,20,1999,11.8,1.51,1.18,0.83,0.42,0.2,0.28,2.69,12.99,2.24,22.88,4.86,20.85,6.37,12.25,4.19,1.88,0.46,0.02,1.38,0.81,2.13,1.26,0.01,D,2020
1554,B. Ozols,Sobianitedrucy,MFFW,Flying Bombadiers,17,2001,0.29,4.9,5.08,-0.05,5.01,0.07,0.04,0.08,,0.02,25.07,9.93,39.95,4.93,4.91,14.93,-0.01,0.0,0.04,0.01,5.02,10.02,-0.07,0.09,D,2020
1555,A. Marchenko,Ingre,DF,Hideous Spartans,25,1993,14.94,1.55,0.88,1.1,0.36,0.2,0.75,1.43,49.92,0.78,12.88,3.28,24.9,8.36,3.99,0.67,3.05,0.42,-0.1,2.56,0.94,2.66,3.9,0.09,D,2020
1556,W. Hamad,Kesternsri,DF,Hideous Spartans,33,1985,26.11,1.31,0.99,1.01,0.3,-0.05,0.89,1.61,51.16,0.74,9.26,3.54,37.3,5.79,3.24,0.17,1.56,0.93,-0.06,0.78,0.59,2.11,5.66,0.12,D,2020
1557,D. Kos,Nkasland Cronestan,DF,Hideous Spartans,19,2000,12.82,1.18,0.88,0.64,0.63,0.09,0.56,1.65,36.38,1.16,10.9,2.92,27.05,6.45,3.97,0.72,2.63,1.43,0.0,1.13,0.26,1.39,3.71,-0.08,D,2020
1558,E. Ghosh,Sobianitedrucy,DF,Hideous Spartans,29,1989,13.75,1.43,0.78,1.23,0.27,-0.04,0.33,0.44,71.44,0.17,7.19,1.94,26.06,5.51,1.5,0.16,2.23,1.19,0.03,1.02,1.26,2.76,6.15,-0.02,D,2020
1559,E. Németh,Sobianitedrucy,DF,Hideous Spartans,33,1986,27.1,1.49,0.98,0.98,0.46,-0.03,0.64,1.7,42.17,0.93,8.34,2.84,35.24,5.62,2.39,0.23,2.13,1.06,-0.02,1.03,0.89,2.5,5.02,0.06,D,2020
1560,F. Odaga,Sobianitedrucy,DF,Hideous Spartans,20,1999,21.1,1.69,1.34,1.06,0.5,0.1,0.61,1.74,32.37,1.25,11.81,3.93,33.3,6.62,3.63,1.71,1.15,0.1,0.0,1.0,0.76,2.66,2.54,0.08,D,2020
1561,K. Nanyondo,Sobianitedrucy,DF,Hideous Spartans,26,1993,14.82,3.15,1.9,1.62,1.17,0.4,1.55,3.52,41.54,2.14,16.89,4.68,28.31,6.62,7.5,2.74,2.52,0.61,0.0,1.74,0.38,3.63,4.57,0.16,D,2020
1562,K. Reyes,Sobianitedrucy,DF,Hideous Spartans,21,1997,1.05,2.08,1.96,1.01,0.92,0.08,0.08,0.09,,-0.06,14.06,3.03,21.44,3.93,7.99,1.94,2.96,0.91,0.03,2.05,3.09,5.07,2.0,0.08,D,2020
1563,O. Barasa,Sobianitedrucy,DF,Hideous Spartans,32,1986,12.71,1.01,0.36,0.65,0.28,0.15,0.25,0.94,25.02,0.78,10.07,2.75,27.98,5.32,3.6,1.29,2.34,0.67,0.06,1.78,0.58,1.39,3.07,0.05,D,2020
1564,Y. Mugerwa,Sobianitedrucy,DF,Hideous Spartans,24,1995,10.37,3.22,1.98,2.2,0.76,0.36,0.89,2.31,39.07,1.39,12.27,3.82,30.96,5.89,4.62,1.85,2.46,0.91,-0.01,1.58,1.64,4.78,1.9,-0.03,D,2020
1565,Q. Krasniqi,Sobianitedrucy,DFMF,Hideous Spartans,18,2001,4.17,1.7,0.45,1.04,0.65,-0.06,0.43,0.83,66.72,0.17,12.72,1.7,13.47,7.02,5.54,0.0,2.22,1.37,0.09,0.73,1.26,2.89,4.06,0.02,D,2020
1566,Z. Njoku,Imaar Vircoand,FW,Hideous Spartans,24,1995,32.47,0.98,0.32,0.29,0.29,0.26,0.26,0.96,20.73,0.64,15.08,3.94,26.36,1.85,6.63,6.77,1.2,0.31,0.1,0.78,0.23,1.06,0.33,-0.05,D,2020
1567,L. Nanono,Sobianitedrucy,FW,Hideous Spartans,30,1988,0.49,0.08,0.04,0.04,-0.04,-0.06,0.07,0.08,,-0.09,7.97,2.1,25.01,-0.06,4.03,4.03,-0.03,-0.02,-0.09,0.05,1.91,1.96,4.06,-0.05,D,2020
1568,P. Matsumoto,Sobianitedrucy,FW,Hideous Spartans,19,2000,0.62,-0.07,-0.05,-0.06,-0.07,0.05,-0.07,0.03,,0.01,9.99,1.62,16.64,3.39,5.02,1.61,-0.02,0.08,0.04,-0.05,1.59,1.68,0.04,0.09,D,2020
1569,W. Kisitu,Sobianitedrucy,FW,Hideous Spartans,23,1996,2.75,1.44,1.05,1.08,0.29,-0.04,0.75,1.87,40.05,1.2,12.51,3.29,26.56,0.75,6.63,5.18,0.1,-0.08,-0.03,-0.05,0.09,1.39,0.67,0.03,D,2020
1570,K. Taremwa,Lefghau,FWMF,Hideous Spartans,27,1992,35.04,0.69,0.46,0.32,0.16,0.21,0.04,0.76,16.09,0.51,12.25,2.94,24.17,2.19,5.43,4.61,1.24,0.24,-0.03,0.81,0.13,0.77,1.04,0.04,D,2020
1571,C. Reuben,Sobianitedrucy,FWMF,Hideous Spartans,29,1990,2.27,0.08,0.04,0.0,0.02,-0.03,0.1,0.03,,-0.09,15.74,4.28,27.85,1.36,6.16,8.19,0.41,-0.08,-0.01,0.35,0.88,0.87,1.28,0.03,D,2020
1572,Z. Nyamahunge,Lefghau,GK,Hideous Spartans,37,1982,4.97,0.03,-0.04,0.02,-0.07,0.04,0.02,0.02,,0.05,-0.06,0.07,,0.01,0.08,0.02,-0.02,-0.02,0.07,-0.01,0.06,0.03,0.5,-0.02,D,2020
1573,Y. Nanyondo,Sobianitedrucy,GK,Hideous Spartans,25,1994,15.91,-0.05,-0.09,-0.04,0.0,-0.07,0.02,-0.03,,0.08,0.01,0.07,-0.09,0.03,0.08,0.09,0.0,-0.07,0.09,-0.01,-0.03,0.07,0.12,0.05,D,2020
1574,M. Ngamita,Xikong,GK,Hideous Spartans,29,1990,16.87,0.06,0.02,-0.01,-0.04,0.03,-0.03,0.01,-0.01,0.02,-0.04,-0.08,,0.1,-0.07,0.09,0.05,-0.1,0.0,0.07,0.06,0.09,0.05,0.01,D,2020
1575,G. Achia,Imaar Vircoand,MF,Hideous Spartans,30,1989,6.65,2.11,1.11,0.81,1.03,0.21,0.98,3.15,33.29,2.0,15.92,4.28,26.28,4.93,7.31,3.65,1.05,0.18,0.06,0.93,0.56,2.66,2.62,0.08,D,2020
1576,T. Ray,Janmico,MF,Hideous Spartans,23,1996,5.2,3.21,2.28,2.06,1.02,0.12,1.04,2.5,38.42,1.56,20.53,7.59,36.34,10.55,9.66,0.4,1.78,0.05,-0.02,1.77,0.75,4.06,3.5,0.07,D,2020
1577,V. Persson,Kani,MF,Hideous Spartans,28,1990,21.09,1.76,0.95,0.4,1.02,0.33,0.63,2.03,26.61,1.63,17.47,4.7,26.61,5.38,8.52,3.45,1.76,0.55,0.06,1.39,0.28,2.11,1.28,0.04,D,2020
1578,K. Thompson,Manlisgamncent,MF,Hideous Spartans,24,1995,25.78,3.4,2.39,1.61,1.36,0.32,0.72,3.22,25.84,2.3,24.55,7.23,29.48,9.52,11.3,3.86,2.15,0.58,-0.08,1.47,1.14,4.47,0.34,-0.04,D,2020
1579,H. Michel,Saintu,MF,Hideous Spartans,32,1986,4.76,1.91,1.63,0.46,1.17,0.3,1.23,4.41,28.65,3.04,15.2,4.19,27.41,3.45,9.58,1.98,1.89,0.13,-0.05,1.61,0.16,2.03,1.5,-0.09,D,2020
1580,E. Ngoma,Sobianitedrucy,MF,Hideous Spartans,18,2001,0.31,0.03,0.06,-0.02,0.08,0.08,0.09,0.07,,-0.08,6.77,0.0,-0.09,-0.05,6.71,0.01,0.04,0.01,0.08,0.1,0.06,-0.09,-0.01,-0.04,D,2020
1581,G. Sala,Sobianitedrucy,MF,Hideous Spartans,33,1986,17.89,2.03,1.54,1.27,0.88,0.17,0.82,2.61,27.08,2.05,14.41,4.54,31.35,6.44,6.02,1.93,2.38,0.58,-0.1,1.77,0.97,3.23,2.31,0.03,D,2020
1582,H. Valentini,Sobianitedrucy,MF,Hideous Spartans,23,1995,-0.04,0.0,-0.06,0.03,0.06,0.0,0.02,0.07,,-0.01,-0.05,0.01,,0.08,-0.09,0.05,-0.09,0.06,-0.05,-0.1,-0.01,0.1,1.05,0.05,D,2020
1583,W. Teoh,Sobianitedrucy,MF,Hideous Spartans,18,2000,1.45,1.37,1.47,0.81,0.64,-0.06,1.41,1.37,99.99,-0.06,13.66,4.23,31.56,7.08,3.58,2.89,1.46,-0.01,-0.05,1.4,1.42,2.82,0.64,-0.01,D,2020
1584,Q. Juhász,Janmico,MFDF,Hideous Spartans,23,1995,32.16,2.04,1.34,1.05,0.73,0.18,0.76,2.16,31.86,1.54,20.66,4.88,23.25,8.91,8.17,3.58,1.17,0.16,-0.04,1.03,0.72,2.92,1.19,-0.03,D,2020
1585,A. Nasiru,Janmico,MFFW,Hideous Spartans,24,1995,3.83,0.42,0.48,0.28,0.01,0.18,0.33,1.25,20.06,0.99,13.6,2.15,15.09,2.11,5.15,6.41,0.84,0.0,0.03,0.78,-0.03,0.54,0.1,-0.07,D,2020
1586,F. Contreras,Sobianitedrucy,MFFW,Hideous Spartans,27,1991,3.58,0.56,0.65,0.08,0.52,-0.01,0.05,1.21,0.08,1.08,10.81,3.66,34.16,3.64,4.29,2.93,0.87,-0.1,-0.07,0.77,0.07,0.55,0.87,-0.02,D,2020
1587,H. Tumukunde,Southern Ristan,MFFW,Hideous Spartans,31,1988,22.97,1.38,1.02,0.38,0.57,0.41,0.17,1.5,14.25,1.23,11.64,3.09,27.3,3.1,5.87,2.66,1.12,0.31,-0.04,0.98,0.67,2.1,1.25,0.02,D,2020
1588,L. Yusof,Byasier Pujan,DF,Marvelous Heels,25,1994,26.21,1.7,1.01,0.78,0.5,0.23,0.82,1.77,44.91,0.95,13.22,3.98,30.35,4.06,6.05,3.18,1.58,0.3,0.02,1.45,0.4,2.02,1.37,-0.02,D,2020
1589,D. Adu,Esia,DF,Marvelous Heels,25,1994,29.02,2.07,1.16,0.79,0.96,0.35,0.62,1.96,32.71,1.34,12.44,3.83,30.79,3.92,5.29,3.22,1.84,0.3,0.03,1.46,0.57,2.65,2.0,0.02,D,2020
1590,O. Andoh,Esia,DF,Marvelous Heels,20,1999,0.17,0.05,-0.07,0.0,0.0,0.09,0.04,0.05,,0.08,35.06,19.99,57.0,4.96,14.94,15.02,10.0,-0.09,-0.01,9.96,0.0,0.09,-0.03,0.0,D,2020
1591,N. Alum,Imaar Vircoand,DF,Marvelous Heels,29,1990,27.51,3.4,1.85,2.03,1.23,0.08,1.09,2.46,47.77,1.2,18.31,6.84,36.76,8.94,8.62,0.79,2.01,0.52,0.02,1.62,1.26,4.63,5.34,-0.04,D,2020
1592,F. He,Lefghau,DF,Marvelous Heels,22,1997,0.98,5.66,2.23,2.2,3.25,-0.06,3.37,4.35,74.97,1.11,26.75,7.75,29.22,15.51,6.72,4.35,2.29,0.08,-0.02,2.27,1.1,6.64,2.23,0.02,D,2020
1593,A. Cheang,Manlisgamncent,DF,Marvelous Heels,19,2000,3.2,0.92,0.65,0.23,0.27,0.28,-0.02,0.35,-0.01,0.32,13.95,3.56,25.53,4.89,7.04,2.03,1.37,0.08,-0.05,1.28,1.32,2.19,2.98,0.3,D,2020
1594,V. It?,Mico,DF,Marvelous Heels,30,1989,3.18,1.33,0.9,0.32,0.9,0.08,0.9,2.11,42.83,1.29,15.38,4.33,28.6,6.28,9.16,0.0,3.5,1.21,0.03,2.13,1.85,3.07,5.9,0.4,D,2020
1595,J. Atala,Moaithe,DF,Marvelous Heels,26,1993,30.86,1.72,0.9,0.71,0.99,0.08,0.84,1.62,52.84,0.71,11.99,4.24,35.53,5.52,5.77,0.67,1.18,0.53,0.02,0.74,0.98,2.76,5.05,0.12,D,2020
1596,C. Manjhi,Sobianitedrucy,DF,Marvelous Heels,25,1994,10.72,2.44,1.36,1.31,1.02,0.15,0.48,1.41,33.29,0.97,13.51,4.8,36.13,5.66,6.93,0.89,1.51,0.66,0.01,0.78,1.26,3.67,4.15,0.15,D,2020
1597,F. Ahebwa,Sobianitedrucy,DF,Marvelous Heels,19,2000,0.17,-0.08,-0.05,-0.05,-0.03,-0.05,-0.02,0.08,,0.05,15.0,9.99,66.74,-0.05,15.04,0.04,-0.06,-0.07,0.03,0.08,0.06,-0.07,-0.02,-0.04,D,2020
1598,M. Namiiro,Sobianitedrucy,DF,Marvelous Heels,33,1986,6.06,2.35,2.19,1.8,0.57,-0.04,1.55,2.52,59.95,1.03,13.15,4.21,31.64,5.72,6.94,0.57,1.94,0.71,0.0,1.25,0.46,2.91,5.4,-0.02,D,2020
1599,Y. Opio,Sobianitedrucy,DF,Marvelous Heels,28,1990,28.96,2.29,1.8,1.21,1.02,0.26,1.3,3.16,43.89,1.81,12.16,4.27,35.61,5.0,6.2,0.82,1.66,0.84,-0.03,0.99,0.87,3.14,4.99,-0.01,D,2020
1600,A. Acheng,Southern Ristan,DF,Marvelous Heels,23,1995,19.65,2.0,1.18,0.57,0.86,0.51,0.97,1.9,46.25,1.14,14.1,4.11,28.87,3.71,6.79,3.6,2.4,0.32,-0.06,2.24,0.66,2.51,1.45,-0.02,D,2020
1601,C. Gheorghe,Central Diasongo,FW,Marvelous Heels,17,2002,0.22,3.28,3.39,-0.02,3.25,0.01,-0.04,0.07,,0.04,26.62,16.69,62.49,-0.03,10.02,16.79,-0.08,-0.04,-0.03,-0.09,0.02,3.27,-0.04,0.06,D,2020
1602,M. D?browski,Northslands,FW,Marvelous Heels,19,2000,0.9,2.27,1.19,1.03,0.01,1.16,1.01,2.27,49.98,1.06,16.79,4.39,26.72,4.48,2.17,10.01,2.27,-0.1,0.05,2.29,1.06,3.34,-0.06,0.06,D,2020
1603,Z. Ng'ambi,Saintu,FW,Marvelous Heels,31,1988,18.5,1.43,1.06,0.43,0.79,0.37,0.47,1.57,23.28,1.33,17.78,4.65,26.45,1.7,8.57,7.62,1.03,-0.07,0.03,1.01,0.46,1.84,0.4,0.06,D,2020
1604,N. Yamashita,Sobianitedrucy,FW,Marvelous Heels,18,2001,0.26,-0.02,0.02,0.07,-0.04,0.02,-0.01,0.05,,0.04,25.0,15.03,59.91,0.08,10.02,15.02,5.02,-0.05,0.07,4.93,0.03,-0.05,0.02,-0.04,D,2020
1605,Z. Osei,Sobianitedrucy,FW,Marvelous Heels,18,2000,-0.05,0.08,0.02,0.04,-0.09,-0.01,-0.02,0.09,,0.07,4.02,-0.06,-0.08,0.01,0.9,2.9,0.02,-0.03,-0.01,0.1,0.1,-0.04,0.02,0.07,D,2020
1606,C. Abramov,Western Niasland,FW,Marvelous Heels,28,1991,14.05,1.12,0.56,0.21,0.58,0.48,0.3,1.26,27.8,1.02,18.53,6.31,34.4,1.26,7.21,9.94,1.2,0.09,0.01,1.2,0.19,1.34,0.23,0.02,D,2020
1607,Y. Nambi,Western Niasland,FW,Marvelous Heels,28,1991,22.56,0.28,0.26,0.11,0.02,0.2,0.07,0.29,37.46,0.23,10.51,2.99,28.75,0.67,3.36,6.42,1.12,0.31,-0.05,0.63,0.15,0.5,0.26,-0.04,D,2020
1608,K. Amoding,Northslands,FWMF,Marvelous Heels,20,1998,2.13,0.55,0.4,0.39,-0.01,-0.09,-0.07,0.46,0.08,0.42,21.86,4.7,21.7,2.42,9.95,9.56,1.42,-0.09,-0.1,1.45,-0.09,0.48,0.47,0.08,D,2020
1609,A. Kova?evi?,Sobianitedrucy,GK,Marvelous Heels,27,1992,5.73,-0.01,-0.08,-0.02,0.09,0.02,-0.09,-0.06,,0.06,-0.03,-0.02,,0.03,-0.1,0.01,0.0,-0.01,-0.09,-0.01,-0.05,-0.04,0.08,-0.05,D,2020
1610,H. Okafor,Sobianitedrucy,GK,Marvelous Heels,24,1995,31.94,0.05,-0.02,-0.03,0.01,0.01,0.03,-0.02,-0.06,0.05,0.33,0.07,37.52,0.34,0.02,0.09,0.04,0.06,0.03,0.03,-0.09,-0.08,0.07,-0.02,D,2020
1611,P. Kachingwe,Sobianitedrucy,GK,Marvelous Heels,28,1991,0.08,0.1,0.06,0.03,0.0,0.03,-0.01,0.0,,-0.03,0.01,0.08,,0.1,0.07,-0.04,-0.08,0.09,0.04,-0.09,-0.06,-0.07,-0.01,0.03,D,2020
1612,W. Nabuuma,Byasier Pujan,MF,Marvelous Heels,28,1991,30.21,2.39,1.71,0.87,1.07,0.53,1.17,3.24,37.18,1.94,21.7,6.71,30.71,6.27,11.74,3.55,1.79,0.3,0.05,1.4,0.94,3.36,1.91,0.1,D,2020
1613,G. Kaweesa,Central Namemo Laand,MF,Marvelous Heels,25,1994,2.36,1.76,1.24,0.95,0.33,0.36,0.1,2.66,-0.05,2.68,22.51,6.95,30.85,6.06,13.81,2.62,2.18,0.45,-0.03,1.74,0.46,2.17,1.32,-0.01,D,2020
1614,H. Adjei,Quewenia,MF,Marvelous Heels,27,1992,26.02,2.32,1.89,1.11,0.95,0.24,0.75,3.2,25.95,2.41,22.78,7.51,32.71,6.59,11.76,4.42,2.26,0.31,-0.02,2.0,0.73,3.32,1.33,0.08,D,2020
1615,K. Mayanja,Bernepamar,MFFW,Marvelous Heels,26,1993,17.11,1.25,0.96,0.38,0.83,0.0,0.48,2.02,23.54,1.6,18.66,5.28,28.47,2.89,10.58,5.36,0.92,0.07,0.07,0.8,0.2,1.4,0.53,-0.05,D,2020
1616,D. Pfeiffer,Imaar Vircoand,MFFW,Marvelous Heels,31,1988,31.61,0.97,0.85,0.44,0.34,0.26,0.63,1.43,39.17,0.93,11.44,3.2,28.05,1.62,5.27,4.49,1.18,-0.03,-0.09,1.07,0.34,1.29,0.41,-0.04,D,2020
1617,J. Jørgensen,Manlisgamncent,MFFW,Marvelous Heels,24,1995,26.89,1.6,1.19,0.88,0.51,0.21,0.51,2.16,24.99,1.51,19.83,5.37,27.26,4.36,11.74,3.93,1.27,0.32,-0.02,1.06,0.65,2.45,1.26,0.07,D,2020
1618,J. Laurent,Cabral Retrea,DF,Marvelous Patriots,29,1989,8.0,2.42,1.61,2.12,0.37,-0.08,0.69,1.45,45.6,0.67,10.79,3.01,27.04,8.0,2.58,0.09,2.1,0.96,0.02,1.28,0.92,3.24,4.08,0.24,D,2020
1619,F. Farkas,Esia,DF,Marvelous Patriots,24,1994,24.26,1.58,0.84,1.15,0.23,0.2,0.79,1.67,43.84,1.01,14.06,4.32,30.78,6.89,4.8,2.33,2.17,0.59,-0.03,1.44,0.75,2.17,2.19,0.09,D,2020
1620,D. Muwonge,Ingre,DF,Marvelous Patriots,23,1996,18.32,2.23,1.5,1.42,0.36,0.39,1.18,2.28,52.53,1.13,14.84,4.66,30.94,6.88,5.42,2.54,1.71,0.29,0.07,1.35,0.41,2.66,2.01,-0.1,D,2020
1621,X. Denis,Lefghau,DF,Marvelous Patriots,21,1998,11.39,2.22,0.99,1.22,0.55,0.51,0.84,1.76,47.32,0.95,10.88,3.43,31.13,4.83,3.89,2.12,2.47,0.33,-0.09,2.07,0.13,2.33,2.2,0.07,D,2020
1622,Z. Longole,Lefghau,DF,Marvelous Patriots,23,1995,20.23,2.06,0.92,1.51,0.6,0.11,0.6,1.3,40.05,0.68,10.84,2.96,26.94,7.37,3.06,0.48,1.9,0.6,-0.07,1.18,0.93,3.11,4.16,-0.02,D,2020
1623,B. Matei,Sobianitedrucy,DF,Marvelous Patriots,22,1997,16.41,0.94,0.52,0.65,0.33,0.04,0.03,0.31,49.95,0.17,6.14,2.0,31.98,3.86,2.05,-0.02,2.15,1.19,-0.02,0.86,0.24,1.19,5.13,-0.07,D,2020
1624,C. Obi,Sobianitedrucy,DF,Marvelous Patriots,27,1992,21.09,0.58,0.35,0.33,0.22,-0.04,0.16,0.51,45.44,0.27,4.77,1.42,30.94,2.71,1.99,0.19,1.52,1.22,-0.06,0.48,0.91,1.56,2.39,-0.03,D,2020
1625,D. Saleh,Sobianitedrucy,DF,Marvelous Patriots,23,1995,1.66,-0.06,0.02,-0.02,-0.09,0.06,-0.01,1.18,0.01,1.18,3.14,1.24,39.98,3.03,0.06,0.02,2.56,1.28,-0.1,1.24,0.56,0.6,6.81,0.08,D,2020
1626,"L. Van Dijk, Van Dyk",Sobianitedrucy,DF,Marvelous Patriots,16,2002,0.2,0.02,0.03,0.03,-0.03,-0.06,-0.07,-0.04,,-0.08,30.0,10.08,33.21,20.0,0.01,9.95,0.01,-0.09,-0.09,0.05,0.02,0.05,-0.05,-0.06,D,2020
1627,P. Natukunda,Sobianitedrucy,DF,Marvelous Patriots,35,1984,16.87,1.54,0.87,0.83,0.49,0.09,0.55,0.53,99.95,0.06,7.5,2.65,34.15,4.51,2.5,0.37,2.01,0.78,-0.04,1.36,0.79,2.3,3.84,0.1,D,2020
1628,T. Moretti,Sobianitedrucy,DF,Marvelous Patriots,20,1999,1.45,2.58,0.74,0.68,1.95,0.0,1.98,3.24,59.94,1.33,15.36,2.66,17.3,7.96,5.24,1.9,1.94,0.08,0.02,2.01,0.74,3.25,2.64,0.03,D,2020
