,Player,Nation,FW,MF,DF,GK,Squad,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,League,Year
854,i.oryema,Lefghau,0,1,0,0,Unaccountable Foxes,27,1992,20.05,51.52,59.71,86.47,1004.98,246.09,21.98,24.16,90.72,20.25,22.34,90.87,8.29,11.08,74.57,0.25,0.02,0.15,1.18,5.74,0.96,0.18,4.78,B,2020
855,x.mendez,Lefghau,0,1,0,0,Unaccountable Foxes,21,1997,3.1,58.36,64.61,90.29,1187.01,255.62,19.01,19.92,95.09,26.63,29.2,90.94,10.04,11.62,85.61,0.0,0.11,-0.2,1.65,6.0,0.77,0.02,3.96,B,2020
856,e.konig,Dosqaly,1,1,0,0,Unaccountable Foxes,15,2003,1.67,27.43,41.28,66.6,385.66,79.44,16.82,21.21,79.46,8.14,9.32,86.61,0.68,4.46,14.26,-0.01,0.04,-0.15,0.7,0.0,0.08,0.0,1.33,B,2020
857,m.azulay,Dosqaly,1,1,0,0,Unaccountable Foxes,21,1998,21.71,42.1,49.65,84.71,731.37,165.43,21.23,23.7,89.29,15.75,17.85,88.69,4.43,6.18,73.01,0.09,0.17,0.07,1.33,4.98,1.09,0.07,4.85,B,2020
858,t.kuok,Dosqaly,1,1,0,0,Unaccountable Foxes,21,1998,8.74,42.05,49.09,85.74,695.44,154.23,21.15,23.54,89.81,15.99,16.7,94.54,3.87,5.96,63.42,0.01,0.26,-0.14,1.18,3.8,0.74,0.31,4.45,B,2020
859,y.peter,Central Namemo Laand,0,0,1,0,Unethical Comets,28,1991,20.14,33.4,44.44,74.9,609.11,259.47,15.76,18.11,87.5,12.94,16.14,80.04,3.97,7.84,51.82,-0.05,0.02,-0.09,0.54,2.47,0.85,0.4,3.61,B,2020
860,b.nassozi,Dosqaly,0,0,1,0,Unethical Comets,34,1985,21.68,35.09,41.68,83.97,706.09,317.31,12.35,13.88,88.94,17.9,19.96,89.83,4.79,7.19,65.42,0.02,0.05,0.04,0.08,2.88,0.17,0.0,3.82,B,2020
861,b.pandit,Dosqaly,0,0,1,0,Unethical Comets,19,2000,1.08,37.04,45.06,82.15,846.9,328.07,7.9,9.91,80.09,19.99,22.01,90.97,8.02,12.08,66.7,-0.09,-0.04,0.02,-0.03,0.98,-0.09,0.03,2.99,B,2020
862,k.cohen,Dosqaly,0,0,1,0,Unethical Comets,27,1992,22.3,36.01,47.46,76.09,611.4,267.19,17.97,20.92,86.17,14.54,18.24,79.61,2.86,5.77,51.12,-0.04,0.12,0.03,0.6,2.33,0.58,0.15,3.87,B,2020
863,r.dube,Dosqaly,0,0,1,0,Unethical Comets,20,1999,6.26,31.09,37.65,82.83,655.33,236.63,10.4,11.57,90.32,15.92,17.69,89.99,4.43,7.54,59.57,0.05,0.01,0.05,-0.09,1.34,0.14,0.0,2.71,B,2020
864,d.nangiro,Greri Landmoslands,0,0,1,0,Unethical Comets,28,1990,15.28,38.46,46.7,82.28,889.23,345.62,10.6,11.68,91.48,19.27,20.85,92.48,8.23,13.58,61.75,0.02,0.0,-0.01,0.16,3.73,0.23,0.08,4.73,B,2020
865,l.popa,Janmico,0,0,1,0,Unethical Comets,23,1996,0.71,27.04,38.57,70.43,429.98,241.32,14.24,17.1,83.33,11.4,14.2,80.07,0.0,0.04,,0.0,0.02,0.01,-0.08,0.04,0.03,-0.1,0.05,B,2020
866,l.kalnis,Lefghau,0,0,1,0,Unethical Comets,41,1977,27.81,39.11,47.25,82.78,1063.39,382.4,5.94,7.2,84.4,18.83,19.96,94.27,13.88,19.28,72.07,0.09,0.1,0.14,0.42,3.35,0.19,-0.02,3.31,B,2020
867,h.afriyie,Dosqaly,0,1,1,0,Unethical Comets,22,1996,6.59,29.5,38.43,76.35,539.5,240.93,12.35,14.07,87.89,13.22,17.11,76.89,3.53,6.79,52.28,0.1,0.08,0.16,0.6,2.05,1.71,1.0,5.07,B,2020
868,z.ebner,Dosqaly,0,1,1,0,Unethical Comets,19,2000,1.69,27.11,38.16,70.86,514.79,138.77,12.95,16.56,78.54,10.63,14.66,71.95,3.61,6.99,49.95,-0.05,0.12,0.02,1.25,-0.07,1.77,1.2,1.09,B,2020
869,m.mizrahi,Rosvi,0,1,1,0,Unethical Comets,23,1995,8.95,31.21,41.67,75.0,600.39,217.61,13.68,16.47,82.49,11.67,14.51,80.28,5.25,7.97,66.2,0.13,-0.05,0.2,1.13,1.82,1.06,1.0,2.88,B,2020
870,d.masuku,Dosqaly,1,0,0,0,Unethical Comets,25,1994,24.82,17.59,26.34,66.44,258.84,59.41,9.73,13.2,73.2,6.2,8.87,69.47,0.94,2.11,47.13,0.29,0.13,0.11,0.93,1.17,0.76,0.22,2.11,B,2020
871,f.nyandoro,Dosqaly,1,0,0,0,Unethical Comets,19,2000,0.02,59.96,59.96,100.0,949.96,80.04,30.06,30.03,100.07,30.1,30.05,99.94,-0.04,-0.03,,-0.05,0.04,0.05,-0.01,10.05,0.06,0.09,-0.05,B,2020
872,c.abaho,Pierrema,1,0,0,0,Unethical Comets,27,1991,25.38,17.88,30.12,59.03,327.45,73.75,9.07,12.45,72.52,5.78,9.89,58.95,2.67,5.83,44.54,0.09,0.19,-0.04,1.52,1.56,1.18,0.53,2.26,B,2020
873,g.parisi,Rosvi,1,0,0,0,Unethical Comets,29,1990,1.28,14.15,21.76,65.33,175.08,23.29,8.3,10.88,76.83,4.12,9.17,45.43,0.08,0.01,,-0.06,-0.02,-0.12,0.87,0.05,1.75,0.02,2.43,B,2020
874,a.alotaibi,Coastpa Barleslands,1,1,0,0,Unethical Comets,36,1982,1.74,18.31,23.89,76.78,282.29,94.36,10.08,12.28,81.74,6.68,8.86,75.07,1.09,1.75,66.63,0.04,0.35,-0.19,2.7,1.69,1.12,0.62,3.37,B,2020
875,l.dahl,Dosqaly,0,0,0,1,Unethical Comets,21,1998,2.12,26.82,30.52,88.01,827.67,487.61,1.77,1.78,99.98,12.23,12.3,99.97,12.25,15.82,77.1,0.03,-0.07,0.01,-0.08,-0.08,-0.01,-0.05,0.04,B,2020
876,a.wati,Greri Landmoslands,0,0,0,1,Unethical Comets,20,1999,0.86,16.36,33.84,48.11,444.96,287.49,3.75,3.8,100.03,7.54,7.56,99.94,4.96,22.57,22.24,0.02,-0.06,-0.08,-0.09,0.07,-0.09,-0.02,0.1,B,2020
877,f.krklis,Imaar Vircoand,0,0,0,1,Unethical Comets,27,1992,25.08,26.95,35.36,76.14,906.09,598.04,3.58,3.57,99.96,10.51,10.83,98.16,12.89,20.96,61.16,0.05,-0.04,0.05,-0.01,0.38,0.13,0.03,0.09,B,2020
878,g.ampofo,Buhegeor,0,1,0,0,Unethical Comets,26,1993,1.53,35.63,46.9,76.09,554.99,129.47,19.4,21.21,91.12,13.06,16.87,77.73,2.47,5.58,44.36,-0.06,0.14,-0.11,2.45,4.97,1.2,0.56,3.85,B,2020
879,g.heydari,Dosqaly,0,1,0,0,Unethical Comets,27,1991,18.68,37.16,47.76,77.87,718.62,187.68,16.53,18.96,87.42,13.43,15.25,88.14,6.16,11.27,55.1,0.19,0.19,-0.1,2.12,3.73,0.64,0.14,3.44,B,2020
880,i.namutosi,Dosqaly,0,1,0,0,Unethical Comets,17,2001,13.91,30.84,40.08,77.15,703.81,190.71,9.76,11.98,80.73,14.15,16.51,84.72,6.49,9.82,66.22,0.09,0.0,-0.04,0.65,4.4,0.78,0.08,3.85,B,2020
881,j.opolot,Dosqaly,0,1,0,0,Unethical Comets,27,1992,12.73,47.05,57.84,81.5,926.96,259.9,18.59,20.89,89.54,20.84,24.36,86.26,6.79,10.33,66.7,0.09,0.15,-0.1,1.57,5.39,0.98,0.17,5.93,B,2020
882,j.papp,Dosqaly,0,1,0,0,Unethical Comets,20,1998,0.16,29.91,59.99,49.96,630.0,349.97,0.09,19.93,0.1,10.09,10.07,99.93,9.97,10.06,100.01,0.0,0.05,0.01,0.06,-0.01,9.93,9.91,0.06,B,2020
883,x.kamble,Dosqaly,0,1,0,0,Unethical Comets,27,1991,16.91,40.5,54.34,74.79,915.01,278.49,13.67,16.02,84.18,16.03,19.22,82.94,10.09,16.68,59.68,0.13,0.15,-0.05,1.62,5.37,0.6,-0.09,5.93,B,2020
884,j.mutyaba,Dosqaly,0,1,1,0,Unethical Comets,29,1990,27.27,29.18,36.28,80.62,584.48,190.03,11.17,13.22,83.26,12.91,14.87,87.01,4.67,7.26,64.9,-0.04,0.03,-0.06,0.43,3.08,0.28,0.08,3.13,B,2020
885,e.rashidi,Landli Blicporlip,1,1,0,0,Unethical Comets,27,1992,1.31,31.52,41.45,75.96,474.52,105.39,16.98,21.48,78.56,12.37,14.61,84.18,1.6,3.03,49.97,-0.03,0.48,-0.44,2.32,1.53,1.47,1.64,0.72,B,2020
886,h.isa,Central Diasongo,0,0,1,0,Villainous Eagles,32,1986,22.77,38.47,45.08,85.32,834.91,301.53,8.72,9.79,89.67,23.67,25.35,93.97,5.64,9.11,61.06,0.03,0.0,0.0,0.19,1.87,0.15,-0.05,1.89,B,2020
887,k.weiss,Central Diasongo,0,0,1,0,Villainous Eagles,22,1996,5.05,46.69,60.68,76.94,733.03,340.82,26.67,29.23,91.1,16.53,20.97,78.92,2.86,8.02,35.06,0.21,-0.03,0.11,0.82,2.59,0.84,0.28,3.98,B,2020
888,y.bano,Central Diasongo,0,0,1,0,Villainous Eagles,29,1990,6.28,33.47,44.92,74.3,571.4,277.29,15.44,16.95,91.31,14.82,18.6,80.1,2.81,7.51,38.38,0.09,-0.01,0.02,0.52,1.55,0.39,0.23,2.18,B,2020
889,t.maganga,Coastpa Barleslands,0,0,1,0,Villainous Eagles,23,1996,0.64,81.34,89.96,90.47,1404.21,515.69,39.98,41.36,96.64,32.88,38.69,85.15,7.23,8.54,83.25,-0.01,0.12,-0.24,1.4,2.82,1.35,1.44,5.76,B,2020
890,m.lehmann,Dosqaly,0,0,1,0,Villainous Eagles,25,1994,5.02,41.16,55.02,74.7,658.11,308.81,21.95,25.04,87.6,15.35,19.23,79.67,3.01,7.23,40.59,0.01,-0.04,-0.09,1.16,3.73,0.99,0.39,5.3,B,2020
891,m.okori,Dosqaly,0,0,1,0,Villainous Eagles,18,2001,14.16,44.09,56.46,77.95,734.08,334.34,23.96,26.17,91.67,16.39,19.88,81.52,3.58,8.33,42.07,0.08,0.04,0.12,0.85,2.52,1.25,0.85,3.43,B,2020
892,s.parisi,Dosqaly,0,0,1,0,Villainous Eagles,31,1988,26.1,38.29,43.61,87.29,933.08,333.31,8.77,9.46,93.98,18.49,19.65,93.28,10.64,13.97,75.84,0.01,0.04,0.05,0.24,1.85,-0.02,0.03,1.64,B,2020
893,u.heilig,Dosqaly,0,0,1,0,Villainous Eagles,30,1989,22.08,48.24,59.86,80.74,864.97,385.87,22.87,24.85,92.05,20.2,23.72,85.18,5.08,9.79,51.83,0.08,-0.04,-0.07,0.67,3.39,1.03,0.32,5.02,B,2020
894,u.binsalleh,Unicorporated Tiagascar,0,0,1,0,Villainous Eagles,29,1990,8.96,33.18,37.27,89.27,759.85,195.9,8.05,8.97,90.11,18.61,20.0,92.76,6.65,7.97,83.15,0.02,0.06,0.08,0.04,1.38,0.03,-0.1,1.48,B,2020
895,e.kinoshita,Biarizea,1,0,0,0,Villainous Eagles,27,1992,17.41,19.64,26.74,73.19,288.01,41.15,11.66,15.21,77.33,6.06,8.0,75.16,1.03,1.68,63.38,0.05,0.12,-0.11,1.1,1.23,0.59,0.15,1.28,B,2020
896,e.ajwang,Central Namemo Laand,1,0,0,0,Villainous Eagles,27,1992,10.0,14.83,20.13,73.5,222.33,32.04,9.04,10.98,82.67,4.05,5.94,69.46,0.96,1.95,50.06,0.0,0.15,-0.03,1.07,0.6,0.58,0.35,0.62,B,2020
897,j.natukunda,Dosqaly,1,0,0,0,Villainous Eagles,21,1998,0.74,15.09,21.37,70.66,198.84,64.95,7.5,8.65,85.78,3.71,6.24,59.93,1.24,1.29,100.01,0.09,0.07,-0.16,2.53,2.51,1.26,0.04,2.43,B,2020
898,a.munda,Dosqaly,0,0,0,1,Villainous Eagles,36,1983,26.08,17.37,26.76,64.52,589.34,395.13,2.17,2.28,98.28,6.54,6.59,97.65,8.48,17.69,47.43,0.01,-0.02,0.09,0.05,0.41,0.1,-0.09,-0.05,B,2020
899,m.mertens,Pahon,0,0,0,1,Villainous Eagles,26,1993,2.0,19.55,27.08,72.11,687.5,420.56,1.5,1.44,99.96,7.57,7.52,100.0,10.49,17.96,58.32,0.08,0.08,0.06,-0.08,0.05,0.05,-0.02,0.0,B,2020
900,j.nakamya,Dosqaly,0,1,0,0,Villainous Eagles,23,1995,7.21,30.79,39.22,78.1,480.17,136.42,17.9,20.61,87.27,9.64,11.63,83.2,2.67,5.53,47.41,0.23,0.07,-0.01,1.21,3.02,0.46,0.21,3.22,B,2020
901,m.ojo,Dosqaly,0,1,0,0,Villainous Eagles,24,1995,27.7,40.28,48.19,83.38,832.86,219.85,16.05,18.02,88.98,15.33,17.34,88.84,8.09,11.03,73.92,0.04,0.05,0.06,0.43,4.98,0.28,0.1,4.24,B,2020
902,n.kigongo,Dosqaly,0,1,0,0,Villainous Eagles,22,1996,17.55,42.2,53.16,79.78,715.01,216.64,22.57,25.54,88.16,14.66,17.15,85.31,4.19,7.38,55.32,0.02,0.06,-0.14,1.57,4.11,1.49,0.36,4.73,B,2020
903,p.nieminen,Dosqaly,0,1,0,0,Villainous Eagles,32,1987,20.89,51.6,65.68,78.56,946.96,351.61,24.3,27.47,89.17,19.42,22.8,85.1,6.96,13.65,51.15,0.09,0.17,-0.11,2.48,4.49,1.77,0.69,6.51,B,2020
904,p.oravec,Dosqaly,0,1,0,0,Villainous Eagles,28,1990,1.34,27.67,36.96,75.1,470.73,45.44,15.42,19.11,80.02,8.5,11.58,73.28,3.06,3.9,79.98,0.85,0.02,0.73,1.63,1.62,-0.1,0.04,0.84,B,2020
905,t.kuok,Dosqaly,0,1,0,0,Villainous Eagles,21,1998,0.89,32.19,39.94,80.57,601.16,141.2,14.38,16.67,86.63,13.22,15.69,85.76,4.37,6.58,66.65,1.09,0.49,0.65,1.14,2.16,2.14,0.07,6.66,B,2020
906,t.parn,Dosqaly,0,1,0,0,Villainous Eagles,19,2000,0.8,31.44,35.62,87.91,451.42,69.97,17.04,20.0,85.74,8.57,8.58,100.09,2.8,2.81,100.05,-0.04,-0.05,0.06,-0.04,0.06,-0.03,-0.02,0.04,B,2020
907,d.businge,Greri Landmoslands,0,1,0,0,Villainous Eagles,22,1996,17.15,22.91,31.62,72.19,323.31,99.38,14.42,17.18,83.91,7.42,9.95,74.16,0.72,2.52,30.21,0.16,0.21,0.09,1.33,1.66,1.04,0.31,1.93,B,2020
908,y.kat,Dosqaly,0,1,1,0,Villainous Eagles,32,1987,19.47,33.3,40.63,81.77,555.38,158.63,16.97,18.85,90.16,12.71,14.97,85.22,2.63,5.05,53.11,0.13,0.04,-0.03,1.14,2.23,0.58,0.21,2.99,B,2020
909,z.ogawa,Coastpa Barleslands,1,1,0,0,Villainous Eagles,24,1995,16.75,33.02,41.43,79.77,498.16,155.15,19.89,22.83,87.26,10.42,12.65,81.29,1.97,3.6,55.75,0.16,0.06,0.01,1.54,2.66,1.23,0.08,4.37,B,2020
910,q.yamazaki,Pierrema,1,1,0,0,Villainous Eagles,22,1997,3.32,20.61,30.23,67.9,334.37,77.58,10.59,14.8,71.99,7.66,9.66,78.77,1.22,1.69,66.73,-0.07,0.07,0.1,0.24,0.21,0.64,-0.01,2.38,B,2020
911,o.musiimenta,Ucame Ofne,1,1,0,0,Villainous Eagles,26,1993,7.52,21.19,27.21,77.26,331.95,73.34,11.77,13.67,86.43,7.25,8.95,80.89,1.25,2.76,47.54,0.11,0.18,-0.1,1.37,0.85,1.05,-0.1,2.49,B,2020
912,b.waon,Badad,0,0,1,0,Weak Blimps,23,1996,15.97,58.67,68.5,85.51,1017.85,401.02,26.43,28.64,92.36,27.95,29.92,93.26,3.9,8.08,47.31,0.04,0.03,-0.04,0.35,4.45,0.57,0.23,4.74,B,2020
913,o.naderi,Badad,0,0,1,0,Weak Blimps,26,1992,12.31,64.54,71.72,89.84,1387.16,423.66,17.63,18.3,96.48,36.9,38.92,94.5,9.63,13.31,71.42,-0.02,-0.01,0.06,0.18,5.53,0.16,0.07,4.61,B,2020
914,e.odeke,Coastpa Barleslands,0,0,1,0,Weak Blimps,20,1998,2.14,53.57,67.73,79.17,865.87,229.92,26.83,29.97,89.39,20.49,24.46,83.33,3.18,7.66,41.13,0.93,0.13,0.81,1.37,3.22,1.43,1.42,2.37,B,2020
915,q.binabdrahman,Dosqaly,0,0,1,0,Weak Blimps,19,2000,8.6,62.07,68.78,90.07,1203.6,243.32,19.54,20.55,94.99,35.85,37.49,95.96,5.82,9.37,62.5,0.04,-0.05,-0.08,-0.02,1.27,-0.09,0.1,1.15,B,2020
916,u.shahar,Dosqaly,0,0,1,0,Weak Blimps,20,1999,16.25,65.2,72.03,90.3,1395.36,468.3,17.86,19.21,93.23,36.48,38.39,95.02,10.26,13.57,75.39,0.03,-0.05,0.01,0.07,4.28,0.1,0.0,4.29,B,2020
917,z.akoth,Dosqaly,0,0,1,0,Weak Blimps,20,1999,14.2,65.08,71.32,91.24,1188.5,386.49,25.72,28.04,91.6,31.96,34.07,93.73,6.57,7.86,82.94,0.05,0.08,0.04,0.43,4.97,0.21,0.13,5.4,B,2020
918,z.nakiganda,Dosqaly,0,0,1,0,Weak Blimps,24,1995,2.93,53.63,58.28,91.97,1000.23,305.36,19.1,20.04,94.92,29.01,30.39,95.67,5.68,7.23,77.38,-0.08,-0.04,0.02,-0.07,-0.05,0.05,0.03,1.62,B,2020
919,p.tumwine,Lefghau,0,0,1,0,Weak Blimps,35,1983,21.09,69.72,75.53,92.27,1464.98,530.0,21.12,21.86,96.92,39.33,40.8,96.49,9.08,12.41,72.79,0.0,-0.01,0.01,0.27,4.01,0.23,0.04,4.09,B,2020
920,e.kovai,Mico,0,0,1,0,Weak Blimps,25,1994,1.82,44.98,55.51,81.05,831.13,146.77,18.95,19.93,94.31,21.07,22.86,92.73,4.41,11.74,38.16,0.06,-0.08,-0.02,-0.09,0.01,0.64,0.5,2.86,B,2020
921,l.das,Central Diasongo,1,0,1,0,Weak Blimps,20,1999,0.66,61.78,73.31,84.02,1250.03,453.35,18.31,18.26,99.95,36.66,39.91,91.65,6.57,15.01,44.34,0.06,0.09,-0.04,-0.05,1.69,-0.09,-0.03,1.65,B,2020
922,v.koller,Coastpa Barleslands,1,0,1,0,Weak Blimps,23,1995,7.21,64.66,74.99,86.31,1118.89,387.57,27.33,30.62,89.19,29.94,32.31,92.78,5.25,8.05,65.48,0.1,-0.05,0.02,0.13,3.11,0.23,0.15,4.25,B,2020
923,b.kayondo,Lefghau,0,1,1,0,Weak Blimps,23,1996,12.52,58.58,64.01,91.43,1120.22,295.07,19.96,21.04,94.78,31.43,33.22,94.48,6.3,8.37,76.02,-0.06,0.12,0.01,0.53,5.32,0.5,0.06,3.9,B,2020
924,t.chua,Dosqaly,1,0,0,0,Weak Blimps,29,1990,1.17,16.44,20.88,78.3,220.87,10.86,10.01,10.97,91.74,5.43,5.49,100.05,0.08,1.79,0.03,0.95,0.24,0.79,0.97,0.99,0.94,-0.02,0.98,B,2020
925,p.khoh,Mico,1,0,0,0,Weak Blimps,21,1997,21.07,11.08,14.34,77.17,168.32,11.63,6.0,7.77,79.55,3.94,4.84,82.9,0.69,0.66,86.74,0.21,0.14,0.08,0.29,0.21,0.28,-0.05,0.23,B,2020
926,b.nyamadzawo,Dosqaly,1,0,1,0,Weak Blimps,22,1997,1.6,20.06,26.81,74.34,378.73,85.63,6.92,10.01,68.82,12.58,16.26,76.86,0.55,0.69,100.02,0.08,0.27,-0.16,1.9,0.57,1.81,0.07,3.66,B,2020
927,f.fournier,Pierrema,1,0,1,0,Weak Blimps,23,1996,11.04,36.96,45.91,80.65,584.87,176.56,22.19,24.92,88.82,12.02,14.64,82.13,2.69,4.75,59.69,0.06,0.08,0.0,0.77,2.28,0.93,0.25,3.6,B,2020
928,x.lim,Tabhu Striary,1,0,1,0,Weak Blimps,22,1997,1.45,27.92,33.24,84.07,475.91,61.23,9.93,10.76,93.82,15.23,16.63,92.08,2.08,3.33,59.93,-0.08,0.02,-0.02,0.68,0.09,1.26,-0.03,1.93,B,2020
929,y.binabubakar,Central Namemo Laand,1,1,0,0,Weak Blimps,20,1999,13.7,20.59,26.45,77.24,325.47,70.68,10.45,12.97,81.57,8.3,10.27,80.85,1.22,1.89,61.46,0.02,0.07,0.1,0.74,1.2,0.75,0.06,2.12,B,2020
930,j.nakayama,Dosqaly,1,1,0,0,Weak Blimps,20,1999,7.6,34.22,42.28,81.06,495.24,134.01,20.79,24.56,84.8,11.53,14.09,82.89,1.07,2.07,53.38,0.36,0.18,0.07,1.72,1.79,1.7,0.37,4.82,B,2020
931,i.korugyendo,Dosqaly,0,0,0,1,Weak Blimps,22,1997,1.91,20.56,30.5,67.17,446.93,244.95,5.99,5.94,100.07,10.52,10.45,100.04,3.9,14.01,28.66,0.03,0.04,-0.04,-0.08,-0.08,-0.09,0.05,0.05,B,2020
932,c.vtols,Imaar Vircoand,0,0,0,1,Weak Blimps,26,1993,26.04,25.2,30.13,83.26,601.83,345.34,7.18,7.23,99.46,11.79,11.87,98.39,6.21,10.96,56.24,-0.06,-0.07,0.1,-0.05,-0.05,-0.09,0.09,-0.04,B,2020
933,g.kaweesa,Central Namemo Laand,0,1,0,0,Weak Blimps,25,1994,5.87,35.45,40.91,86.54,548.74,98.15,18.24,19.88,92.26,13.31,14.72,89.45,2.25,4.38,51.99,0.08,0.11,-0.11,1.16,2.54,1.06,0.05,2.83,B,2020
934,b.mohamed,Dosqaly,0,1,0,0,Weak Blimps,24,1995,0.68,39.98,41.73,95.97,751.75,109.93,21.71,21.62,100.05,13.31,13.36,100.02,5.01,6.67,74.96,0.09,-0.04,0.1,1.73,4.93,0.04,0.0,-0.06,B,2020
935,b.nalugwa,Dosqaly,0,1,0,0,Weak Blimps,18,2001,6.67,48.41,55.83,87.01,870.71,131.58,21.7,23.83,90.44,22.21,23.83,93.04,3.6,5.6,64.98,0.09,0.01,-0.11,0.43,2.53,0.2,-0.1,2.56,B,2020
936,i.irumba,Dosqaly,0,1,0,0,Weak Blimps,19,1999,0.41,35.05,44.91,77.9,697.59,117.46,12.54,17.51,71.37,17.55,19.94,87.47,5.0,5.02,99.94,-0.05,-0.1,-0.1,0.01,7.58,-0.06,-0.1,5.09,B,2020
937,n.maeda,Dosqaly,0,1,0,0,Weak Blimps,26,1993,25.02,41.08,48.99,83.73,773.35,204.17,17.32,19.16,89.91,17.44,19.74,88.67,5.51,7.97,68.63,0.16,0.24,0.05,1.29,4.53,0.93,0.21,4.92,B,2020
938,q.loeng,Dosqaly,0,1,0,0,Weak Blimps,24,1995,19.62,57.03,68.13,83.52,1150.39,287.11,21.66,24.05,90.14,25.75,27.62,92.92,9.14,14.97,60.77,0.11,0.15,0.08,1.83,5.19,0.33,0.0,5.5,B,2020
939,j.khosravi,Dosqaly,1,1,0,0,Weak Blimps,22,1997,10.98,35.14,41.02,85.55,596.68,115.64,17.12,18.88,91.29,13.21,15.25,86.73,3.26,4.7,69.15,0.27,0.22,-0.02,1.64,2.26,0.38,0.08,1.93,B,2020
940,p.li,Dosqaly,1,1,0,0,Weak Blimps,21,1998,18.14,27.73,33.13,83.94,459.26,94.07,15.23,16.93,90.49,9.61,11.32,84.39,2.52,3.64,67.79,0.01,0.11,0.05,1.21,1.37,0.94,0.24,2.62,B,2020
941,g.mar,Pierrema,1,1,0,0,Weak Blimps,22,1996,12.59,29.86,39.53,75.67,593.08,140.92,12.42,14.98,83.34,11.61,15.09,78.09,5.17,8.21,63.7,0.27,0.14,0.21,1.69,1.89,2.16,0.56,3.73,B,2020
942,o.ssenabulya,Pierrema,1,1,0,0,Weak Blimps,19,1999,5.32,28.17,36.86,76.45,418.08,107.86,16.04,19.55,82.12,9.51,11.35,83.52,1.57,3.24,50.09,0.35,0.18,0.18,1.19,1.73,1.12,0.58,2.33,B,2020
943,f.aminu,Dosqaly,0,0,1,0,Wet Monarchs,30,1989,26.09,32.05,39.67,80.57,755.81,286.99,7.68,8.54,90.5,16.83,18.39,91.97,7.27,12.41,58.51,0.09,-0.08,0.06,0.15,2.89,0.01,0.08,2.8,B,2020
944,j.wojciechowski,Dosqaly,0,0,1,0,Wet Monarchs,21,1998,15.52,42.64,51.99,82.0,761.7,311.4,19.27,21.13,91.13,18.65,21.45,86.26,4.37,7.41,58.64,-0.05,0.14,-0.15,0.9,3.05,0.82,0.44,4.17,B,2020
945,l.akech,Dosqaly,0,0,1,0,Wet Monarchs,22,1996,22.85,31.06,41.71,74.12,565.26,266.86,14.12,15.64,90.01,12.99,16.5,78.54,3.33,7.68,43.98,-0.02,0.12,-0.11,0.63,2.56,0.88,0.52,2.65,B,2020
946,l.binosman,Dosqaly,0,0,1,0,Wet Monarchs,27,1992,10.35,29.41,37.72,78.03,650.39,189.0,7.91,9.17,86.15,15.42,17.35,88.82,6.04,10.74,55.94,0.01,0.01,-0.1,0.13,2.18,0.15,0.07,1.45,B,2020
947,q.becker,Dosqaly,0,0,1,0,Wet Monarchs,24,1994,19.27,36.42,43.29,84.28,933.92,301.71,7.8,8.86,88.79,16.69,18.27,91.18,11.86,15.45,76.74,-0.05,-0.06,-0.08,0.18,2.29,0.1,0.06,2.02,B,2020
948,x.kyei,Dosqaly,0,0,1,0,Wet Monarchs,25,1994,17.02,32.03,45.13,71.08,560.09,270.77,14.86,17.05,86.84,13.77,20.06,68.57,2.88,6.45,45.48,-0.02,0.1,-0.07,0.19,3.17,0.26,-0.03,3.66,B,2020
949,i.matsinhe,Dosqaly,1,0,1,0,Wet Monarchs,20,1998,0.11,10.04,9.96,100.07,179.94,0.06,5.03,5.07,99.93,4.95,4.96,99.91,0.03,0.04,,0.05,-0.09,0.01,0.06,-0.04,-0.08,0.1,0.04,B,2020
950,p.tse,Biarizea,1,0,0,0,Wet Monarchs,21,1998,0.27,29.91,40.07,75.09,625.02,374.95,15.03,20.05,75.01,10.04,10.09,99.97,5.07,4.98,100.01,-0.01,-0.06,-0.09,0.05,15.01,0.09,0.09,9.93,B,2020
951,l.lukwago,Coastpa Barleslands,1,0,0,0,Wet Monarchs,22,1996,1.69,11.26,13.76,81.9,219.48,21.4,5.05,6.17,80.02,3.12,3.77,83.35,1.81,1.93,99.97,-0.01,0.14,-0.1,0.7,1.25,0.05,0.06,0.0,B,2020
952,l.chandia,Dosqaly,1,0,0,0,Wet Monarchs,31,1988,6.45,14.93,21.07,70.79,211.43,25.26,8.07,10.51,75.31,5.42,6.92,77.79,0.25,0.91,33.3,0.09,0.13,-0.13,1.01,0.71,0.16,0.24,0.55,B,2020
953,y.seidel,Dosqaly,1,0,0,0,Wet Monarchs,20,1998,0.2,20.04,40.02,50.07,159.96,90.05,20.01,30.08,66.74,0.02,0.02,,0.01,9.97,0.01,0.06,-0.05,0.03,0.08,0.0,-0.05,-0.04,0.07,B,2020
954,a.mwesige,Eastern Niasland,1,0,0,0,Wet Monarchs,22,1997,1.46,14.21,19.93,71.48,255.69,25.69,7.11,8.61,83.31,4.98,6.36,77.84,2.07,2.09,100.05,-0.06,0.1,-0.1,2.04,0.62,0.66,0.69,-0.02,B,2020
