,Player,Nation,FW,MF,DF,GK,Squad,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Performance PK,Performance PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,League,Year
1707,f.sason,Nkasland Cronestan,0,0,1,0,Punctual Fire,28,1991,3.74,0.0,0.08,0.03,,-0.01,-0.04,,,,-0.05,0.07,0.0,-0.03,0.04,,0.05,-0.06,D,2020
1708,j.ejang,Nkasland Cronestan,0,0,1,0,Punctual Fire,33,1986,24.09,0.08,0.38,0.02,18.1,0.46,0.14,0.03,0.06,16.17,-0.07,-0.09,-0.05,0.0,-0.07,0.0,0.06,-0.04,D,2020
1709,k.yldz,Nkasland Cronestan,0,0,1,0,Punctual Fire,24,1995,21.34,-0.01,0.99,0.17,26.35,0.89,0.18,0.06,0.07,15.88,-0.02,-0.01,0.0,0.09,0.11,0.1,-0.14,-0.12,D,2020
1710,v.kao,Nkasland Cronestan,0,0,1,0,Punctual Fire,16,2002,0.94,0.09,1.16,0.07,0.02,1.12,0.07,-0.02,,14.42,-0.02,-0.06,0.08,-0.01,0.08,0.1,0.09,0.04,D,2020
1711,k.kizza,Rosvi,0,0,1,0,Punctual Fire,31,1987,19.54,-0.06,0.52,0.11,30.0,0.46,0.07,0.03,-0.01,18.55,-0.06,0.0,0.05,-0.01,0.13,0.03,0.03,-0.04,D,2020
1712,g.feldman,Sobianitedrucy,0,0,1,0,Punctual Fire,24,1994,32.26,-0.08,0.25,0.03,22.1,0.31,0.11,0.02,-0.05,17.74,-0.02,0.07,0.0,0.11,0.09,0.03,0.01,-0.07,D,2020
1713,i.mutabazi,Sobianitedrucy,0,0,1,0,Punctual Fire,23,1996,13.18,0.08,0.46,0.14,19.98,0.31,0.04,0.22,1.02,12.45,0.06,0.04,-0.08,0.13,0.16,0.17,0.02,0.05,D,2020
1714,n.tamura,Sobianitedrucy,0,0,1,0,Punctual Fire,27,1991,9.5,-0.06,1.49,0.2,14.34,1.44,0.12,0.07,0.07,21.12,-0.05,0.1,0.1,0.13,0.04,-0.06,0.04,-0.04,D,2020
1715,f.makombe,Unicorporated Tiagascar,0,0,1,0,Punctual Fire,32,1987,2.23,0.01,0.84,0.09,-0.09,0.97,0.08,0.04,,34.31,-0.05,-0.09,-0.05,0.1,-0.03,-0.03,-0.07,-0.1,D,2020
1716,l.nakashima,Lefghau,0,1,1,0,Punctual Fire,22,1997,23.37,0.12,2.26,0.39,20.72,2.35,0.42,-0.07,0.1,20.44,-0.1,0.07,-0.06,0.18,0.05,0.0,-0.09,-0.01,D,2020
1717,j.manu,Pierrema,0,1,1,0,Punctual Fire,23,1996,4.6,-0.02,1.31,0.29,16.77,1.25,0.24,0.07,0.0,26.48,-0.06,-0.07,-0.01,0.11,0.04,0.04,0.06,0.08,D,2020
1718,i.roy,Sobianitedrucy,1,0,0,0,Punctual Fire,37,1981,10.48,0.06,1.54,0.51,29.44,1.53,0.39,0.13,0.28,15.71,0.08,-0.06,0.04,0.05,0.19,0.12,0.04,0.07,D,2020
1719,w.kisitu,Sobianitedrucy,1,0,0,0,Punctual Fire,23,1996,4.63,0.27,2.16,0.83,39.93,2.14,0.81,0.17,0.32,15.21,0.04,-0.06,0.0,0.17,0.32,0.15,-0.1,-0.07,D,2020
1720,w.suleman,Sobianitedrucy,1,0,0,0,Punctual Fire,25,1994,11.98,0.11,1.88,0.6,34.77,1.84,0.6,0.04,0.2,17.85,0.04,0.07,0.05,0.25,0.21,0.02,-0.04,0.04,D,2020
1721,z.nakayama,Sobianitedrucy,1,0,0,0,Punctual Fire,24,1995,33.79,0.29,3.04,0.67,24.03,3.06,0.82,-0.03,0.19,17.42,0.03,0.24,0.2,0.45,0.27,0.02,-0.1,-0.06,D,2020
1722,l.ranjbar,New Uwi,1,0,1,0,Punctual Fire,17,2002,0.41,-0.06,1.93,0.06,0.07,2.08,-0.04,0.09,,28.23,0.09,-0.05,-0.08,0.1,0.06,0.08,0.01,-0.01,D,2020
1723,g.zohar,Cuge,1,1,0,0,Punctual Fire,17,2001,0.79,0.03,0.01,-0.07,,0.02,0.05,,,,0.03,0.08,-0.06,-0.09,0.03,,0.0,0.04,D,2020
1724,c.reuben,Sobianitedrucy,1,1,0,0,Punctual Fire,29,1990,4.92,-0.08,2.07,0.22,10.09,2.03,0.25,0.0,-0.03,10.24,0.04,0.09,0.04,0.38,0.26,0.14,-0.39,-0.26,D,2020
1725,z.moreira,Sobianitedrucy,1,1,0,0,Punctual Fire,23,1996,1.76,-0.1,1.79,0.1,-0.02,1.73,-0.06,0.07,,9.57,0.04,0.09,0.07,0.39,0.19,0.26,-0.36,-0.36,D,2020
1726,j.colon,Coastpa Barleslands,0,0,0,1,Punctual Fire,21,1998,2.09,-0.05,0.09,-0.01,,-0.01,-0.03,,,,-0.06,-0.04,0.01,0.08,-0.06,,0.09,0.1,D,2020
1727,h.saeed,Manlisgamncent,0,0,0,1,Punctual Fire,22,1997,10.02,0.06,-0.02,-0.07,,-0.01,-0.03,,,,-0.02,0.04,-0.07,0.02,-0.09,,0.06,0.07,D,2020
1728,a.lynch,Moaithe,0,0,0,1,Punctual Fire,30,1989,26.01,0.08,0.05,0.05,,0.02,-0.02,,,,0.02,0.04,-0.02,0.02,0.1,,-0.02,-0.08,D,2020
1729,g.achia,Imaar Vircoand,0,1,0,0,Punctual Fire,30,1989,4.75,-0.07,2.11,0.43,19.93,2.04,0.38,0.07,0.09,21.73,-0.08,-0.09,0.02,0.12,0.15,0.09,-0.18,-0.13,D,2020
1730,b.lao,Kesternsri,0,1,0,0,Punctual Fire,18,2001,3.21,0.0,1.84,-0.08,-0.07,1.94,-0.07,0.02,,21.46,0.65,0.07,0.07,0.21,0.21,0.08,-0.22,-0.13,D,2020
1731,d.kimuli,Saintswacroa,0,1,0,0,Punctual Fire,27,1992,12.45,0.13,0.69,0.31,37.42,0.58,0.32,0.22,0.35,21.48,-0.02,-0.1,-0.07,-0.01,-0.01,0.06,0.02,-0.01,D,2020
1732,z.buyinza,Saintu,0,1,0,0,Punctual Fire,30,1989,15.77,0.07,3.08,0.63,21.31,3.0,0.67,0.08,0.25,21.84,0.4,-0.04,-0.06,0.08,0.21,0.03,0.05,-0.03,D,2020
1733,c.goossens,Sobianitedrucy,0,1,0,0,Punctual Fire,22,1996,19.35,-0.05,1.27,0.41,28.01,1.23,0.35,-0.09,-0.04,20.59,0.42,0.08,-0.01,0.09,0.18,0.06,-0.14,-0.08,D,2020
1734,y.gidudu,Sobianitedrucy,0,1,0,0,Punctual Fire,33,1986,31.1,0.06,0.51,0.07,23.15,0.42,0.02,0.02,0.28,16.45,0.1,0.02,0.08,0.08,0.05,0.18,-0.03,0.02,D,2020
1735,y.muyambo,Sobianitedrucy,0,1,0,0,Punctual Fire,33,1986,15.57,-0.06,0.31,0.17,49.98,0.29,0.1,0.04,-0.03,29.78,0.06,0.03,0.0,0.08,-0.03,-0.03,-0.08,-0.09,D,2020
1736,p.oneill,Pahon,0,1,1,0,Punctual Fire,24,1995,1.34,0.07,0.76,0.02,0.03,0.69,0.04,-0.04,,14.0,-0.01,-0.02,-0.09,-0.01,0.16,0.09,-0.15,-0.1,D,2020
1737,f.segel,Sobianitedrucy,0,1,1,0,Punctual Fire,28,1991,8.71,0.19,0.7,0.4,50.06,0.74,0.33,0.23,0.71,17.98,-0.05,0.07,0.08,0.06,0.11,0.02,0.25,0.19,D,2020
1738,c.chauhan,Sobianitedrucy,1,1,0,0,Punctual Fire,25,1993,16.95,0.28,1.75,0.72,37.96,1.62,0.65,0.0,0.26,16.54,0.04,0.06,-0.08,0.23,0.18,0.15,-0.09,-0.06,D,2020
1739,b.vandermeer,Esia,0,0,1,0,Red Rangers,24,1994,30.4,-0.06,0.18,0.06,16.7,0.24,0.05,0.07,-0.02,12.52,-0.07,-0.02,-0.05,0.04,-0.07,0.09,-0.04,-0.02,D,2020
1740,j.fukuda,Lefghau,0,0,1,0,Red Rangers,25,1994,9.49,0.03,0.2,0.03,0.07,0.15,0.0,0.05,,11.57,-0.07,-0.02,0.01,0.02,-0.09,0.01,0.08,0.08,D,2020
1741,b.colin,Loco Phirema,0,0,1,0,Red Rangers,25,1994,35.85,0.08,1.14,0.24,27.88,1.15,0.23,-0.01,-0.02,12.12,0.09,0.0,-0.05,0.17,-0.01,0.02,0.0,-0.1,D,2020
1742,a.ainomugisha,Moaithe,0,0,1,0,Red Rangers,19,2000,21.68,0.04,0.43,0.24,45.42,0.42,0.28,0.14,0.14,5.72,0.07,0.0,-0.04,0.0,-0.01,0.19,-0.05,-0.12,D,2020
1743,a.davies,Rosvi,0,0,1,0,Red Rangers,28,1990,35.97,0.09,0.97,0.53,47.2,0.97,0.42,0.0,0.25,16.74,0.13,0.02,0.08,0.13,0.12,0.16,-0.07,0.07,D,2020
1744,l.fuchs,Sobianitedrucy,0,0,1,0,Red Rangers,27,1991,35.94,0.14,1.2,0.42,30.94,1.23,0.31,0.07,0.33,17.25,0.06,-0.09,0.07,0.06,0.05,0.05,-0.08,0.04,D,2020
1745,m.benedetti,Sobianitedrucy,0,0,1,0,Red Rangers,21,1998,2.64,0.01,1.22,0.29,33.21,1.11,0.3,0.06,-0.06,13.93,0.09,0.01,0.03,0.27,0.32,0.12,-0.17,-0.14,D,2020
1746,m.rashid,Sobianitedrucy,0,0,1,0,Red Rangers,21,1997,5.75,0.04,2.19,0.42,23.17,2.23,0.43,0.05,-0.06,19.85,0.09,-0.07,-0.03,0.05,0.22,0.11,-0.16,-0.07,D,2020
1747,o.mudzingwa,Sobianitedrucy,0,0,1,0,Red Rangers,19,2000,0.1,0.05,0.06,-0.02,,-0.07,-0.01,,,,-0.05,-0.09,-0.08,0.01,-0.04,,0.03,0.06,D,2020
1748,x.anena,Sobianitedrucy,0,0,1,0,Red Rangers,32,1986,3.3,0.03,0.09,0.07,,0.06,-0.08,,,,-0.1,0.08,-0.05,-0.02,0.01,,-0.07,0.0,D,2020
1749,y.okwii,Sobianitedrucy,0,0,1,0,Red Rangers,31,1987,0.56,0.05,-0.03,0.05,,-0.06,0.05,,,,0.05,0.1,0.09,0.01,-0.04,,-0.02,0.0,D,2020
1750,d.balazs,Nkasland Cronestan,0,1,1,0,Red Rangers,24,1995,7.78,0.21,0.45,0.16,25.06,0.49,0.07,0.28,1.08,4.74,-0.04,0.04,-0.07,-0.04,0.08,0.09,0.05,0.06,D,2020
1751,w.namata,Nkasland Cronestan,1,0,0,0,Red Rangers,24,1995,7.74,0.43,1.85,0.73,39.94,1.99,0.77,0.26,0.45,10.46,0.07,-0.02,-0.04,0.41,0.32,0.23,0.08,0.08,D,2020
1752,g.sserugo,Sobianitedrucy,1,0,0,0,Red Rangers,30,1988,14.45,0.48,2.06,0.91,46.67,2.12,1.07,0.23,0.55,11.6,-0.06,0.01,0.14,0.41,0.34,0.16,0.11,0.2,D,2020
1753,m.nsubuga,Sobianitedrucy,1,0,0,0,Red Rangers,22,1996,2.54,-0.08,1.18,-0.05,0.01,1.26,0.06,0.07,,12.76,0.08,0.03,-0.06,0.04,0.12,0.15,-0.07,-0.16,D,2020
1754,r.nabwire,Sobianitedrucy,1,0,0,0,Red Rangers,34,1984,3.45,1.24,2.92,1.21,39.92,2.88,1.21,0.06,0.32,16.52,-0.08,0.97,0.85,1.1,0.4,0.17,-0.04,-0.1,D,2020
1755,a.anwar,Dosqaly,1,1,0,0,Red Rangers,27,1992,3.88,0.06,1.33,0.23,19.96,1.26,0.25,-0.05,0.0,18.74,0.26,0.08,0.05,0.17,0.2,0.14,-0.16,-0.1,D,2020
1756,b.yousefi,Sobianitedrucy,1,1,0,0,Red Rangers,28,1991,9.08,0.43,4.25,1.49,36.86,4.21,1.61,0.0,0.23,17.4,-0.04,0.05,0.17,0.35,0.19,0.04,0.11,0.05,D,2020
1757,i.lehmann,Sobianitedrucy,1,1,0,0,Red Rangers,17,2001,7.69,0.11,2.84,0.87,31.74,2.93,0.84,0.08,0.12,16.22,0.0,-0.01,0.04,0.19,0.22,0.03,-0.09,-0.12,D,2020
1758,j.chew,Sobianitedrucy,1,1,0,0,Red Rangers,24,1995,23.57,0.12,1.07,0.4,33.27,1.07,0.46,-0.02,0.17,16.52,-0.06,0.05,-0.08,0.05,0.16,0.13,0.0,0.01,D,2020
1759,t.akankwasa,Sobianitedrucy,1,1,0,0,Red Rangers,25,1994,19.77,0.22,2.12,0.5,26.8,2.05,0.51,0.08,0.01,20.02,0.08,0.08,0.13,0.33,0.15,0.19,-0.17,-0.14,D,2020
1760,t.sharifi,Rosvi,0,0,0,1,Red Rangers,23,1996,3.05,0.03,-0.01,0.04,,0.02,-0.05,,,,0.03,0.05,-0.08,-0.03,-0.02,,0.1,0.04,D,2020
1761,v.ssali,Sobianitedrucy,0,0,0,1,Red Rangers,28,1991,34.97,0.06,-0.09,0.04,,0.1,-0.05,,,,0.05,-0.03,0.03,-0.05,0.07,,0.01,-0.02,D,2020
1762,w.binmohamad,Biarizea,0,1,0,0,Red Rangers,22,1996,32.38,-0.02,0.58,0.18,35.31,0.49,0.11,0.03,0.0,22.88,-0.02,0.04,0.12,0.01,-0.05,0.06,-0.12,-0.08,D,2020
1763,i.vong,Greri Landmoslands,0,1,0,0,Red Rangers,33,1986,31.28,0.18,1.08,0.31,19.35,1.21,0.15,0.05,0.34,25.74,0.26,0.02,-0.08,0.08,0.01,0.02,0.1,0.12,D,2020
1764,b.thomsen,Ngoque Blicri,0,1,0,0,Red Rangers,23,1996,2.16,0.07,0.93,-0.08,-0.03,0.88,-0.08,-0.03,,37.55,-0.06,-0.09,-0.05,-0.07,-0.1,0.09,-0.06,0.05,D,2020
1765,j.riyadi,Sobianitedrucy,0,1,0,0,Red Rangers,20,1999,-0.03,-0.05,-0.03,0.03,,0.06,0.07,,,,-0.07,0.06,0.01,-0.06,0.02,,-0.01,-0.02,D,2020
1766,p.martinelli,Lefghau,0,1,1,0,Red Rangers,19,2000,0.27,-0.02,3.25,0.1,-0.03,3.12,0.0,-0.09,,22.1,-0.07,-0.09,-0.01,0.01,0.07,0.13,-0.01,0.03,D,2020
1767,e.omer,Nancipenuaroe,1,1,0,0,Red Rangers,28,1990,2.57,0.01,0.08,-0.07,,0.05,0.04,,,,-0.09,0.08,0.05,0.0,-0.03,,0.02,0.01,D,2020
1768,x.wouters,Sobianitedrucy,1,1,0,0,Red Rangers,22,1997,27.69,0.22,1.2,0.58,43.86,1.18,0.49,0.22,0.41,13.76,-0.01,0.02,-0.04,0.21,0.08,0.14,0.03,0.16,D,2020
1769,f.okon,Imaar Vircoand,0,0,1,0,Remarkable Flames,32,1987,13.48,0.12,0.28,0.01,24.96,0.22,0.05,0.22,0.96,7.89,0.06,-0.01,0.04,-0.06,-0.05,0.17,-0.02,0.01,D,2020
1770,g.degroot,Lefghau,0,0,1,0,Remarkable Flames,29,1990,11.77,0.14,1.13,0.36,35.71,1.26,0.35,0.18,0.47,17.45,0.07,-0.07,0.04,0.1,0.16,0.06,0.16,0.09,D,2020
1771,p.sanyu,Lefghau,0,0,1,0,Remarkable Flames,28,1991,1.42,-0.04,0.01,0.07,,0.03,-0.03,,,,0.03,-0.06,-0.05,0.01,-0.08,,0.02,0.05,D,2020
1772,q.cheong,Lefghau,0,0,1,0,Remarkable Flames,20,1998,6.76,-0.01,0.42,-0.08,-0.06,0.4,0.01,-0.07,,7.7,0.1,0.02,0.01,0.05,0.13,0.15,-0.12,0.01,D,2020
1773,c.mirkovi,People's Land of Maneau,0,0,1,0,Remarkable Flames,29,1989,28.56,0.04,0.71,0.26,26.27,0.57,0.24,0.25,0.51,8.33,0.01,0.07,0.01,0.14,0.1,0.03,0.03,0.06,D,2020
1774,h.francisco,Rosvi,0,0,1,0,Remarkable Flames,33,1985,30.44,0.24,2.3,0.63,23.29,2.18,0.55,0.1,0.36,24.84,0.95,-0.01,0.13,0.21,0.22,0.02,0.06,-0.04,D,2020
1775,g.efendi,Sobianitedrucy,0,0,1,0,Remarkable Flames,28,1991,6.93,0.1,0.23,0.21,50.06,0.38,0.21,-0.02,0.0,25.09,-0.03,-0.05,-0.08,0.04,0.04,0.03,0.05,0.05,D,2020
1776,g.muzamba,Sobianitedrucy,0,0,1,0,Remarkable Flames,27,1992,4.94,0.07,0.9,-0.06,-0.1,0.83,-0.01,-0.01,,16.21,0.01,0.06,0.07,0.17,0.11,0.13,-0.09,-0.15,D,2020
1777,q.sumarni,Sobianitedrucy,0,0,1,0,Remarkable Flames,17,2002,0.78,0.06,0.03,0.0,,-0.03,0.1,,,,-0.01,0.06,-0.1,0.07,0.07,,0.01,0.02,D,2020
1778,y.vitali,Sobianitedrucy,0,0,1,0,Remarkable Flames,26,1993,17.22,-0.02,0.8,0.33,26.63,0.78,0.23,0.1,0.29,16.09,0.06,-0.09,-0.01,0.09,0.06,0.05,0.06,-0.09,D,2020
1779,d.caruso,Varijitri Isles,0,0,1,0,Remarkable Flames,22,1997,2.87,-0.03,1.05,0.01,0.06,1.06,-0.03,-0.07,,9.29,0.08,-0.03,0.02,0.17,0.07,0.13,-0.06,-0.19,D,2020
1780,t.neves,Sobianitedrucy,1,0,1,0,Remarkable Flames,28,1991,11.17,-0.1,1.2,0.14,14.35,1.3,0.13,0.03,0.08,25.47,0.03,0.05,-0.07,0.05,0.15,0.11,-0.01,-0.08,D,2020
1781,j.bahri,Sobianitedrucy,0,1,1,0,Remarkable Flames,23,1996,30.48,0.04,0.74,0.12,25.01,0.6,0.23,0.13,0.2,10.0,0.03,-0.04,-0.08,0.05,0.01,0.17,-0.08,-0.14,D,2020
1782,w.mertens,Manlisgamncent,1,0,0,0,Remarkable Flames,31,1988,6.28,0.76,2.84,1.22,44.45,2.75,1.3,0.32,0.63,8.66,0.07,0.08,-0.01,0.68,0.79,0.32,0.03,0.08,D,2020
1783,r.begum,Unicorporated Tiagascar,1,0,0,0,Remarkable Flames,33,1986,31.62,0.45,3.97,1.38,36.8,3.85,1.53,0.22,0.26,12.59,-0.08,-0.04,0.02,0.53,0.54,0.13,-0.08,-0.04,D,2020
1784,q.higenyi,Varijitri Isles,1,0,0,0,Remarkable Flames,22,1997,9.66,0.29,2.67,0.96,34.51,2.6,0.89,0.16,0.4,19.29,0.09,-0.08,-0.05,0.22,0.28,0.06,0.13,0.07,D,2020
1785,h.sat,Byasier Pujan,1,1,0,0,Remarkable Flames,20,1999,16.86,0.15,2.05,0.64,32.48,1.95,0.68,0.1,0.31,20.92,0.05,0.03,0.03,0.25,0.08,0.04,0.01,0.07,D,2020
1786,f.ilves,Imaar Vircoand,1,1,0,0,Remarkable Flames,31,1988,9.62,0.56,1.21,0.44,36.45,1.12,0.38,0.17,0.25,22.99,-0.09,0.32,0.46,0.46,0.07,0.15,0.07,0.07,D,2020
1787,b.asiedu,Isle of Lababwe,1,1,0,0,Remarkable Flames,30,1989,16.95,0.52,2.63,0.86,37.28,2.57,0.92,0.13,0.54,16.62,0.04,-0.04,-0.02,0.44,0.29,0.23,0.17,0.12,D,2020
1788,m.mansouri,Nganion,1,1,0,0,Remarkable Flames,21,1998,6.24,0.11,3.24,1.29,38.14,3.26,1.24,0.05,0.16,18.71,0.05,0.06,0.09,0.18,0.34,0.09,-0.02,-0.11,D,2020
1789,i.kat,Sobianitedrucy,1,1,0,0,Remarkable Flames,20,1999,16.78,0.41,2.79,1.28,46.71,2.85,1.3,0.19,0.27,17.73,0.03,0.01,0.08,0.23,0.14,0.02,0.06,0.16,D,2020
1790,n.bello,Sobianitedrucy,1,1,0,0,Remarkable Flames,20,1999,0.94,-0.09,3.32,0.07,0.07,3.2,-0.07,-0.06,,12.34,-0.01,0.08,-0.09,0.27,0.21,-0.04,-0.32,-0.19,D,2020
1791,h.tuhaise,Lefghau,0,0,0,1,Remarkable Flames,22,1997,0.98,-0.05,0.04,-0.08,,-0.03,0.05,,,,-0.01,-0.08,0.02,-0.05,-0.02,,0.05,-0.07,D,2020
1792,p.solanki,Nganion,0,0,0,1,Remarkable Flames,24,1994,32.08,-0.06,-0.03,-0.02,,-0.07,-0.01,,,,-0.07,0.04,-0.04,0.02,-0.09,,0.07,0.07,D,2020
1793,g.boadi,Sobianitedrucy,0,0,0,1,Remarkable Flames,36,1983,5.05,-0.06,0.03,-0.03,,0.02,-0.09,,,,0.08,-0.05,-0.03,-0.01,-0.09,,0.05,-0.04,D,2020
1794,k.ndiweni,Dosqaly,0,1,0,0,Remarkable Flames,26,1993,29.21,0.14,0.72,0.36,34.78,0.86,0.21,0.01,0.11,25.91,0.03,0.26,0.19,0.22,0.05,0.04,0.07,0.09,D,2020
1795,n.von,Iverde,0,1,0,0,Remarkable Flames,22,1997,16.93,0.16,0.44,0.25,33.35,0.5,0.24,-0.01,-0.03,26.81,0.08,0.14,0.04,-0.03,0.03,0.04,0.06,0.06,D,2020
1796,d.schmid,Nganion,0,1,0,0,Remarkable Flames,21,1998,3.23,-0.06,0.6,0.66,100.06,0.6,0.58,0.02,-0.09,8.46,0.07,-0.01,-0.06,0.27,0.29,0.46,-0.35,-0.37,D,2020
1797,m.bwire,Rarita,0,1,0,0,Remarkable Flames,30,1989,5.77,0.04,2.74,0.55,18.74,2.73,0.5,0.09,-0.09,14.74,-0.01,-0.01,-0.04,0.21,0.22,0.06,-0.37,-0.35,D,2020
1798,g.hungwe,Sobianitedrucy,0,1,0,0,Remarkable Flames,23,1996,23.36,0.1,2.52,0.37,17.14,2.4,0.47,0.04,0.18,20.1,0.25,-0.08,-0.1,0.26,0.12,-0.01,-0.21,-0.12,D,2020
1799,z.delemovi,Sobianitedrucy,0,1,0,0,Remarkable Flames,24,1995,17.93,0.04,1.61,0.42,31.0,1.66,0.41,0.11,0.01,20.14,-0.01,-0.04,-0.09,0.16,0.02,0.05,-0.08,0.06,D,2020
1800,i.as,Galamily,0,0,1,0,Rowdy Clippers,23,1996,28.31,0.05,0.17,0.19,66.62,0.2,0.1,0.03,0.08,12.62,-0.09,-0.05,-0.01,-0.06,0.05,0.07,-0.02,0.06,D,2020
1801,w.ta,Lefghau,0,0,1,0,Rowdy Clippers,26,1993,0.19,-0.04,0.09,-0.09,,0.08,-0.04,,,,0.01,0.07,0.09,-0.05,0.08,,0.07,-0.08,D,2020
1802,f.berger,Sobianitedrucy,0,0,1,0,Rowdy Clippers,21,1998,6.92,0.23,0.37,0.21,49.98,0.3,0.16,0.47,1.0,18.54,0.04,-0.09,0.09,0.19,0.16,0.41,0.06,0.02,D,2020
1803,n.haas,Sobianitedrucy,0,0,1,0,Rowdy Clippers,17,2002,10.17,0.2,0.18,0.03,49.91,0.27,0.08,0.44,0.99,11.79,0.09,0.02,0.09,-0.07,0.01,-0.05,0.15,0.09,D,2020
1804,o.louis,Sobianitedrucy,0,0,1,0,Rowdy Clippers,22,1997,20.42,0.04,0.31,0.17,33.34,0.27,0.08,0.15,0.51,10.84,0.05,0.09,0.09,-0.05,0.0,0.16,0.13,0.02,D,2020
1805,p.ssemanda,Sobianitedrucy,0,0,1,0,Rowdy Clippers,26,1993,35.15,0.09,0.31,0.17,28.52,0.45,0.04,-0.07,0.08,24.62,0.0,-0.05,0.02,0.07,-0.01,0.07,-0.11,0.04,D,2020
1806,s.leung,Sobianitedrucy,0,0,1,0,Rowdy Clippers,36,1983,4.32,-0.02,0.28,-0.09,0.0,0.17,-0.06,0.07,,14.53,-0.08,-0.1,0.1,-0.04,-0.07,0.01,-0.02,-0.01,D,2020
1807,w.ajwang,Sobianitedrucy,0,0,1,0,Rowdy Clippers,21,1998,10.81,-0.08,0.2,-0.02,-0.1,0.22,-0.03,-0.08,,9.08,-0.09,-0.1,-0.07,-0.07,0.02,0.06,-0.06,0.06,D,2020
1808,m.akampurira,Zamlie Niabangthe,0,0,1,0,Rowdy Clippers,27,1992,24.96,0.17,0.43,0.09,23.16,0.57,0.21,0.28,0.99,7.64,0.04,0.09,-0.02,0.06,0.05,0.21,0.13,-0.06,D,2020
1809,d.saleh,Sobianitedrucy,0,1,1,0,Rowdy Clippers,23,1995,1.22,0.09,1.58,0.85,50.05,1.53,0.88,0.01,-0.09,9.45,-0.03,0.04,-0.03,-0.02,0.14,0.03,-0.04,-0.08,D,2020
1810,u.cruz,Sobianitedrucy,0,1,1,0,Rowdy Clippers,26,1992,14.16,-0.04,0.75,0.22,19.95,0.72,0.16,-0.09,-0.08,22.88,-0.09,-0.03,0.06,0.09,0.06,0.12,-0.07,0.02,D,2020
1811,o.fischer,Sobianitedrucy,1,0,0,0,Rowdy Clippers,28,1990,15.52,0.26,4.62,1.48,33.85,4.48,1.63,0.0,0.3,19.8,1.12,0.06,-0.02,0.54,0.4,0.03,-0.14,-0.12,D,2020
1812,o.nyasulu,Sobianitedrucy,1,0,0,0,Rowdy Clippers,28,1990,18.66,0.3,2.04,0.76,34.14,2.1,0.68,0.13,0.3,16.14,0.06,0.06,0.17,0.39,0.33,0.2,0.11,0.08,D,2020
1813,y.nalubwama,Sobianitedrucy,1,0,0,0,Rowdy Clippers,27,1992,20.46,0.41,2.91,1.06,34.34,2.99,0.98,0.02,0.19,16.33,0.0,0.19,0.11,0.45,0.19,0.01,0.01,-0.06,D,2020
1814,b.kyarisima,Sobianitedrucy,1,0,1,0,Rowdy Clippers,23,1995,0.33,-0.02,0.02,0.03,,-0.04,0.05,,,,-0.01,-0.03,0.07,0.0,0.09,,0.02,-0.03,D,2020
1815,g.kowalczyk,Dosqaly,1,1,0,0,Rowdy Clippers,22,1997,15.3,-0.03,1.73,0.41,25.83,1.69,0.49,0.05,-0.03,13.17,-0.09,0.06,0.05,0.14,0.22,0.13,-0.15,-0.19,D,2020
1816,x.byamugisha,Sobianitedrucy,1,1,0,0,Rowdy Clippers,34,1984,1.09,0.06,5.95,1.02,16.61,6.16,1.08,-0.01,0.06,15.05,-0.03,-0.09,-0.04,0.48,0.36,0.08,-0.39,-0.45,D,2020
1817,k.smit,Leoneku Guidisia,0,0,0,1,Rowdy Clippers,26,1993,28.95,-0.06,-0.1,0.08,,-0.05,-0.04,,,,0.05,0.06,0.04,0.01,0.0,,0.0,0.08,D,2020
1818,c.odongo,Sobianitedrucy,0,0,0,1,Rowdy Clippers,24,1995,5.84,-0.1,0.03,0.01,,-0.01,0.1,,,,0.02,-0.08,0.08,0.0,0.0,,-0.09,-0.03,D,2020
1819,j.kovai,Sobianitedrucy,0,0,0,1,Rowdy Clippers,31,1988,3.17,-0.07,0.01,-0.08,,-0.07,-0.05,,,,0.07,0.03,-0.07,0.04,0.08,,0.02,0.0,D,2020
1820,z.saeedi,Galamily,0,1,0,0,Rowdy Clippers,25,1993,12.54,0.16,1.07,0.67,61.54,1.03,0.68,0.15,0.3,15.13,0.04,-0.09,-0.06,0.17,0.06,0.01,0.01,0.12,D,2020
1821,g.fujita,Moaithe,0,1,0,0,Rowdy Clippers,22,1996,6.29,-0.07,1.37,0.63,44.43,1.45,0.58,0.02,0.05,16.56,0.06,-0.06,-0.09,0.12,0.28,0.23,-0.2,-0.24,D,2020
1822,a.kimura,Sobianitedrucy,0,1,0,0,Rowdy Clippers,32,1987,19.05,0.08,0.91,0.36,41.16,0.96,0.42,0.13,0.13,15.19,-0.05,0.04,-0.04,0.15,0.06,0.05,-0.16,-0.02,D,2020
1823,f.mulindwa,Sobianitedrucy,0,1,0,0,Rowdy Clippers,18,2000,3.76,0.0,0.69,-0.04,-0.06,0.8,-0.04,-0.06,,23.6,0.1,0.06,0.01,0.13,0.12,0.06,-0.1,-0.06,D,2020
