,Player,Nation,FW,MF,DF,GK,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Performance PK,Performance PKatt,League,Year,Standard FK,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG
617,b.kazloski,Iyan,0,0,1,0,30,1990,4.05,-0.01,0.82,-0.05,0.03,0.8,0.09,-0.06,,,-0.04,0.09,Tournament,2020,,,,,,
618,h.katushabe,Iyan,0,0,1,0,28,1993,0.96,-0.05,-0.05,0.01,,-0.05,0.05,,,,0.03,-0.08,Tournament,2020,,,,,,
619,j.dhliwayo,Iyan,0,0,1,0,25,1996,3.9,0.32,0.17,0.31,99.96,0.33,0.24,1.06,1.03,,0.09,-0.08,Tournament,2020,,,,,,
620,l.amolo,Iyan,0,0,1,0,30,1991,1.98,0.02,2.04,0.97,50.04,1.98,0.95,-0.04,-0.05,,0.0,-0.06,Tournament,2020,,,,,,
621,o.marchenko,Iyan,0,0,1,0,33,1988,1.03,0.01,-0.09,0.09,,0.05,0.04,,,,-0.09,0.01,Tournament,2020,,,,,,
622,o.rasmussen,Iyan,0,0,1,0,28,1993,5.64,-0.03,0.47,0.3,66.77,0.51,0.43,-0.03,-0.09,,-0.08,0.07,Tournament,2020,,,,,,
623,o.vu,Iyan,0,0,1,0,24,1996,4.98,0.06,0.61,0.17,33.26,0.7,0.26,0.1,0.08,,-0.07,-0.07,Tournament,2020,,,,,,
624,g.monti,Iyan,1,0,0,0,26,1995,3.34,0.36,3.27,0.92,27.32,3.34,0.93,0.03,-0.08,,0.26,0.31,Tournament,2020,,,,,,
625,h.jansons,Iyan,1,0,0,0,20,2001,1.06,0.99,-0.01,-0.08,,-0.04,0.02,,,,1.02,1.05,Tournament,2020,,,,,,
626,w.khatoon,Iyan,1,0,0,0,23,1998,1.71,-0.07,2.36,1.72,74.96,2.43,1.74,-0.04,-0.05,,0.04,-0.1,Tournament,2020,,,,,,
627,l.dejong,Iyan,0,0,0,1,36,1985,4.09,-0.03,0.02,-0.07,,-0.03,0.01,,,,-0.01,0.02,Tournament,2020,,,,,,
628,s.jung,Iyan,0,0,0,1,26,1995,2.04,0.04,0.0,-0.02,,0.07,0.0,,,,-0.07,0.03,Tournament,2020,,,,,,
629,a.koroveshi,Iyan,0,1,0,0,25,1996,2.43,-0.06,0.03,-0.04,,0.0,-0.04,,,,-0.08,0.02,Tournament,2020,,,,,,
630,b.kabasinguzi,Iyan,0,1,0,0,25,1996,2.77,-0.04,0.81,0.39,50.05,0.82,0.42,0.01,-0.03,,0.08,0.1,Tournament,2020,,,,,,
631,b.koller,Iyan,0,1,0,0,24,1997,1.19,0.08,1.9,0.89,50.03,1.84,0.99,-0.05,0.09,,-0.01,0.09,Tournament,2020,,,,,,
632,e.hui,Iyan,0,1,0,0,25,1996,0.58,-0.1,1.91,-0.03,0.0,1.91,-0.04,-0.01,,,-0.08,-0.07,Tournament,2020,,,,,,
633,h.otim,Iyan,0,1,0,0,24,1997,5.56,0.02,1.46,0.22,12.48,1.53,0.16,-0.08,-0.09,,-0.04,-0.09,Tournament,2020,,,,,,
634,j.naiga,Iyan,0,1,0,0,20,2000,1.47,-0.01,1.39,0.02,0.01,1.44,0.0,0.04,,,0.02,0.03,Tournament,2020,,,,,,
635,j.robin,Iyan,0,1,0,0,22,1999,1.81,-0.08,0.54,0.08,-0.08,0.49,-0.02,0.01,,,0.06,0.03,Tournament,2020,,,,,,
636,j.wamala,Iyan,0,1,0,0,30,1991,3.98,0.0,1.22,0.3,20.08,1.31,0.23,-0.03,0.04,,0.0,-0.07,Tournament,2020,,,,,,
637,m.chou,Iyan,0,1,0,0,22,1999,0.6,-0.03,1.45,0.01,-0.09,1.26,-0.06,-0.01,,,0.05,0.01,Tournament,2020,,,,,,
638,w.namusisi,Iyan,0,1,0,0,33,1988,1.53,0.62,1.94,1.36,66.7,1.95,1.4,0.43,0.41,,-0.05,0.02,Tournament,2020,,,,,,
639,z.lucas,Iyan,0,1,0,0,21,2000,0.51,-0.09,-0.03,0.09,,0.03,0.0,,,,-0.04,0.06,Tournament,2020,,,,,,
640,z.schuster,Iyan,0,1,0,0,27,1994,1.19,0.07,4.53,0.04,0.03,4.36,-0.08,-0.05,,,-0.09,0.03,Tournament,2020,,,,,,
641,m.nicolas,Iyan,0,1,1,0,32,1989,1.86,0.09,1.58,0.02,-0.04,1.59,-0.01,0.0,,,-0.02,0.01,Tournament,2020,,,,,,
642,r.phang,Iyan,1,1,0,0,26,1995,5.79,0.45,2.38,0.83,35.68,2.39,0.8,0.13,0.66,,0.03,0.19,Tournament,2020,,,,,,
643,a.price,Kani,0,0,1,0,25,1996,0.45,0.05,-0.08,0.06,,0.06,-0.06,,,,-0.01,-0.04,Tournament,2020,,,,,,
644,a.tumuheirwe,Kani,0,0,1,0,31,1990,1.99,-0.09,0.96,-0.08,-0.04,0.9,0.03,0.01,,,-0.1,-0.06,Tournament,2020,,,,,,
645,e.messina,Kani,0,0,1,0,35,1986,1.7,-0.09,0.67,0.04,-0.06,0.54,0.09,0.06,,,-0.05,0.05,Tournament,2020,,,,,,
646,f.richter,Kani,0,0,1,0,34,1987,5.92,0.07,0.52,0.08,-0.06,0.51,0.1,0.06,,,0.09,0.09,Tournament,2020,,,,,,
647,g.ting,Kani,0,0,1,0,23,1998,0.41,0.08,0.01,-0.05,,0.03,0.0,,,,0.08,0.02,Tournament,2020,,,,,,
648,j.nyamaizi,Kani,0,0,1,0,31,1990,0.93,0.09,1.02,0.94,100.03,1.1,0.9,-0.08,0.1,,0.03,-0.09,Tournament,2020,,,,,,
649,l.kasumba,Kani,0,0,1,0,31,1990,3.54,-0.07,0.36,0.25,99.92,0.3,0.26,0.0,-0.07,,-0.09,0.0,Tournament,2020,,,,,,
650,r.muyama,Kani,0,0,1,0,23,1998,0.27,-0.02,4.96,0.01,0.06,4.49,-0.07,0.0,,,0.08,-0.01,Tournament,2020,,,,,,
651,x.mohammed,Kani,0,0,1,0,34,1987,1.16,0.0,0.05,0.07,,-0.04,0.08,,,,-0.05,0.03,Tournament,2020,,,,,,
652,y.loo,Kani,0,0,1,0,27,1994,3.42,0.0,0.02,-0.01,,0.07,-0.03,,,,0.1,-0.08,Tournament,2020,,,,,,
653,m.kivumbi,Kani,0,1,1,0,30,1991,4.09,0.09,0.2,0.16,99.9,0.28,0.26,-0.06,-0.08,,-0.02,-0.09,Tournament,2020,,,,,,
654,g.pagano,Kani,1,0,0,0,29,1992,1.05,-0.1,0.89,0.83,99.92,0.91,1.02,-0.01,0.02,,-0.07,-0.1,Tournament,2020,,,,,,
655,k.nabukeera,Kani,1,0,0,0,24,1997,0.12,0.0,0.06,-0.05,,0.0,0.01,,,,0.06,-0.07,Tournament,2020,,,,,,
656,m.pettersen,Kani,1,0,0,0,23,1998,3.6,0.22,1.07,0.67,50.0,1.17,0.66,0.25,0.41,,0.09,0.08,Tournament,2020,,,,,,
657,y.kwame,Kani,1,0,0,0,22,1999,1.45,0.01,0.69,0.04,0.0,0.62,0.03,-0.09,,,0.09,0.05,Tournament,2020,,,,,,
658,e.torok,Kani,1,1,0,0,34,1987,0.12,-0.06,0.07,0.03,,0.04,0.0,,,,-0.01,0.09,Tournament,2020,,,,,,
659,j.mwesigye,Kani,1,1,0,0,23,1998,2.94,0.02,0.73,0.09,0.07,0.62,0.06,0.06,,,-0.03,0.03,Tournament,2020,,,,,,
660,p.wamala,Kani,0,0,0,1,34,1986,3.95,0.03,-0.02,-0.06,,0.0,-0.02,,,,0.03,-0.02,Tournament,2020,,,,,,
661,s.szymaski,Kani,0,0,0,1,27,1993,1.96,-0.03,0.05,0.07,,-0.07,0.02,,,,0.01,0.03,Tournament,2020,,,,,,
662,e.khumalo,Kani,0,1,0,0,28,1993,2.27,-0.05,0.9,0.41,50.07,0.83,0.51,0.03,-0.02,,-0.02,-0.02,Tournament,2020,,,,,,
663,e.namuddu,Kani,0,1,0,0,37,1984,1.41,0.02,0.62,-0.07,-0.05,0.67,0.06,0.06,,,0.08,-0.08,Tournament,2020,,,,,,
664,f.baey,Kani,0,1,0,0,28,1993,2.8,-0.05,0.35,0.28,100.0,0.28,0.27,-0.01,0.01,,0.03,0.02,Tournament,2020,,,,,,
665,i.meyer,Kani,0,1,0,0,27,1994,0.16,0.03,5.0,0.06,0.09,5.24,-0.03,0.07,,,-0.08,0.07,Tournament,2020,,,,,,
666,m.hamad,Kani,0,1,0,0,27,1994,2.12,0.08,0.88,0.0,0.06,0.98,0.0,0.1,,,-0.02,-0.02,Tournament,2020,,,,,,
667,o.koh,Kani,0,1,0,0,23,1998,0.13,-0.06,9.97,0.0,0.04,14.91,-0.01,-0.03,,,-0.07,0.06,Tournament,2020,,,,,,
668,r.byansi,Kani,0,1,0,0,23,1998,1.31,0.06,1.46,0.06,-0.09,1.57,0.07,0.06,,,-0.07,0.05,Tournament,2020,,,,,,
669,r.moser,Kani,0,1,1,0,23,1998,5.92,-0.08,0.41,0.27,49.92,0.27,0.17,0.02,0.0,,0.02,0.01,Tournament,2020,,,,,,
670,i.twijukye,Kani,1,1,0,0,28,1993,4.68,0.1,0.31,-0.08,0.01,0.14,0.0,-0.08,,,0.05,-0.01,Tournament,2020,,,,,,
671,v.persson,Kani,1,1,0,0,31,1990,5.21,-0.01,0.18,-0.02,0.01,0.26,0.01,-0.07,,,-0.06,-0.07,Tournament,2020,,,,,,
672,a.palumbo,Kesternsri,0,0,1,0,28,1993,4.0,0.06,0.51,-0.02,0.06,0.53,0.04,-0.09,,,0.08,0.01,Tournament,2020,,,,,,
673,d.ogwal,Kesternsri,0,0,1,0,28,1993,3.02,-0.06,0.28,-0.01,0.05,0.37,0.05,-0.06,,,0.03,0.09,Tournament,2020,,,,,,
674,v.moulin,Kesternsri,0,0,1,0,24,1997,0.69,-0.07,1.4,-0.03,0.0,1.52,-0.05,0.06,,,0.07,0.06,Tournament,2020,,,,,,
675,v.namukisa,Kesternsri,0,0,1,0,33,1988,4.38,0.09,0.05,-0.05,,0.0,0.05,,,,-0.08,-0.07,Tournament,2020,,,,,,
676,v.vogel,Kesternsri,0,0,1,0,25,1996,3.1,0.02,0.01,-0.04,,-0.03,-0.06,,,,-0.01,0.05,Tournament,2020,,,,,,
677,z.lewis,Kesternsri,0,0,1,0,33,1988,0.39,0.08,0.0,-0.1,,-0.07,-0.07,,,,0.06,0.04,Tournament,2020,,,,,,
678,z.olobo,Kesternsri,0,0,1,0,22,1998,1.74,-0.04,0.69,-0.01,0.1,0.57,0.04,0.1,,,0.01,0.07,Tournament,2020,,,,,,
679,z.reid,Kesternsri,0,0,1,0,29,1992,3.04,0.07,0.96,0.38,33.36,1.03,0.24,0.04,0.05,,-0.04,-0.03,Tournament,2020,,,,,,
680,n.sserunjogi,Kesternsri,0,1,1,0,29,1992,2.93,0.1,0.41,0.27,99.98,0.3,0.33,-0.04,-0.05,,0.02,0.05,Tournament,2020,,,,,,
681,d.nuhu,Kesternsri,1,0,0,0,21,2000,0.49,-0.06,-0.09,0.01,,0.06,0.08,,,,0.1,0.04,Tournament,2020,,,,,,
682,i.maleki,Kesternsri,1,0,0,0,30,1990,0.96,0.05,2.25,-0.06,-0.01,2.25,0.03,0.01,,,-0.07,-0.06,Tournament,2020,,,,,,
683,k.adongo,Kesternsri,1,0,0,0,25,1996,4.01,0.93,2.42,1.32,50.0,2.44,1.17,0.47,0.89,,-0.08,0.01,Tournament,2020,,,,,,
684,s.beinomugisha,Kesternsri,1,0,0,0,22,1999,0.37,-0.07,0.04,0.02,,-0.09,-0.05,,,,0.01,-0.02,Tournament,2020,,,,,,
685,y.hamid,Kesternsri,0,0,0,1,19,2002,5.92,-0.09,0.09,-0.06,,-0.02,0.09,,,,-0.01,-0.03,Tournament,2020,,,,,,
686,b.cherop,Kesternsri,0,1,0,0,24,1997,0.26,0.07,-0.09,0.02,,0.04,0.04,,,,0.08,-0.08,Tournament,2020,,,,,,
687,b.chong,Kesternsri,0,1,0,0,24,1997,1.07,-0.02,0.95,-0.08,-0.02,1.09,0.05,0.1,,,-0.06,0.04,Tournament,2020,,,,,,
688,e.odoi,Kesternsri,0,1,0,0,30,1991,0.96,-0.06,0.07,0.09,,-0.08,-0.07,,,,-0.05,0.09,Tournament,2020,,,,,,
689,h.astuti,Kesternsri,0,1,0,0,28,1992,0.66,0.1,-0.09,0.0,,-0.03,0.02,,,,-0.08,-0.03,Tournament,2020,,,,,,
690,i.edwards,Kesternsri,0,1,0,0,21,2000,0.83,-0.09,-0.09,-0.01,,-0.04,0.02,,,,-0.06,0.08,Tournament,2020,,,,,,
691,q.binyusof,Kesternsri,0,1,0,0,26,1995,1.11,-0.07,0.0,-0.04,,0.0,0.01,,,,-0.09,-0.02,Tournament,2020,,,,,,
692,t.bintiali,Kesternsri,0,1,0,0,32,1989,0.46,-0.08,0.1,-0.02,,-0.05,-0.09,,,,-0.05,0.09,Tournament,2020,,,,,,
693,w.beck,Kesternsri,0,1,0,0,25,1996,1.93,-0.09,0.46,0.01,0.02,0.53,-0.09,-0.03,,,-0.01,0.07,Tournament,2020,,,,,,
694,y.moreno,Kesternsri,0,1,0,0,25,1996,1.87,0.61,1.19,1.07,100.04,1.14,1.13,0.05,-0.03,,0.51,0.6,Tournament,2020,,,,,,
695,q.naik,Kesternsri,0,1,1,0,22,1999,4.91,-0.03,0.35,0.2,49.99,0.47,0.16,0.05,0.07,,-0.02,0.04,Tournament,2020,,,,,,
696,r.munoz,Kesternsri,0,1,1,0,23,1998,3.88,0.08,1.34,0.26,20.09,1.32,0.27,0.04,0.08,,0.05,0.09,Tournament,2020,,,,,,
697,b.lao,Kesternsri,1,1,0,0,20,2001,1.85,0.02,1.65,1.15,66.71,1.74,1.15,0.05,0.08,,-0.06,-0.05,Tournament,2020,,,,,,
698,j.omony,Kesternsri,1,1,0,0,24,1996,4.4,0.0,0.7,0.1,-0.03,0.62,0.09,0.04,,,0.09,0.06,Tournament,2020,,,,,,
699,n.keller,Kesternsri,1,1,0,0,37,1984,4.43,0.04,1.08,-0.04,0.0,1.12,0.06,0.09,,,-0.07,0.04,Tournament,2020,,,,,,
700,r.syu,Kesternsri,1,1,0,0,32,1989,2.22,-0.09,0.36,0.02,0.02,0.51,-0.08,-0.04,,,0.03,0.02,Tournament,2020,,,,,,
701,c.hudak,Klausterton,0,0,1,0,24,1997,2.09,-0.03,0.05,0.03,,0.06,-0.08,,,,0.09,0.01,Tournament,2020,,,,,,
702,c.wouters,Klausterton,0,0,1,0,32,1989,5.91,0.03,0.15,-0.02,0.07,0.22,-0.05,0.05,,,0.02,0.03,Tournament,2020,,,,,,
703,e.abdo,Klausterton,0,0,1,0,27,1994,2.09,-0.1,1.0,0.05,0.01,1.11,-0.04,0.01,,,0.06,-0.04,Tournament,2020,,,,,,
704,e.nyanzi,Klausterton,0,0,1,0,22,1999,2.0,-0.02,1.07,-0.09,0.07,0.99,-0.07,0.09,,,0.08,-0.02,Tournament,2020,,,,,,
705,f.abonyo,Klausterton,0,0,1,0,28,1993,5.05,-0.04,-0.04,-0.04,,0.06,0.04,,,,-0.02,-0.02,Tournament,2020,,,,,,
706,m.chuma,Klausterton,0,0,1,0,22,1999,1.01,-0.02,0.02,-0.06,,-0.05,0.09,,,,0.03,0.01,Tournament,2020,,,,,,
707,q.kyomuhendo,Klausterton,0,0,1,0,34,1987,1.96,0.01,0.04,-0.01,,-0.06,-0.01,,,,0.01,-0.03,Tournament,2020,,,,,,
708,w.petek,Klausterton,0,0,1,0,31,1990,0.3,-0.06,0.03,-0.05,,-0.04,-0.02,,,,-0.05,0.01,Tournament,2020,,,,,,
709,i.chirambo,Klausterton,1,0,1,0,33,1988,0.19,-0.09,0.02,-0.01,,-0.09,-0.08,,,,-0.01,0.03,Tournament,2020,,,,,,
710,m.savage,Klausterton,0,1,1,0,23,1998,4.02,-0.08,0.95,0.16,24.95,1.09,0.15,-0.03,-0.06,,-0.05,0.06,Tournament,2020,,,,,,
711,e.naggayi,Klausterton,1,0,0,0,22,1999,3.28,-0.09,0.72,0.38,50.02,0.54,0.24,-0.05,-0.09,,-0.06,0.07,Tournament,2020,,,,,,
712,k.komuhangi,Klausterton,1,0,0,0,29,1992,0.39,0.1,-0.02,0.01,,-0.07,0.04,,,,-0.01,0.06,Tournament,2020,,,,,,
713,m.awori,Klausterton,1,0,0,0,34,1987,0.43,-0.09,0.0,0.09,,-0.03,0.03,,,,0.0,-0.07,Tournament,2020,,,,,,
714,m.kong,Klausterton,1,0,0,0,25,1996,1.71,-0.09,0.62,0.07,-0.01,0.62,0.04,-0.08,,,-0.02,-0.05,Tournament,2020,,,,,,
715,d.kumakech,Klausterton,1,1,0,0,33,1987,0.07,0.05,-0.02,0.06,,-0.01,0.09,,,,-0.09,0.0,Tournament,2020,,,,,,
716,v.nambozo,Klausterton,1,1,0,0,23,1998,3.49,-0.05,0.23,0.36,100.04,0.25,0.31,0.04,0.08,,-0.09,0.08,Tournament,2020,,,,,,
717,p.morita,Klausterton,0,0,0,1,35,1985,5.99,0.02,0.09,-0.09,,0.0,0.01,,,,-0.08,-0.03,Tournament,2020,,,,,,
718,c.nakibuuka,Klausterton,0,1,0,0,27,1994,4.64,0.12,1.06,0.35,40.07,1.15,0.4,0.1,0.43,,-0.08,-0.06,Tournament,2020,,,,,,
719,p.nkrumah,Klausterton,0,1,0,0,35,1986,0.49,0.05,4.97,-0.05,-0.09,4.8,-0.04,0.02,,,0.06,0.0,Tournament,2020,,,,,,
720,s.bohm,Klausterton,0,1,0,0,39,1982,4.82,0.01,0.88,0.01,-0.01,0.78,0.05,-0.06,,,-0.03,0.08,Tournament,2020,,,,,,
721,y.sseguya,Klausterton,0,1,0,0,23,1998,4.47,0.0,1.18,0.27,20.07,1.1,0.13,0.03,0.09,,0.03,0.04,Tournament,2020,,,,,,
722,h.fredrick,Klausterton,1,1,0,0,32,1989,4.84,0.09,0.98,0.06,-0.1,1.07,0.03,-0.01,,,-0.06,0.09,Tournament,2020,,,,,,
723,y.irumba,Klausterton,1,1,0,0,37,1984,5.28,-0.06,0.49,0.3,66.65,0.66,0.35,0.09,-0.06,,0.0,-0.09,Tournament,2020,,,,,,
724,a.alghamdi,Ledian,0,0,1,0,35,1986,3.97,-0.07,0.42,0.59,100.04,0.48,0.41,-0.05,-0.03,,0.06,0.02,Tournament,2020,,,,,,
725,a.ndawula,Ledian,0,0,1,0,25,1995,3.65,0.09,0.28,0.05,-0.07,0.28,-0.07,0.01,,,-0.1,-0.01,Tournament,2020,,,,,,
726,b.taremwa,Ledian,0,0,1,0,26,1995,1.97,0.07,0.08,0.09,,-0.03,0.01,,,,-0.04,-0.05,Tournament,2020,,,,,,
727,d.goodarzi,Ledian,0,0,1,0,27,1994,1.0,0.07,-0.09,0.05,,0.04,-0.04,,,,0.07,-0.07,Tournament,2020,,,,,,
728,h.mvula,Ledian,0,0,1,0,36,1985,1.08,-0.05,0.99,-0.04,0.04,0.91,-0.09,-0.1,,,0.04,0.01,Tournament,2020,,,,,,
729,h.namala,Ledian,0,0,1,0,27,1994,1.93,0.09,0.55,0.03,0.02,0.56,-0.06,-0.06,,,-0.01,-0.1,Tournament,2020,,,,,,
730,i.tsua,Ledian,0,0,1,0,30,1991,0.91,-0.09,-0.08,-0.07,,0.07,-0.07,,,,0.01,-0.04,Tournament,2020,,,,,,
731,l.huda,Ledian,0,0,1,0,30,1991,0.37,-0.06,0.04,0.1,,0.0,0.01,,,,0.08,0.01,Tournament,2020,,,,,,
732,l.sayed,Ledian,0,0,1,0,25,1996,1.05,0.02,1.09,0.08,0.05,1.04,-0.1,-0.05,,,0.04,-0.07,Tournament,2020,,,,,,
733,v.turyahikayo,Ledian,0,0,1,0,29,1992,3.1,0.07,-0.02,-0.06,,0.05,0.07,,,,0.06,0.01,Tournament,2020,,,,,,
734,w.hagen,Ledian,0,0,1,0,25,1995,1.04,-0.08,-0.1,0.07,,0.01,0.03,,,,-0.06,0.02,Tournament,2020,,,,,,
735,z.wu,Ledian,0,0,1,0,26,1995,4.03,-0.09,0.22,0.09,-0.09,0.34,0.06,-0.1,,,-0.03,-0.07,Tournament,2020,,,,,,
736,a.binothman,Ledian,1,0,0,0,21,1999,2.53,-0.06,1.68,0.88,49.97,1.52,0.84,-0.01,0.1,,-0.03,-0.03,Tournament,2020,,,,,,
737,i.krmis,Ledian,1,0,0,0,26,1994,0.69,-0.02,4.2,1.53,33.22,4.14,1.42,0.05,0.05,,0.07,-0.07,Tournament,2020,,,,,,
738,i.mehmedovi,Ledian,1,0,0,0,27,1994,1.06,0.02,0.09,-0.09,,0.02,0.04,,,,-0.09,-0.09,Tournament,2020,,,,,,
739,p.balaz,Ledian,1,0,0,0,28,1993,1.33,0.77,1.64,0.73,49.99,1.45,0.65,0.6,1.07,,0.09,0.07,Tournament,2020,,,,,,
740,h.bengtsson,Ledian,1,1,0,0,27,1994,0.78,-0.08,-0.08,0.07,,0.05,0.05,,,,-0.08,0.05,Tournament,2020,,,,,,
741,z.apili,Ledian,1,1,0,0,33,1988,2.63,0.32,1.49,1.18,75.0,1.53,1.17,0.33,0.4,,-0.04,0.06,Tournament,2020,,,,,,
742,e.bintiismail,Ledian,0,0,0,1,24,1996,2.9,0.07,-0.02,0.01,,-0.03,0.02,,,,0.04,-0.01,Tournament,2020,,,,,,
743,f.malunga,Ledian,0,0,0,1,36,1985,0.95,0.08,-0.08,-0.07,,0.06,0.02,,,,0.02,-0.04,Tournament,2020,,,,,,
744,m.kuo,Ledian,0,0,0,1,24,1997,2.06,-0.09,0.03,-0.1,,0.08,0.05,,,,0.01,-0.09,Tournament,2020,,,,,,
745,a.nabawanuka,Ledian,0,1,0,0,27,1994,2.15,-0.06,0.96,0.53,49.96,0.91,0.42,-0.06,-0.03,,0.0,0.01,Tournament,2020,,,,,,
746,b.namazzi,Ledian,0,1,0,0,34,1987,3.73,-0.04,1.12,0.47,50.04,1.14,0.58,0.03,-0.05,,0.04,0.06,Tournament,2020,,,,,,
747,c.lawal,Ledian,0,1,0,0,29,1992,3.21,-0.04,0.66,0.08,0.0,0.68,0.03,-0.03,,,-0.01,0.09,Tournament,2020,,,,,,
748,d.mumbere,Ledian,0,1,0,0,30,1991,1.62,0.58,1.22,0.7,50.04,1.25,0.58,0.52,1.03,,-0.04,-0.04,Tournament,2020,,,,,,
749,f.den,Ledian,0,1,0,0,29,1991,0.76,0.08,0.06,-0.1,,-0.07,0.0,,,,0.05,0.09,Tournament,2020,,,,,,
750,m.delgado,Ledian,0,1,0,0,26,1994,2.96,-0.06,0.02,0.01,,-0.03,0.07,,,,0.01,0.0,Tournament,2020,,,,,,
751,m.filipovi,Ledian,0,1,0,0,19,2002,0.29,0.08,-0.02,0.07,,-0.04,-0.04,,,,0.06,-0.01,Tournament,2020,,,,,,
752,p.khosravi,Ledian,0,1,0,0,30,1991,2.44,0.36,1.64,1.28,74.98,1.68,1.18,0.34,0.35,,0.1,0.01,Tournament,2020,,,,,,
753,x.akao,Ledian,0,1,0,0,34,1987,3.37,0.23,1.74,0.59,33.39,1.83,0.53,0.16,0.5,,-0.09,-0.03,Tournament,2020,,,,,,
754,h.ndhlovu,Ledian,1,1,0,0,26,1995,1.16,0.09,-0.05,0.04,,-0.08,0.07,,,,0.08,0.03,Tournament,2020,,,,,,
755,p.mukalazi,Ledian,1,1,0,0,25,1996,2.33,0.05,1.78,-0.07,-0.02,1.74,-0.03,-0.05,,,-0.05,0.01,Tournament,2020,,,,,,
756,v.namayanja,Ledian,1,1,0,0,26,1994,2.64,0.06,1.56,0.3,24.99,1.46,0.41,0.05,-0.01,,0.06,-0.06,Tournament,2020,,,,,,
757,c.aliru,Leoneku Guidisia,0,0,1,0,32,1989,2.06,0.07,0.41,0.05,0.09,0.54,0.1,-0.1,,,0.01,0.06,Tournament,2020,,,,,,
758,c.ojambo,Leoneku Guidisia,0,0,1,0,32,1989,1.0,0.09,-0.09,-0.03,,0.02,-0.02,,,,-0.06,0.02,Tournament,2020,,,,,,
759,d.young,Leoneku Guidisia,0,0,1,0,24,1997,1.97,0.09,1.04,0.1,0.09,1.06,0.02,0.01,,,0.09,-0.01,Tournament,2020,,,,,,
760,k.appiah,Leoneku Guidisia,0,0,1,0,33,1988,4.06,0.03,0.03,-0.09,,-0.02,0.01,,,,0.01,0.07,Tournament,2020,,,,,,
761,k.vitali,Leoneku Guidisia,0,0,1,0,33,1988,1.17,-0.08,-0.06,0.02,,-0.05,0.1,,,,-0.01,-0.03,Tournament,2020,,,,,,
762,l.auma,Leoneku Guidisia,0,0,1,0,27,1994,2.75,-0.09,0.78,-0.06,0.06,0.75,-0.08,-0.08,,,-0.09,0.01,Tournament,2020,,,,,,
763,t.kemirembe,Leoneku Guidisia,0,0,1,0,24,1997,1.12,0.02,0.88,0.87,100.08,0.86,0.81,0.0,0.07,,0.09,0.04,Tournament,2020,,,,,,
764,z.colombo,Leoneku Guidisia,0,0,1,0,33,1988,4.06,0.04,0.21,0.09,-0.03,0.23,0.03,0.04,,,0.04,-0.1,Tournament,2020,,,,,,
765,k.mashiri,Leoneku Guidisia,0,1,1,0,27,1994,4.24,-0.08,0.22,0.07,0.06,0.3,0.04,0.09,,,0.09,-0.05,Tournament,2020,,,,,,
766,p.dias,Leoneku Guidisia,0,1,1,0,27,1993,0.22,-0.07,0.06,-0.08,,-0.04,-0.06,,,,0.0,0.08,Tournament,2020,,,,,,
767,a.lekuru,Leoneku Guidisia,1,0,0,0,24,1997,1.76,1.67,2.15,2.31,100.03,2.33,2.26,0.8,0.8,,0.02,0.05,Tournament,2020,,,,,,
768,e.mtetwa,Leoneku Guidisia,1,0,0,0,27,1994,2.81,0.01,2.15,0.02,-0.08,2.15,0.08,0.06,,,0.01,-0.02,Tournament,2020,,,,,,
769,j.amsalem,Leoneku Guidisia,1,0,0,0,31,1990,5.77,0.29,2.74,1.29,43.73,2.72,1.29,0.09,0.39,,-0.03,-0.04,Tournament,2020,,,,,,
770,y.bauer,Leoneku Guidisia,1,0,0,0,22,1999,0.54,-0.02,1.58,-0.07,-0.08,1.54,-0.07,-0.04,,,0.06,-0.06,Tournament,2020,,,,,,
771,m.krlievi,Leoneku Guidisia,0,0,0,1,31,1989,5.97,0.02,0.26,0.03,0.09,0.14,0.02,0.04,,,0.06,0.05,Tournament,2020,,,,,,
772,d.okidi,Leoneku Guidisia,0,1,0,0,34,1987,4.55,-0.07,0.09,0.0,,-0.02,0.0,,,,0.08,-0.03,Tournament,2020,,,,,,
773,f.ahin,Leoneku Guidisia,0,1,0,0,31,1990,0.78,-0.09,1.33,0.04,0.02,1.26,0.07,0.08,,,0.01,0.03,Tournament,2020,,,,,,
774,h.tan,Leoneku Guidisia,0,1,0,0,26,1995,5.87,-0.07,0.62,0.09,33.37,0.6,0.12,0.05,-0.05,,-0.04,-0.04,Tournament,2020,,,,,,
775,m.olofsson,Leoneku Guidisia,0,1,0,0,27,1994,1.22,0.06,0.02,0.07,,0.02,0.04,,,,0.06,0.03,Tournament,2020,,,,,,
776,u.jonsson,Leoneku Guidisia,0,1,0,0,30,1991,1.22,0.02,0.87,0.08,-0.08,0.84,-0.1,-0.01,,,-0.1,-0.01,Tournament,2020,,,,,,
777,w.chia,Leoneku Guidisia,0,1,0,0,27,1994,4.19,0.31,0.89,0.68,74.96,0.97,0.81,0.28,0.28,,-0.08,0.08,Tournament,2020,,,,,,
778,x.ojambo,Leoneku Guidisia,0,1,0,0,24,1997,2.33,0.01,2.05,-0.02,-0.04,2.03,-0.1,-0.04,,,0.02,0.08,Tournament,2020,,,,,,
