,Player,Nation,Age,FW,MF,DF,GK,Raritan,player_id
1675,q.ayerango,Southslands,25,1,0,0,0,0,q.ayerango-Southslands
1676,q.barbier,Nganion,24,0,1,0,0,0,q.barbier-Nganion
1677,q.becker,Dosqaly,25,0,0,1,0,0,q.becker-Dosqaly
1678,q.binabdrahman,Dosqaly,20,0,0,1,0,0,q.binabdrahman-Dosqaly
1679,q.binismail,Rarita,24,0,0,1,0,1,q.binismail-Rarita
1680,q.busobozi,Varijitri Isles,31,0,0,1,0,0,q.busobozi-Varijitri Isles
1681,q.cheong,Lefghau,21,0,0,1,0,0,q.cheong-Lefghau
1682,q.chunga,Southern Ristan,17,0,0,1,0,0,q.chunga-Southern Ristan
1683,q.dangelo,Rosvi,27,1,0,0,0,0,q.dangelo-Rosvi
1684,q.demir,Esia,19,0,1,0,0,0,q.demir-Esia
1685,q.fathi,Esia,22,0,0,1,0,0,q.fathi-Esia
1686,q.fernandes,Nganion,29,1,0,0,0,0,q.fernandes-Nganion
1687,q.ghoe,Esia,22,0,0,0,1,0,q.ghoe-Esia
1688,q.hamalainen,Rarita,26,1,0,0,0,1,q.hamalainen-Rarita
1689,q.henriksen,Sobianitedrucy,26,0,0,1,0,0,q.henriksen-Sobianitedrucy
1690,q.johnsen,People's Land of Maneau,19,0,1,0,0,0,q.johnsen-People's Land of Maneau
1691,q.juhasz,Janmico,24,0,1,0,0,0,q.juhasz-Janmico
1692,q.kaseke,Central Diasongo,24,0,1,0,0,0,q.kaseke-Central Diasongo
1693,q.khumalo,Esia,22,1,0,0,0,0,q.khumalo-Esia
1694,q.konig,Nganion,24,0,0,0,1,0,q.konig-Nganion
1695,q.krasniqi,Sobianitedrucy,19,0,0,1,0,0,q.krasniqi-Sobianitedrucy
1696,q.loeng,Dosqaly,25,0,1,0,0,0,q.loeng-Dosqaly
1697,q.lou,Nganion,18,0,0,1,0,0,q.lou-Nganion
1698,q.majawa,People's Land of Maneau,29,0,0,1,0,0,q.majawa-People's Land of Maneau
1699,q.mangwiro,Coastpa Barleslands,25,1,0,0,0,0,q.mangwiro-Coastpa Barleslands
1700,q.maphosa,Esia,26,0,1,0,0,0,q.maphosa-Esia
1701,q.martinez,Sobianitedrucy,23,0,0,0,1,0,q.martinez-Sobianitedrucy
1702,q.maturu,Dastatesne,24,1,0,0,0,0,q.maturu-Dastatesne
1703,q.mbambu,Lefghau,23,1,0,0,0,0,q.mbambu-Lefghau
1704,q.messina,Dosqaly,29,0,1,0,0,0,q.messina-Dosqaly
1705,q.morrison,Rarita,33,0,1,0,0,1,q.morrison-Rarita
1706,q.muhammed,Dosqaly,24,0,1,0,0,0,q.muhammed-Dosqaly
1707,q.musimenta,Nganion,33,0,0,0,1,0,q.musimenta-Nganion
1708,q.mutabazi,Byasier Pujan,22,1,0,0,0,0,q.mutabazi-Byasier Pujan
1709,q.muwanguzi,Nganion,27,0,1,0,0,0,q.muwanguzi-Nganion
1710,q.nabimanya,Imaar Vircoand,21,0,1,0,0,0,q.nabimanya-Imaar Vircoand
1711,q.nabutono,Lefghau,27,0,1,0,0,0,q.nabutono-Lefghau
1712,q.nagadya,Nganion,29,1,0,0,0,0,q.nagadya-Nganion
1713,q.nakintu,Dosqaly,30,0,0,1,0,0,q.nakintu-Dosqaly
1714,q.nakyeyune,Esia,31,0,0,0,1,0,q.nakyeyune-Esia
1715,q.nampijja,Reugha,18,1,0,0,0,0,q.nampijja-Reugha
1716,q.namusobya,Nganion,18,0,1,0,0,0,q.namusobya-Nganion
1717,q.nantume,Lylimi,24,1,0,0,0,0,q.nantume-Lylimi
1718,q.naturinda,Rosvi,25,0,1,0,0,0,q.naturinda-Rosvi
1719,q.nyangoma,Imaar Vircoand,29,1,0,0,0,0,q.nyangoma-Imaar Vircoand
1720,q.ogwang,Redohrainbri,30,0,0,1,0,0,q.ogwang-Redohrainbri
1721,q.okiror,Dosqaly,33,0,1,0,0,0,q.okiror-Dosqaly
1722,q.okurut,People's Land of Maneau,21,0,0,1,0,0,q.okurut-People's Land of Maneau
1723,q.oren,Redohrainbri,24,1,0,0,0,0,q.oren-Redohrainbri
1724,q.oryema,Sobianitedrucy,21,1,0,0,0,0,q.oryema-Sobianitedrucy
1725,q.patil,Esia,27,1,0,0,0,0,q.patil-Esia
1726,q.pellegrino,Nganion,30,0,0,1,0,0,q.pellegrino-Nganion
1727,q.permana,Dosqaly,29,0,0,0,1,0,q.permana-Dosqaly
1728,q.roy,Nganion,20,0,0,1,0,0,q.roy-Nganion
1729,q.ruzvidzo,Dosqaly,25,0,1,0,0,0,q.ruzvidzo-Dosqaly
1730,q.salehi,Nganion,31,1,0,0,0,0,q.salehi-Nganion
1731,q.sam,Giumle Lizeibon,34,0,0,1,0,0,q.sam-Giumle Lizeibon
1732,q.scott,Byasier Pujan,20,1,0,0,0,0,q.scott-Byasier Pujan
1733,q.sithole,Slandsganiamayotteque,17,0,1,0,0,0,q.sithole-Slandsganiamayotteque
1734,q.sousa,Reugha,29,0,1,0,0,0,q.sousa-Reugha
1735,q.sumarni,Sobianitedrucy,18,0,0,1,0,0,q.sumarni-Sobianitedrucy
1736,q.thakur,Sobianitedrucy,27,0,1,0,0,0,q.thakur-Sobianitedrucy
1737,q.tiko,People's Land of Maneau,20,0,0,1,0,0,q.tiko-People's Land of Maneau
1738,q.tshia,Esia,20,0,0,1,0,0,q.tshia-Esia
1739,q.turinawe,Rosvi,26,0,0,1,0,0,q.turinawe-Rosvi
1740,q.tushabe,Byasier Pujan,29,0,0,1,0,0,q.tushabe-Byasier Pujan
1741,q.ueda,Dosqaly,18,0,0,1,0,0,q.ueda-Dosqaly
1742,q.virtanen,Nkasland Cronestan,25,1,0,0,0,0,q.virtanen-Nkasland Cronestan
1743,q.vuji,Reugha,25,1,0,0,0,0,q.vuji-Reugha
1744,q.yamazaki,Pierrema,23,1,0,0,0,0,q.yamazaki-Pierrema
1745,q.zimba,Esia,29,0,0,1,0,0,q.zimba-Esia
1746,q.zyu,Imaar Vircoand,29,1,0,0,0,0,q.zyu-Imaar Vircoand
1747,r.adamu,Nganion,29,1,0,0,0,0,r.adamu-Nganion
1748,r.adeke,Nganion,16,0,1,0,0,0,r.adeke-Nganion
1749,r.aguilar,Esia,21,0,0,0,1,0,r.aguilar-Esia
1750,r.aisu,Dosqaly,20,1,0,0,0,0,r.aisu-Dosqaly
1751,r.akech,Eastern Covaki,26,0,1,0,0,0,r.akech-Eastern Covaki
1752,r.aloyo,Nganion,31,0,0,1,0,0,r.aloyo-Nganion
1753,r.arai,Varijitri Isles,29,1,0,0,0,0,r.arai-Varijitri Isles
1754,r.arineitwe,Sobianitedrucy,24,0,0,1,0,0,r.arineitwe-Sobianitedrucy
1755,r.baidoo,Nganion,23,1,0,0,0,0,r.baidoo-Nganion
1756,r.bbosa,People's Land of Maneau,22,1,0,0,0,0,r.bbosa-People's Land of Maneau
1757,r.begum,Unicorporated Tiagascar,34,1,0,0,0,0,r.begum-Unicorporated Tiagascar
1758,r.bintihassan,Southslands,20,1,0,0,0,0,r.bintihassan-Southslands
1759,r.bintimohamed,Coastpa Barleslands,20,0,0,1,0,0,r.bintimohamed-Coastpa Barleslands
1760,r.chandia,Nganion,30,0,1,0,0,0,r.chandia-Nganion
1761,r.chee,Southslands,33,0,0,0,1,0,r.chee-Southslands
1762,r.christiansen,Slandsganiamayotteque,19,1,0,0,0,0,r.christiansen-Slandsganiamayotteque
1763,r.cossa,Nganion,29,0,0,1,0,0,r.cossa-Nganion
1764,r.dahl,Byasier Pujan,18,0,1,0,0,0,r.dahl-Byasier Pujan
1765,r.danquah,Sobianitedrucy,17,0,1,0,0,0,r.danquah-Sobianitedrucy
1766,r.dewit,Lefghau,23,1,0,0,0,0,r.dewit-Lefghau
1767,r.dube,Dosqaly,21,0,0,1,0,0,r.dube-Dosqaly
1768,r.dumont,Tabhu Striary,25,0,0,1,0,0,r.dumont-Tabhu Striary
1769,r.ferretti,Coastpa Barleslands,22,0,1,0,0,0,r.ferretti-Coastpa Barleslands
1770,r.flores,Western Niasland,25,1,0,0,0,0,r.flores-Western Niasland
1771,r.gentile,Lefghau,29,0,1,0,0,0,r.gentile-Lefghau
1772,r.giordano,Nganion,38,0,1,0,0,0,r.giordano-Nganion
1773,r.ishii,People's Land of Maneau,35,0,0,1,0,0,r.ishii-People's Land of Maneau
1774,r.jacobs,People's Land of Maneau,26,0,1,0,0,0,r.jacobs-People's Land of Maneau
1775,r.jimenez,Rarita,20,0,1,0,0,1,r.jimenez-Rarita
1776,r.kabuye,Nganion,32,0,1,0,0,0,r.kabuye-Nganion
1777,r.khonje,Nganion,19,0,0,1,0,0,r.khonje-Nganion
1778,r.kiberu,Nganion,30,1,0,0,0,0,r.kiberu-Nganion
1779,r.koch,Nganion,30,0,0,1,0,0,r.koch-Nganion
1780,r.kukk,Greri Landmoslands,35,0,0,1,0,0,r.kukk-Greri Landmoslands
1781,r.lambert,Ngoque Blicri,23,1,0,0,0,0,r.lambert-Ngoque Blicri
1782,r.lau,Cabral Retrea,21,1,0,0,0,0,r.lau-Cabral Retrea
1783,r.lokiru,Nganion,19,0,1,0,0,0,r.lokiru-Nganion
1784,r.lor,Dosqaly,26,1,0,0,0,0,r.lor-Dosqaly
1785,r.magaya,Esia,27,0,0,1,0,0,r.magaya-Esia
1786,r.majoni,Coastpa Barleslands,21,0,0,1,0,0,r.majoni-Coastpa Barleslands
1787,r.martin,Sobianitedrucy,37,0,0,0,1,0,r.martin-Sobianitedrucy
1788,r.martino,Nganion,29,0,0,0,1,0,r.martino-Nganion
1789,r.matovu,Southslands,20,0,1,0,0,0,r.matovu-Southslands
1790,r.mbeiza,Slandsganiamayotteque,20,1,0,0,0,0,r.mbeiza-Slandsganiamayotteque
1791,r.mensah,Rarita,22,0,0,1,0,1,r.mensah-Rarita
1792,r.mkandla,Southern Ristan,28,1,0,0,0,0,r.mkandla-Southern Ristan
1793,r.monti,Rarita,32,1,0,0,0,1,r.monti-Rarita
1794,r.morin,Nganion,28,0,0,1,0,0,r.morin-Nganion
1795,r.mujuni,Dosqaly,16,0,1,0,0,0,r.mujuni-Dosqaly
1796,r.mutumba,Dosqaly,21,1,0,0,0,0,r.mutumba-Dosqaly
1797,r.nakuya,Tito Mia,27,1,0,0,0,0,r.nakuya-Tito Mia
1798,r.namande,Nganion,33,0,1,0,0,0,r.namande-Nganion
1799,r.namutebi,Rarita,22,0,0,1,0,1,r.namutebi-Rarita
1800,r.navarro,Highhlaands,32,0,0,1,0,0,r.navarro-Highhlaands
1801,r.nor,Dosqaly,17,1,0,0,0,0,r.nor-Dosqaly
1802,r.nuwagaba,Nganion,30,1,0,0,0,0,r.nuwagaba-Nganion
1803,r.odur,Sobianitedrucy,32,0,0,0,1,0,r.odur-Sobianitedrucy
1804,r.okoye,Dosqaly,34,0,0,1,0,0,r.okoye-Dosqaly
1805,r.okwera,Dosqaly,17,1,0,0,0,0,r.okwera-Dosqaly
1806,r.orlando,Nganion,22,0,0,1,0,0,r.orlando-Nganion
1807,r.owere,Western Niasland,31,0,0,0,1,0,r.owere-Western Niasland
1808,r.petrenko,Lefghau,25,0,0,1,0,0,r.petrenko-Lefghau
1809,r.rahim,Ngoque Blicri,20,0,1,0,0,0,r.rahim-Ngoque Blicri
1810,r.rizzi,Pierrema,32,0,0,0,1,0,r.rizzi-Pierrema
1811,r.rossi,Western Niasland,27,1,0,0,0,0,r.rossi-Western Niasland
1812,r.rusere,Tercapetralgrorus,22,0,1,0,0,0,r.rusere-Tercapetralgrorus
1813,r.saad,Central Diasongo,15,1,0,0,0,0,r.saad-Central Diasongo
1814,r.schubert,Buhegeor,20,0,1,0,0,0,r.schubert-Buhegeor
1815,r.taketa,Rarita,23,0,0,1,0,1,r.taketa-Rarita
1816,r.tsao,Rarita,26,0,0,1,0,1,r.tsao-Rarita
1817,r.tumusiime,Nganion,31,1,0,0,0,0,r.tumusiime-Nganion
1818,r.uchida,Sobianitedrucy,23,0,1,0,0,0,r.uchida-Sobianitedrucy
1819,r.ueta,Sobianitedrucy,27,0,0,1,0,0,r.ueta-Sobianitedrucy
1820,r.wambi,People's Land of Maneau,29,1,0,0,0,0,r.wambi-People's Land of Maneau
1821,r.wanyama,Imaar Vircoand,38,0,0,0,1,0,r.wanyama-Imaar Vircoand
1822,r.yeko,Esia,18,0,0,1,0,0,r.yeko-Esia
1823,s.abdullahi,Dosqaly,27,0,1,0,0,0,s.abdullahi-Dosqaly
1824,s.achen,Giumle Lizeibon,32,0,0,0,1,0,s.achen-Giumle Lizeibon
1825,s.agustina,Lefghau,29,0,0,1,0,0,s.agustina-Lefghau
1826,s.aisyah,Dosqaly,23,0,0,1,0,0,s.aisyah-Dosqaly
1827,s.akiteng,Central Diasongo,27,0,1,0,0,0,s.akiteng-Central Diasongo
1828,s.anyait,People's Land of Maneau,30,0,0,1,0,0,s.anyait-People's Land of Maneau
1829,s.armah,Mico,24,1,0,0,0,0,s.armah-Mico
1830,s.aslan,People's Land of Maneau,32,0,0,0,1,0,s.aslan-People's Land of Maneau
1831,s.avraham,Nganion,32,1,0,0,0,0,s.avraham-Nganion
1832,s.baig,Nganion,22,0,0,1,0,0,s.baig-Nganion
1833,s.barman,Rarita,24,0,1,0,0,1,s.barman-Rarita
1834,s.barry,Zamlie Niabangthe,26,0,0,1,0,0,s.barry-Zamlie Niabangthe
1835,s.binramli,Dosqaly,32,0,0,1,0,0,s.binramli-Dosqaly
1836,s.bintiothman,Lylimi,37,0,0,0,1,0,s.bintiothman-Lylimi
1837,s.bukirwa,Dosqaly,23,0,0,1,0,0,s.bukirwa-Dosqaly
1838,s.busch,Galamily,33,0,0,1,0,0,s.busch-Galamily
1839,s.candiru,Nganion,22,1,0,0,0,0,s.candiru-Nganion
1840,s.chelangat,Dosqaly,22,0,0,1,0,0,s.chelangat-Dosqaly
1841,s.chemutai,Rosvi,24,0,0,1,0,0,s.chemutai-Rosvi
1842,s.chided,Lefghau,22,0,0,1,0,0,s.chided-Lefghau
1843,s.chu,Republic of Denand Landsa,28,1,0,0,0,0,s.chu-Republic of Denand Landsa
1844,s.costa,Lefghau,19,1,0,0,0,0,s.costa-Lefghau
1845,s.debnath,People's Land of Maneau,27,0,0,1,0,0,s.debnath-People's Land of Maneau
1846,s.feldman,Esia,23,0,0,0,1,0,s.feldman-Esia
1847,s.fontana,Nganion,24,1,0,0,0,0,s.fontana-Nganion
1848,s.ghaffari,Lefghau,25,0,1,0,0,0,s.ghaffari-Lefghau
1849,s.gutierrez,Nganion,20,0,1,0,0,0,s.gutierrez-Nganion
1850,s.gwenzi,Pierrema,26,1,0,0,0,0,s.gwenzi-Pierrema
1851,s.hashemi,Rarita,30,0,0,1,0,1,s.hashemi-Rarita
1852,s.ibraimo,Nganion,24,1,0,0,0,0,s.ibraimo-Nganion
1853,s.jalali,Esia,23,0,1,0,0,0,s.jalali-Esia
1854,s.juri,Nganion,21,1,0,0,0,0,s.juri-Nganion
1855,s.kaggwa,Lefghau,33,0,0,1,0,0,s.kaggwa-Lefghau
1856,s.kasamba,Greri Landmoslands,26,0,0,1,0,0,s.kasamba-Greri Landmoslands
1857,s.katooko,Sobianitedrucy,21,0,0,1,0,0,s.katooko-Sobianitedrucy
1858,s.kiconco,Nkasland Cronestan,35,0,0,0,1,0,s.kiconco-Nkasland Cronestan
1859,s.kofi,Western Niasland,33,1,0,0,0,0,s.kofi-Western Niasland
1860,s.kor,Byasier Pujan,23,0,1,0,0,0,s.kor-Byasier Pujan
1861,s.kule,Nganion,24,0,0,1,0,0,s.kule-Nganion
1862,s.kyobutungi,Esia,18,0,0,1,0,0,s.kyobutungi-Esia
1863,s.lamptey,Manlisgamncent,20,0,0,1,0,0,s.lamptey-Manlisgamncent
1864,s.layet,Nganion,21,1,0,0,0,0,s.layet-Nganion
1865,s.lokol,Republic of Denand Landsa,19,1,0,0,0,0,s.lokol-Republic of Denand Landsa
1866,s.lombardo,Dosqaly,29,1,0,0,0,0,s.lombardo-Dosqaly
1867,s.lutaaya,Dosqaly,22,0,1,0,0,0,s.lutaaya-Dosqaly
1868,s.magezi,Esia,28,0,0,1,0,0,s.magezi-Esia
1869,s.marchetti,Rarita,26,0,0,0,1,1,s.marchetti-Rarita
1870,s.mbewe,People's Land of Maneau,25,0,1,0,0,0,s.mbewe-People's Land of Maneau
1871,s.moradi,Sobianitedrucy,32,0,1,0,0,0,s.moradi-Sobianitedrucy
1872,s.moss,Coastpa Barleslands,26,1,0,0,0,0,s.moss-Coastpa Barleslands
1873,s.musoki,Central Diasongo,27,0,0,1,0,0,s.musoki-Central Diasongo
1874,s.mussa,Byasier Pujan,21,1,0,0,0,0,s.mussa-Byasier Pujan
1875,s.nabasa,Lefghau,22,0,1,0,0,0,s.nabasa-Lefghau
1876,s.nachum,Byasier Pujan,26,0,0,1,0,0,s.nachum-Byasier Pujan
1877,s.nakabugo,Republic of Denand Landsa,22,1,0,0,0,0,s.nakabugo-Republic of Denand Landsa
1878,s.nakasi,Nganion,23,1,0,0,0,0,s.nakasi-Nganion
1879,s.nalugwa,Biarizea,33,0,0,1,0,0,s.nalugwa-Biarizea
1880,s.namanya,Central Diasongo,31,0,0,1,0,0,s.namanya-Central Diasongo
1881,s.nansamba,Imaar Vircoand,28,0,0,1,0,0,s.nansamba-Imaar Vircoand
1882,s.nassazi,Esia,28,0,0,1,0,0,s.nassazi-Esia
1883,s.nayiga,Sobianitedrucy,27,0,0,1,0,0,s.nayiga-Sobianitedrucy
1884,s.ningsih,Sobianitedrucy,23,0,0,1,0,0,s.ningsih-Sobianitedrucy
1885,s.nuwagira,Saintu,27,0,0,0,1,0,s.nuwagira-Saintu
1886,s.nyathi,Nganion,31,1,0,0,0,0,s.nyathi-Nganion
1887,s.obonyo,Central Diasongo,23,1,0,0,0,0,s.obonyo-Central Diasongo
1888,s.oduro,Republic of Denand Landsa,25,0,0,1,0,0,s.oduro-Republic of Denand Landsa
1889,s.owor,Xikong,30,0,0,1,0,0,s.owor-Xikong
1890,s.parisi,Dosqaly,32,0,0,1,0,0,s.parisi-Dosqaly
1891,s.peretz,Djipines,22,0,1,0,0,0,s.peretz-Djipines
1892,s.phillips,Nganion,20,0,0,1,0,0,s.phillips-Nganion
1893,s.rahmani,Thaijagypt,28,0,0,1,0,0,s.rahmani-Thaijagypt
1894,s.razaee,Rarita,24,0,1,0,0,1,s.razaee-Rarita
1895,s.rizzo,Sobianitedrucy,23,0,0,1,0,0,s.rizzo-Sobianitedrucy
1896,s.rostami,Lefghau,35,0,1,0,0,0,s.rostami-Lefghau
1897,s.sabano,Danan Seekeeling,23,0,0,1,0,0,s.sabano-Danan Seekeeling
1898,s.sala,Nganion,26,0,0,1,0,0,s.sala-Nganion
1899,s.sanchez,Imaar Vircoand,33,0,0,1,0,0,s.sanchez-Imaar Vircoand
1900,s.sarpong,Southslands,33,1,0,0,0,0,s.sarpong-Southslands
1901,s.soon,Sobianitedrucy,23,1,0,0,0,0,s.soon-Sobianitedrucy
1902,s.sorensen,Nganion,27,0,0,1,0,0,s.sorensen-Nganion
1903,s.szabo,Rarita,29,0,0,1,0,1,s.szabo-Rarita
1904,s.tamale,Imaar Vircoand,27,0,0,0,1,0,s.tamale-Imaar Vircoand
1905,s.tenywa,Dosqaly,21,0,1,0,0,0,s.tenywa-Dosqaly
1906,s.umaru,Khstanchi Reabra,28,0,1,0,0,0,s.umaru-Khstanchi Reabra
1907,s.vidal,Dosqaly,31,0,1,0,0,0,s.vidal-Dosqaly
1908,s.wafula,People's Land of Maneau,22,0,0,1,0,0,s.wafula-People's Land of Maneau
1909,s.wahab,Nganion,19,1,0,0,0,0,s.wahab-Nganion
1910,s.wimmer,Nganion,26,0,1,0,0,0,s.wimmer-Nganion
1911,t.achan,Southslands,28,0,1,0,0,0,t.achan-Southslands
1912,t.acom,People's Land of Maneau,28,1,0,0,0,0,t.acom-People's Land of Maneau
1913,t.akankwasa,Sobianitedrucy,26,0,1,0,0,0,t.akankwasa-Sobianitedrucy
1914,t.amer,Nganion,27,0,1,0,0,0,t.amer-Nganion
1915,t.amutuhaire,Dosqaly,22,1,0,0,0,0,t.amutuhaire-Dosqaly
1916,t.ansari,Rarita,31,0,1,0,0,1,t.ansari-Rarita
1917,t.audu,Rarita,27,0,0,1,0,1,t.audu-Rarita
1918,t.awuah,People's Land of Maneau,26,0,0,1,0,0,t.awuah-People's Land of Maneau
1919,t.ayoo,Esia,22,0,1,0,0,0,t.ayoo-Esia
1920,t.barigye,People's Land of Maneau,23,0,0,1,0,0,t.barigye-People's Land of Maneau
1921,t.bhebhe,Sobianitedrucy,35,0,0,1,0,0,t.bhebhe-Sobianitedrucy
1922,t.binmohamed,People's Land of Maneau,22,0,1,0,0,0,t.binmohamed-People's Land of Maneau
1923,t.bintiosman,Esia,22,0,0,1,0,0,t.bintiosman-Esia
1924,t.bonabana,Dosqaly,26,0,0,0,1,0,t.bonabana-Dosqaly
1925,t.bukar,Southern Ristan,28,0,0,0,1,0,t.bukar-Southern Ristan
1926,t.chandiru,Nganion,20,1,0,0,0,0,t.chandiru-Nganion
1927,t.chebet,People's Land of Maneau,23,0,0,1,0,0,t.chebet-People's Land of Maneau
1928,t.cortez,Janmico,22,0,1,0,0,0,t.cortez-Janmico
1929,t.dietrich,Dosqaly,27,0,0,1,0,0,t.dietrich-Dosqaly
1930,t.faure,Nganion,27,0,0,1,0,0,t.faure-Nganion
1931,t.ferrari,Tercapetralgrorus,22,0,0,1,0,0,t.ferrari-Tercapetralgrorus
1932,t.fontaine,Sobianitedrucy,28,1,0,0,0,0,t.fontaine-Sobianitedrucy
1933,t.haim,Nganion,30,0,0,1,0,0,t.haim-Nganion
1934,t.hashim,Nganion,34,1,0,0,0,0,t.hashim-Nganion
1935,t.hermawan,Esia,24,0,0,1,0,0,t.hermawan-Esia
1936,t.hoe,Xikong,24,1,0,0,0,0,t.hoe-Xikong
1937,t.jabarin,Dosqaly,18,1,0,0,0,0,t.jabarin-Dosqaly
1938,t.jiu,Nganion,33,1,0,0,0,0,t.jiu-Nganion
1939,t.kabonesa,Nganion,22,1,0,0,0,0,t.kabonesa-Nganion
1940,t.kafuko,Southslands,31,0,0,1,0,0,t.kafuko-Southslands
1941,t.kamugisha,Lefghau,26,0,0,0,1,0,t.kamugisha-Lefghau
1942,t.karmakar,Dosqaly,29,0,1,0,0,0,t.karmakar-Dosqaly
1943,t.khaukha,Central Namemo Laand,23,0,1,0,0,0,t.khaukha-Central Namemo Laand
1944,t.kowalski,Manlisgamncent,20,0,0,1,0,0,t.kowalski-Manlisgamncent
1945,t.kuok,Dosqaly,22,0,1,0,0,0,t.kuok-Dosqaly
1946,t.lam,Nancipenuaroe,24,0,0,1,0,0,t.lam-Nancipenuaroe
1947,t.larsson,Rarita,20,0,0,1,0,1,t.larsson-Rarita
1948,t.lawino,Nganion,29,0,0,1,0,0,t.lawino-Nganion
1949,t.lwanga,Reugha,24,1,0,0,0,0,t.lwanga-Reugha
1950,t.makaza,Central Namemo Laand,29,0,1,0,0,0,t.makaza-Central Namemo Laand
1951,t.marques,Dosqaly,19,1,0,0,0,0,t.marques-Dosqaly
1952,t.mendes,Lylimi,19,1,0,0,0,0,t.mendes-Lylimi
1953,t.mguni,Esia,24,0,1,0,0,0,t.mguni-Esia
1954,t.mlalazi,Byasier Pujan,22,0,1,0,0,0,t.mlalazi-Byasier Pujan
1955,t.monteiro,Rarita,20,0,0,1,0,1,t.monteiro-Rarita
1956,t.moretti,Sobianitedrucy,21,0,0,1,0,0,t.moretti-Sobianitedrucy
1957,t.mugoya,Dosqaly,21,0,1,0,0,0,t.mugoya-Dosqaly
1958,t.muhumuza,Reugha,19,0,0,1,0,0,t.muhumuza-Reugha
1959,t.mukwaya,Greri Landmoslands,19,0,1,0,0,0,t.mukwaya-Greri Landmoslands
1960,t.nagujja,Nancipenuaroe,25,0,0,1,0,0,t.nagujja-Nancipenuaroe
1961,t.nakku,Byasier Pujan,19,0,0,1,0,0,t.nakku-Byasier Pujan
1962,t.nkhoma,Southslands,29,0,1,0,0,0,t.nkhoma-Southslands
1963,t.nouri,People's Land of Maneau,22,0,0,1,0,0,t.nouri-People's Land of Maneau
1964,t.nouri,Rarita,22,0,0,1,0,1,t.nouri-Rarita
1965,t.nyanzi,Dosqaly,30,0,1,0,0,0,t.nyanzi-Dosqaly
1966,t.obong,Esia,30,0,0,0,1,0,t.obong-Esia
1967,t.okello,Dosqaly,22,0,0,0,1,0,t.okello-Dosqaly
1968,t.okoro,Rarita,26,0,0,1,0,1,t.okoro-Rarita
1969,t.okoro,Sobianitedrucy,26,0,0,1,0,0,t.okoro-Sobianitedrucy
1970,t.ong,Nganion,25,1,0,0,0,0,t.ong-Nganion
1971,t.orishaba,Dosqaly,26,0,1,0,0,0,t.orishaba-Dosqaly
1972,t.owiny,Pierrema,25,1,0,0,0,0,t.owiny-Pierrema
1973,t.parn,Dosqaly,20,0,1,0,0,0,t.parn-Dosqaly
1974,t.ramos,Esia,21,1,0,0,0,0,t.ramos-Esia
1975,t.ray,Janmico,24,0,1,0,0,0,t.ray-Janmico
1976,t.robert,Janmico,24,0,1,0,0,0,t.robert-Janmico
1977,t.sarkar,Unicorporated Tiagascar,35,1,0,0,0,0,t.sarkar-Unicorporated Tiagascar
1978,t.sinaga,Rarita,24,1,0,0,0,1,t.sinaga-Rarita
1979,t.sommer,Nganion,30,1,0,0,0,0,t.sommer-Nganion
1980,t.tal,Rarita,34,1,0,0,0,1,t.tal-Rarita
1981,t.teo,Slandsganiamayotteque,32,0,0,1,0,0,t.teo-Slandsganiamayotteque
1982,t.toth,Dosqaly,21,0,1,0,0,0,t.toth-Dosqaly
1983,t.tushemereirwe,Nganion,33,1,0,0,0,0,t.tushemereirwe-Nganion
1984,t.vidmar,Nganion,19,0,1,0,0,0,t.vidmar-Nganion
1985,t.wanyenze,People's Land of Maneau,22,1,0,0,0,0,t.wanyenze-People's Land of Maneau
1986,t.winkler,Quewenia,19,1,0,0,0,0,t.winkler-Quewenia
1987,t.yldz,Dosqaly,23,0,0,1,0,0,t.yldz-Dosqaly
1988,t.zoabi,People's Land of Maneau,19,0,1,0,0,0,t.zoabi-People's Land of Maneau
1989,u.ahebwa,Nganion,24,0,0,1,0,0,u.ahebwa-Nganion
1990,u.alizadeh,Lylimi,22,0,1,0,0,0,u.alizadeh-Lylimi
1991,u.alshehri,People's Land of Maneau,17,1,0,0,0,0,u.alshehri-People's Land of Maneau
1992,u.angella,People's Land of Maneau,22,0,1,0,0,0,u.angella-People's Land of Maneau
1993,u.anyango,Sobianitedrucy,20,0,1,0,0,0,u.anyango-Sobianitedrucy
1994,u.arthur,Lefghau,31,0,0,1,0,0,u.arthur-Lefghau
1995,u.arthur,Rarita,31,0,0,1,0,1,u.arthur-Rarita
1996,u.atugonza,Republic of Denand Landsa,21,1,0,0,0,0,u.atugonza-Republic of Denand Landsa
1997,u.azizi,Esia,23,0,1,0,0,0,u.azizi-Esia
1998,u.ban,People's Land of Maneau,20,0,0,1,0,0,u.ban-People's Land of Maneau
1999,u.binabdullah,Nganion,23,0,1,0,0,0,u.binabdullah-Nganion
2000,u.binsalleh,Unicorporated Tiagascar,30,0,0,1,0,0,u.binsalleh-Unicorporated Tiagascar
2001,u.businge,Nganion,27,0,0,1,0,0,u.businge-Nganion
2002,u.chavez,Sobianitedrucy,28,0,1,0,0,0,u.chavez-Sobianitedrucy
2003,u.chen,Dosqaly,35,0,0,1,0,0,u.chen-Dosqaly
2004,u.chio,Lefghau,31,0,1,0,0,0,u.chio-Lefghau
2005,u.colin,Esia,23,0,1,0,0,0,u.colin-Esia
2006,u.den,Greri Landmoslands,25,1,0,0,0,0,u.den-Greri Landmoslands
